編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPOOMLNJRHHFFBB37DA,5,50.98,住家用,鋼筋混凝土造,97年1月22日,十五層,九層 陽台
RPOOMLNJRHHFFBB37DA,5,10.51,共有部份,鋼筋混凝土造,97年1月22日,十五層,
RPOOMLNJRHHFFBB37DA,5,11.34,共有部份,鋼筋混凝土造,97年1月22日,十五層,
RPVNMLOLRHHFFCL66CA,,207.31,人行道、住宅、停車空間、樓梯間,鋼筋混凝土造,101年3月12日,三層,一層 二層 三層 陽台 屋頂突出物 騎樓
RPPOMLKLRHHFFCL38CA,1,164.48,見其他登記事項,鋼筋混凝土造,100年3月23日,四層,一層 二層 三層 四層
RPVNMLNKRHHFFCL09CA,7,168.81,停車空間、住房,鋼筋混凝土造,94年3月10日,四層,一層 二層 三層 四層 陽台
RPPNMLOKRHHFFCL58CA,6,215.98,見其他登記事項,鋼筋混凝土造,96年2月14日,四層,
RPPNMLOKRHHFFCL58CA,6,13.51,見其他登記事項,鋼筋混凝土造,96年2月14日,,
RPTNMLLKRHHFFCL68CA,1,174.20,見其他登記事項,鋼筋混凝土造,101年1月17日,三層,一層 二層 三層 屋頂突出物
RPWOMLOKRHHFFCL76CA,20,144.07,住家用,鋼筋混凝土造,81年8月15日,十三層,九層 陽台
RPWOMLOKRHHFFCL76CA,20,23.96,梯間、水塔、機房,鋼筋混凝土造,81年8月15日,十三層,
RPWOMLOKRHHFFCL76CA,20,39.71,避難室、儲藏室,鋼筋混凝土造,81年8月15日,十三層,
RPWOMLOKRHHFFCL76CA,20,1.80,住家用,鋼筋混凝土造,81年8月15日,十三層,
RPWOMLOKRHHFFCL76CA,20,.59,住家用,鋼筋混凝土造,81年8月15日,十三層,
RPWOMLOKRHHFFCL76CA,20,.75,住家用,鋼筋混凝土造,81年8月15日,十三層,
RPWOMLOKRHHFFCL76CA,20,.75,住家用,鋼筋混凝土造,81年8月15日,十三層,
RPWOMLOKRHHFFCL76CA,20,.56,住家用,鋼筋混凝土造,81年8月15日,十三層,
RPQNMLQJRHHFFCL78CA,7,113.28,住家用,鋼筋混凝土造,94年8月18日,十一層,四層 陽台
RPUPMLKMQHHFFCL98CA,22,266.44,住家用,鋼筋混凝土造,79年9月5日,四層,
TPXNMLNJRHHFFGL17CA,1,142.92,店舖．住宅,鋼筋混凝土造,100年8月2日,十三層,一層 二層 三層 陽台 雨遮
TPXNMLNJRHHFFGL17CA,1,79.91,本共有部分之項目有防空避難室兼停車空間．機械室．梯間．水箱．污水機房．台電配電室．升降機間．車道．安全梯．電信室．排煙室（梯廳．升降機間）．管委會使用空間（走廊）．廁所．戶外安全梯．樓梯間．機械室（電梯設備）．水表室．發電機室．停車空間．電錶室．機房．儲藏室．門廊及垃圾儲藏室等２３項。,鋼筋混凝土造,100年8月2日,十三層,
RPSNMLNJRHHFFFL98CA,16,68.97,住家用,鋼筋混凝土造,85年9月16日,十一層,十層 陽台 花台
RPSNMLNJRHHFFFL98CA,16,2.28,商業用,鋼筋混凝土造,85年9月16日,十一層,
RPOOMLQJRHHFFFL98CA,8,150.02,住房、梯間,鋼筋混凝土造,93年9月5日,三層,一層 二層 三層 陽台 見其他登記事項
RPTNMLNJRHHFFFL09CA,17,28.07,共有部份,鋼筋混凝土造,84年8月28日,十三層,
RPTNMLNJRHHFFFL09CA,17,107.26,住家用,鋼筋混凝土造,84年8月28日,十三層,八層 陽台
RPVOMLNJRHHFFFL76CA,23,134.91,住家用,加強磚造,78年4月3日,二層,一層 二層 陽台 騎樓 見其他登記事項
RPUNMLNJRHHFFFL56CA,19,122.82,住家用,鋼筋混凝土造,82年5月25日,十二層,三層 陽台 露台 花台
RPUNMLNJRHHFFFL56CA,19,35.98,共有部份,鋼筋混凝土造,82年5月25日,十二層,
RPQNMLPLRHHFFFL56CA,34,126.15,住商用,加強磚造,68年1月10日,二層,一層 二層 騎樓 電梯樓梯間
RPROMLPLRHHFFFL76CA,38,184.86,住商用,加強磚造,63年10月31日,三層,一層 二層 三層 騎樓
RPQNMLLKRHHFFEL58CA,36,101.26,住家用,加強磚造,65年11月22日,二層,一層 二層
RPQOMLLLRHHFFAL38CA,45,27.73,住家用,磚石造,57年1月2日,一層,一層
RPROMLQJRHHFFAL88DA,11,225.54,人行道、店舖、住房,鋼筋混凝土造,90年7月24日,四層,一層 二層 三層 四層 陽台 騎樓
RPPOMLRJRHHFFHL86DA,32,283.44,店舖、住宅,鋼筋混凝土造,69年7月10日,三層,一層 二層 三層 騎樓
RPQNMLPJRHHFFGL56DA,18,98.57,國民住宅,鋼筋混凝土造,83年11月25日,七層,五層 陽台
RPQNMLPJRHHFFGL56DA,18,39.92,水箱、避難室、梯間、停車、機房,鋼筋混凝土造,83年11月25日,七層,
RPROMLNKRHHFFFL56DA,32,83.40,住家用,加強磚造,70年2月15日,二層,
RPSNMLMKRHHFFFL09DA,,188.21,住宅、停車空間,鋼筋混凝土造,101年3月8日,四層,一層 二層 三層 四層 陽台 雨遮
RPWOMLRJRHHFFGL47DA,31,69.29,集合住宅,鋼筋混凝土造,70年12月18日,五層,五層
RPWOMLRJRHHFFGL47DA,31,8.93,共有部份,鋼筋混凝土造,70年12月18日,五層,
RPUNMLNJRHHFFAL78DA,38,86.00,住家用,加強磚造,63年5月16日,二層,一層 二層
RPVNMLNJRHHFFAL88DA,10,162.66,住房、梯間,鋼筋混凝土造,91年5月9日,三層,一層 二層 三層 陽台 見其他登記事項
RPTNMLRLRHHFFFL07CA,11,15.48,共有部份,鋼筋混凝土造,90年3月12日,十四層,
RPPPMLNJRHHFFFL88CA,31,115.90,住商用,鋼筋混凝土造,70年5月15日,三層,一層 二層 三層 騎樓
RPSOMLOJRHHFFFL56CA,18,75.89,住家用,鋼筋混凝土造,83年12月15日,十一層,九層 陽台
RPSOMLOJRHHFFFL56CA,18,22.03,共有部份,鋼筋混凝土造,83年12月15日,十一層,
RPUNMLPJRHHFFFL76CA,17,54.58,住家用,鋼筋混凝土造,84年7月18日,七層,三層 陽台
RPTNMLNKRHHFFFL56CA,4,83.85,集合住宅,鋼筋混凝土造,97年2月25日,十四層,八層 陽台
RPTNMLNKRHHFFFL56CA,4,22.04,人行道、門廳、管理室、門廊、交誼廳、儲藏室、梯間、水箱、機械室,鋼筋混凝土造,97年2月25日,十四層,
RPUNMLPJRHHFFFL76CA,17,19.62,共有部份,鋼筋混凝土造,84年7月18日,七層,
RPTNMLNKRHHFFFL56CA,4,22.42,防空避難室兼停車空間、機械室、台電配電室、停車空間、水箱,鋼筋混凝土造,97年2月25日,十四層,
RPPOMLKKRHHFFFL58CA,19,146.68,人行道　店舖　辦公室,鋼筋混凝土造,82年2月4日,七層,一層 騎樓 地下層
RPUPMLRJRHHFFCL86CA,,196.28,見其他登記事項,鋼筋混凝土造,101年5月31日,四層,一層 二層 三層 屋頂突出物
RPTPMLKKRHHFFCL78CA,37,101.16,住家用,加強磚造、水泥平頂、水泥地床,64年7月15日,二層,一層 二層 騎樓
RPSOMLTKRHHFFCL86CA,,299.00,見其他登記事項,鋼筋混凝土造,101年5月29日,四層,
RPSOMLTKRHHFFCL86CA,,1.89,見其他登記事項,鋼筋混凝土造,101年5月29日,一層,
RPSOMLTKRHHFFCL86CA,,33.52,見其他登記事項,鋼筋混凝土造,101年5月29日,四層,
RPUNMLTKRHHFFCL96CA,,345.04,見其他登記事項,鋼筋混凝土造,101年5月29日,四層,
RPUNMLTKRHHFFCL96CA,,2.13,見其他登記事項,鋼筋混凝土造,101年5月29日,一層,
RPUNMLTKRHHFFCL96CA,,38.68,見其他登記事項,鋼筋混凝土造,101年5月29日,四層,
RPWNMLTKRHHFFCL17CA,,297.31,見其他登記事項,鋼筋混凝土造,101年5月29日,四層,
RPWNMLTKRHHFFCL17CA,,1.88,見其他登記事項,鋼筋混凝土造,101年5月29日,一層,
RPWNMLTKRHHFFCL17CA,,33.33,見其他登記事項,鋼筋混凝土造,101年5月29日,四層,
RPROMLTKRHHFFCL76CA,,299.00,見其他登記事項,鋼筋混凝土造,101年5月29日,四層,
RPROMLTKRHHFFCL76CA,,1.89,見其他登記事項,鋼筋混凝土造,101年5月29日,一層,
RPROMLTKRHHFFCL76CA,,33.52,見其他登記事項,鋼筋混凝土造,101年5月29日,四層,
RPWOMLTKRHHFFCL27CA,,302.88,見其他登記事項,鋼筋混凝土造,101年5月29日,四層,
RPWOMLTKRHHFFCL27CA,,1.36,見其他登記事項,鋼筋混凝土造,101年5月29日,一層,
RPWOMLTKRHHFFCL27CA,,33.95,見其他登記事項,鋼筋混凝土造,101年5月29日,四層,
RPXOMLTKRHHFFCL37CA,,263.68,見其他登記事項,鋼筋混凝土造,101年5月29日,四層,
RPXOMLTKRHHFFCL37CA,,.63,見其他登記事項,鋼筋混凝土造,101年5月29日,一層,
RPOPMLTKRHHFFCL56CA,,342.06,見其他登記事項,鋼筋混凝土造,101年5月29日,四層,
RPOPMLTKRHHFFCL56CA,,1.96,見其他登記事項,鋼筋混凝土造,101年5月29日,一層,
RPOPMLTKRHHFFCL56CA,,38.35,見其他登記事項,鋼筋混凝土造,101年5月29日,四層,
RPPPMLTKRHHFFCL66CA,,222.62,見其他登記事項,鋼筋混凝土造,101年5月29日,四層,
RPPPMLTKRHHFFCL66CA,,.55,見其他登記事項,鋼筋混凝土造,101年5月29日,一層,
RPPPMLTKRHHFFCL66CA,,24.96,見其他登記事項,鋼筋混凝土造,101年5月29日,四層,
RPPNMLKLRHHFFCL28CA,,222.62,見其他登記事項,鋼筋混凝土造,101年5月29日,四層,
RPPNMLKLRHHFFCL28CA,,.55,見其他登記事項,鋼筋混凝土造,101年5月29日,一層,
RPPNMLKLRHHFFCL28CA,,24.96,見其他登記事項,鋼筋混凝土造,101年5月29日,四層,
RPQNMLKLRHHFFCL38CA,,222.62,見其他登記事項,鋼筋混凝土造,101年5月29日,四層,
RPQNMLKLRHHFFCL38CA,,.55,見其他登記事項,鋼筋混凝土造,101年5月29日,一層,
RPQNMLKLRHHFFCL38CA,,24.96,見其他登記事項,鋼筋混凝土造,101年5月29日,四層,
RPRNMLKLRHHFFCL48CA,,327.96,見其他登記事項,鋼筋混凝土造,101年5月29日,四層,
RPRNMLKLRHHFFCL48CA,,1.84,見其他登記事項,鋼筋混凝土造,101年5月29日,一層,
RPRNMLKLRHHFFCL48CA,,36.76,見其他登記事項,鋼筋混凝土造,101年5月29日,四層,
RPSNMLKLRHHFFCL58CA,,322.23,見其他登記事項,鋼筋混凝土造,101年5月29日,四層,
RPSNMLKLRHHFFCL58CA,,1.59,見其他登記事項,鋼筋混凝土造,101年5月29日,一層,
RPSNMLKLRHHFFCL58CA,,36.12,見其他登記事項,鋼筋混凝土造,101年5月29日,四層,
RPRNMLKMRHHFFCL58CA,,195.72,見其他登記事項,鋼筋混凝土造,101年5月31日,三層,一層 二層 三層 屋頂突出物
RPRNMLRKRHHFFAL88CA,21,114.51,住家用,鋼筋混凝土造,80年5月31日,十六層,三層 陽台
RPRNMLRKRHHFFAL88CA,21,32.14,停車空間,鋼筋混凝土造,80年5月31日,十六層,
RPRNMLRKRHHFFAL88CA,21,23.79,共有部份,鋼筋混凝土造,80年5月31日,十六層,
RPUNMLRKRHHFFHL37DA,17,95.40,集合住宅,鋼筋混凝土造,84年10月18日,七層,四層 陽台 花台
RPUNMLRKRHHFFHL37DA,17,22.53,共有部份,鋼筋混凝土造,84年10月18日,七層,
RPUNMLPJRHHFFCL56DA,11,139.86,住宅、梯間,鋼筋混凝土造,90年3月28日,三層,一層 二層 三層 陽台 屋頂突出物
RPVOMLQLRHHFFAL76CA,34,96.60,住商用,加強磚造,67年4月29日,二層,一層 二層
RPPOMLNJRHHFFGL88CA,36,114.58,住家用,加強磚造,65年6月29日,二層,一層 二層
RPXOMLTKRHHFFGL77CA,24,168.68,住宅、梯間、店舖、人行道,鋼筋混凝土造,77年6月5日,三層,一層 二層 三層 陽台 屋頂突出物 騎樓
RPWNMLLLRHHFFGL86CA,13,148.49,住宅．梯間．機電設備空間,鋼筋混凝土造,88年1月20日,三層,一層 二層 三層 陽台 雨遮 見其他登記事項
RPWNMLLLRHHFFGL86CA,13,54.52,停車空間．台電配電室,鋼筋混凝土造,88年1月20日,四層,
RPWOMLSLRHHFFGL67CA,21,638.78,辦公室,鋼筋混凝土造,80年6月20日,十四層,十三層 陽台 花台
RPWOMLSLRHHFFGL67CA,21,296.16,共有部份,鋼筋混凝土造,80年6月20日,十四層,
RPRPMLLKRHHFFGL09CA,7,57.47,集合住宅,鋼筋混凝土造,94年3月14日,十層,五層 陽台
RPRPMLLKRHHFFGL09CA,7,55.03,共有部份,鋼筋混凝土造,94年3月14日,十層,
RPSPMLLKRHHFFGL56CA,18,104.41,集合住宅,鋼筋混凝土造,83年5月21日,十二層,三層 陽台
RPSPMLLKRHHFFGL56CA,18,23.08,門廳、梯間,鋼筋混凝土造,83年5月21日,十二層,
RPTNMLRKRHHFFGL07CA,15,209.57,店舖．住宅．梯間．人行道,鋼筋混凝土造,86年12月12日,四層,一層 二層 三層 四層 陽台 騎樓 見其他登記事項
RPTNMLQJRHHFFGL86CA,18,81.83,集合住宅,鋼筋混凝土造,83年5月21日,十二層,九層 陽台 花台
RPTNMLQJRHHFFGL86CA,18,9.89,門廳、梯間,鋼筋混凝土造,83年5月21日,十二層,
RPSPMLQJRHHFFGL96CA,33,66.00,住商用,鋼筋混凝土造,68年2月25日,二層,一層 二層
RPVPMLQJRHHFFGL27CA,32,115.24,住商用,加強磚造,69年4月0日,二層,一層 二層 騎樓
RPTNMLSJRHHFFAB18DA,20,76.24,住家用,鋼筋混凝土造,82年2月11日,七層,五層 陽台
RPTNMLSJRHHFFAB18DA,20,18.60,防空避難室．梯間．受電室,鋼筋混凝土造,82年2月11日,七層,
RPTNMLSJRHHFFAB18DA,20,14.88,共有部份,鋼筋混凝土造,82年2月11日,七層,
RPORMLPLRHHFFAB97DA,14,100.49,住家用,鋼筋混凝土造,87年4月13日,十四層,三層 陽台
RPORMLPLRHHFFAB97DA,14,41.47,共有部份,鋼筋混凝土造,87年4月13日,十四層,
RPORMLPLRHHFFAB97DA,14,12.98,共有部份,鋼筋混凝土造,87年4月13日,十四層,
RPQNMLQJRHHFFHL66CA,25,119.62,住宅、梯間、水箱,鋼筋混凝土造,76年8月8日,二層,一層 二層 陽台 平台 見其他登記事項
RPSOMLRKRHHFFCL66CA,7,107.30,住家用,鋼筋混凝土造,94年9月27日,十四層,四層 陽台
RPSOMLKLRHHFFBB67DA,13,74.30,住家用,鋼筋混凝土造,89年2月19日,十四層,十三層 陽台
RPSOMLKLRHHFFBB67DA,13,41.05,共有部份,鋼筋混凝土造,89年2月19日,十四層,
RPSNMLTJRHHFFBB28DA,19,98.45,住家用,鋼筋混凝土造,83年2月17日,六層,二層 陽台 花台 雨遮
RPSNMLTJRHHFFBB28DA,19,28.65,共有部份,鋼筋混凝土造,83年2月17日,六層,
RPTOMLNJRHHFFCB97DA,18,21.98,住家用,鋼筋混凝土造,83年11月21日,八層,六層 陽台
RPTOMLNJRHHFFCB97DA,18,9.49,共有部份,鋼筋混凝土造,83年11月21日,八層,
RPWQMLQJRHHFFCB78DA,4,34.97,住家用,鋼筋混凝土造,97年12月12日,九層,六層 陽台 雨遮
RPWQMLQJRHHFFCB78DA,4,24.86,共用,鋼筋混凝土造,97年12月12日,九層,
RPWQMLQJRHHFFCB78DA,4,9.62,共用,鋼筋混凝土造,97年12月12日,九層,
RPQRMLOJRHHFFCB08DA,5,61.32,住家用,鋼筋混凝土造,96年9月7日,十五層,十層 陽台 雨遮
RPQRMLOJRHHFFCB08DA,5,47.32,共用,鋼筋混凝土造,96年9月7日,十五層,
RPWOMLOJRHHFFCB38DA,5,86.94,住家用,鋼筋混凝土造,96年9月20日,九層,八層 陽台 雨遮
RPXPMLLKRHHFFCB38DA,17,19.17,住家用,鋼筋混凝土造,84年2月15日,十五層,十一層 陽台
RPWOMLOJRHHFFCB38DA,5,9.68,共用,鋼筋混凝土造,96年9月20日,九層,
RPXPMLLKRHHFFCB38DA,17,10.58,共有部份,鋼筋混凝土造,84年2月15日,十六層,
RPWOMLOJRHHFFCB38DA,5,54.18,共用,鋼筋混凝土造,96年9月20日,九層,
RPWPMLSKRHHFFCB98DA,3,257.24,住家用,鋼筋混凝土造,98年11月11日,十五層,十層 陽台 雨遮
RPRRMLQLRHHFFCB58DA,18,107.74,住家用,鋼筋混凝土造,83年3月28日,十三層,十二層 陽台 花台
RPWNMLNKRHHFFBB08CA,20,60.81,住家用,鋼筋混凝土造,81年10月23日,十二層,三層 陽台
RPWNMLNKRHHFFBB08CA,20,32.46,共有部份,鋼筋混凝土造,81年10月23日,十二層,
RPPOMLOKRHHFFBB57CA,20,221.29,商業用,鋼骨造,81年8月29日,二十六層,二十三層 陽台
RPVOMLOKRHHFFBB18CA,13,11.56,共有部份,鋼筋混凝土造,88年11月1日,十四層,
RPRPMLMKRHHFFBB67CA,18,34.50,住家用,鋼筋混凝土造,84年6月7日,二十一層,十二層 陽台
RPRPMLMKRHHFFBB67CA,18,20.06,共有部份,鋼筋混凝土造,84年6月7日,二十一層,
RPVQMLMKRHHFFBB18CA,24,99.44,住家用,鋼筋混凝土造,78年6月15日,七層,七層 陽台 花台
RPVOMLLLRHHFFGL86CA,6,207.04,住宅、停車空間,鋼筋混凝土造,95年8月24日,四層,一層 二層 三層 四層 陽台 雨遮 地下一層
RPVOMLLLRHHFFGL86CA,6,23.55,共有部份,鋼筋混凝土造,95年8月24日,四層,
RPOPMLKKRHHFFBB17CA,18,41.42,住家用,鋼筋混凝土造,83年8月18日,七層,二層 陽台 花台
RPOPMLKKRHHFFBB17CA,18,41.42,住家用,鋼筋混凝土造,83年8月18日,七層,二層 陽台 花台
RPOPMLKKRHHFFBB17CA,18,9.76,共有部份,鋼筋混凝土造,83年8月18日,七層,
RPPNMLTLRHHFFGL96CA,17,79.64,住商用,鋼筋混凝土造,84年12月22日,十六層,一層 二層 陽台 平台
RPSNMLSJRHHFFBB08CA,17,161.03,住商用,鋼筋混凝土造,84年8月14日,十六層,一層 二層 三層 四層 陽台 平台 露台 花台
RPSNMLSJRHHFFBB08CA,17,1.40,共有部份,鋼筋混凝土造,84年8月14日,十六層,
RPSNMLSJRHHFFBB08CA,17,22.58,共有部份,鋼筋混凝土造,84年8月14日,十六層,
RPSNMLSJRHHFFBB08CA,17,.03,商業用,鋼筋混凝土造,84年8月14日,十六層,
RPSNMLSJRHHFFBB08CA,17,751.74,共有部份,鋼筋混凝土造,84年8月14日,十六層,
RPSNMLSJRHHFFBB08CA,17,4072.37,共有部份,鋼筋混凝土造,84年8月14日,十六層,
RPTNMLLKRHHFFBB57CA,1,202.21,住宅、水箱,鋼筋混凝土造,101年4月10日,四層,一層 二層 三層 四層 陽台 見其他登記事項
RPPPMLPJRHHFFBB67CA,31,45.02,住商用,鋼筋混凝土造,70年10月30日,五層,一層
RPPPMLPJRHHFFBB67CA,31,53.90,住家用,鋼筋混凝土造,70年10月30日,五層,二層
RPPPMLPJRHHFFBB67CA,31,38.34,共有部份,鋼筋混凝土造,70年10月30日,一層,
RPRPMLNJRHHFFBB67CA,18,22.50,住家用,鋼筋混凝土造,84年5月26日,十六層,七層 陽台
RPRPMLNJRHHFFBB67CA,18,6.22,共有部份,鋼筋混凝土造,84年5月26日,十六層,
RPRPMLNJRHHFFBB67CA,18,6.48,共有部份,鋼筋混凝土造,84年5月26日,十六層,
RPRPMLNJRHHFFBB67CA,18,.19,共有部份,鋼筋混凝土造,84年5月26日,十六層,
RPVNMLRJRHHFFAB18CA,33,47.24,住商用,鋼筋混凝土造,68年4月28日,四層,一層 二層
RPUOMLLMQHHFFAB77CA,16,27.51,集合住宅,鋼骨鋼筋混凝土造,85年5月20日,十九層,九層 陽台 花台 雨遮
RPUOMLLMQHHFFAB77CA,16,4.19,共同使用,鋼骨鋼筋混凝土造,85年5月20日,十九層,
RPUOMLLMQHHFFAB77CA,16,6.02,共同使用,鋼骨鋼筋混凝土造,85年5月20日,十九層,
RPPOMLRJRHHFFAB67CA,13,285.08,見使用執照,鋼筋混凝土造,89年1月24日,五層,一層 二層 三層 四層 五層 陽台 騎樓 雨遮
RPUPMLRJRHHFFAB28CA,18,15.71,停車空間,鋼筋混凝土造,83年7月28日,十六層,地下三層
RPUPMLRJRHHFFAB28CA,18,.88,梯間、人行道、機械室、防空避難室、水箱,鋼筋混凝土造,83年7月28日,十六層,
RPOPMLOJRHHFFAB37CA,15,192.10,住家用,鋼筋混凝土造,86年10月20日,三層,一層 二層 三層 陽台 屋頂突出物 見其他登記事項
RPPTMLLMQHHFFAB77CA,31,79.90,住房,鋼筋混凝土造,70年6月30日,五層,一層
RPPNMLOJRHHFFAB27CA,31,71.94,住家用,鋼筋混凝土造,70年8月10日,五層,四層
RPPNMLOJRHHFFAB27CA,31,5.19,共有部份,鋼筋混凝土造,70年8月10日,五層,
RPORMLNJRHHFFAB47CA,41,112.18,人行道、住宅、店舖,加強磚造,60年11月2日,二層,一層 二層 騎樓
RPTOMLNKRHHFFAB77CA,17,94.32,住家用,鋼筋混凝土造,84年3月15日,二十二層,六層 陽台
RPTOMLNKRHHFFAB77CA,17,29.28,防空避難室、人行道、樓梯間、水箱、機械室,鋼筋混凝土造,84年3月15日,二十二層,
RPOTMLLMQHHFFAB67CA,17,213.12,店舖．住宅．樓梯間,鋼筋混凝土造,84年4月6日,三層,一層 二層 三層 陽台 屋頂突出物 花台
RPUNMLPJRHHFFGL86CA,33,124.59,住商用,加強磚造,68年6月30日,二層,一層 二層 騎樓
RPQNMLPKRHHFFAB57CA,3,38.44,集合住宅,鋼筋混凝土造,98年8月4日,十一層,九層 陽台
RPOPMLRKRHHFFAB77CA,1,67.77,集合住宅,鋼筋混凝土造,100年11月30日,十五層,十三層 陽台
RPOPMLRKRHHFFAB77CA,1,13.69,本共有部分係依使用執照之建築概要表記載項目有：Ｂ梯、機械室、Ｂ水箱、排煙室、排煙設備空間等共５項。,鋼筋混凝土造,100年11月30日,十五層,
RPOPMLRKRHHFFAB77CA,1,16.61,本共有部分係依使用執照之建築概要表記載項目有：防空避難室兼停車空間、Ａ梯、Ｂ梯、Ｃ梯、Ｄ梯、台電配電室Ａ、台電配電室Ｂ、電信室、停車空間、發電機室、Ａ水箱、Ｂ水箱、Ｃ水箱、Ｄ水箱、消防幫浦室、污水機房、管理委員會使用空間視廳室、管理委員會使用空間圖書室、管理委員會使用空間健身房、管理委員會使用空間交誼室、管理委員會使用空間大廳、管理委員會使用空間儲藏室、管理委員會使用空間會客室、垃圾收集室、頂蓋型廣場式開放空間、管理委員會使用空間交誼廳、管理委員會使用空間辦公室、排煙室、雨遮等共２９項。,鋼筋混凝土造,100年11月30日,十五層,
RPSOMLOKRHHFFAB77CA,39,117.35,住商用,加強磚造,62年4月14日,二層,一層 二層 騎樓
RPVPMLSKRHHFFAB58CA,17,.09,辦公室,鋼筋混凝土造,84年11月30日,十七層,
RPVPMLSKRHHFFAB58CA,17,.26,管理員室,鋼筋混凝土造,84年11月30日,十七層,
RPVPMLSKRHHFFAB58CA,17,87.03,集合住宅,鋼筋混凝土造,84年11月30日,十七層,八層 陽台
RPVPMLSKRHHFFAB58CA,17,28.36,開放空間，梯間，防空避難室，停車空間，機械室，水箱,鋼筋混凝土造,84年11月30日,十七層,
RPVOMLOKRHHFFAB08CA,6,233.60,集合住宅,鋼筋混凝土造,95年10月19日,二十七層,二十三層 陽台 雨遮
RPVOMLOKRHHFFAB08CA,6,64.09,共用部分,鋼筋混凝土造,95年10月19日,二十七層,
RPVOMLOKRHHFFAB08CA,6,63.10,共用部分,鋼筋混凝土造,95年10月19日,二十七層,
RPPOMLSKRHHFFAB87CA,29,86.24,住家用,鋼筋混凝土造,72年7月30日,七層,三層 陽台 花台
RPXPMLRJRHHFFAB58CA,30,87.99,住商用,鋼筋混凝土造,71年8月28日,五層,一層 平台 騎樓
RPXPMLRJRHHFFAB58CA,30,5.12,共有部份,鋼筋混凝土造,71年8月28日,五層,
RPXPMLRJRHHFFAB58CA,30,1.61,共有部份,鋼筋混凝土造,71年8月28日,五層,
RPWTMLRJRHHFFAB88CA,1,67.77,集合住宅,鋼筋混凝土造,100年11月30日,十五層,十五層 陽台
RPWTMLRJRHHFFAB88CA,1,13.69,本共有部分係依使用執照之建築概要表記載項目有：Ｂ梯、機械室、Ｂ水箱、排煙室、排煙設備空間等共５項。,鋼筋混凝土造,100年11月30日,十五層,
RPWTMLRJRHHFFAB88CA,1,16.61,本共有部分係依使用執照之建築概要表記載項目有：防空避難室兼停車空間、Ａ梯、Ｂ梯、Ｃ梯、Ｄ梯、台電配電室Ａ、台電配電室Ｂ、電信室、停車空間、發電機室、Ａ水箱、Ｂ水箱、Ｃ水箱、Ｄ水箱、消防幫浦室、污水機房、管理委員會使用空間視廳室、管理委員會使用空間圖書室、管理委員會使用空間健身房、管理委員會使用空間交誼室、管理委員會使用空間大廳、管理委員會使用空間儲藏室、管理委員會使用空間會客室、垃圾收集室、頂蓋型廣場式開放空間、管理委員會使用空間交誼廳、管理委員會使用空間辦公室、排煙室、雨遮等共２９項。,鋼筋混凝土造,100年11月30日,十五層,
RPWTMLRJRHHFFAB88CA,1,.13,辦公室,鋼筋混凝土造,100年11月30日,十五層,
RPWTMLRJRHHFFAB88CA,1,30.07,本共有部分係依使用執照之建築概要表記載項目有：防空避難室兼停車空間、Ａ梯、Ｂ梯、Ｃ梯、Ｄ梯、台電配電室Ａ、台電配電室Ｂ、電信室、停車空間、發電機室、Ａ水箱、Ｂ水箱、Ｃ水箱、Ｄ水箱、消防幫浦室、污水機房、管理委員會使用空間視廳室、管理委員會使用空間圖書室、管理委員會使用空間健身房、管理委員會使用空間交誼室、管理委員會使用空間大廳、管理委員會使用空間儲藏室、管理委員會使用空間會客室、垃圾收集室、頂蓋型廣場式開放空間、管理委員會使用空間交誼廳、管理委員會使用空間辦公室、排煙室、雨遮等共２９項。,鋼筋混凝土造,100年11月30日,十五層,
RPTTMLRJRHHFFAB58CA,12,6.92,共有部份,鋼筋混凝土造,89年10月21日,十四層,
RPTTMLRJRHHFFAB58CA,12,5.66,共有部份,鋼筋混凝土造,89年10月21日,十四層,
RPSNMLSJRHHFFAB97CA,20,84.09,住家用,鋼筋混凝土造,81年11月20日,十四層,十層 陽台
RPSNMLSJRHHFFAB97CA,20,15.54,共有部份,鋼筋混凝土造,81年11月20日,十四層,
RPSNMLSJRHHFFAB97CA,20,10.82,避難室，停車空間，辦公室,鋼筋混凝土造,81年11月20日,十四層,
RPPOMLLJIIHFFAB88CA,13,285.08,見使用執照,鋼筋混凝土造,89年1月24日,五層,一層 二層 三層 四層 五層 陽台 騎樓 雨遮
RPOOMLLMQHHFFAL18CA,14,89.42,住家用,鋼筋混凝土造,87年9月29日,九層,一層 陽台
RPOOMLLMQHHFFAL18CA,14,46.78,共有部份,鋼筋混凝土造,87年9月29日,九層,
RPOOMLLMQHHFFAL18CA,14,14.69,共有部份,鋼筋混凝土造,87年9月29日,九層,
RPRPMLRKRHHFFCB28CA,5,82.34,住家用,鋼筋混凝土造,96年9月7日,十五層,七層 陽台 雨遮
RPRPMLRKRHHFFCB28CA,5,56.38,共用,鋼筋混凝土造,96年9月7日,十五層,
RPOOMLRJRHHFFCB77CA,9,97.46,住家用,鋼筋混凝土造,92年5月13日,十四層,十一層 陽台 雨遮
RPOOMLRJRHHFFCB77CA,9,6.79,共用,鋼筋混凝土造,92年5月13日,十四層,
RPOOMLRJRHHFFCB77CA,9,39.50,共用,鋼筋混凝土造,92年5月13日,十四層,
