編號,車位類別,車位價格,車位面積平方公尺,車位所在樓層
RPVOMLKMQHHFFCB97CA,坡道機械,0,,
RPVOMLKMQHHFFCB97CA,坡道平面,0,,
RPWRMLNJRHHFFCB48CA,坡道平面,0,20.99,
RPPOMLQJRHHFFCB77CA,坡道平面,0,23.14,
RPROMLOJRHHFFBB67CA,坡道平面,0,26.47,
RPRNMLRKQHHFFBB87CA,坡道平面,0,34.16,
RPSNMLRKQHHFFBB97CA,坡道平面,0,54.30,
RPPPMLNLQHHFFBB57CA,升降機械,0,,
RPXNMLQKQHHFFAB28CA,坡道機械,0,23.15,
RPPRMLKMQHHFFCB67CA,坡道機械,0,,
RPOOMLOJRHHFFAB27CA,坡道平面,0,,
RPOOMLOJRHHFFAB27CA,坡道平面,0,,
RPWNMLNJRHHFFAB87CA,升降機械,0,10.94,
RPTOMLKMQHHFFCB77CA,坡道機械,0,,
RPTOMLKMQHHFFCB77CA,坡道機械,0,,
RPTOMLKMQHHFFCB77CA,坡道平面,0,,
RPWRMLLMQHHFFCB48CA,坡道平面,0,,
RPWRMLLMQHHFFCB48CA,坡道平面,0,,
RPQOMLPKQHHFFCL78CA,坡道機械,0,,
RPQNMLRKQHHFFGL66CA,坡道平面,0,,
RPSNMLLLQHHFFHL09CA,坡道平面,0,,
RPUNMLTLQHHFFHL47CA,一樓平面,0,,
SPPQMLQJRHHFFGL86CA,其他,1000000,27.98,
SPQQMLQJRHHFFGL96CA,其他,1000000,27.98,
SPRQMLQJRHHFFGL07CA,其他,1000000,27.98,
SPSQMLQJRHHFFGL17CA,其他,1000000,27.98,
RPUNMLKKQHHFFAB47DA,坡道機械,0,,
RPRNMLTJQHHFFBB08DA,坡道機械,0,,
RPSNMLSJQHHFFBB08DA,其他,0,,
RPQNMLPKQHHFFCB77DA,升降機械,0,,
RPTPMLRKQHHFFCB48DA,坡道機械,0,,
RPVNMLTLQHHFFCB78DA,坡道平面,0,29.30,
RPOPMLMLQHHFFCB57DA,坡道平面,0,41.89,
RPVOMLKLQHHFFCB97DA,坡道平面,0,34.86,
RPXNMLNKQHHFFCB28DA,升降機械,0,,
RPXNMLNKQHHFFCB28DA,升降機械,0,,
RPRNMLKKRHHFFCB47DA,坡道平面,0,14.14,
RPWNMLTJQHHFFBB58DA,升降機械,0,,
RPRNMLKKQHHFFCB37DA,坡道機械,0,,
RPSOMLQJRHHFFHL96CA,坡道機械,0,,
RPRNMLNKQHHFFAB47DA,坡道平面,0,,
RPQOMLLMQHHFFGL98CA,坡道平面,0,,
RPQNMLPKQHHFFGL09CA,坡道機械,0,,
RPQNMLNKQHHFFHL98CA,升降機械,0,,
RPQNMLTJRHHFFAL88CA,坡道平面,0,,
RPQNMLTJRHHFFAL88CA,坡道平面,0,,
RPPNMLKMQHHFFCL28CA,升降機械,0,6.87,
RPWNMLOKQHHFFCL56CA,坡道平面,0,.36,
RPRQMLPJRHHFFAB87CA,坡道平面,950000,30.07,
RPUPMLQJRHHFFGL17CA,升降機械,0,,
RPWSMLLMQHHFFAB38CA,坡道機械,270000,10.03,
SPWSMLLMQHHFFAB48CA,坡道機械,270000,10.02,
RPQNMLMLQHHFFAB27CA,坡道平面,0,16.67,
RPTOMLRLQHHFFAB18CA,坡道平面,0,29.83,
RPVNMLSLQHHFFAB38CA,坡道平面,0,29.83,
RPVNMLSLQHHFFAB38CA,坡道平面,0,29.83,
RPUOMLRLQHHFFAB28CA,坡道平面,0,29.83,
RPXOMLRLQHHFFAB58CA,坡道平面,0,29.83,
RPOPMLRLQHHFFAB77CA,坡道平面,0,29.83,
RPQPMLRLQHHFFAB97CA,坡道平面,0,29.83,
SPOPMLRLQHHFFAB87CA,坡道平面,0,29.83,
RPPPMLRLQHHFFAB87CA,坡道平面,0,29.83,
RPRPMLRLQHHFFAB08CA,坡道平面,0,29.83,
RPSPMLRLQHHFFAB18CA,坡道平面,0,29.83,
RPTPMLRLQHHFFAB28CA,坡道平面,0,29.83,
RPUPMLRLQHHFFAB38CA,坡道平面,0,29.83,
RPWPMLRLQHHFFAB58CA,坡道平面,0,29.83,
RPXPMLRLQHHFFAB68CA,坡道平面,0,29.83,
RPOQMLRLQHHFFAB87CA,坡道平面,0,29.83,
RPPQMLRLQHHFFAB97CA,坡道平面,0,29.83,
RPTOMLLMQHHFFAB67CA,坡道平面,950000,30.07,
RPXNMLNKQHHFFBB08CA,坡道機械,0,,
RPOOMLKLQHHFFBB07CA,升降機械,0,,
RPQNMLSLQHHFFBB97CA,坡道平面,1100000,25.81,
RPPOMLRLQHHFFBB87CA,坡道平面,290000,,
RPQOMLRJRHHFFBB87CA,坡道平面,0,29.45,
RPOOMLPJRHHFFCB57CA,坡道平面,0,,
RPPPMLSLQHHFFCB18CA,坡道平面,0,,
RPPPMLSLQHHFFCB18CA,坡道機械,0,,
RPPPMLSLQHHFFCB18CA,坡道機械,0,,
RPQQMLNLQHHFFCB87CA,坡道平面,0,34.94,
RPQQMLNLQHHFFCB87CA,坡道機械,0,18.38,
RPPQMLNLQHHFFCB77CA,坡道平面,0,,
RPSNMLNKQHHFFCB67CA,坡道平面,0,16.79,
RPSNMLNKQHHFFCB67CA,坡道機械,0,10.28,
RPSNMLNKQHHFFCB67CA,坡道機械,0,10.28,
RPQOMLPKQHHFFBB77DA,坡道機械,0,,
RPRNMLNKQHHFFGL09DA,一樓平面,0,,
RPRNMLRKQHHFFGL86DA,坡道平面,0,22.88,
RPQNMLMLQHHFFAL28CA,坡道平面,0,,
RPSNMLOKQHHFFCB77CA,坡道平面,1500000,16.55,
RPORMLOJRHHFFCB77CA,坡道機械,420000,13.27,
RPUNMLOJRHHFFBB87CA,坡道平面,0,,
RPVOMLRLQHHFFAB38CA,坡道平面,0,29.83,
RPWOMLRLQHHFFAB48CA,坡道平面,0,29.83,
RPOQMLOJRHHFFBB57CA,升降機械,0,,
RPSNMLKLQHHFFBB37CA,坡道平面,0,6.42,
RPWPMLRLQHHFFCB78CA,坡道平面,1000000,17.85,
RPWNMLQJRHHFFCB38CA,坡道平面,465500,16.69,
RPQQMLRLQHHFFAB08CA,坡道平面,0,29.83,
RPRQMLRLQHHFFAB18CA,坡道平面,0,29.83,
RPSQMLRLQHHFFAB28CA,坡道平面,0,29.83,
RPTQMLRLQHHFFAB38CA,坡道平面,0,29.83,
RPRNMLOJRHHFFBB57CA,升降機械,0,,
RPSRMLSLQHHFFAB48CA,坡道平面,0,29.83,
RPTRMLSLQHHFFAB58CA,坡道平面,0,29.83,
RPURMLSLQHHFFAB68CA,坡道平面,0,29.83,
RPURMLSLQHHFFAB68CA,坡道平面,0,29.83,
RPWRMLSLQHHFFAB88CA,坡道平面,0,29.83,
RPXRMLSLQHHFFAB98CA,坡道平面,0,29.83,
RPPSMLSLQHHFFAB28CA,坡道平面,0,29.83,
RPTSMLSLQHHFFAB68CA,坡道平面,0,29.83,
RPUSMLSLQHHFFAB78CA,坡道平面,0,29.83,
RPVSMLSLQHHFFAB88CA,坡道平面,0,29.83,
RPWSMLSLQHHFFAB98CA,坡道平面,0,29.83,
RPPOMLSLQHHFFAB87CA,坡道平面,0,29.83,
RPROMLSLQHHFFAB08CA,坡道平面,0,29.83,
RPSOMLSLQHHFFAB18CA,坡道平面,0,29.83,
RPTOMLSLQHHFFAB28CA,坡道平面,0,29.83,
RPUOMLSLQHHFFAB38CA,坡道平面,0,29.83,
RPVOMLSLQHHFFAB48CA,坡道平面,0,29.83,
RPXOMLSLQHHFFAB68CA,坡道平面,0,29.83,
RPOPMLSLQHHFFAB87CA,坡道平面,0,29.83,
RPVRMLSLQHHFFAB78CA,坡道平面,0,29.83,
RPPPMLSLQHHFFAB97CA,坡道平面,0,29.83,
RPQPMLSLQHHFFAB08CA,坡道平面,0,29.83,
RPRPMLSLQHHFFAB18CA,坡道平面,0,29.83,
RPSPMLSLQHHFFAB28CA,坡道平面,0,29.83,
RPTPMLSLQHHFFAB38CA,坡道平面,0,29.83,
RPUPMLSLQHHFFAB48CA,坡道平面,0,29.83,
RPOSMLSLQHHFFAB18CA,坡道平面,0,29.83,
RPQSMLSLQHHFFAB38CA,坡道平面,0,29.83,
RPWPMLSLQHHFFAB68CA,坡道平面,0,29.83,
RPRSMLSLQHHFFAB48CA,坡道平面,0,29.83,
RPVPMLSLQHHFFAB58CA,坡道平面,0,29.83,
RPSSMLSLQHHFFAB58CA,坡道平面,0,29.83,
RPXPMLSLQHHFFAB78CA,坡道平面,0,29.83,
RPOQMLSLQHHFFAB97CA,坡道平面,0,29.83,
RPPQMLSLQHHFFAB08CA,坡道平面,0,29.83,
RPQQMLSLQHHFFAB18CA,坡道平面,0,29.83,
RPSQMLSLQHHFFAB38CA,坡道平面,0,29.83,
RPTQMLSLQHHFFAB48CA,坡道平面,0,29.83,
RPVQMLSLQHHFFAB68CA,坡道平面,0,29.83,
RPVQMLSLQHHFFAB68CA,坡道平面,0,29.83,
RPPRMLSLQHHFFAB18CA,坡道平面,0,29.83,
RPQRMLSLQHHFFAB28CA,坡道平面,0,29.83,
RPORMLSLQHHFFAB08CA,坡道平面,0,29.83,
RPVSMLRJRHHFFAB68CA,其他,0,,
RPWPMLNJRHHFFAB08CA,坡道平面,0,,
RPTQMLNJRHHFFAB87CA,坡道機械,0,4.34,
RPRNMLNJRHHFFAB37CA,坡道平面,0,29.83,
RPRNMLNJRHHFFAB37CA,坡道平面,0,29.83,
RPRNMLNJRHHFFAB37CA,坡道平面,0,29.83,
RPRQMLSLQHHFFAB28CA,坡道平面,0,29.83,
RPUQMLSLQHHFFAB58CA,坡道平面,0,29.83,
RPWQMLSLQHHFFAB78CA,坡道平面,0,29.83,
RPXQMLSLQHHFFAB88CA,坡道平面,0,29.83,
RPQOMLOKQHHFFCL68CA,坡道平面,500000,,
RPPNMLTLQHHFFGL86CA,坡道平面,0,27.47,
RPRNMLPKQHHFFAB67DA,坡道平面,0,22.48,
RPRNMLPKQHHFFAB67DA,坡道平面,0,22.48,
RPXOMLPKQHHFFBB48DA,坡道機械,0,,
RPPNMLNKQHHFFBB37DA,坡道平面,0,,
RPSNMLPKQHHFFBB87DA,坡道平面,0,,
RPQPMLMLQHHFFCB77DA,坡道機械,0,,
RPSPMLMLQHHFFCB97DA,坡道平面,0,25.96,
RPPPMLLLQHHFFCB57DA,坡道機械,450000,12.57,
RPUPMLLLQHHFFCB08DA,坡道平面,0,,
RPTOMLMLQHHFFCB97DA,坡道平面,0,,
RPTQMLRLQHHFFCB68DA,坡道機械,0,,
RPPNMLNLQHHFFCB57DA,坡道平面,0,,
RPPNMLNLQHHFFCB57DA,坡道機械,0,,
RPOOMLLKRHHFFCB27CA,坡道平面,0,18.20,
RPRQMLOJRHHFFCB97CA,坡道平面,0,23.00,
RPVRMLNJRHHFFCB38CA,坡道平面,0,,
RPPNMLMLQHHFFCB37CA,坡道平面,0,19.85,
RPTOMLPJRHHFFCB08CA,坡道平面,0,26.93,
RPQPMLOJRHHFFAB57CA,坡道平面,0,,
RPOPMLPJRHHFFAB47CA,坡道機械,0,,
RPXOMLRJRHHFFAB48CA,坡道平面,0,14.05,
SPROMLNJRHHFFAB57CA,坡道機械,0,,
RPXSMLRJRHHFFAB88CA,其他,0,,
RPXSMLSLQHHFFAB09CA,坡道平面,0,29.83,
RPOTMLSLQHHFFAB28CA,坡道平面,0,29.83,
RPPTMLSLQHHFFAB38CA,坡道平面,0,29.83,
RPROMLQKQHHFFCB97CA,坡道平面,0,,
RPQTMLSLQHHFFAB48CA,坡道平面,0,29.83,
RPRTMLSLQHHFFAB58CA,坡道平面,0,29.83,
RPTTMLSLQHHFFAB78CA,坡道平面,0,29.83,
RPTTMLSLQHHFFAB78CA,坡道平面,0,29.83,
RPSTMLSLQHHFFAB68CA,坡道平面,0,29.83,
RPUTMLSLQHHFFAB88CA,坡道平面,0,29.83,
RPWTMLSLQHHFFAB09CA,坡道平面,0,29.83,
RPRUMLSLQHHFFAB68CA,坡道平面,0,29.83,
RPSUMLSLQHHFFAB78CA,坡道平面,0,29.83,
RPVUMLSLQHHFFAB09CA,坡道平面,0,29.83,
RPWUMLSLQHHFFAB56CA,坡道平面,0,29.83,
RPXUMLSLQHHFFAB66CA,坡道平面,0,29.83,
RPOVMLSLQHHFFAB48CA,坡道平面,0,29.83,
RPPVMLSLQHHFFAB58CA,坡道平面,0,29.83,
RPQVMLSLQHHFFAB68CA,坡道平面,0,29.83,
RPQVMLSLQHHFFAB68CA,坡道平面,0,29.83,
RPSVMLSLQHHFFAB88CA,坡道平面,0,29.83,
RPTVMLSLQHHFFAB98CA,坡道平面,0,29.83,
RPVVMLSLQHHFFAB56CA,坡道平面,0,29.83,
RPWVMLSLQHHFFAB66CA,坡道平面,0,29.83,
RPOWMLSLQHHFFAB58CA,坡道平面,0,29.83,
RPPWMLSLQHHFFAB68CA,坡道平面,0,29.83,
RPQWMLSLQHHFFAB78CA,坡道平面,0,29.83,
RPVWMLSLQHHFFAB66CA,坡道平面,0,29.83,
RPWOMLTLQHHFFAB68CA,坡道平面,0,29.83,
RPWOMLTLQHHFFAB68CA,坡道平面,0,29.83,
RPPOMLOKQHHFFBB47CA,坡道平面,0,,
RPROMLQKQHHFFBB87CA,坡道平面,0,,
RPVQMLLMQHHFFBB18CA,坡道機械,0,,
RPROMLPJRHHFFBB77CA,坡道平面,0,,
RPVTMLSLQHHFFAB98CA,坡道平面,0,29.83,
RPPUMLSLQHHFFAB48CA,坡道平面,0,29.83,
RPOOMLQJRHHFFBB57CA,其他,0,,
RPQUMLSLQHHFFAB58CA,坡道平面,0,29.83,
RPROMLSLQHHFFBB18CA,坡道平面,0,,
RPQNMLLLQHHFFBB37DA,一樓平面,0,,
RPXVMLSLQHHFFAB76CA,坡道平面,0,29.83,
RPRNMLTKQHHFFAB08DA,坡道平面,0,29.30,
RPXQMLNJRHHFFAB38DA,坡道機械,0,,
RPROMLRLQHHFFBB08CA,坡道平面,1100000,30.08,
RPROMLRLQHHFFBB08CA,坡道平面,1050000,30.08,
RPPNMLSJRHHFFBB77CA,升降機械,0,,
RPSWMLSLQHHFFAB98CA,坡道平面,0,29.83,
RPTWMLSLQHHFFAB09CA,坡道平面,0,29.83,
RPQNMLQKQHHFFHL66CA,坡道平面,0,,
RPRNMLMKRHHFFAL38CA,坡道平面,0,,
RPUNMLKMQHHFFFL09CA,坡道機械,0,,
RPPPMLRJRHHFFGL76CA,坡道平面,0,,
RPSNMLQKQHHFFBB97DA,坡道機械,0,,
RPWNMLPKQHHFFCB38DA,坡道平面,900000,23.51,
RPRPMLMLQHHFFCB87DA,坡道機械,0,11.72,
RPRNMLKMQHHFFBB37CA,坡道平面,700000,,
RPQQMLLMQHHFFBB67CA,坡道平面,0,,
RPVOMLOJRHHFFBB08CA,坡道平面,0,27.94,
RPXQMLLMQHHFFBB38CA,坡道機械,0,,
RPTNMLQJRHHFFHL07DA,坡道平面,0,,
RPXOMLRKQHHFFBB58CA,坡道機械,0,,
RPQOMLRKQHHFFBB87CA,坡道平面,0,,
RPPPMLTLQHHFFAB08CA,坡道平面,0,29.83,
RPXOMLTLQHHFFAB78CA,坡道平面,0,29.83,
RPQPMLTLQHHFFAB18CA,坡道平面,0,29.83,
RPRPMLTLQHHFFAB28CA,坡道平面,0,29.83,
RPSPMLTLQHHFFAB38CA,坡道平面,0,29.83,
RPTPMLTLQHHFFAB48CA,坡道平面,0,29.83,
RPUPMLTLQHHFFAB58CA,坡道平面,0,29.83,
RPVPMLTLQHHFFAB68CA,坡道平面,0,29.83,
RPSNMLTLQHHFFAB18CA,坡道平面,0,29.83,
RPTNMLTLQHHFFAB28CA,坡道平面,0,29.83,
RPVNMLTLQHHFFAB48CA,坡道平面,0,29.83,
RPWNMLTLQHHFFAB58CA,坡道平面,0,29.83,
RPOOMLTLQHHFFAB87CA,坡道平面,0,29.83,
RPPOMLTLQHHFFAB97CA,坡道平面,0,29.83,
RPPOMLTLQHHFFAB97CA,坡道平面,0,29.83,
RPPOMLTLQHHFFAB97CA,坡道平面,0,29.83,
RPQOMLTLQHHFFAB08CA,坡道平面,0,29.83,
RPROMLTLQHHFFAB18CA,坡道平面,0,29.83,
RPSOMLTLQHHFFAB28CA,坡道平面,0,29.83,
RPSOMLTLQHHFFAB28CA,坡道平面,0,29.83,
RPTOMLTLQHHFFAB38CA,坡道平面,0,29.83,
RPUOMLTLQHHFFAB48CA,坡道平面,0,29.83,
RPVOMLTLQHHFFAB58CA,坡道平面,0,29.83,
RPWWMLSLQHHFFAB76CA,坡道平面,0,29.83,
RPXWMLSLQHHFFAB86CA,坡道平面,0,29.83,
RPONNLSLQHHFFAB77CA,坡道平面,0,29.83,
RPPNNLSLQHHFFAB87CA,坡道平面,0,29.83,
RPQNNLSLQHHFFAB97CA,坡道平面,0,29.83,
RPRNNLSLQHHFFAB08CA,坡道平面,0,29.83,
RPTNNLSLQHHFFAB28CA,坡道平面,0,29.83,
RPUNNLSLQHHFFAB38CA,坡道平面,0,29.83,
RPVNNLSLQHHFFAB48CA,坡道平面,0,29.83,
RPVNNLSLQHHFFAB48CA,坡道平面,0,29.83,
RPXNMLTLQHHFFAB68CA,坡道平面,0,29.83,
RPRNMLSKQHHFFCB18DA,坡道平面,0,,
RPOQMLTLQHHFFAB08CA,坡道平面,0,29.83,
RPPQMLTLQHHFFAB18CA,坡道平面,0,29.83,
RPQQMLTLQHHFFAB28CA,坡道平面,0,29.83,
RPRQMLTLQHHFFAB38CA,坡道平面,0,29.83,
RPSQMLTLQHHFFAB48CA,坡道平面,0,29.83,
RPTQMLTLQHHFFAB58CA,坡道平面,0,29.83,
RPUQMLTLQHHFFAB68CA,坡道平面,0,29.83,
RPVQMLTLQHHFFAB78CA,坡道平面,0,29.83,
RPWQMLTLQHHFFAB88CA,坡道平面,0,29.83,
RPXQMLTLQHHFFAB98CA,坡道平面,0,29.83,
RPORMLTLQHHFFAB18CA,坡道平面,0,29.83,
RPPRMLTLQHHFFAB28CA,坡道平面,0,29.83,
RPQRMLTLQHHFFAB38CA,坡道平面,0,29.83,
RPQRMLTLQHHFFAB38CA,坡道平面,0,29.83,
RPVRMLTLQHHFFAB88CA,坡道平面,0,29.83,
RPSRMLTLQHHFFAB58CA,坡道平面,0,29.83,
RPURMLTLQHHFFAB78CA,坡道平面,0,29.83,
RPWRMLTLQHHFFAB98CA,坡道平面,0,29.83,
RPSNNLSLQHHFFAB18CA,坡道平面,0,29.83,
RPUWMLSLQHHFFAB56CA,坡道平面,0,29.83,
RPXRMLTLQHHFFAB09CA,坡道平面,0,29.83,
RPOSMLTLQHHFFAB28CA,坡道平面,0,29.83,
RPOSMLTLQHHFFAB28CA,坡道平面,0,29.83,
RPPNMLNLQHHFFAB27CA,坡道平面,0,,
RPOOMLNLQHHFFAB27CA,坡道平面,0,,
RPOPMLLLQHHFFAB17CA,坡道機械,0,,
RPQPMLRKQHHFFAB87CA,坡道平面,0,,
RPUNMLTLQHHFFAB38CA,坡道平面,0,29.83,
RPTSMLLMQHHFFAB08CA,坡道平面,950000,30.07,
RPRSMLLMQHHFFAB87CA,坡道平面,1000000,30.07,
RPQNMLMJRHHFFAB17CA,坡道平面,950000,30.07,
RPRPMLPJRHHFFAB77CA,坡道平面,0,,
RPOPMLQJRHHFFAB57CA,坡道平面,0,,
RPROMLQJRHHFFAB77CA,坡道平面,0,,
RPROMLQJRHHFFAB77CA,坡道平面,0,,
RPROMLQJRHHFFAB77CA,坡道平面,0,,
RPRRMLTLQHHFFAB48CA,坡道平面,0,29.83,
RPWOMLPJRHHFFCB38CA,坡道平面,0,12.95,
RPUOMLLMQHHFFCB97CA,坡道平面,0,,
RPPPMLKMQHHFFCB47CA,坡道平面,0,,
RPRPMLKMQHHFFCB67CA,坡道平面,0,,
RPRPMLKMQHHFFCB67CA,坡道平面,0,,
RPQOMLNLQHHFFCB67CA,坡道平面,0,35.24,
RPQOMLNLQHHFFCB67CA,坡道平面,0,33.11,
RPTOMLRLQHHFFCB38CA,坡道平面,0,23.16,
RPVOMLRLQHHFFCB58CA,升降平面,0,,
RPSOMLQKQHHFFCB08CA,坡道平面,0,28.12,
RPSOMLQKQHHFFCB08CA,坡道平面,0,28.12,
RPVOMLQKQHHFFCB38CA,坡道平面,0,,
RPXNMLPKQHHFFCB38CA,坡道平面,950000,23.51,
RPXNMLRKQHHFFCB58CA,坡道平面,0,,
RPVPMLPJRHHFFAB18CA,坡道機械,0,,
RPXPMLRKQHHFFCB78CA,一樓平面,0,,
RPSNMLPKQHHFFCB87CA,坡道機械,0,,
RPROMLPKQHHFFCB87CA,坡道平面,0,,
RPTPMLNLQHHFFCB08CA,坡道平面,0,,
RPUPMLKMQHHFFCB97CA,坡道平面,0,,
RPVPMLKMQHHFFCB08CA,坡道機械,0,,
RPWPMLKMQHHFFCB18CA,坡道機械,0,,
RPXPMLKMQHHFFCB28CA,坡道平面,0,,
RPOQMLKMQHHFFCB47CA,坡道機械,0,,
RPOQMLKMQHHFFCB47CA,坡道機械,0,,
RPPQMLKMQHHFFCB57CA,坡道平面,0,,
RPQQMLKMQHHFFCB67CA,坡道機械,0,,
RPQQMLKMQHHFFCB67CA,坡道機械,0,,
RPQPMLKMQHHFFCB57CA,坡道平面,0,,
RPQQMLNJRHHFFCB77CA,坡道平面,0,23.21,
RPOQMLOJRHHFFCB67CA,坡道平面,0,28.42,
RPOQMLOJRHHFFCB67CA,坡道平面,0,25.43,
RPWOMLQKQHHFFCB48CA,坡道平面,0,,
RPPNMLPJRHHFFAB37CA,坡道平面,0,,
RPQOMLQJRHHFFAB67CA,坡道機械,0,,
RPWOMLRKQHHFFAB38CA,升降平面,0,,
RPWNMLNLQHHFFAB97CA,坡道平面,0,,
RPRSMLTLQHHFFAB58CA,坡道平面,0,29.83,
RPSPMLKMQHHFFCB77CA,坡道機械,0,,
RPPSMLTLQHHFFAB38CA,坡道平面,0,29.83,
RPQSMLTLQHHFFAB48CA,坡道平面,0,29.83,
RPTSMLTLQHHFFAB78CA,坡道平面,0,29.83,
RPTSMLTLQHHFFAB78CA,坡道平面,0,29.83,
RPUSMLTLQHHFFAB88CA,坡道平面,0,29.83,
RPVSMLTLQHHFFAB98CA,坡道平面,0,29.83,
RPWSMLTLQHHFFAB09CA,坡道平面,0,29.83,
RPXSMLTLQHHFFAB56CA,坡道平面,0,29.83,
RPOTMLTLQHHFFAB38CA,坡道平面,0,29.83,
RPPTMLTLQHHFFAB48CA,坡道平面,0,29.83,
RPQTMLTLQHHFFAB58CA,坡道平面,0,29.83,
RPRTMLTLQHHFFAB68CA,坡道平面,0,29.83,
RPSTMLTLQHHFFAB78CA,坡道平面,0,29.83,
RPOUMLTLQHHFFAB48CA,坡道平面,0,29.83,
RPTTMLTLQHHFFAB88CA,坡道平面,0,29.83,
RPUTMLTLQHHFFAB98CA,坡道平面,0,29.83,
RPVTMLTLQHHFFAB09CA,坡道平面,0,29.83,
RPVTMLTLQHHFFAB09CA,坡道平面,0,29.83,
RPWTMLTLQHHFFAB56CA,坡道平面,0,29.83,
RPSUMLTLQHHFFAB88CA,坡道平面,0,29.83,
RPQUMLTLQHHFFAB68CA,坡道平面,0,29.83,
RPRUMLTLQHHFFAB78CA,坡道平面,0,29.83,
RPRUMLTLQHHFFAB78CA,坡道平面,0,29.83,
RPUUMLTLQHHFFAB09CA,坡道平面,0,29.83,
RPTUMLTLQHHFFAB98CA,坡道平面,0,29.83,
RPVUMLTLQHHFFAB56CA,坡道平面,0,29.83,
RPXUMLTLQHHFFAB76CA,坡道平面,0,29.83,
RPOVMLTLQHHFFAB58CA,坡道平面,0,29.83,
RPPVMLTLQHHFFAB68CA,坡道平面,0,29.83,
RPQVMLTLQHHFFAB78CA,坡道平面,0,29.83,
RPQVMLTLQHHFFAB78CA,坡道平面,0,29.83,
RPSSMLTLQHHFFAB68CA,坡道平面,0,29.83,
RPSSMLTLQHHFFAB68CA,坡道平面,0,29.83,
RPRVMLTLQHHFFAB88CA,坡道平面,0,29.83,
RPSVMLTLQHHFFAB98CA,坡道平面,0,29.83,
RPTVMLTLQHHFFAB09CA,坡道平面,0,29.83,
RPUVMLTLQHHFFAB56CA,坡道平面,0,29.83,
RPVVMLTLQHHFFAB66CA,坡道平面,0,29.83,
RPPWMLTLQHHFFAB78CA,坡道平面,0,29.83,
RPQWMLTLQHHFFAB88CA,坡道平面,0,29.83,
RPWVMLTLQHHFFAB76CA,坡道平面,0,29.83,
RPXVMLTLQHHFFAB86CA,坡道平面,0,29.83,
RPPUMLTLQHHFFAB58CA,坡道平面,0,29.83,
RPOWMLTLQHHFFAB68CA,坡道平面,0,29.83,
RPRWMLTLQHHFFAB98CA,坡道平面,0,29.83,
RPRWMLTLQHHFFAB98CA,坡道平面,0,29.83,
RPTWMLTLQHHFFAB56CA,坡道平面,0,29.83,
RPUWMLTLQHHFFAB66CA,坡道平面,0,29.83,
RPXWMLTLQHHFFAB96CA,坡道平面,0,29.83,
RPONNLTLQHHFFAB87CA,坡道平面,0,29.83,
RPPNNLTLQHHFFAB97CA,坡道平面,0,29.83,
RPWWMLTLQHHFFAB86CA,坡道平面,0,29.83,
