鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
南區,房地(土地+建物)+車位,台中市南區崇倫街５２號三樓之一,21.35,住,,,991101,土地2建物1車位1,三層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1010723,70.47,2,2,2,有,有,4650000,65986,升降機械,0.0,0,,RPSNMLRKIIHFFAB17CA,60.63,7.2,2.64,,
南區,房地(土地+建物)+車位,台中市南區崇倫街５２號三樓之二,18.56,住,,,1000106,土地2建物1車位1,三層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1010723,61.26,2,2,2,有,有,4260000,69540,坡道平面,0.0,0,,RPUNMLRKIIHFFAB37CA,52.27,6.35,2.64,,
南區,房地(土地+建物)+車位,台中市南區崇倫街５２號三樓之三,19.27,住,,,991222,土地2建物1車位1,三層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1010723,63.56,2,2,1,有,有,4020000,63247,升降機械,0.0,0,,RPVNMLRKIIHFFAB47CA,52.54,4.24,6.78,,
南區,房地(土地+建物)+車位,台中市南區崇倫街５２號三樓之五,18.69,住,,,1000109,土地2建物1車位1,三層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1010723,61.67,2,2,1,有,有,4430000,71834,坡道平面,0.0,0,,RPWNMLRKIIHFFAB57CA,50.67,3.24,7.76,,
南區,房地(土地+建物)+車位,台中市南區五權南一路５５號七樓之六,16.44,住,,,1010823,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010528,157.96,3,2,2,有,有,6350000,40199,坡道平面,0.0,0,,RPXPMLMKIIHFFAB37CA,84.08,1.76,3.95,,
西區,房地(土地+建物),台中市西區公館路１０５號８樓之２,27.28,住,,,1010828,土地3建物3車位0,八層,十一層,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0700213,412.06,6,0,6,有,無,15000000,36403,,0.0,0,,RPPQMLRKIIHFFAB17CA,412.06,0.0,0.0,,
西區,房地(土地+建物)+車位,台中市西區忠明南路１１０號五樓之五,12.54,住,,,1010828,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0951222,90.97,3,1,2,有,有,9200000,101132,坡道機械,14.05,0,,RPUTMLRKIIHFFAB97CA,82.74,2.64,5.59,,
北屯區,房地(土地+建物),台中市北屯區天津路四段３０７號６樓之９,1.76,住,,,1010912,土地1建物1車位0,六層,二十四層,其他,住家用,鋼筋混凝土造,0840626,26.91,1,0,1,有,有,750000,27867,,0.0,0,,RPOOMLSJIIHFFBB96CA,14.68,0.0,3.89,,
北區,房地(土地+建物),台中市北區大雅路４８２巷５之４號,31.46,住,,,1010827,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700505,92.49,5,2,4,有,無,3200000,34598,,0.0,0,,RPQTMLTJIIHFFBB77CA,82.25,0.0,10.24,,
北屯區,房地(土地+建物),台中市北屯區北屯路366號5樓之1,32.9,住,,,1010822,土地5建物1車位0,五層,十九層,辦公商業大樓,商業用,鋼筋混凝土造,0811110,414.02,0,0,0,無,有,8880000,21448,,0.0,0,,RPXPMLPJIIHFFBB67CA,300.44,70.6,9.2,,
北區,房地(土地+建物),台中市北區華美街二段１８０號,7.32,住,,,1010731,土地1建物1車位0,一層，騎樓，夾層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0960129,64.77,3,1,1,有,無,3940000,60827,,0.0,0,,RPPQMLPJIIHFFBB96CA,46.59,0.0,5.26,,
北區,房地(土地+建物)+車位,台中市北區忠太東路１１７之３號,9.6,住,,,1010831,土地1建物1車位1,一層,二十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0840607,86.77,3,2,2,有,有,7600000,87588,升降機械,0.0,0,,RPSNMLRJIIHFFBB17CA,86.77,0.0,0.0,,
北屯區,土地,景福段80地號,599.49,住,,,1010806,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,40800000,68058,,0.0,0,,RPUNMLQJIIHFFBB27CA,0.0,0.0,0.0,,
北屯區,建物,台中市北屯區柳陽西街８８號二樓之１,0.0,,,,1010914,土地0建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010814,100.53,4,1,2,有,有,2950000,29344,一樓平面,20.75,0,,RPROMLSJIIHFFBB27CA,87.4,3.08,10.05,,
北屯區,建物,台中市北屯區柳陽西街８８號六樓之１,0.0,,,,1010914,土地0建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010814,100.53,4,1,2,有,有,2980000,29643,一樓平面,18.57,0,,RPSOMLSJIIHFFBB37CA,87.4,3.08,10.05,,
北屯區,建物,台中市北屯區柳陽西街８８號十一樓之１,0.0,,,,1010914,土地0建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010814,100.53,4,1,2,有,有,3160000,31433,一樓平面,18.57,0,,RPTOMLSJIIHFFBB47CA,87.4,3.08,10.05,,
北屯區,建物,台中市北屯區柳陽西街８８號十樓之２,0.0,,,,1010914,土地0建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010814,93.53,3,1,2,有,有,2560000,27371,一樓平面,20.75,0,,RPVOMLSJIIHFFBB67CA,80.66,2.82,10.05,,
北屯區,建物,台中市北屯區柳陽西街８８號十二樓之２,0.0,,,,1010914,土地0建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010814,93.53,3,1,2,有,有,2840000,30365,一樓平面,20.75,0,,RPWOMLSJIIHFFBB77CA,80.66,2.82,10.05,,
北屯區,建物,台中市北屯區柳陽西街８８號十三樓之２,0.0,,,,1010914,土地0建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010814,93.53,3,1,2,有,有,2840000,30365,一樓平面,20.75,0,,RPXOMLSJIIHFFBB87CA,80.66,2.82,10.05,,
北屯區,建物,台中市北屯區柳陽西街８８號九樓之３,0.0,,,,1010914,土地0建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010814,86.49,3,1,2,有,有,2590000,29946,一樓平面,20.75,0,,RPOPMLSJIIHFFBB07CA,71.31,1.76,13.42,,
北屯區,建物,台中市北屯區柳陽西街８８號十一樓之３,0.0,,,,1010914,土地0建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010814,86.49,3,1,2,有,有,2530000,29252,升降機械,12.01,0,,RPPPMLSJIIHFFBB17CA,71.31,1.76,13.42,,
北屯區,建物,台中市北屯區柳陽西街８８號七樓之５,0.0,,,,1010914,土地0建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010814,68.59,2,1,1,有,有,2120000,30908,一樓平面,18.57,0,,RPQPMLSJIIHFFBB27CA,57.7,0.69,10.2,,
北屯區,建物,台中市北屯區柳陽西街８８號八樓之５,0.0,,,,1010914,土地0建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010814,68.59,2,1,1,有,有,2160000,31491,一樓平面,20.75,0,,RPRPMLSJIIHFFBB37CA,57.7,0.69,10.2,,
北區,房地(土地+建物),台中市北區益華街９９之１號４樓,31.0,住,,,1010819,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0790417,182.55,3,2,3,有,有,5210000,28541,,0.0,0,,RPTPMLSJIIHFFBB57CA,149.29,0.0,20.14,,
北屯區,建物,台中市北屯區柳陽西街８８號十一樓之５,0.0,,,,1010914,土地0建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010814,68.59,2,1,1,有,有,2140000,31200,升降機械,12.56,0,,RPUPMLSJIIHFFBB67CA,57.7,0.69,10.2,,
北屯區,建物,台中市北屯區柳陽西街８８號十四樓之５,0.0,,,,1010914,土地0建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010814,68.59,2,1,1,有,有,2140000,31200,升降機械,12.56,0,,RPWPMLSJIIHFFBB87CA,57.7,0.69,10.2,,
北屯區,建物,台中市北屯區柳陽西街８８號五樓之６,0.0,,,,1010914,土地0建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010814,71.24,2,1,1,有,有,2160000,30320,一樓平面,18.57,0,,RPXPMLSJIIHFFBB97CA,60.11,1.51,9.62,,
北區,房地(土地+建物),台中市北區進化北路２６４巷１０弄９號,148.0,住,,,1010728,土地1建物1車位0,全,一層,透天厝,住家用,磚造,0611121,63.58,3,1,1,有,無,8000000,125826,,0.0,0,,RPOSMLTJIIHFFBB47CA,0.0,0.0,0.0,,
北區,房地(土地+建物),台中市北區文昌東一街１１５號７樓之８,14.59,住,,,1010828,土地1建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890219,131.32,3,2,2,有,有,4600000,35030,,0.0,0,,RPUQMLMKIIHFFBB27CA,86.13,0.0,12.06,,
北屯區,房地(土地+建物),台中市北屯區大連路三段18號4樓之5,16.75,住,,,1010904,土地1建物1車位0,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870801,112.8,3,2,2,有,有,4100000,36348,,0.0,0,,RPTNMLPKIIHFFBB17CA,73.72,0.0,9.95,,
北區,房地(土地+建物)+車位,台中市北區尚德街139號2樓,18.01,住,,,1010831,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840620,81.88,3,1,2,有,無,3600000,43967,升降機械,0.0,0,,RPWOMLMKIIHFFBB27CA,69.47,0.0,12.41,,
北屯區,建物,台中市北屯區柳陽西街８８號十樓之６,0.0,,,,1010914,土地0建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010814,71.24,2,1,1,有,有,2140000,30039,一樓平面,18.57,0,,RPPNMLOKIIHFFBB66CA,60.11,1.51,9.62,,
北屯區,建物,台中市北屯區柳陽西街８８號十二樓之６,0.0,,,,1010914,土地0建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010814,71.24,2,1,1,有,有,2070000,29057,升降機械,12.01,0,,RPQNMLOKIIHFFBB76CA,60.11,1.51,9.62,,
北屯區,建物,台中市北屯區柳陽西街８８號六樓之７,0.0,,,,1010914,土地0建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010814,99.6,4,1,2,有,有,2960000,29719,一樓平面,20.75,0,,RPSNMLOKIIHFFBB96CA,86.4,1.72,11.48,,
北屯區,建物,台中市北屯區柳陽西街８８號十二樓之７,0.0,,,,1010914,土地0建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010814,99.6,4,1,1,有,有,3050000,30622,一樓平面,18.57,0,,RPTNMLOKIIHFFBB07CA,86.4,1.72,11.48,,
北屯區,建物,台中市北屯區柳陽西街８８號二樓之８,0.0,,,,1010914,土地0建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010814,43.25,3,1,2,有,有,3110000,71908,升降機械,12.56,0,,RPUNMLOKIIHFFBB17CA,36.41,0.88,5.96,,
北屯區,建物,台中市北屯區柳陽西街８８號八樓之８,0.0,,,,1010914,土地0建物1車位0,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010814,86.5,3,1,2,有,有,2260000,26127,,0.0,0,,RPVNMLOKIIHFFBB27CA,72.83,1.76,11.91,,
北屯區,建物,台中市北屯區柳陽西街８８號十三樓之８,0.0,,,,1010914,土地0建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010814,43.25,3,1,2,有,有,2510000,58035,升降機械,12.56,0,,RPWNMLOKIIHFFBB37CA,36.41,0.88,5.96,,
北屯區,建物,台中市北屯區柳陽西街８８號二樓之１０,0.0,,,,1010914,土地0建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010814,43.24,3,1,2,有,有,2980000,68918,升降機械,12.01,0,,RPXNMLOKIIHFFBB47CA,37.33,1.06,4.84,,
北屯區,建物,台中市北屯區柳陽西街８８號十一樓之１０,0.0,,,,1010914,土地0建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010814,86.48,3,1,2,有,有,2400000,27752,升降機械,12.56,0,,RPOOMLOKIIHFFBB66CA,74.66,2.13,9.69,,
北屯區,建物,台中市北屯區柳陽西街８８號十四樓之１０,0.0,,,,1010914,土地0建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010814,86.48,3,1,2,有,有,2610000,30180,一樓平面,20.75,0,,RPPOMLOKIIHFFBB76CA,74.66,2.13,9.69,,
北屯區,建物,台中市北屯區柳陽西街８８號三樓之１１,0.0,,,,1010914,土地0建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010814,86.61,3,1,2,有,有,2350000,27133,升降機械,12.01,0,,RPQOMLOKIIHFFBB86CA,78.42,2.28,5.91,,
北屯區,建物,台中市北屯區柳陽西街８８號七樓之１１,0.0,,,,1010914,土地0建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010814,86.61,3,1,2,有,有,2480000,28634,一樓平面,20.75,0,,RPROMLOKIIHFFBB96CA,78.42,2.28,5.91,,
北屯區,建物,台中市北屯區柳陽西街８８號十四樓之１１,0.0,,,,1010914,土地0建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010814,86.61,3,1,2,有,有,2560000,29558,一樓平面,18.57,0,,RPSOMLOKIIHFFBB07CA,78.42,2.28,5.91,,
北屯區,建物,台中市北屯區柳陽西街８８號十四樓之２,0.0,,,,1010914,土地0建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010814,93.53,3,1,2,有,有,2960000,31648,一樓平面,20.75,0,,RPTOMLOKIIHFFBB17CA,80.66,2.82,10.05,,
北屯區,建物,台中市北屯區柳陽西街８８號二樓之２,0.0,,,,1010914,土地0建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010814,46.76,3,1,2,有,有,3370000,72062,一樓平面,20.75,0,,RPUOMLOKIIHFFBB27CA,40.33,1.41,5.03,,
北屯區,建物,台中市北屯區柳陽西街８８號二樓之７,0.0,,,,1010914,土地0建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010814,49.8,4,1,2,有,有,3560000,71486,一樓平面,20.75,0,,RPVOMLOKIIHFFBB37CA,43.2,0.86,5.74,,
北屯區,土地,太祥段234-16地號,79.86,住,,,1010829,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5628000,70471,,0.0,0,,RPOPMLRKIIHFFBB07CA,0.0,0.0,0.0,,
北屯區,建物,台中市北屯區祥順三街２３號,0.0,,,,1010829,土地0建物1車位1,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1010410,204.35999999999999,5,2,3,有,有,3752000,18360,坡道平面,0.0,0,,RPPPMLRKIIHFFBB17CA,193.62,0.0,8.29,,
北屯區,土地,太祥段234-11地號,91.23,住,,,1010829,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,有,5880000,64451,,0.0,0,,RPRPMLRKIIHFFBB37CA,0.0,0.0,0.0,,
北屯區,建物,台中市北屯區祥順三街４９號,0.0,,,,1010829,土地0建物1車位1,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1010410,211.94,5,2,3,有,有,3920000,18496,坡道平面,0.0,0,,RPUPMLRKIIHFFBB67CA,198.93,0.0,10.56,,
北區,房地(土地+建物)+車位,台中市北區太原北路８８號五樓之２,37.92,住,,,1010917,土地1建物1車位2,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010615,140.43,4,1,2,有,有,13920000,99124,坡道平面,0.0,0,,RPRNMLMJIIHFFBB56CA,119.53,6.02,14.88,,
北區,房地(土地+建物)+車位,台中市北區太原北路８８號 五樓之１,37.92,住,,,1010917,土地1建物1車位2,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010615,140.28,4,1,2,有,有,13480000,96094,坡道平面,0.0,0,,RPSNMLMJIIHFFBB66CA,119.54,6.02,14.72,,
北區,房地(土地+建物),台中市北區山西路一段７１號３樓之４,8.42,住,,,1010826,土地2建物1車位0,三層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0880624,56.19,1,1,1,有,有,2000000,35596,,0.0,0,,RPVPMLLJIIHFFBB07CA,36.8,0.0,4.13,,
北屯區,房地(土地+建物),台中市北屯區東山路一段420之8號,75.92,住,,,1010829,土地2建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,,116.45,6,1,2,有,無,5250000,45084,,0.0,0,,RPSPMLPJIIHFFBB17CA,116.45,0.0,0.0,,
北區,房地(土地+建物)+車位,台中市北區綏遠路一段26號10樓之17,12.57,住,,,1010826,土地2建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880713,114.36,3,2,2,有,有,5180000,45294,坡道平面,16.6,0,,RPQPMLPJIIHFFBB96CA,65.05,0.0,8.36,,
北屯區,房地(土地+建物),台中市北屯區瀋陽路二段１７５號十二樓之２０,8.91,住,,,1010828,土地1建物1車位0,十二層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0961231,51.93,1,1,1,有,有,3400000,65470,,0.0,0,,RPPNMLNJIIHFFBB09CA,43.56,0.0,6.04,,
北區,房地(土地+建物),台中市北區雙十路二段５８之５巷３之３號,29.32,商,,,1010814,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670621,79.86,2,2,1,有,無,2071800,25943,,0.0,0,,RPPQMLSLRHHFFBB28CA,79.86,0.0,0.0,,
北屯區,房地(土地+建物),台中市北屯區太原路三段３４５巷１０號３樓之２,18.19,住,,,1010817,土地1建物1車位0,三層,十三層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870506,135.75,4,2,2,有,有,3600000,26519,,0.0,0,,RPOOMLLJIIHFFBB88CA,97.18,0.0,11.9,,
北屯區,房地(土地+建物),台中市北屯區中清東二街６之１號,27.2,其他,,,1010828,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0741130,100.32,3,2,1,有,無,2710000,27012,,0.0,0,,RPRNMLKMRHHFFBB47CA,77.42,0.0,8.38,,
北屯區,房地(土地+建物),台中市北屯區永定二街５７號,222.0,住,,,1010815,土地1建物1車位0,全,二層,透天厝,見其他登記事項,鋼筋混凝土造,0810620,318.65,6,3,3,有,無,20000000,62765,,0.0,0,,RPXPMLQLRHHFFBB78CA,287.93,15.36,15.36,,
北區,房地(土地+建物),台中市北區益華街３９巷２２號,40.25,住,,,1010818,土地1建物1車位0,一層，地下層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0660209,158.87,4,2,2,有,無,4500000,28325,,0.0,0,,RPURMLQLRHHFFBB68CA,158.87,0.0,0.0,,
北區,土地,水源段225-81地號,3.43,商,,,1010910,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,466875,136125,,0.0,0,,RPUOMLQLRHHFFBB38CA,0.0,0.0,0.0,,
北屯區,房地(土地+建物)+車位,台中市北屯區東光路７２４巷２３號６樓,22.59,住,,,1010903,土地2建物1車位1,六層，七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830512,216.29,4,2,3,有,有,5890000,27231,坡道平面,0.0,0,,RPSPMLQLRHHFFBB28CA,133.02,5.49,14.63,,
北區,房地(土地+建物),台中市北區青島路一段２號９樓之５,10.14,商,,,1010819,土地1建物1車位0,九層,十三層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0921218,60.62,2,1,1,有,有,3250000,53613,,0.0,0,,RPWRMLPLRHHFFBB78CA,48.61,0.0,12.01,,
霧峰區,土地,丁台三段586地號,6807.69,,特定農業區,農牧用地,1010815,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,78000000,11458,,0.0,0,,RPWNMLMJIIHFFGL68DA,0.0,0.0,0.0,,
潭子區,房地(土地+建物),台中市潭子區仁愛路三段12巷14號,117.03,住,,,1010727,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0700430,167.7,6,2,2,有,無,8500000,50686,,0.0,0,,RPSNMLRLRHHFFFL07DA,167.7,0.0,0.0,,
潭子區,土地,甘潭段147地號,79.2,住,,,1010906,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4480000,56566,,0.0,0,,RPUNMLOLIIHFFFL78DA,0.0,0.0,0.0,,
東勢區,土地,保民段567地號,174.19,工,,,1010917,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5000000,28704,,0.0,0,,RPPNMLPKIIHFFEL18DA,0.0,0.0,0.0,,
石岡區,土地,新國校段491地號,767.86,其他,特定農業區,農牧用地,1010917,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3157990,4113,,0.0,0,,RPQNMLMKIIHFFEL97DA,0.0,0.0,0.0,,
大肚區,房地(土地+建物),台中市大肚區蔗南路180巷4之2號,20.91,住,一般農業區,丙種建築用地,1010915,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700520,47.93,1,1,1,有,無,350000,7302,,0.0,0,,RPOOMLLKIIHFFCL57DA,40.95,0.0,6.98,,
清水區,房地(土地+建物),台中市清水區信義路135號,80.0,住,,,1010822,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1010302,209.31,4,2,3,有,無,8000000,38221,,0.0,0,,RPQNMLNJIIHFFCL77DA,202.93,0.83,5.55,,
大肚區,房地(土地+建物),台中市大肚區中沙路164巷2弄94之2號,47.45,其他,鄉村區,乙種建築用地,1010913,土地1建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691010,83.61,3,2,2,有,無,2500000,29901,,0.0,0,,RPRNMLQLRHHFFCL56DA,83.61,0.0,0.0,,
神岡區,房地(土地+建物),台中市神岡區中山路1720巷47弄6號,78.0,住,,,1010917,土地1建物1車位0,全,二層,透天厝,見其他登記事項,加強磚造,0671230,86.65,3,2,2,有,無,2000000,23081,,0.0,0,,RPPNMLMJIIHFFAL37DA,86.65,0.0,0.0,,
豐原區,房地(土地+建物)+車位,台中市豐原區社皮路41巷20弄6號2樓,18.66,住,,,1010908,土地1建物1車位1,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0801015,72.58,3,1,2,有,有,2750000,37889,坡道平面,0.0,0,二親等之間買賣,RPRNMLPKIIHFFAL97DA,0.0,0.0,0.0,,
豐原區,房地(土地+建物),台中市豐原區豐南街92巷208號,261.08,農,,,1010822,土地3建物1車位0,全,一層,透天厝,住家用,加強磚造,0740126,156.58,6,2,2,有,無,13000000,83025,,0.0,0,,RPXNMLOLIIHFFAL58DA,156.58,0.0,0.0,,
大里區,房地(土地+建物)+車位,台中市大里區大明路２７２巷２號３樓之１,25.41,住,,,1010910,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0790625,157.77,4,2,2,有,有,3800000,24085,升降機械,0.0,0,,RPQQMLSKIIHFFGL09DA,99.24,5.65,11.31,,
大里區,房地(土地+建物)+車位,台中市大里區新仁路一段217巷1號2樓,31.99,住,鄉村區,乙種建築用地,1010904,土地1建物1車位1,二層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0870914,77.3,3,2,2,有,有,3126000,40440,升降機械,0.0,0,,RPOOMLSKIIHFFGL68DA,0.0,0.0,0.0,,
太平區,房地(土地+建物),台中市太平區成功東路412巷7號,105.0,住,,,1010725,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0891102,253.86,4,3,3,有,無,3000000,11818,,0.0,0,,RPSNMLQLRHHFFHL17DA,226.53,0.0,27.33,,
太平區,房地(土地+建物),台中市太平區中山路二段311巷4弄13號,82.11,住,鄉村區,乙種建築用地,1010913,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0660601,79.9,3,2,2,有,無,2950000,36921,,0.0,0,,RPTOMLNLIIHFFHL88DA,79.9,0.0,0.0,,
后里區,房地(土地+建物),台中市后里區文明路45號,138.14,住,,,1010906,土地2建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,0950824,261.74,5,2,3,有,無,3998364,15276,,0.0,0,二等親買賣附屬建物陽台面積10.1,RPQNMLMKIIHFFAL57DA,0.0,0.0,0.0,,
沙鹿區,土地,鹿寮段1011-5地號,348.0,住,,,1010919,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7360000,21149,,0.0,0,,RPWNMLRLRHHFFCL17DA,0.0,0.0,0.0,,
沙鹿區,土地,西勢段368地號,22.89,農,,,1010916,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,600000,26212,,0.0,0,,RPWOMLNJIIHFFCL48DA,0.0,0.0,0.0,,
龍井區,房地(土地+建物),台中市龍井區新興路29號五樓之四號,6.1,其他,鄉村區,乙種建築用地,1010918,土地1建物1車位0,五層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0770801,20.369999999999997,1,1,1,有,有,450000,22087,,0.0,0,,RPVOMLPJIIHFFCL58DA,15.11,0.0,0.0,,
清水區,土地,吳厝北段593地號,6453.63,農,,,1010821,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,37091990,5747,,0.0,0,,RPUNMLOLIIHFFCL48DA,0.0,0.0,0.0,,
東勢區,土地,大茅埔段1198地號,637.0,其他,山坡地保育區,農牧用地,1010926,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,150000,235,,0.0,0,貧瘠土地無直達道路持分土地,RPPNMLLJIIHFFEL67DA,0.0,0.0,0.0,,
東勢區,土地,東勢段中嵙小段1450-3地號,1085.0,其他,山坡地保育區,農牧用地,1010917,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2100000,1935,,0.0,0,,RPWNMLLKIIHFFEL48DA,0.0,0.0,0.0,,
北區,房地(土地+建物)+車位,台中市北區永興街８０巷２號５樓之１２,13.07,商,,,1010828,土地1建物1車位1,五層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850214,82.12,2,1,1,有,有,5280000,64296,坡道機械,0.0,0,,RPWQMLQLRHHFFBB78CA,71.63,2.19,8.3,,
北區,房地(土地+建物),台中市北區文昌東一街７１之３號,21.4,住,,,1010912,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750308,72.04,2,1,1,有,無,2350000,32621,,0.0,0,,RPXQMLQLRHHFFBB88CA,63.2,1.92,6.92,,
