鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
西區,房地(土地+建物)+車位,臺中市西區大墩十一街９號十三樓之五,49.57,住,,,1010608,土地1建物1車位3,十三層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020529,358.15,4,2,3,有,有,22700000,63381,坡道平面,82.2,0,,RPSSMLSLQHIFFAB68CA,161.03,8.34,16.07,,
北屯區,房地(土地+建物),台中市北屯區安順四街１８號,88.0,住,,,1020624,土地1建物1車位0,騎樓，一層，二層，三層，四層,四層,店面(店鋪),住商用,鋼筋混凝土造,0830610,232.78,4,3,4,有,無,14400000,61861,,0.0,0,1、含增建或未登記建物陽台外推。2、權利人非簽約人。3、住商用，一樓為店面，二至四樓為住家。,RPVTMLLJQHIFFBB28CA,188.02,44.76,0.0,,
北屯區,土地,仁美段1318-6地號,1090.37,住,,,1020722,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,49474500,45374,,0.0,0,,RPQOMLMJQHIFFBB37CA,0.0,0.0,0.0,,
北屯區,房地(土地+建物),台中市北屯區太和東街１８９號,163.77,住,,,1020723,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1010911,261.53,5,2,4,有,無,19200000,73414,,0.0,0,,RPPRMLMJQHIFFBB57CA,238.69,0.0,22.84,,
北屯區,房地(土地+建物)+車位,臺中市北屯區崇德路三段１５９號１１樓之３,26.48,住,,,1020716,土地1建物1車位2,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990902,252.85,3,2,2,有,有,15300000,60510,坡道平面,55.8,0,,RPRNMLNJQHIFFBB47CA,109.91,9.59,13.76,,
北屯區,房地(土地+建物)+車位,臺中市北屯區文心路四段８２３號２０樓之２,9.95,商,,,1020626,土地1建物1車位1,二十層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850627,177.19,4,2,2,有,有,7250000,40917,坡道平面,0.0,0,,RPTNMLOJQHIFFBB77CA,88.74,0.0,12.2,,
北屯區,房地(土地+建物)+車位,臺中市北屯區柳陽西街８８號５樓之６,11.8,住,,,1020708,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010814,124.34,2,2,1,有,有,7100000,57101,坡道平面,18.57,0,,RPUNMLOJQHIFFBB87CA,60.11,1.51,9.62,,
北屯區,房地(土地+建物)+車位,臺中市北屯區崇德路二段１６８號十四樓之１１,5.98,商,,,1020717,土地1建物1車位1,十四層,十七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0990909,81.24000000000001,1,1,1,有,有,5050000,62161,坡道機械,0.0,0,,RPRPMLPJQHIFFBB87CA,36.16,0.54,5.41,,
北區,房地(土地+建物),臺中市北區太原四街8號7樓之15,10.26,住,,,1020612,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0841127,93.89,3,2,2,有,有,3000000,31952,,0.0,0,,RPPOMLPJQHIFFBB57CA,43.13,0.0,9.25,,
北區,房地(土地+建物),臺中市北區太平路６２號４樓之７,7.51,住,,,1020711,土地1建物1車位0,四層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0770617,26.56,1,1,1,有,有,1400000,52711,,0.0,0,,RPXRMLPJQHIFFBB68CA,22.06,0.0,4.5,,
北區,房地(土地+建物),臺中市北區明新里太原八街９７號５樓之１１,6.04,住,,,1020721,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830705,38.34,1,1,1,有,有,1180000,30777,,0.0,0,,RPQNMLQJQHIFFBB67CA,22.84,1.65,3.1,,
北區,房地(土地+建物),臺中市北區樂英里錦中街６１之７號,23.11,住,,,1020614,土地8建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,0740323,92.89,3,2,2,有,有,3400000,36602,,0.0,0,,RPRNMLQJQHIFFBB77CA,80.52,2.19,10.18,,
北屯區,房地(土地+建物),臺中市北屯區建和路二段８９號,168.69,住,,,1020705,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1011005,361.22,4,3,6,有,無,32500000,89973,,0.0,0,,RPVOMLRJQHIFFBB38CA,330.35,1.84,29.03,,
北區,土地,水源段225-81地號,9.75,商,,,1020716,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1327050,136108,,0.0,0,,RPTUMLRJQHIFFBB78CA,0.0,0.0,0.0,,
北屯區,土地,和平段449地號,340.2,住,,,1020717,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,31570000,92798,,0.0,0,,RPSNMLSJQHIFFBB08CA,0.0,0.0,0.0,,
北區,房地(土地+建物),臺中市北區漢陽街３５之３號,18.72,住,,,1020630,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0761008,82.24000000000001,3,1,1,有,有,2000000,24319,,0.0,0,,RPQNMLTJQHIFFBB97CA,59.73,0.0,4.23,,
北區,房地(土地+建物),臺中市北區五權路３３６之２８號,6.3,住,,,1020620,土地4建物1車位0,七層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0700312,44.28,1,1,1,有,有,1350000,30488,,0.0,0,,RPOUMLSJQHIFFBB38CA,37.37,0.0,0.0,,
北屯區,房地(土地+建物),臺中市北屯區軍福九路５２２號,226.81,住,,,1020626,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1020130,470.33,6,2,6,有,無,42000000,89299,,0.0,0,,RPPRMLNKQHIFFBB77CA,429.76,2.73,37.84,,
北區,房地(土地+建物),臺中市北區綏遠路一段19號4樓,29.65,住,,,1020617,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760727,96.16,3,2,1,有,無,2800000,29118,,0.0,0,,RPWPMLPKQHIFFBB48CA,79.13,0.0,9.82,,
北區,房地(土地+建物)+車位,臺中市北區興進路１９９號,10.4,住,,,1020702,土地1建物2車位1,一層，二層,十五層,店面(店鋪),見其他登記事項,鋼筋混凝土造,0950126,121.08,0,0,0,無,有,8720000,72019,坡道平面,28.2,0,,RPOOMLQKQHIFFBB67CA,74.8,0.0,0.0,,
北區,房地(土地+建物)+車位,臺中市北區五義街２３８巷２號,79.13,住,,,1020530,土地4建物1車位1,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0970123,227.7,4,2,3,有,有,11000000,48309,坡道平面,0.0,0,,RPPNMLRKQHIFFBB77CA,190.17,0.0,11.56,,
北屯區,房地(土地+建物)+車位,臺中市北屯區松竹路二段346巷3號6樓之2,18.27,住,,,1020710,土地1建物1車位1,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011109,113.96000000000001,2,2,1,有,有,6600000,57915,坡道機械,0.0,0,,RPPQMLTKQHIFFBB28CA,55.61,4.76,4.69,,
北區,房地(土地+建物),臺中市北區文心路四段１９０號１１樓之２,6.82,住,,,1020715,土地1建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951225,65.60000000000001,2,1,1,有,有,3600000,54878,,0.0,0,,RPXQMLKLQHIFFBB28CA,39.47,0.0,7.12,,
北區,房地(土地+建物)+車位,臺中市北區淡溝里臺灣大道二段３６０號２４樓之１,24.77,其他,,,1020723,土地2建物1車位3,二十四層,二十八層,辦公商業大樓,見其他登記事項,鋼骨鋼筋混凝土造,0890603,467.20000000000005,0,0,0,無,有,43650000,93429,坡道平面,36.53,0,,RPPOMLLLQHIFFBB37CA,247.95,0.0,36.27,,
北屯區,房地(土地+建物)+車位,臺中市北屯區東光路９００號８樓之２,11.71,住,,,1020628,土地1建物1車位1,八層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810401,139.45000000000002,3,2,2,有,無,5150000,36931,坡道機械,0.0,0,,RPOPMLLLQHIFFBB37CA,97.48,2.2,8.47,,
北屯區,土地,陳平段266-3地號,248.0,其他,,,1020710,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8184000,33000,,0.0,0,公設地交易,RPWPMLQLQHIFFBB68CA,0.0,0.0,0.0,,
北屯區,土地,北屯段41-111地號,32.0,其他,,,1020710,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1013760,31680,,0.0,0,公設地交易,RPXPMLQLQHIFFBB78CA,0.0,0.0,0.0,,
北屯區,房地(土地+建物),臺中市北屯區軍福九路５２０號,226.81,住,,,1020712,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1020130,466.47,6,2,6,有,無,40000000,85750,,0.0,0,,RPTRMLKMQHIFFBB08CA,425.9,2.73,37.84,,
北屯區,房地(土地+建物)+車位,臺中市北屯區山西路三段１９２號十一樓之８,19.83,住,,,1020714,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990531,178.72,3,2,2,有,有,12080000,67592,坡道平面,28.14,0,,RPTQMLOLIIIFFBB57CA,86.81,14.25,4.95,,
西屯區,房地(土地+建物),臺中市西屯區福中十街２３巷１５號,89.0,住,,,1020622,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0800801,240.32,4,3,4,有,無,10580000,44025,,0.0,0,,RPRPMLPJQHIFFCB97CA,219.54,16.92,3.86,,
南屯區,土地,鎮南段867地號,24.98,農,,,1020620,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,800000,32026,,0.0,0,,RPVQMLPJQHIFFCB48CA,0.0,0.0,0.0,,
南屯區,房地(土地+建物)+車位,臺中市南屯區永春東一路８３０號七樓之５,25.76,住,,,1020630,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000127,213.35,3,2,2,有,無,13800000,64682,坡道平面,0.0,0,,RPXOMLRJQHIFFCB68CA,109.76,4.88,9.58,,
南屯區,房地(土地+建物),臺中市南屯區文山八街96號,10.81,住,,,1020719,土地1建物1車位0,一層,十二層,店面(店鋪),見其他登記事項,見其他登記事項,0840623,133.17,0,0,1,有,有,7150000,53691,,0.0,0,,RPPTMLRJQHIFFCB38CA,94.99,0.0,0.0,,
西屯區,房地(土地+建物),臺中市西屯區上墩東街131號,150.09,住,,,1020708,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1011116,298.8,5,3,6,有,無,43980000,147189,,0.0,0,,RPPNMLSJQHIFFCB87CA,272.64,0.0,26.16,,
西屯區,房地(土地+建物),臺中市西屯區長安路二段71巷39弄3號,97.0,住,,,1020611,土地1建物1車位0,全,一層,透天厝,住家用,磚造,0600320,58.05,0,0,0,有,無,7300000,125754,,0.0,0,,RPQUMLSJQHIFFCB68CA,58.05,0.0,0.0,,
西屯區,土地,下石碑段1601地號,88.0,住,,,1020611,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6900000,78409,,0.0,0,地上有未保存登記建物。,RPTUMLSJQHIFFCB98CA,0.0,0.0,0.0,,
西屯區,房地(土地+建物),臺中市西屯區福瑞街７３號九樓之３,14.83,住,,,1020716,土地2建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830825,124.52000000000001,4,2,2,有,有,4350000,34934,,0.0,0,,RPUNMLKKQHIFFCB67CA,85.47,0.0,11.18,,
西屯區,房地(土地+建物),臺中市西屯區臺灣大道二段８８８號十四樓之１０,3.99,住,,,1020623,土地1建物1車位0,十四層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0951124,44.76,1,1,1,有,有,3150000,70375,,0.0,0,,RPXNMLMKQHIFFCB18CA,25.89,0.0,5.01,,
西屯區,房地(土地+建物),臺中市西屯區天水西一街５８號,102.0,住,,,1020703,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0750819,145.1,6,3,4,有,無,17600000,121296,,0.0,0,含增建或未登記建物。,RPRRMLOKQHIFFCB18CA,109.69,25.34,10.07,,
西屯區,土地,協仁段266-5地號,196.13,農,,,1020708,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2000000,10197,,0.0,0,親友、員工或其他特殊關係間之交易。,RPWNMLPKQHIFFCB38CA,0.0,0.0,0.0,,
西屯區,土地,民安段722地號,67.46,住,,,1020702,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6876531,101935,,0.0,0,,RPOOMLPKQHIFFCB67CA,0.0,0.0,0.0,,
西屯區,土地,民安段722地號,7.5,住,,,1020704,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,764059,101875,,0.0,0,,RPPOMLPKQHIFFCB77CA,0.0,0.0,0.0,,
南屯區,房地(土地+建物),臺中市南屯區向上南路一段２７６號十一樓,9.19,住,,,1020715,土地1建物1車位0,十一層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831108,121.3,3,2,2,有,有,6280000,51772,,0.0,0,,RPRQMLPKQHIFFCB18CA,76.86,3.54,10.15,,
西屯區,房地(土地+建物)+車位,臺中市西屯區市政北七路１５９號二十三樓之５,16.47,住,,,1020525,土地1建物1車位1,二十三層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1000110,285.15,3,2,2,有,有,29380000,103033,坡道平面,0.0,1400000,,RPUNMLRKQHIFFCB38CA,162.43,9.03,17.07,,
南屯區,房地(土地+建物)+車位,臺中市南屯區黎明東街399之1號,24.84,住,,,1020630,土地1建物1車位1,一層，二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840817,244.84,5,2,3,有,有,12750000,52075,坡道機械,0.0,0,,RPVOMLTKQHIFFCB78CA,176.3,25.32,0.0,,
南屯區,房地(土地+建物)+車位,臺中市南屯區文心南六路１７１巷２８之１號九樓,18.15,住,,,1020505,土地1建物1車位1,九層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840126,175.31,3,2,2,有,有,7600000,43352,坡道機械,0.0,0,,RPTWMLNLQHIFFCB88CA,71.36,51.53,9.37,,
西屯區,房地(土地+建物)+車位,臺中市西屯區河南路三段１５９號九樓之２,28.63,住,,,1020701,土地1建物1車位2,九層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0980623,329.84000000000003,3,2,2,有,有,35000000,106112,坡道平面,0.0,0,,RPOQMLQLQHIFFCB08CA,156.21,4.57,11.52,,
豐原區,房地(土地+建物),台中市豐原區豐南街２４０巷３６弄２７號,96.91,住,,,1020715,土地3建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,0781214,153.49,4,3,3,有,無,7800000,50818,,0.0,0,,RPRNMLMJQHIFFAL28CA,150.93,0.0,2.56,,
豐原區,房地(土地+建物),臺中市豐原區豐年路１０９巷１０６弄２６號,106.64,工,,,1020722,土地1建物1車位0,一層,一層,工廠,工業用,鋼造,0711206,27.0,2,1,1,有,無,3450000,,,0.0,0,,RPQOMLPJQHIFFAL58CA,27.0,0.0,0.0,,
神岡區,土地,大社東段991地號,72.96,住,,,1020719,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2758000,37802,,0.0,0,,RPXNMLQJQHIFFAL66CA,0.0,0.0,0.0,,
豐原區,土地,翁子段62-4地號,5643.0,其他,山坡地保育區,林業用地,1020715,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3234435,573,,0.0,0,,RPQNMLRJQHIFFAL68CA,0.0,0.0,0.0,,
后里區,土地,墩南段259-2地號,954.17,農,,,1020720,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10435282,10937,,0.0,0,瑕疵物件之交易。,RPSNMLRJQHIFFAL88CA,0.0,0.0,0.0,,
神岡區,房地(土地+建物),臺中市神岡區庄前里神林路７０巷３２之１號,788.67,農,,,1010524,土地3建物1車位0,一層,一層,農舍,見其他登記事項,見其他登記事項,1020603,73.82,1,1,1,有,無,8810000,,,0.0,0,,RPPNMLSJQHIFFAL68CA,73.82,0.0,0.0,,
神岡區,土地,圳堵段443-7地號,960.17,,特定農業區,農牧用地,1020630,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2500000,2604,,0.0,0,,RPQOMLTJQHIFFAL98CA,0.0,0.0,0.0,,
豐原區,房地(土地+建物),臺中市豐原區三豐路９６７巷９０弄４２號,795.02,,特定農業區,農牧用地,1010327,土地1建物1車位0,一層，二層，三層,三層,農舍,見其他登記事項,見其他登記事項,1020507,237.6,0,0,0,無,無,8880000,,,0.0,0,,RPROMLKKQHIFFAL28CA,237.6,0.0,0.0,,
豐原區,房地(土地+建物),臺中市豐原區永康路２１１巷９２號八樓,13.72,住,,,1020408,土地1建物1車位0,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0911209,79.71000000000001,3,1,1,有,無,2400000,30109,,0.0,0,,RPVNMLLLQHIFFAL78CA,52.74,0.0,5.57,,
豐原區,房地(土地+建物)+車位,臺中市豐原區中正路５２６之１０號六樓,13.48,住,,,1020705,土地1建物1車位1,六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890828,146.48,3,2,2,有,有,4350000,29697,坡道平面,0.0,0,,RPXNMLQLQHIFFAL86CA,78.18,0.0,10.89,,
大甲區,房地(土地+建物),臺中市大甲區新政路１１６巷２１號,190.0,住,,,1020618,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0551116,83.6,2,1,2,有,無,5400000,64593,,0.0,0,,RPTNMLRJQHIFFBL09CA,83.6,0.0,0.0,,
大甲區,房地(土地+建物),臺中市大甲區成功路２５１巷９號,77.73,住,,,1010718,土地0建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土加強磚造,0700509,111.22,2,1,2,有,無,1400000,12588,,0.0,0,,RPVNMLRJQHIFFBL66CA,111.22,0.0,0.0,,
大甲區,土地,薰風段882-2地號,119.0,住,,,1020725,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4680000,39328,,0.0,0,,RPPNMLMKQHIFFBL28CA,0.0,0.0,0.0,,
沙鹿區,房地(土地+建物),臺中市沙鹿區中山路４６６巷４９號,78.0,住,,,1020614,土地2建物1車位0,全,二層,透天厝,住商用,加強磚造,0631226,105.0,4,2,2,有,無,2800000,26667,,0.0,0,,RPQQMLMJQHIFFCL68CA,0.0,0.0,0.0,,
大肚區,房地(土地+建物),臺中市大肚區自由路９２９號,75.2,住,,,1020716,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1010711,232.85,3,1,4,有,無,6800000,29203,,0.0,0,,RPXOMLRJQHIFFCL07CA,210.77,0.0,22.08,,
龍井區,房地(土地+建物),臺中市龍井區竹師路二段４５之３號,20.04,住,,,1020512,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0830201,87.38000000000001,3,2,1,有,無,1200000,13733,,0.0,0,,RPXPMLTJQHIFFCL37CA,70.58,0.0,7.96,,
沙鹿區,房地(土地+建物)+車位,臺中市沙鹿區保安路55巷13號三樓,28.91,商,,,1020703,土地3建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0940103,136.19,3,2,2,有,有,4210000,30913,坡道平面,0.0,0,,RPPNMLKKQHIFFCL18CA,81.53,0.93,7.22,,
沙鹿區,房地(土地+建物)+車位,臺中市沙鹿區保寧路22巷36號八樓,15.5,商,,,1020704,土地2建物2車位1,八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880812,90.43,2,1,1,有,有,2500000,27646,坡道機械,0.0,0,,RPSNMLKKQHIFFCL48CA,59.39,0.0,3.82,,
清水區,土地,銀聯段599地號,740.0,住,,,1020624,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,23504250,31763,,0.0,0,,RPVNMLKKQHIFFCL78CA,0.0,0.0,0.0,,
沙鹿區,房地(土地+建物),臺中市沙鹿區臺灣大道七段４３２巷６６弄６２號三樓，63號三樓，68號三樓，69號三樓，70號三樓,40.85,住,,,1020718,土地1建物5車位0,三層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0960109,101.74,1,1,1,有,有,2800000,27521,,0.0,0,,RPVNMLTJQHIFFCL96CA,0.0,0.0,0.0,,
龍井區,土地,忠和段2249-2地號,415.0,住,,,1020628,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6653400,16032,,0.0,0,,RPVNMLMKQHIFFCL98CA,0.0,0.0,0.0,,
龍井區,土地,忠和段2629地號,61.0,工,,,1020527,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,700000,11475,,0.0,0,,RPXNMLMKQHIFFCL56CA,0.0,0.0,0.0,,
沙鹿區,土地,鹿寮段325-2地號,11.58,住,,,1020702,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,525600,45389,,0.0,0,,RPXOMLOKQHIFFCL86CA,0.0,0.0,0.0,,
