鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
北屯區,房地(土地+建物)+車位,台中市北屯區軍榮街３５０號,69.72,住,,,1000406,土地2建物1車位2,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,0950125,189.62,3,2,3,有,無,9300000,49045,一樓平面,0.0,0,,RPTPMLRLKHIFFBB87CA,165.75,0.53,23.34,,
北區,房地(土地+建物),台中市北區青島路一段２６巷１８之１號,26.7,住,,,1011225,土地1建物1車位0,二層,五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0760924,88.82,3,2,1,有,無,23549,265,,0.0,0,親友、員工或其他特殊關係間之交易。本案權利人為2人,RPXNMLPLKHIFFBB87CA,83.06,0.0,5.76,,
北屯區,土地,陳平段1885-12地號,28.0,住,,,1011228,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1400000,50000,,0.0,0,,RPTPMLMLKHIFFBB37CA,0.0,0.0,0.0,,
北屯區,土地,青田段439-3地號,58.0,住,,,1020109,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3550000,61207,,0.0,0,,RPWPMLMLKHIFFBB67CA,0.0,0.0,0.0,,
北區,房地(土地+建物),台中市北區大雅路４４８之８號,17.0,住,,,1020123,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,0761109,60.53,5,3,4,有,無,1276511,21089,,0.0,0,親友、員工或其他特殊關係間之交易。,RPUNMLOJLHIFFBB37CA,54.7,1.97,3.84,,
北區,土地,邱厝子段34-492地號,59.0,其他,,,1011228,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5462958,92593,,0.0,0,,RPQNMLMLKHIFFBB86CA,0.0,0.0,0.0,,
北區,土地,邱厝子段36-18地號,381.9,其他,,,1011228,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,22016574,57650,,0.0,0,,RPRNMLMLKHIFFBB96CA,0.0,0.0,0.0,,
北區,房地(土地+建物),台中市北區華美街二段８２號５樓之４２,11.49,其他,,,1020110,土地1建物1車位0,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0780613,57.5,1,1,1,有,有,2280000,39652,,0.0,0,,RPQQMLTKKHIFFBB77CA,37.01,0.0,3.46,,
北屯區,房地(土地+建物),台中市北屯區遼寧路一段160巷8號12樓,13.13,住,,,1011201,土地2建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890218,106.0,3,2,2,有,有,4130000,38962,,0.0,0,,RPRQMLTKKHIFFBB87CA,67.67,0.0,10.46,,
北屯區,房地(土地+建物),台中市北屯區遼寧路一段130號13樓,14.93,住,,,1020102,土地2建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890218,120.28999999999999,3,2,2,有,有,4600000,38241,,0.0,0,,RPRPMLTKKHIFFBB77CA,74.28,0.0,14.35,,
北屯區,房地(土地+建物)+車位,台中市北屯區松竹路二段１９２號十一樓,15.53,住,,,1020112,土地2建物1車位1,十一層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890616,140.03,3,2,2,有,有,5850000,41777,坡道機械,0.0,0,,RPSRMLTKKHIFFBB08CA,77.63,0.0,10.62,,
北區,房地(土地+建物),台中市北區成功路４０５號,201.0,其他,,,1020103,土地2建物1車位0,一層，二層，三層，四層,四層,店面(店鋪),商業用,鋼筋混凝土加強磚造,0531128,259.24,9,1,7,有,無,11000000,42432,,0.0,0,,RPWOMLSKKHIFFBB08CA,259.2,0.0,0.0,,
北屯區,房地(土地+建物),台中市北屯區平興里崇德二路一段１５７巷７號４樓之３,4.9,住,,,1020114,土地1建物2車位0,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830825,29.46,1,0,1,有,有,1000000,33944,,0.0,0,,RPTNMLSJKHIFFBB57CA,17.78,0.0,2.6,,
北屯區,土地,仁美段550-3地號,189.4,農,,,1020101,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6850000,36167,,0.0,0,,RPOSMLSJKHIFFBB57CA,0.0,0.0,0.0,,
北屯區,房地(土地+建物),台中市北屯區長生巷２６之３６號,72.59,住,,,1011221,土地6建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1000413,186.19,4,2,3,有,有,7800000,41893,,0.0,0,,RPPSMLSJKHIFFBB67CA,180.37,5.82,0.0,,
北區,房地(土地+建物)+車位,台中市北區東光東街26號6樓之5,29.24,住,,,1011224,土地3建物2車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0801024,162.67000000000002,4,2,2,有,有,3400000,20901,坡道機械,0.0,0,為尊重權利人隱私權主張，地政士無法入屋現場勘查，由權利人提供建物現況格局實際資訊，供地政士申報登錄。,RPWRMLSJKHIFFBB28CA,117.71,0.0,18.01,,
北屯區,房地(土地+建物),台中市北屯區雷中街６１巷１４弄４號,91.0,住,,,1020115,土地1建物1車位0,全,一層,透天厝,住家用,加強磚造,0620520,49.57,4,2,2,有,無,5980000,120637,,0.0,0,含增建或未登記建物。,RPPQMLSJKHIFFBB47CA,0.0,0.0,0.0,,
北屯區,土地,同榮段1341地號,59.85,其他,,,1020117,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2396170,40036,,0.0,0,道路用地,RPVQMLQJKHIFFBB87CA,0.0,0.0,0.0,,
北屯區,土地,北屯段330-2地號,22.0,其他,,,1011220,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,818000,37182,,0.0,0,公共設施保留地之交易。,RPQRMLPJKHIFFBB37CA,0.0,0.0,0.0,,
北區,房地(土地+建物),台中市北區淡溝里台中港路一段２４２號１０樓之４,18.74,商,,,1011227,土地1建物1車位0,十層,十二層,辦公商業大樓,商業用,鋼筋混凝土造,0770116,152.99,0,0,0,無,有,5200000,33989,,0.0,0,,RPSPMLPJKHIFFBB37CA,89.68,0.0,29.21,,
北屯區,房地(土地+建物),台中市北屯區綏遠路二段４１號２樓之１,14.84,住,,,1020110,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730830,112.88,3,2,2,有,有,3120000,27640,,0.0,0,,RPUPMLPJKHIFFBB57CA,81.3,0.0,20.01,,
北區,房地(土地+建物),台中市北區漢口路三段７６之４號５樓,21.17,住,,,1020121,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750508,76.17999999999999,2,2,1,有,無,1800000,23628,,0.0,0,,RPVTMLPJKHIFFBB08CA,57.69,0.0,5.57,,
北區,房地(土地+建物),台中市北區大義街１１０之４號,24.32,住,,,1020102,土地1建物1車位0,五層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0700323,85.75999999999999,6,0,6,有,無,4000000,46642,,0.0,0,,RPRNMLQJKHIFFBB17CA,80.1,0.0,0.0,,
北屯區,房地(土地+建物)+車位,台中市北屯區青島路三段１２１號５樓,26.23,住,,,1020101,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0861023,150.74,3,2,2,有,有,5350000,35492,升降機械,0.0,0,,RPSOMLPJKHIFFBB27CA,86.42,0.8,13.7,,
北屯區,房地(土地+建物),台中市北屯區瀋陽北路113號5樓之2,12.09,住,,,1020113,土地1建物1車位0,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840109,85.39,2,2,1,有,有,2530000,29629,,0.0,0,,RPPNMLPJKHIFFBB86CA,53.32,3.17,9.96,,
北屯區,土地,崇德段19地號,181.85,住,,,1011224,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,21900000,120429,,0.0,0,,RPQNMLPJKHIFFBB96CA,0.0,0.0,0.0,,
北區,房地(土地+建物),台中市北區富強街31之7號,20.0,住,,,1020115,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700820,54.36,2,1,1,有,無,1500000,27594,,0.0,0,,RPRNMLPJKHIFFBB07CA,0.0,0.0,0.0,,
東區,土地,尚武段57地號,22.0,其他,,,1020122,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,550000,25000,,0.0,0,本標的為道路用地,RPPQMLOJLHIFFAB07CA,0.0,0.0,0.0,,
東區,房地(土地+建物),台中市東區東英十街２１６號,83.25,住,,,1020103,土地0建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0941229,208.88,4,2,4,有,無,8280000,39640,,0.0,0,,RPQNMLPJLHIFFAB96CA,176.73,0.0,30.67,,
西區,房地(土地+建物),台中市西區篤行路１８４號七樓之１０；七樓之9,19.82,住,,,1020102,土地3建物2車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0720730,85.96,4,4,4,有,有,2680000,31177,,0.0,0,,RPUPMLPLKHIFFAB67CA,71.89,0.0,14.07,,
南區,房地(土地+建物),台中市南區永南街９號,13.44,住,,,1011224,土地1建物1車位0,一層，二層，騎樓,十四層,店面(店鋪),見其他登記事項,鋼筋混凝土造,0920924,147.98,0,2,2,有,有,6600000,44601,,0.0,0,,RPPNMLQLKHIFFAB07CA,112.08,1.63,5.17,,
西區,房地(土地+建物)+車位,台中市西區忠明南路303號二十四樓,41.09,住,,,1011119,土地1建物2車位3,二十四層,二十七層,辦公商業大樓,商業用,鋼筋混凝土造,0800119,733.38,6,2,0,有,有,22260000,30352,坡道平面,0.0,0,,RPWNMLRLKHIFFAB87CA,392.65,5.04,78.71,,
南區,土地,下橋子頭段160-132地號,25.0,其他,,,1020121,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1016800,40672,,0.0,0,,RPSNMLNLKHIFFAB07CA,0.0,0.0,0.0,,
西區,房地(土地+建物)+車位,台中市西區忠明南路３０３號十三樓之３,23.43,住,,,1011214,土地1建物2車位1,十三層,二十七層,辦公商業大樓,商業用,鋼筋混凝土造,0800119,385.84,0,0,0,無,有,12000000,31101,坡道平面,0.0,0,,RPWOMLPLKHIFFAB77CA,188.92,44.6,20.12,,
南區,房地(土地+建物),台中市南區和昌街２９１號,239.0,住,,,1020109,土地5建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0920120,353.29,4,3,6,有,無,26800000,75858,,0.0,0,,RPQOMLLLKHIFFAB76CA,311.16,6.79,35.34,,
南區,房地(土地+建物)+車位,台中市南區工學北路５６號９樓之２,8.06,商,,,1020120,土地1建物1車位1,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840107,95.13000000000001,3,1,1,有,有,3000000,31539,升降機械,0.0,0,,RPWNMLKLKHIFFAB17CA,60.17,0.0,7.47,,
中區,房地(土地+建物),台中市中區臺灣大道一段３０６巷３５號地下一層,9.92,商,,,1011214,土地1建物2車位0,一層，地下一層,七層,店面(店鋪),見其他登記事項,鋼筋混凝土造,0820827,35.8,0,0,0,無,無,394000,11006,,0.0,0,,RPUPMLSKKHIFFAB87CA,0.0,0.0,0.0,,
南區,房地(土地+建物)+車位,台中市南區復興路一段２０７巷１７之１８號３樓,13.62,住,,,1011204,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0900921,80.35,3,2,2,有,有,5200000,64717,坡道平面,0.0,0,,RPUQMLSJKHIFFAB87CA,70.64,1.98,7.73,,
南區,房地(土地+建物),台中市南區學府路１７０號１８樓之５,7.65,住,,,1011226,土地3建物1車位0,十八層，十九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860428,85.39,1,2,2,有,有,2600000,30449,,0.0,0,,RPSOMLTKKHIFFAB67CA,49.94,0.0,5.33,,
西區,房地(土地+建物),台中市西區向上路一段２－２號,73.0,商,,,1020106,土地2建物1車位0,全,三層,透天厝,住家用,見其他登記事項,,194.3,5,2,6,有,無,11200000,57643,,0.0,0,,RPUOMLTKKHIFFAB87CA,194.3,0.0,0.0,,
南區,土地,下橋子頭段161-121地號,19.5,其他,,,1020123,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,295000,15128,,0.0,0,,RPWPMLSJKHIFFAB97CA,0.0,0.0,0.0,,
南區,土地,下橋子頭段161-122地號,34.5,其他,,,1020108,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,535878,15533,,0.0,0,,RPXPMLSJKHIFFAB08CA,0.0,0.0,0.0,,
西區,土地,後子段388-102地號,1099.16,住,,,1020123,土地12建物0車位0,,,其他,,,,0.0,0,0,0,有,無,234788980,213608,,0.0,0,,RPQRMLSJKHIFFAB57CA,0.0,0.0,0.0,,
南區,車位,台中市南區樹德里復興路一段２０７巷１７之３５號等公共設施,0.0,,,,1011105,土地0建物0車位1,,,其他,,,,21.97,0,0,0,有,有,550000,,坡道平面,21.96,550000,本案件為車位交易，車位編號：B1 148。,RPXOMLSJKHIFFAB97CA,0.0,0.0,0.0,,
東區,房地(土地+建物),台中市東區十甲路２８１巷２７號,325.0,住,,,1011209,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1011015,399.18,5,2,4,有,無,29000000,72649,,0.0,0,,RPQPMLSJKHIFFAB37CA,378.69,0.0,20.49,,
南區,房地(土地+建物)+車位,台中市南區忠孝路１號十二樓之二,22.85,住,,,1020120,土地2建物1車位1,十二層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0990624,137.95,2,2,1,有,有,7450000,54005,坡道平面,0.0,0,,RPUQMLQJKHIFFAB67CA,60.54,3.38,9.14,,
南區,房地(土地+建物),台中市南區工學北路７１巷６號１６樓之１,10.46,住,,,1020120,土地1建物1車位0,十六層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0860918,105.22,4,2,2,有,無,3400000,32313,,0.0,0,,RPUPMLRJKHIFFAB67CA,83.3,0.0,4.28,,
南區,房地(土地+建物),台中市南區東興路一段25巷24號2樓,12.53,住,,,1020112,土地1建物1車位0,二層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0901126,108.94,3,2,2,有,有,4250000,39012,,0.0,0,,RPQQMLQJKHIFFAB27CA,69.33,1.81,11.3,,
東區,房地(土地+建物),台中市東區東光園路８６巷９５弄１４號,150.0,住,,,1020104,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0790124,182.18,6,3,4,有,無,6320000,34691,,0.0,0,,RPXNMLQJKHIFFAB67CA,152.64,26.67,2.87,,
南區,房地(土地+建物),台中市南區仁和一街９３號５樓之３,19.03,住,,,1020116,土地1建物1車位0,五層,八層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701119,108.32,2,1,2,有,無,3000000,27696,,0.0,0,,RPTOMLQJKHIFFAB37CA,97.72,0.0,10.6,,
南區,土地,樹子腳段1300-18地號,689.0,其他,,,1020117,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,27973400,40600,,0.0,0,道路用地,RPOPMLQJKHIFFAB96CA,0.0,0.0,0.0,,
中區,房地(土地+建物),台中市中區臺灣大道一段３８８號十一樓之七,3.12,住,,,1020124,土地5建物1車位0,十一層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0710630,20.52,1,0,1,無,有,480000,23392,,0.0,0,,RPVPMLQJKHIFFAB67CA,20.52,0.0,0.0,,
南區,房地(土地+建物),台中市南區仁義街１５５號,19.16,住,,,1020105,土地2建物1車位0,一層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831001,106.03999999999999,4,0,4,有,有,3510000,33101,,0.0,0,,RPPNMLQJKHIFFAB86CA,71.0,9.69,0.0,,
西區,土地,平和段43-49地號,33.04,其他,,,1020117,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1994173,60356,,0.0,0,道路用地,RPUNMLPJKHIFFAB27CA,0.0,0.0,0.0,,
西區,土地,公館段158-290地號,88.0,其他,,,1020117,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4906300,55753,,0.0,0,道路用地,RPQOMLPJKHIFFAB96CA,0.0,0.0,0.0,,
南區,房地(土地+建物),台中市南區南平路３９號８樓之１７　,2.48,商,,,1020117,土地1建物1車位0,八層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0840510,28.060000000000002,1,0,1,有,有,725000,25837,,0.0,0,,RPORMLPJKHIFFAB07CA,14.39,1.5,3.95,,
南區,房地(土地+建物)+車位,台中市南區南屯路一段２５９號１０樓之１,19.83,住,,,1011220,土地1建物1車位2,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870123,184.99,2,2,1,有,有,6400000,34596,坡道平面,0.0,0,,RPWPMLOJKHIFFAB57CA,96.64,2.11,18.71,,
太平區,房地(土地+建物),台中市太平區新高東路51號,60.0,住,,,1011215,土地2建物1車位0,全,三層,透天厝,見其他登記事項,加強磚造,0621221,134.48,3,3,3,有,無,5500000,40898,,0.0,0,,RPRNMLSKKHIFFHL56DA,0.0,0.0,0.0,,
霧峰區,房地(土地+建物),台中市霧峰區錦州路150號,77.0,住,,,1020118,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0660801,114.21,3,2,1,有,無,3570000,31258,,0.0,0,,RPPOMLPJKHIFFGL58DA,114.21,0.0,0.0,,
霧峰區,土地,人和段323地號,76.0,住,,,1011218,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1140000,15000,,0.0,0,親友特殊關係間之交易。,RPVNMLOJLHIFFGL09DA,0.0,0.0,0.0,,
沙鹿區,房地(土地+建物),台中市沙鹿區福幼街2之5號,95.71,住,,,1020112,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0960412,146.15,6,0,6,有,有,4750000,32501,,0.0,0,,RPVRMLPJKHIFFCL09DA,0.0,0.0,0.0,,
龍井區,房地(土地+建物),台中市龍井區新庄街一段138號,81.32,其他,一般農業區,丙種建築用地,1020121,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0830620,146.77,5,2,3,有,無,7200000,49056,,0.0,0,本案未辦保存登記之建物一併含在售價內,RPUNMLPJKHIFFCL58DA,140.01,0.0,6.76,,
清水區,房地(土地+建物)+車位,台中市清水區中社里建國路132號6樓之1,60.72,住,,,1010827,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940927,113.28,3,1,2,有,無,3000000,26483,一樓平面,0.0,0,,RPORMLOJKHIFFCL28DA,0.0,0.0,0.0,,
清水區,房地(土地+建物),台中市清水區中正北街97巷19號,83.0,住,,,1011228,土地1建物1車位0,全,二層,透天厝,住家用,見其他登記事項,0650320,106.26,4,2,2,有,無,2500000,23527,,0.0,0,,RPTNMLQJLHIFFCL68DA,106.26,0.0,0.0,,
神岡區,土地,下溪洲段後壁厝小段119-7地號,5425.0,農,特定農業區,農牧用地,1011218,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,57435000,10587,,0.0,0,,RPQOMLPJKHIFFAL08DA,0.0,0.0,0.0,,
豐原區,房地(土地+建物),台中市豐原區南,51.0,住,,,1020109,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0610710,87.19,3,1,1,有,無,1459900,16744,,0.0,0,1.親友、員工或其他特殊關係間之交易。2.含增建或未登記建物。,RPXOMLQJKHIFFAL88DA,87.19,0.0,0.0,,
西屯區,房地(土地+建物),台中市西屯區大容西街63號5樓之2,12.32,住,,,1011226,土地1建物1車位0,五層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0861121,135.98,3,2,2,有,有,1700000,12502,,0.0,0,受債權債務影響或債務抵償之交易。,RPTNMLQJKHIFFCB57DA,0.0,0.0,0.0,,
南屯區,房地(土地+建物),台中市南屯區黎明東街５０６號６樓之５,25.17,住,,,1020113,土地1建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971006,160.66,3,2,2,有,有,11250000,70024,,0.0,0,,RPQOMLQJKHIFFCB37DA,88.95,9.17,13.21,,
南屯區,房地(土地+建物),台中市南屯區大昌街４６２之１號６樓,16.32,住,,,1020108,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810825,89.61,3,1,1,有,無,3250000,36268,,0.0,0,,RPROMLQJKHIFFCB47DA,51.31,2.17,14.64,,
西屯區,房地(土地+建物),台中市西屯區工業區一路58巷11弄6號十樓之25,4.88,住,,,1011223,土地1建物1車位0,十層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0800911,30.37,1,0,0,無,無,860000,28317,,0.0,0,,RPXPMLSJKHIFFCB38DA,17.87,0.0,2.79,,
西屯區,房地(土地+建物),台中市西屯區協和里順和八街5號六樓,19.03,住,,,1011225,土地1建物1車位0,六層,七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820508,103.0,3,1,2,有,有,2350000,22816,,0.0,0,,RPVOMLSKKHIFFCB18DA,66.41,0.0,14.07,,
西屯區,房地(土地+建物),台中市西屯區協和里工業區三十八路148巷25號六樓之1,17.05,住,,,1011225,土地1建物1車位0,六層,六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0811023,87.33,3,1,2,有,有,2250000,25764,,0.0,0,,SPVOMLSKKHIFFCB28DA,0.0,0.0,0.0,,
西屯區,房地(土地+建物),台中市西屯區台灣大道四段708號四樓之2,12.45,住,,,1011218,土地1建物1車位0,四層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830811,115.93,3,2,2,有,無,4050000,34935,,0.0,0,,RPXNMLLJLHIFFCB57DA,73.87,0.79,9.12,,
南屯區,土地,春社段938地號,1326.0,農,,,1011228,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,19454000,14671,,0.0,0,,RPUNMLOJLHIFFCB57DA,0.0,0.0,0.0,,
北屯區,房地(土地+建物)+車位,台中市北屯區和順路563號6樓；和順路557號地下室,19.83,住,,,1011224,土地1建物2車位1,六層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0791228,118.97,3,2,2,有,有,2900000,24376,坡道機械,0.0,0,,RPSNMLPLKHIFFBB47DA,75.7,0.0,9.12,,
北區,房地(土地+建物),台中市北區健行路803號4樓之3,9.27,住,,,1020121,土地1建物1車位0,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830512,51.629999999999995,1,1,1,有,有,1500000,29053,,0.0,0,,RPWNMLRJKHIFFBB87DA,34.58,0.84,4.76,,
北屯區,房地(土地+建物),台中市北屯區旅順路二段266之3號,20.28,住,,,1011228,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0711118,65.68,3,1,1,有,無,959425,14608,,0.0,0,親友、員工或其他特殊關係間之交易。,RPSOMLPJLHIFFBB47DA,55.47,0.0,10.21,,
北區,房地(土地+建物)+車位,台中市北區英士路２８號１０樓之１５,8.0,商,,,1011231,土地1建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980902,67.86,1,1,1,有,有,2880000,42440,坡道機械,14.81,0,,RPQQMLPJKHIFFBB37DA,32.36,0.8,2.22,,
西區,房地(土地+建物),台中市西區三民路一段５０巷８號１７樓之５０,2.82,住,,,1020122,土地2建物1車位0,十七層,十九層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840113,36.81,1,1,1,有,有,610000,16572,,0.0,0,,RPTNMLNLKHIFFAB27DA,18.52,0.0,5.5,,
南區,房地(土地+建物)+車位,台中市南區三民西路295之1號,10.83,商,,,1020131,土地3建物1車位1,一層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0960703,122.72,2,2,2,有,有,6000000,48892,其他,17.11,0,,RPPPMLSJKHIFFAB37DA,65.45,1.38,10.51,,
太平區,土地,忠平段292地號,2724.0,工,,,1011220,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,105473280,38720,,0.0,0,增值稅每坪平均8868元，由買方負擔。,RPVNMLPLKHIFFHL66CA,0.0,0.0,0.0,,
太平區,房地(土地+建物)+車位,台中市太平區廣三街61號12樓,18.17,住,,,1020120,土地1建物2車位1,十二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0810515,145.76999999999998,3,2,2,有,有,3350000,22981,坡道平面,0.0,0,,RPRPMLLLKHIFFHL68CA,78.9,0.0,9.91,,
太平區,房地(土地+建物),台中市太平區宜昌路322號四樓之4,5.13,住,,,1020116,土地1建物1車位0,四層,十二層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0821231,32.06,1,1,1,有,有,550000,17155,,0.0,0,,RPROMLLLKHIFFHL58CA,18.16,0.0,4.25,,
太平區,房地(土地+建物),台中市太平區中平九街９６巷３號,70.0,住,,,1020107,土地1建物1車位0,全,二層,透天厝,見其他登記事項,加強磚造,0720430,112.89,4,2,2,有,無,6600000,58464,,0.0,0,,RPPOMLSKKHIFFHL98CA,108.14,0.0,4.75,,
太平區,房地(土地+建物),台中市太平區中山路三段６７巷１９號,89.0,商,,,1020105,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,0660630,194.4,6,2,3,有,無,8241533,42395,,0.0,0,,RPOOMLSJKHIFFHL78CA,194.4,0.0,0.0,,
太平區,土地,新德隆段329地號,213.71,,鄉村區,乙種建築用地,1020112,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3300000,15441,,0.0,0,無尾巷,RPSOMLSJKHIFFHL56CA,0.0,0.0,0.0,,
太平區,土地,東和段428-2地號,195.98,其他,,,1011229,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5000000,25513,,0.0,0,親友、員工或其他特殊關係間之交易。﹝兄弟間買賣﹞,RPWRMLRJKHIFFHL17CA,0.0,0.0,0.0,,
太平區,土地,新光段1094地號,55.34,其他,,,1020111,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,230000,4156,,0.0,0,公共設施保留地之交易。,RPSOMLPJKHIFFHL88CA,0.0,0.0,0.0,,
太平區,房地(土地+建物)+車位,台中市太平區興隆路１０之１９號五樓,54.21,住,鄉村區,乙種建築用地,1020114,土地2建物2車位1,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0820315,124.35,3,2,2,有,無,1620000,13028,一樓平面,0.0,0,,RPRNMLOJKHIFFHL58CA,103.77,0.0,20.58,,
太平區,房地(土地+建物),台中市太平區樹孝路５０６號,110.53,住,,,1010921,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1011115,317.09,4,3,6,有,無,23600000,74427,,0.0,0,,RPRNMLQJKHIFFHL78CA,304.25,0.0,12.84,,
