鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
南區,房地(土地+建物)+車位,台中市南區福田三街２７６號七樓之三,21.32,住,工業區,,1011210,土地1建物3車位1,七層,八層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0990316,124.57,3,2,2,有,有,4950000,39737,坡道機械,6.76,0,,RPTQMLLJKHIFFAB07CA,76.24,0.0,9.33,,
中區,房地(土地+建物),台中市中區民族路４６號八樓之１,15.3,商,,,1020104,土地2建物1車位0,八層,八層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0701207,116.31,3,2,2,有,有,3398000,29215,,0.0,0,,RPQOMLOJKHIFFAB86CA,79.34,0.0,0.0,,
西區,房地(土地+建物),台中市西區篤行路１６２巷３７號３樓之１,20.0,住,,,1020107,土地1建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820622,88.4,4,0,0,有,無,3400000,38462,,0.0,0,,RPQPMLOJKHIFFAB96CA,51.52,0.0,11.71,,
東區,土地,尚武段48-1地號,32.67,其他,,,1011217,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1888460,57804,,0.0,0,道路用地,RPVOMLPJKHIFFAB47CA,0.0,0.0,0.0,,
中區,房地(土地+建物),台中市中區中華路一段９９號十樓之１,35.55,商,,,1011130,土地2建物1車位0,十層,十層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0710226,139.27,4,1,4,有,有,2400000,17233,,0.0,0,,RPRPMLPJKHIFFAB17CA,130.41,0.0,8.86,,
南區,房地(土地+建物),台中市南區工學北路８６號８樓之４２,1.83,住,,,1020124,土地1建物1車位0,八層,十八層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0850506,20.04,1,1,1,有,有,780000,38922,,0.0,0,,RPSPMLPJKHIFFAB27CA,16.58,0.0,3.46,,
西區,房地(土地+建物)+車位,台中市西區五權西四街27號15樓之1,10.76,住,,,1011228,土地3建物1車位1,十五層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890803,212.13,2,2,2,有,有,15750000,74247,坡道平面,14.34,0,,RPRNMLPJKHIFFAB96CA,118.39,2.79,23.64,,
南區,房地(土地+建物),台中市南區南平路３９號７樓之６　　,2.45,商,,,1020117,土地1建物1車位0,七層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0840510,27.799999999999997,1,0,1,有,有,725000,26079,,0.0,0,,RPTNMLQJKHIFFAB27CA,16.23,0.0,2.49,,
南區,房地(土地+建物),台中市南區瑞豐街１９巷６弄１０號,18.0,住,,,1020121,土地1建物1車位0,全,二層,透天厝,商業用,見其他登記事項,0590629,25.05,3,1,1,有,無,700000,27944,,0.0,0,,RPXPMLQJKHIFFAB87CA,25.05,0.0,0.0,,
南區,房地(土地+建物),台中市南區復興北路５１７號十一樓,10.96,住,,,1011228,土地2建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821125,81.06,3,1,1,有,有,2850000,35159,,0.0,0,,RPPNMLRJKHIFFAB96CA,62.55,0.0,7.11,,
西區,土地,後子段325-156地號,62.0,其他,,,1020115,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3317040,53501,,0.0,0,公共設施保留地之交易。,RPVQMLQJKHIFFAB77CA,0.0,0.0,0.0,,
西區,土地,土庫段33-45地號,76.96,其他,,,1020115,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4291290,55760,,0.0,0,公共設施保留地之交易。,RPWQMLQJKHIFFAB87CA,0.0,0.0,0.0,,
西區,房地(土地+建物),台中市西區民生路１３５號１９樓之２２,2.6,商,,,1020110,土地1建物1車位0,十九層,二十二層,套房(1房1廳1衛),見其他登記事項,鋼骨鋼筋混凝土造,0850119,43.93,1,1,1,有,有,950000,21625,,0.0,0,,RPROMLRJKHIFFAB27CA,20.2,0.0,3.98,,
南區,土地,下橋子頭段236-18地號,112.5,其他,,,1011228,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4498758,39989,,0.0,0,,RPWPMLRJKHIFFAB87CA,0.0,0.0,0.0,,
西區,土地,麻園頭段171-65地號,418.59,其他,,,1020111,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,18067289,43162,,0.0,0,公共設施保留地之交易。,RPXPMLRJKHIFFAB97CA,0.0,0.0,0.0,,
南區,土地,頂橋子頭段85-475地號,115.5,其他,,,1011228,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4613994,39948,,0.0,0,公共設施保留地之交易。,RPOQMLRJKHIFFAB17CA,0.0,0.0,0.0,,
南區,房地(土地+建物)+車位,台中市南區工學路１４６巷５號１６樓之１,14.83,其他,,,1011220,土地2建物1車位1,十六層,十七層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0841130,128.96,3,2,2,有,有,3750000,29079,坡道平面,0.0,0,,RPSSMLRJKHIFFAB77CA,73.71,0.0,7.68,,
南區,房地(土地+建物),台中市南區長春里愛國街８２號,27.05,住,,,1011205,土地1建物1車位0,一層，騎樓,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0681022,43.46,2,1,2,有,無,3180000,73171,,0.0,0,,RPVNMLSJKHIFFAB67CA,43.46,0.0,0.0,,
西區,房地(土地+建物),台中市西區民權路２３３巷１５號,17.82,住,,,1020122,土地2建物1車位0,一層，騎樓,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0700908,72.33,0,0,0,無,無,6500000,89866,,0.0,0,,RPUOMLSJKHIFFAB67CA,72.33,0.0,0.0,,
南區,房地(土地+建物),台中市南區福田一街１２９號,139.2,住,工業區,,1000515,土地2建物1車位0,一層，二層，三層，四層，騎樓,四層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,1010723,298.86,5,2,6,有,無,17000000,56883,,0.0,0,,RPRPMLSJKHIFFAB47CA,247.05,0.0,51.81,,
南區,房地(土地+建物)+車位,台中市南區高工路２４５號９樓之１,10.74,住,,,1011214,土地1建物2車位1,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830630,63.06,2,2,1,有,有,3000000,47574,坡道機械,0.0,0,,RPVQMLSJKHIFFAB97CA,55.26,0.0,7.23,,
西區,房地(土地+建物),台中市西區向上南路１段１２０－１號１１樓,23.44,住,,,1020108,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890605,124.18,4,1,2,有,無,9800000,78918,,0.0,0,,RPXNMLSKKHIFFAB97CA,106.02,4.3,13.86,,
南區,房地(土地+建物),台中市南區崇倫街183巷56號,83.0,住,,,1020106,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0670524,107.87,6,3,3,有,無,6800000,63039,,0.0,0,,RPOOMLKLKHIFFAB09CA,107.87,0.0,0.0,,
東區,房地(土地+建物),台中市東區立德街６號,44.5,住,,,1020110,土地2建物1車位0,全,二層,透天厝,住家用,見其他登記事項,,69.88,4,2,2,有,無,2500000,35776,,0.0,0,,RPXNMLLLKHIFFAB37CA,69.87,0.0,0.0,,
西區,土地,大益段786地號,50.33,其他,,,1020116,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2425000,48182,,0.0,0,,RPWOMLLLKHIFFAB37CA,0.0,0.0,0.0,,
西區,房地(土地+建物),台中市西區向上路一段１５號１１樓之６,3.64,住,,,1020121,土地2建物1車位0,十一層,十三層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0830924,35.68,1,1,1,有,有,780000,21861,,0.0,0,,RPTNMLMLKHIFFAB07CA,23.67,0.48,2.73,,
西區,房地(土地+建物),台中市西區利民里府後街２５號,83.0,住,,,1020125,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1010203,273.01,4,2,4,有,無,25600000,93769,,0.0,0,,RPXNMLNLKHIFFAB57CA,250.71,0.0,22.3,,
東區,房地(土地+建物),台中市東區福仁街８６號三樓之二,29.19,住,,,1011224,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),國民住宅,鋼筋混凝土造,0730528,91.83,3,1,2,有,無,3350000,36480,,0.0,0,,RPVNMLNLKHIFFAB37CA,83.45,0.0,8.38,,
西區,土地,麻園頭段171-81地號,28.0,其他,,,1020108,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1600000,57143,,0.0,0,本標的為道路用地,RPXOMLRLKHIFFAB08CA,0.0,0.0,0.0,,
中區,土地,綠川段三小段9-1地號,89.44,商,,,1020107,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,50000,559,,0.0,0,,RPPPMLRLKHIFFAB37CA,0.0,0.0,0.0,,
南區,房地(土地+建物),台中市南區懷寧街１８７號８樓之１,11.99,住,,,1020114,土地1建物1車位0,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840220,105.93,3,2,2,有,有,3000000,28321,,0.0,0,,RPXPMLRLKHIFFAB18CA,66.09,0.0,11.88,,
南區,土地,半平厝段781地號,8.62,其他,,,1011210,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,160000,18561,,0.0,0,本標的為道路用地,RPVQMLLJLHIFFAB37CA,0.0,0.0,0.0,,
東區,土地,花園段五小段7-9地號,2.4,其他,,,1020114,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,96000,40000,,0.0,0,本標的為道路用地,RPWQMLLJLHIFFAB47CA,0.0,0.0,0.0,,
北屯區,房地(土地+建物)+車位,台中市北屯區瀋陽路二段１７５號十一樓之２７,11.04,住,,,1020110,土地1建物1車位2,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961231,123.62,2,1,1,有,無,7600000,61479,坡道平面,0.0,0,本買賣總價760萬包括土1建12坡道式平面車位增建部份:陽台外推,RPTTMLLJKHIFFBB47CA,52.74,0.85,7.78,,
北區,房地(土地+建物),台中市北區中達里永達街１０號,34.38,,,,1020121,土地1建物1車位0,一層，二層，騎樓,四層,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0680705,114.51,3,1,1,有,無,1000000,8733,,0.0,0,二等親買賣,RPXOMLOJKHIFFBB67CA,114.51,0.0,0.0,,
北屯區,房地(土地+建物),台中市北屯區遼陽四街37號,122.0,商,,,1011231,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0720121,277.72,4,0,3,有,無,12300000,44289,,0.0,0,,RPSRMLOJKHIFFBB47CA,255.92,7.46,14.34,,
北屯區,房地(土地+建物),台中市北屯區昌平路二段46巷1號,46.0,住,,,1011017,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0610531,57.0,4,2,2,有,無,2800000,49123,,0.0,0,1.本物件土地含私設通路。2.屋齡40年以上。,RPTNMLPJKHIFFBB27CA,57.0,0.0,0.0,,
北屯區,房地(土地+建物)+車位,台中市北屯區松強里山西路三段２９８號７樓之２,31.37,住,,,1011218,土地1建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011029,237.92000000000002,4,2,2,有,有,10700000,44973,坡道平面,0.0,900000,,RPWOMLPJKHIFFBB67CA,121.77,6.62,18.07,,
北屯區,房地(土地+建物),台中市北屯區松竹路一段８９７巷８號,63.64,住,,,1020123,土地3建物1車位0,全,四層,透天厝,見其他登記事項,見其他登記事項,0930414,184.04,4,2,3,有,無,7600000,41295,,0.0,0,,RPOQMLPJKHIFFBB07CA,172.33,2.78,8.93,,
北屯區,房地(土地+建物),台中市北屯區北平路三段１３５號,85.0,商,,,1020108,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0731123,266.65,0,1,2,有,無,25500000,95631,,0.0,0,,RPVNMLQJKHIFFBB57CA,235.21,7.02,24.42,,
北屯區,房地(土地+建物)+車位,台中市北屯區青島路三段19號3樓,22.73,住,,,1011217,土地1建物1車位1,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820715,136.48000000000002,3,2,2,有,有,4720000,34584,坡道機械,0.0,0,,RPOPMLQJKHIFFBB07CA,92.42,0.0,13.37,,
北屯區,房地(土地+建物)+車位,台中市北屯區中清路新平巷３２弄１３號八樓,23.91,住,,,1020110,土地1建物1車位1,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830630,158.35,3,1,2,有,有,5320000,33596,坡道平面,0.0,0,,RPQRMLQJKHIFFBB47CA,96.39,0.37,8.84,,
北區,土地,錦村段82-67地號,27.5,其他,,,1011228,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,707850,25740,,0.0,0,公共設施保留地之交易。,RPXRMLQJKHIFFBB18CA,0.0,0.0,0.0,,
北區,土地,文正段77-19地號,95.08,其他,,,1011228,土地8建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3764385,39592,,0.0,0,公共設施保留地之交易。,RPOSMLQJKHIFFBB37CA,0.0,0.0,0.0,,
北區,土地,錦村段132-343地號,24.0,其他,,,1020111,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,982080,40920,,0.0,0,公共設施保留地之交易。,RPQSMLQJKHIFFBB57CA,0.0,0.0,0.0,,
北屯區,房地(土地+建物)+車位,台中市北屯區北屯路２１０號４樓之８,14.66,住,,,1020105,土地1建物3車位1,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830208,161.98000000000002,4,2,2,有,有,5900000,36426,坡道平面,0.0,0,,RPRSMLQJKHIFFBB67CA,94.67,0.0,13.94,,
北屯區,房地(土地+建物),台中市北屯區三光一街１號１１樓之３,9.71,住,,,1020111,土地1建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850610,94.92,3,1,2,有,有,3100000,32659,,0.0,0,,RPQSMLRJKHIFFBB67CA,58.81,1.07,7.92,,
北區,房地(土地+建物),台中市北區三民路三段２０１巷１８號,71.0,住,,,1011227,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0550606,118.76,0,2,2,有,無,17090000,143904,,0.0,0,含增建或未登記建物。,RPQTMLRJKHIFFBB77CA,118.76,0.0,0.0,,
北屯區,車位,台中市北屯區柳陽西街９３巷２號,0.0,,,,1020110,土地0建物0車位1,一層,十六層,其他,商業用,鋼筋混凝土造,0840814,17.02,0,0,0,有,有,650000,,坡道平面,0.0,0,,RPRTMLRJKHIFFBB87CA,0.0,0.0,0.0,,
北屯區,房地(土地+建物)+車位,台中市北屯區軍和街４５５巷９弄２號２樓,12.76,住,,,1020118,土地2建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0811101,91.36,2,1,1,有,有,2500000,27364,坡道機械,0.0,0,,RPUUMLRJKHIFFBB28CA,55.65,2.07,7.44,,
北區,土地,賴厝段55-238地號,20.0,其他,,,1011214,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,778300,38915,,0.0,0,包含公共設施保留地之交易。,RPXUMLRJKHIFFBB58CA,0.0,0.0,0.0,,
北區,房地(土地+建物),台中市北區崇德路一段１２７號６樓,25.62,住,,,1011215,土地2建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0710901,129.77,6,0,6,有,有,5600000,43153,,0.0,0,,RPXNMLSJKHIFFBB97CA,109.6,0.0,8.44,,
北屯區,房地(土地+建物)+車位,台中市北屯區崇德十一路５９號１１樓,19.79,商,,,1011229,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950516,132.18,2,2,1,有,有,6400000,48419,坡道平面,0.0,0,,RPPPMLSJKHIFFBB37CA,67.62,7.59,2.45,,
北區,房地(土地+建物)+車位,台中市北區綏遠路一段１之７號５樓,16.05,商,,,1020116,土地1建物1車位1,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0851029,114.35000000000001,3,2,2,有,有,5330000,46611,坡道機械,8.31,0,,RPQPMLSJKHIFFBB47CA,70.77,2.01,9.7,,
北屯區,房地(土地+建物)+車位,台中市北屯區文心路四段９９５號５樓之１,10.64,住,,,1020116,土地1建物1車位1,五層，六層,二十四層,其他,住家用,鋼筋混凝土造,0910807,152.32,3,2,3,有,有,6240000,40966,坡道機械,13.1,0,含增建或未登記建物。建物型態:多層樓,RPVPMLSJKHIFFBB97CA,82.31,2.62,18.12,,
北區,房地(土地+建物)+車位,台中市北區文心路四段１９０號１３樓之３,7.83,其他,,,1011130,土地1建物1車位1,十三層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0951225,86.95,1,1,1,有,有,4150000,47729,坡道機械,0.0,0,,RPXPMLSJKHIFFBB18CA,39.47,0.0,7.12,,
北屯區,土地,仁德段238-5地號,1649.0,住,,,1011217,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,67000000,40631,,0.0,0,,RPRRMLSJKHIFFBB77CA,0.0,0.0,0.0,,
北屯區,土地,仁德段244-3地號,351.0,其他,,,1011217,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11646100,33180,,0.0,0,,RPSRMLSJKHIFFBB87CA,0.0,0.0,0.0,,
北屯區,房地(土地+建物),台中市北屯區四平路４１７巷３２之１號,26.07,住,,,1011222,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0711129,75.56,3,2,1,有,無,2000000,26469,,0.0,0,,RPXRMLSJKHIFFBB38CA,69.55,0.0,6.01,,
北區,房地(土地+建物),台中市北區青島西街７３號,39.51,住,,,1020119,土地1建物1車位0,一層，二層，騎樓,七層,店面(店鋪),商業用,鋼筋混凝土造,0780714,241.86,0,0,2,無,有,13960000,57719,,0.0,0,,RPQNMLSKKHIFFBB37CA,157.99,8.64,7.08,,
北屯區,土地,倡和段116-1地號,231.01,住,,,1020122,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12000000,51946,,0.0,0,,RPTPMLSKKHIFFBB87CA,0.0,0.0,0.0,,
北區,房地(土地+建物),台中市北區東光路398之6號3樓,9.39,住,,,1020115,土地1建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871019,83.55,3,2,2,有,有,2400000,28725,,0.0,0,,RPTPMLTKKHIFFBB97CA,52.47,0.0,8.43,,
北屯區,房地(土地+建物),台中市北屯區平興街１１９號三樓,15.1,住,,,1020110,土地1建物1車位0,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820505,89.92,3,2,2,有,無,2000000,22242,,0.0,0,親友、員工或其他特殊關係間之交易。,RPPNMLMLKHIFFBB76CA,73.4,0.0,6.97,,
北屯區,房地(土地+建物),台中市北屯區和祥路一段８６號,94.58,住,,,1011231,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1010718,193.02,5,3,5,有,無,11900000,61652,,0.0,0,,RPSNMLMLKHIFFBB07CA,169.37,0.0,23.65,,
北屯區,土地,陳平段1885-17地號,9.0,住,,,1011228,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,450000,50000,,0.0,0,,RPSPMLMLKHIFFBB27CA,0.0,0.0,0.0,,
北屯區,房地(土地+建物)+車位,台中市北屯區松竹路二段７０３號１０樓,17.19,住,,,1020105,土地1建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880419,151.56,3,2,2,有,有,6300000,41568,升降機械,0.0,0,,RPPQMLPLKHIFFBB37CA,88.57,0.0,11.09,,
北屯區,房地(土地+建物),台中市北屯區三光巷５１之１號,650.0,住,,,1020110,土地5建物1車位0,全,,透天厝,,,,641.28,10,5,8,有,無,43257500,67455,,0.0,0,,RPQQMLPLKHIFFBB47CA,0.0,0.0,0.0,,
北區,土地,乾溝子段93-197地號,43.0,其他,,,1020117,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1425000,33140,,0.0,0,本案係屬公共設施保留地道路用地買賣,RPTPMLQLKHIFFBB77CA,0.0,0.0,0.0,,
北屯區,房地(土地+建物),台中市北屯區東光路８９２巷２號７樓之１０,9.82,其他,,,1020121,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830815,112.11000000000001,3,2,2,有,有,3550000,31665,,0.0,0,,RPXOMLRLKHIFFBB18CA,79.65,0.0,3.36,,
北屯區,土地,同榮段2277地號,234.0,農,,,1020102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2600000,11111,,0.0,0,二等親特殊關係間之交易。,RPWNMLRLKHIFFBB97CA,0.0,0.0,0.0,,
北屯區,房地(土地+建物),台中市北屯區松竹路二段7巷18號,92.0,住,,,1020107,土地1建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,1010917,289.52,4,3,5,有,無,20700000,71498,,0.0,0,,RPQNMLLJLHIFFBB66CA,242.49,1.52,45.51,,
北屯區,房地(土地+建物),臺中市北屯區和祥街１８５巷１８號,74.79,住,,,1020115,土地2建物1車位0,全,五層,透天厝,見其它登記事項,鋼筋混凝土造,0900305,190.45,5,3,4,有,無,5550000,29142,,0.0,0,,RPXPMLQJKHKFFBB18CA,0.0,0.0,0.0,,
西屯區,房地(土地+建物),台中市西屯區西安街４７巷１４之３號,30.12,住,,,1020103,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680712,69.76,3,2,2,有,無,2900000,41571,,0.0,0,,RPPNMLNJKHIFFCB76CA,69.76,0.0,0.0,,
西屯區,土地,信安段594-6地號,23.23,其他,,,1020122,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1477171,63589,,0.0,0,道路用地,RPWTMLOJKHIFFCB18CA,0.0,0.0,0.0,,
西屯區,房地(土地+建物)+車位,台中市西屯區福雅路１４３號九樓之２,13.79,住,,,1011224,土地1建物1車位1,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830118,147.23,3,2,2,有,有,4880000,33145,升降平面,0.0,0,,RPSNMLPJKHIFFCB27CA,92.86,2.15,14.62,,
南屯區,房地(土地+建物)+車位,台中市南屯區大正街８號八樓,34.46,住,,,1020104,土地1建物1車位3,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980506,331.08000000000004,4,2,2,有,有,23980000,72430,坡道平面,84.54,0,,RPSTMLPJKHIFFCB87CA,146.76,9.41,15.35,,
南屯區,房地(土地+建物)+車位,台中市南屯區文心南三路５３９號二樓之１,39.09,商,,,1020118,土地1建物1車位2,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941230,282.38,3,2,2,有,有,17000000,60203,坡道平面,0.0,0,,RPTUMLPJKHIFFCB08CA,149.06,4.3,12.61,,
西屯區,土地,協安段347地號,321.57,農,,,1020128,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5590000,17383,,0.0,0,,RPQNMLQJKHIFFCB17CA,0.0,0.0,0.0,,
南屯區,房地(土地+建物)+車位,台中市南屯區文山三街１３１號十樓之３,15.86,住,,,1011223,土地2建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010224,112.35,2,1,1,有,有,5960000,53049,坡道平面,23.51,0,,RPPPMLQJKHIFFCB27CA,51.55,1.39,6.6,,
南屯區,土地,田心段1627-9地號,36.0,住,,,1020118,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1895251,52646,,0.0,0,親友、員工或其他特殊關係間之交易。,RPUSMLQJKHIFFCB08CA,0.0,0.0,0.0,,
西屯區,房地(土地+建物),台中市西屯區長安路二段２１０巷２８號,65.0,住,,,1020111,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0620309,77.8,4,2,2,有,無,8600000,110540,,0.0,0,,RPXSMLQJKHIFFCB38CA,77.8,0.0,0.0,,
西屯區,土地,上石碑段424地號,7.97,其他,,,1020115,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,902344,113218,,0.0,0,,RPRUMLQJKHIFFCB97CA,0.0,0.0,0.0,,
南屯區,房地(土地+建物),台中市南屯區大同街１９巷１號,88.0,住,,,1020111,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0750728,140.84,16,0,15,有,無,18500000,131355,,0.0,0,,RPSOMLRJKHIFFCB57CA,122.6,12.04,6.2,,
南屯區,房地(土地+建物)+車位,台中市南屯區文山里忠勇路５２之２３１號二樓,10.96,住,,,1010123,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010926,123.87,2,1,1,有,有,5600000,45209,坡道平面,0.0,0,,RPXOMLSJKHIFFCB18CA,58.64,0.0,11.54,,
南屯區,房地(土地+建物),台中市南屯區文山里忠勇路５２之２３７號八樓,9.67,住,,,1020123,土地1建物1車位0,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010926,94.31,2,1,1,有,有,4430000,46973,,0.0,0,,RPOPMLSJKHIFFCB37CA,53.49,1.03,9.56,,
南屯區,房地(土地+建物),台中市南屯區文山里忠勇路５２之２３６號八樓,9.67,住,,,1010116,土地1建物1車位0,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010926,94.78,2,1,1,有,有,4510000,47584,,0.0,0,,RPPPMLSJKHIFFCB47CA,53.69,1.03,9.7,,
西屯區,房地(土地+建物),台中市西屯區烈美街１４０之２號,27.35,住,,,1011228,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740107,97.32,5,0,5,有,無,6500000,66790,,0.0,0,,RPUUMLSJKHIFFCB48CA,91.29,0.0,6.03,,
西屯區,房地(土地+建物)+車位,台中市西屯區河南東二街３號３樓,38.4,住,,,1011207,土地2建物1車位1,三層，四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0790317,206.75,5,2,3,有,有,5450000,26360,升降平面,0.0,0,,RPPNNLSJKHIFFCB37CA,116.08,0.0,24.93,,
西屯區,房地(土地+建物),台中市西屯區大有街100巷10弄4號,97.0,住,,,1020115,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0760519,125.96,4,2,3,有,有,10000000,79390,,0.0,0,增建夾層,RPPWMLSJKHIFFCB18CA,115.29,8.43,2.24,,
西屯區,房地(土地+建物)+車位,台中市西屯區大墩十七街１１０號十樓之６,9.23,住,,,1020112,土地2建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961122,102.66,1,1,1,有,有,6300000,61368,坡道平面,22.34,0,,RPVWMLSJKHIFFCB78CA,46.03,0.58,7.12,,
