編號,土地位置,土地移轉面積(平方公尺),使用分區或編定,權利人持分分母,權利人持分分子,移轉情形,地號
RPXOMLRLKHIFFAB08CA,麻園頭段,10.00,都市：其他:道路用地,1,1,全筆移轉,01700073
RPXOMLRLKHIFFAB08CA,麻園頭段,4.00,都市：其他:道路用地,1,1,全筆移轉,01700074
RPXOMLRLKHIFFAB08CA,麻園頭段,14.00,都市：其他:道路用地,1,1,全筆移轉,01710081
RPXNMLLLKHIFFAB37CA,復興段三小段,36.50,都市：住,2,1,持分移轉,00120012
RPXNMLLLKHIFFAB37CA,復興段三小段,8.00,都市：住,2,1,持分移轉,00120013
RPVNMLNLKHIFFAB37CA,尚武段,29.19,都市：住,100000,1433,持分移轉,06380000
RPPPMLRLKHIFFAB37CA,綠川段三小段,81.71,都市：商,4875,172,持分移轉,00090000
RPPPMLRLKHIFFAB37CA,綠川段三小段,7.73,都市：商,4875,172,持分移轉,00090001
RPXPMLRLKHIFFAB18CA,下橋子頭段,11.99,都市：住,10000,41,持分移轉,01540043
RPTTMLLJKHIFFBB47CA,東新段,11.04,都市：住,100000,176,持分移轉,00080000
RPXOMLOJKHIFFBB67CA,賴厝?段,34.38,都市：,8,1,持分移轉,01060060
RPTQMLLJKHIFFAB07CA,樹子腳段,21.32,都市：住,100000,1719,持分移轉,10010000
RPTNMLPJKHIFFBB27CA,仁和段,46.00,都市：住,1,1,全筆移轉,06190000
RPWOMLPJKHIFFBB67CA,昌平段,31.37,都市：住,100000,3585,持分移轉,03570000
RPOQMLPJKHIFFBB07CA,景美段,42.56,都市：住,1,1,全筆移轉,00410016
RPOQMLPJKHIFFBB07CA,景美段,19.88,都市：,16,1,持分移轉,00410023
RPOQMLPJKHIFFBB07CA,景美段,1.20,都市：,20,1,持分移轉,00410022
RPVNMLQJKHIFFBB57CA,東峰段,85.00,都市：商,1,1,全筆移轉,00080006
RPOPMLQJKHIFFBB07CA,東峰段,22.73,都市：住,10000,204,持分移轉,02300000
RPQRMLQJKHIFFBB47CA,陳平段,23.91,都市：住,10000,75,持分移轉,32070000
RPXRMLQJKHIFFBB18CA,錦村段,6.00,都市：其他:道路用地,2,1,持分移轉,00820023
RPXRMLQJKHIFFBB18CA,錦村段,21.50,都市：其他:道路用地,2,1,持分移轉,00820067
RPXPMLQJKHIFFAB87CA,頂橋子頭段,18.00,都市：住,1,1,全筆移轉,01000095
RPSRMLOJKHIFFBB47CA,東正段,122.00,都市：商,1,1,全筆移轉,01110007
RPOSMLQJKHIFFBB37CA,邱厝子段,3.86,都市：其他:道路用地,2000,29,持分移轉,00340330
RPOSMLQJKHIFFBB37CA,邱厝子段,4.62,都市：其他:道路用地,1213,12,持分移轉,00060071
RPOSMLQJKHIFFBB37CA,錦村段,21.00,都市：其他:道路用地,1,1,全筆移轉,03050025
RPOSMLQJKHIFFBB37CA,松竹段,33.00,都市：其他:道路用地,10,2,持分移轉,04250000
RPOSMLQJKHIFFBB37CA,文正段,10.40,都市：其他:道路用地,5,2,持分移轉,00770016
RPOSMLQJKHIFFBB37CA,文正段,10.80,都市：其他:道路用地,5,2,持分移轉,00770017
RPOSMLQJKHIFFBB37CA,文正段,5.60,都市：其他:道路用地,5,1,持分移轉,00770018
RPOSMLQJKHIFFBB37CA,文正段,5.80,都市：其他:道路用地,5,1,持分移轉,00770019
RPQSMLQJKHIFFBB57CA,錦村段,12.00,都市：其他:道路用地,1,1,全筆移轉,01320342
RPQSMLQJKHIFFBB57CA,錦村段,12.00,都市：其他:道路用地,1,1,全筆移轉,01320343
RPRSMLQJKHIFFBB67CA,北屯段,14.66,都市：住,10000,30,持分移轉,03520000
RPQTMLRJKHIFFBB77CA,水源段,71.00,都市：住,1,1,全筆移轉,02450069
RPQSMLRJKHIFFBB67CA,北屯段,9.71,都市：住,10000,71,持分移轉,02210004
RPUUMLRJKHIFFBB28CA,建安段,7.84,都市：住,10000,89,持分移轉,03330000
RPUUMLRJKHIFFBB28CA,建安段,4.92,都市：住,10000,89,持分移轉,03350000
RPXUMLRJKHIFFBB58CA,賴厝?段,20.00,都市：其他:道路用地,1,1,全筆移轉,00550238
RPXNMLSJKHIFFBB97CA,邱厝子段,17.81,都市：住,10000,418,持分移轉,00440000
RPXNMLSJKHIFFBB97CA,邱厝子段,7.82,都市：住,10000,418,持分移轉,00440003
RPPPMLSJKHIFFBB37CA,昌平段,19.79,都市：商,100000,1245,持分移轉,02290000
RPTNMLMLKHIFFAB07CA,後?子段,1.54,都市：住,10000,39,持分移轉,01730022
RPTNMLMLKHIFFAB07CA,後?子段,2.10,都市：住,10000,39,持分移轉,01730035
RPRRMLSJKHIFFBB77CA,仁德段,1.00,都市：住,1,1,全筆移轉,02380000
RPRRMLSJKHIFFBB77CA,仁德段,245.00,都市：其他:道路用地,1,1,全筆移轉,02380003
RPRRMLSJKHIFFBB77CA,仁德段,1380.00,都市：住,1,1,全筆移轉,02380004
RPRRMLSJKHIFFBB77CA,仁德段,23.00,都市：其他:道路用地,1,1,全筆移轉,02380005
RPPNMLRJKHIFFAB96CA,樹子腳段,10.95,都市：住,10000,23,持分移轉,16370004
RPPNMLRJKHIFFAB96CA,樹子腳段,.01,都市：其他:,10000,23,持分移轉,16370008
RPVQMLLJLHIFFAB37CA,半平厝段,8.62,都市：其他:道路用地,8,1,持分移轉,07810000
RPWQMLLJLHIFFAB47CA,花園段五小段,2.40,都市：其他:道路用地,30,6,持分移轉,00070009
RPSRMLSJKHIFFBB87CA,仁德段,7.00,都市：住,1,1,全筆移轉,02440000
RPSRMLSJKHIFFBB87CA,仁德段,179.00,都市：其他:道路用地,1,1,全筆移轉,02440001
RPSRMLSJKHIFFBB87CA,仁德段,16.00,都市：其他:道路用地,1,1,全筆移轉,02440002
RPSRMLSJKHIFFBB87CA,仁德段,149.00,都市：住,1,1,全筆移轉,02440003
RPXRMLSJKHIFFBB38CA,仁德段,26.07,都市：住,30,1,持分移轉,01250012
RPTPMLTKKHIFFBB97CA,錦村段,9.39,都市：住,10000,74,持分移轉,00770000
RPPNMLMLKHIFFBB76CA,平田段,15.10,都市：住,8360,151,持分移轉,04690002
RPSNMLMLKHIFFBB07CA,和平段,24.61,都市：住,11,1,持分移轉,04460008
RPSNMLMLKHIFFBB07CA,和平段,69.97,都市：住,1,1,全筆移轉,04460011
RPSPMLMLKHIFFBB27CA,陳平段,9.00,都市：住,1,1,全筆移轉,18850017
RPRPMLPJKHIFFAB17CA,中華段二小段,25.81,都市：商,11000,1700,持分移轉,00060000
RPRPMLPJKHIFFAB17CA,中華段二小段,9.74,都市：商,11000,1700,持分移轉,00060016
RPXNMLNLKHIFFAB57CA,三民段四小段,83.00,都市：住,1,1,全筆移轉,00010005
RPSPMLPJKHIFFAB27CA,下橋子頭段,1.83,都市：住,100000,101,持分移轉,02170014
RPQNMLSKKHIFFBB37CA,東義段,39.51,都市：住,10000,588,持分移轉,02620000
RPTPMLSKKHIFFBB87CA,倡和段,231.01,都市：住,1,1,全筆移轉,01160001
RPXPMLSJKHIFFBB18CA,東義段,7.83,都市：其他:住宅區;及部分道路截角,100000,233,持分移轉,02140000
RPVPMLSJKHIFFBB97CA,東山段,10.64,都市：住,100000,517,持分移轉,00390000
RPQPMLSJKHIFFBB47CA,賴厝?段,16.05,都市：商,10000,110,持分移轉,00260000
RPWTMLOJKHIFFCB18CA,信安段,.74,都市：其他:道路用地,40,2,持分移轉,05940005
RPWTMLOJKHIFFCB18CA,信安段,22.49,都市：其他:道路用地,40,2,持分移轉,05940006
RPPNMLNJKHIFFCB76CA,西屯段,30.12,都市：住,16,1,持分移轉,07960002
RPSNMLPJKHIFFCB27CA,民安段,13.79,都市：住,10000,213,持分移轉,06910000
RPSTMLPJKHIFFCB87CA,惠義段,34.46,都市：住,100000,1706,持分移轉,01270000
RPTUMLPJKHIFFCB08CA,豐功段,39.09,都市：商,10000,248,持分移轉,02040000
RPQNMLQJKHIFFCB17CA,協安段,321.57,都市：農,1,1,全筆移轉,03470000
RPPPMLQJKHIFFCB27CA,保安段,5.67,都市：住,1000000,4756,持分移轉,09730005
RPPPMLQJKHIFFCB27CA,保安段,10.18,都市：住,1000000,4756,持分移轉,09940003
RPUSMLQJKHIFFCB08CA,田心段,23.50,都市：住,4,1,持分移轉,16270009
RPUSMLQJKHIFFCB08CA,田心段,12.50,都市：住,4,1,持分移轉,16310006
RPXSMLQJKHIFFCB38CA,下石碑段,65.00,都市：住,1,1,全筆移轉,08210000
RPRUMLQJKHIFFCB97CA,上石碑段,7.97,都市：其他:道路用地,16200,350,持分移轉,04240000
RPSOMLRJKHIFFCB57CA,大進段,88.00,都市：住,1,1,全筆移轉,04780003
RPXOMLSJKHIFFCB18CA,保安段,10.96,都市：住,10000,34,持分移轉,04580000
RPOPMLSJKHIFFCB37CA,保安段,9.67,都市：住,10000,30,持分移轉,04580000
RPPPMLSJKHIFFCB47CA,保安段,9.67,都市：住,10000,30,持分移轉,04580000
RPPNNLSJKHIFFCB37CA,中和段,27.56,都市：住,100000,8890,持分移轉,04300000
RPPNNLSJKHIFFCB37CA,中和段,10.85,都市：住,100000,8890,持分移轉,04310000
RPPWMLSJKHIFFCB18CA,大明段,97.00,都市：住,1,1,全筆移轉,02490014
RPVWMLSJKHIFFCB78CA,大墩段,3.71,都市：住,10000,51,持分移轉,04630004
RPVWMLSJKHIFFCB78CA,大墩段,5.52,都市：住,10000,51,持分移轉,04640000
RPWNMLRLKHIFFBB97CA,同榮段,234.00,都市：農,1,1,全筆移轉,22770000
RPXOMLRLKHIFFBB18CA,北屯段,9.82,都市：其他:市場用地,100000,383,持分移轉,01420002
RPXNMLKLKHIFFCB47CA,惠順段,29.93,都市：商,100000,605,持分移轉,00140000
RPPQMLPLKHIFFBB37CA,松昌段,17.19,都市：住,10000,103,持分移轉,05770000
RPROMLLLKHIFFCB07CA,上石碑段,2.92,都市：住,10000,7,持分移轉,26600000
RPQQMLPLKHIFFBB47CA,北屯段,2.00,都市：住,1,1,全筆移轉,03250011
RPQQMLPLKHIFFBB47CA,北屯段,64.00,都市：住,1,1,全筆移轉,03270015
RPQQMLPLKHIFFBB47CA,北屯段,210.00,都市：住,1,1,全筆移轉,03260005
RPQQMLPLKHIFFBB47CA,北屯段,189.00,都市：住,1,1,全筆移轉,03260006
RPQQMLPLKHIFFBB47CA,北屯段,185.00,都市：住,1,1,全筆移轉,03270001
RPUNMLOJKHIFFAL18CA,大洲段,18.42,都市：住,10000,89,持分移轉,04230000
RPVNMLOJKHIFFAL28CA,七塊厝段,583.00,非都市：特定農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,02060002
RPVNMLOJKHIFFAL28CA,七塊厝段,1497.00,非都市：特定農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,02060004
RPVNMLOJKHIFFAL28CA,七塊厝段,749.00,非都市：特定農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,02060010
RPVNMLOJKHIFFAL28CA,七塊厝段,749.00,非都市：特定農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,02060011
RPUOMLOJKHIFFAL28CA,豐年段,176.04,都市：住,1,1,全筆移轉,02860000
RPXOMLOJKHIFFAL58CA,南陽段,82.07,都市：住,1,1,全筆移轉,00100054
RPOPMLOJKHIFFAL77CA,朝陽段,72.64,都市：住,1,1,全筆移轉,00240000
RPUNMLRJKHIFFAL48CA,聯合段,72.31,都市：住,1,1,全筆移轉,03290000
RPUNMLRJKHIFFAL48CA,聯合段,9.90,都市：其他:,1,1,全筆移轉,03290001
RPXNMLRJKHIFFAL78CA,一心段,10.04,都市：住,100000,150,持分移轉,06740000
RPQQMLRJKHIFFAL38CA,翁明段,147.58,都市：工,1,1,全筆移轉,03150000
RPSOMLSJKHIFFAL48CA,一心段,10.24,都市：住,100000,153,持分移轉,06740000
RPWPMLSJKHIFFAL98CA,屯子腳段,204.00,都市：農,1,1,全筆移轉,05980001
RPWPMLSJKHIFFAL98CA,屯子腳段,106.00,都市：農,1,1,全筆移轉,09190000
RPXPMLSJKHIFFAL09CA,廣興段,64.89,都市：住,1,1,全筆移轉,03300000
RPQNMLPLKHIFFAL08CA,新店段,3276.00,都市：農,1,1,全筆移轉,01280133
RPQNMLPLKHIFFAL08CA,新店段,700.00,都市：農,1,1,全筆移轉,01570000
RPSNMLPJKHIFFBL18CA,新城段,95.62,都市：住,1,1,全筆移轉,04680000
RPTOMLOJKHIFFCL38CA,南寮段,1925.88,都市：住,120,12,持分移轉,01920000
RPUOMLOJKHIFFCL48CA,竹林段竹林小段,148.00,都市：住,1,1,全筆移轉,02270003
RPUOMLOJKHIFFCL48CA,竹林段竹林小段,28.00,都市：住,1,1,全筆移轉,02270008
RPOPMLOJKHIFFCL97CA,北勢坑段六路厝小段,37.00,都市：住,301,64,持分移轉,02460026
RPOPMLOJKHIFFCL97CA,北勢坑段六路厝小段,64.00,都市：住,1,1,全筆移轉,02460082
RPSNMLPJKHIFFCL28CA,南勢坑段埔子小段,1.93,都市：住,120,1,持分移轉,02240000
RPSNMLPJKHIFFCL28CA,南勢坑段埔子小段,15.68,都市：住,120,1,持分移轉,02240001
RPPRMLOJKHIFFCL28CA,南簡段,91.00,都市：住,1,1,全筆移轉,06450000
RPPRMLOJKHIFFCL28CA,南簡段,523.00,都市：住,1,1,全筆移轉,06450003
RPPRMLOJKHIFFCL28CA,南簡段,132.00,都市：住,2,1,持分移轉,06440000
RPPRMLOJKHIFFCL28CA,南簡段,651.50,都市：住,2,1,持分移轉,06440002
RPTNMLPJKHIFFCL38CA,南勢坑段埔子小段,10.32,都市：住,120,1,持分移轉,02240003
RPTNMLPJKHIFFCL38CA,南勢坑段埔子小段,15.98,都市：住,120,1,持分移轉,02260001
RPTNMLPJKHIFFCL38CA,南勢坑段埔子小段,21.66,都市：住,120,1,持分移轉,02260004
RPVNMLOJKHIFFCL48CA,梧棲段,60.00,都市：住,1,1,全筆移轉,13380014
RPPTMLPJKHIFFCL58CA,鹿寮段,1.98,都市：住,610000,921,持分移轉,02620353
RPPTMLPJKHIFFCL58CA,鹿寮段,7.17,都市：住,100000,1316,持分移轉,02620374
RPROMLLJKHIFFCL87CA,沙鹿段斗抵小段,55.00,都市：住,1,1,全筆移轉,02070063
RPROMLLJKHIFFCL87CA,沙鹿段斗抵小段,29.20,都市：住,15,1,持分移轉,02070066
RPUQMLQJKHIFFCL88CA,山腳段,18.16,都市：住,295300,1816,持分移轉,00880003
RPQNMLLJLHIFFBB66CA,長安段,92.00,都市：住,1,1,全筆移轉,04260010
RPRRMLQJKHIFFCL68CA,遊園段,320.69,非都市：一般農業區 ; 非都市編定：殯葬用地,210,12,持分移轉,03850000
RPVQMLQJKHIFFCL98CA,遊園段,320.69,都市：其他:,210,12,持分移轉,03850000
RPWRMLQJKHIFFCL56CA,遊園段,120.26,非都市：一般農業區 ; 非都市編定：殯葬用地,420,9,持分移轉,03850000
RPWOMLRJKHIFFCL98CA,南勢坑段埔子小段,12.48,都市：住,10000,115,持分移轉,02490004
RPWOMLRJKHIFFCL98CA,南勢坑段埔子小段,1.99,都市：住,10000,115,持分移轉,02490009
RPWOMLRJKHIFFCL98CA,南勢坑段埔子小段,.82,都市：住,10000,115,持分移轉,02490011
RPWOMLRJKHIFFCL98CA,南勢坑段埔子小段,.37,都市：住,10000,115,持分移轉,02500002
RPOSMLQJKHIFFCL48CA,遊園段,557.86,非都市：一般農業區 ; 非都市編定：殯葬用地,3360,334,持分移轉,03850000
RPPSMLQJKHIFFCL58CA,遊園段,114.53,非都市：一般農業區 ; 非都市編定：殯葬用地,49,1,持分移轉,03850000
RPQSMLQJKHIFFCL68CA,龍田段,75.00,都市：住,1,1,全筆移轉,14750011
RPURMLRJKHIFFCL09CA,南簡段,68.00,都市：住,1,1,全筆移轉,03480012
RPUUMLSJKHIFFCB48CA,西屯段,27.35,都市：住,1000,97,持分移轉,12630002
RPWQMLSJKHIFFCL66CA,鹿寮段,2.00,都市：住,1,1,全筆移轉,04010048
RPWQMLSJKHIFFCL66CA,鹿寮段,54.00,都市：住,1,1,全筆移轉,04010062
RPSQMLRJKHIFFCL78CA,龍目井段龍目井小段,7.71,都市：住,28,1,持分移轉,01350001
RPSQMLRJKHIFFCL78CA,龍目井段龍目井小段,1.61,都市：其他:,1440,4,持分移轉,01350080
RPSQMLRJKHIFFCL78CA,龍目井段龍目井小段,37.17,都市：住,12,1,持分移轉,01350081
RPSQMLRJKHIFFCL78CA,龍目井段龍目井小段,74.00,都市：住,1,1,全筆移轉,01350134
RPVQMLSJKHIFFCL56CA,竹泉段,1161.00,都市：農,1,1,全筆移轉,07320000
RPSRMLSJKHIFFCL98CA,竹泉段,1510.00,都市：農,1,1,全筆移轉,07340000
RPTRMLSJKHIFFCL09CA,竹泉段,783.00,都市：農,1,1,全筆移轉,07350000
RPPRMLSJKHIFFCL68CA,竹泉段,1936.00,都市：農,1,1,全筆移轉,07330000
RPRSMLSJKHIFFCL98CA,王田段,36.50,都市：農,2,1,持分移轉,02840000
RPUNMLMLKHIFFCL38CA,竹林段竹林小段,92.12,都市：住,120,5,持分移轉,03600000
RPUNMLMLKHIFFCL38CA,竹林段竹林小段,70.12,都市：住,120,5,持分移轉,03600001
RPOSMLLLKHIFFCL18CA,田寮段橋頭小段,77.00,都市：住,1,1,全筆移轉,01290036
RPQNMLNLKHIFFCL08CA,遊園北段,5094.74,都市：農,1,1,全筆移轉,04380000
RPPPMLOLKHIFFCL28CA,朝天段,234.35,都市：農,8,1,持分移轉,05160000
RPVNMLPLKHIFFCL78CA,三田段,5.00,都市：農,1,1,全筆移轉,12610011
RPVNMLPLKHIFFCL78CA,三田段,80.00,都市：農,1,1,全筆移轉,12630017
RPROMLTKKHIFFCB77CA,大新段,19.59,都市：住,10000,190,持分移轉,07830000
RPSOMLTKKHIFFCB87CA,國安段,7.11,都市：住,10000,13,持分移轉,05930491
RPQOMLOJKHIFFEL28CA,慶安段,90.91,都市：住,1,1,全筆移轉,02330008
RPUOMLOJKHIFFEL68CA,慶安段,58.08,都市：住,2,1,持分移轉,02330013
RPUOMLOJKHIFFEL68CA,慶安段,18.37,都市：住,10,1,持分移轉,02330000
RPROMLOJKHIFFEL38CA,慶安段,90.91,都市：住,1,1,全筆移轉,02330008
RPPNMLRJKHIFFEL38CA,東勢段中嵙小段,5680.00,都市：其他:農牧用地,1,1,全筆移轉,06590012
RPPNMLRJKHIFFEL38CA,東勢段中嵙小段,39.75,都市：其他:農牧用地,4,1,持分移轉,06590013
RPPNMLTJKHIFFEL58CA,文昌段,60.89,都市：住,1,1,全筆移轉,06670000
RPPNMLTJKHIFFEL58CA,文昌段,1.11,都市：住,56,2,持分移轉,06450000
RPPNMLTJKHIFFEL58CA,文昌段,.47,都市：住,56,2,持分移轉,06640000
RPPNMLTJKHIFFEL58CA,文昌段,6.06,都市：住,56,2,持分移轉,06810000
RPPNMLTJKHIFFEL58CA,文昌段,1.23,都市：住,56,2,持分移轉,09890000
RPVNMLOJKHIFFFL78CA,嘉仁段,18.62,都市：農,1,1,全筆移轉,01460003
RPSNMLRJKHIFFEL68CA,仙塘坪段,42.00,非都市：山坡地保育區 ; 非都市編定：暫未編定,1,1,全筆移轉,02660000
RPXNMLOJKHIFFFL98CA,聚興段新興小段,2505.00,都市：農,1,1,全筆移轉,04800002
RPTOMLOJKHIFFFL68CA,民生段,16.79,都市：住,1,1,全筆移轉,03790000
RPTOMLOJKHIFFFL68CA,民生段,74.26,都市：住,1,1,全筆移轉,03800000
RPXOMLOJKHIFFFL09CA,甘潭段,101.70,都市：住,1,1,全筆移轉,06940000
RPTNMLSJKHIFFFL98CA,中興段,14.80,都市：住,100000,447,持分移轉,03990000
RPQNMLTKKHIFFFL88CA,自強段,98.00,都市：其他:鄉村區,1,1,全筆移轉,05200000
RPOPMLSJKHIFFFL68CA,民生段,64.03,都市：住,1,1,全筆移轉,04260000
RPOPMLSJKHIFFFL68CA,民生段,16.79,都市：其他:道路用地,1,1,全筆移轉,04330000
RPOOMLRLKHIFFCB37CA,豐富段,24.47,都市：住,10000,163,持分移轉,04250000
RPPRMLOJKHIFFGL68CA,立新段,31.06,非都市：鄉村區 ; 非都市編定：乙種建築用地,10000,103,持分移轉,11990000
RPORMLOJKHIFFGL58CA,溪南西段,3210.00,非都市：特定農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,01500000
RPRNMLPJKHIFFGL58CA,峰北段,99.00,都市：住,1,1,全筆移轉,06370000
RPRNMLPJKHIFFGL58CA,峰北段,231.00,都市：住,1,1,全筆移轉,06380000
RPUNMLPJKHIFFGL88CA,興祥段,19.00,都市：其他:公共設施移轉,3,1,持分移轉,08660000
RPUNMLPJKHIFFGL88CA,興祥段,81.75,都市：其他:公共設施移轉,3,1,持分移轉,08900000
RPUOMLLJKHIFFGL58CA,溪南東段,1102.00,非都市：特定農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,21040000
RPWOMLOJKHIFFGL09CA,溪南西段,48.10,都市：住,1000,148,持分移轉,14180003
RPWOMLOJKHIFFGL09CA,溪南西段,88.00,都市：住,1,1,全筆移轉,14180035
RPWOMLPJKHIFFGL56CA,興祥段,2.23,都市：其他:,3,1,持分移轉,08650000
RPOQMLQJKHIFFGL68CA,大忠段,141.05,都市：住,1,1,全筆移轉,03470004
RPRQMLQJKHIFFGL98CA,東城段,27.59,都市：住,10000,80,持分移轉,00120000
RPSQMLQJKHIFFGL09CA,溪南東段,1058.00,非都市：特定農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,15530000
RPTQMLQJKHIFFGL56CA,光日段,61.59,都市：住,1,1,全筆移轉,05260000
RPSPMLRJKHIFFGL09CA,大峰段,110.89,都市：農,1,1,全筆移轉,08340001
RPSSMLRJKHIFFGL76CA,北柳南段,449.89,都市：其他:特定農業區農牧用地,6,1,持分移轉,09190000
RPTPMLQLKHIFFBB77CA,乾溝子段,43.00,都市：其他:道路用地,1,1,全筆移轉,00930197
RPQOMLTKKHIFFGL09CA,農試所段,438.88,非都市：特定農業區 ; 非都市編定：甲種建築用地,1,1,全筆移轉,03360000
RPPNMLRJKHIFFGL58CA,四德段,921.18,非都市：特定農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,01360000
RPRQMLTKKHIFFGL76CA,大元段,27.94,都市：住,10000,180,持分移轉,07220000
RPRQMLTKKHIFFGL76CA,大元段,.45,都市：住,10000,180,持分移轉,07220001
RPRPMLRJKHIFFGL98CA,大峰段,157.56,都市：農,1,1,全筆移轉,08340000
RPRPMLRJKHIFFGL98CA,大峰段,33.06,都市：農,1,1,全筆移轉,08340002
RPQPMLKLKHIFFGL38CA,新甲段,18.22,都市：住,100000,3538,持分移轉,01430000
RPQPMLKLKHIFFGL38CA,新甲段,47.84,都市：住,1,1,全筆移轉,01430017
RPQPMLKLKHIFFGL38CA,新甲段,.13,都市：住,10000,139,持分移轉,01430025
RPVOMLSJKHIFFGL76CA,新甲段,86.06,非都市：鄉村區 ; 非都市編定：乙種建築用地,1,1,全筆移轉,02350000
RPOOMLMLKHIFFCL87CA,追分段,1511.00,都市：農,1,1,全筆移轉,11480003
RPUNMLLLKHIFFGL68CA,新仁段,30.68,都市：住,1000,40,持分移轉,02540000
RPQNMLPLKHIFFGL68CA,錦州段,82.48,都市：住,1,1,全筆移轉,06780000
RPXNMLPLKHIFFGL76CA,新光段,97.06,都市：住,1,1,全筆移轉,08300000
RPXNMLPLKHIFFGL76CA,新光段,28.00,都市：住,1,1,全筆移轉,08310000
RPRNMLNJKHIFFHL48CA,興隆段,149.22,都市：農,3200,72,持分移轉,09930000
RPSQMLOJKHIFFHL98CA,信平段,574.00,都市：農,1,1,全筆移轉,00500004
RPTQMLOJKHIFFHL09CA,溪洲段,113.94,都市：住,1,1,全筆移轉,04590000
RPPRMLOJKHIFFHL78CA,頭汴坑段,4639.00,都市：其他:,1,1,全筆移轉,27560029
RPPRMLOJKHIFFHL78CA,頭汴坑段,5361.00,都市：其他:,1,1,全筆移轉,27560031
RPPRMLOJKHIFFHL78CA,頭汴坑段,23.12,都市：其他:,100000,2210,持分移轉,27560019
