編號,土地位置,土地移轉面積平方公尺,使用分區或編定,權利人持分分母,權利人持分分子,移轉情形,地號
RPPNMLSJNHKGFEB18DA,雁門段,123.00,都市：其他:住宅區,1,1,全筆移轉,09140003
RPQNMLPJNHKGFDB87DA,豐東段,20.92,都市：其他:第二種住宅區,10000,101,持分移轉,05740000
RPQOMLSKMHKGFDB28DA,豐圳段,22.94,都市：其他:第三種住宅區。,10000,86,持分移轉,04630000
RPWNMLMJMHKGFDB08DA,豐圳段,27.21,都市：其他:第三種住宅區。,10000,102,持分移轉,04630000
RPSTMLSKMHKGFFB56DA,東英段,106.53,都市：其他:第二種住宅區,1,1,全筆移轉,08710000
RPSOMLPJNHKGFFB38DA,六路段,22.42,都市：其他:第二種住宅區,22,1,持分移轉,12840000
RPSTMLSKMHKGFFB56DA,東英段,5.75,都市：其他:第二種住宅區,39,2,持分移轉,08860000
RPSTMLSKMHKGFFB56DA,東英段,1.84,都市：其他:第二種住宅區,39,2,持分移轉,08870000
RPSTMLSKMHKGFFB56DA,東英段,1.33,都市：其他:第二種住宅區,39,2,持分移轉,08880000
RPSOMLPJNHKGFFB38DA,六路段,52.91,都市：其他:第二種住宅區,1,1,全筆移轉,12910000
RPSTMLSKMHKGFFB56DA,東英段,1.37,都市：其他:第二種住宅區,39,2,持分移轉,08890000
RPQNMLQKLHKGFFB08DA,興安西段,28.34,都市：其他:第四種住宅區,10000,62,持分移轉,00880000
RPSTMLSKMHKGFFB56DA,東英段,1.41,都市：其他:第二種住宅區,39,2,持分移轉,08900000
RPSTMLSKMHKGFFB56DA,東英段,1.44,都市：其他:第二種住宅區,39,2,持分移轉,08910000
RPSTMLSKMHKGFFB56DA,東英段,2.65,都市：其他:第二種住宅區,39,2,持分移轉,08920000
RPQSMLLLMHKGFFB28DA,市鎮北段,10.75,都市：其他:第四種商業區,100000,101,持分移轉,02980000
RPQNMLRJNHKGFFB28DA,忠孝段,24.47,都市：其他:第四種住宅區,10000,332,持分移轉,05290000
RPVOMLSJMHKGFIB56DA,武德段,26.19,都市：其他:住宅區,10000,366,持分移轉,00350000
RPVNMLMLMHKGFIB68DA,新甲段,23.23,都市：其他:商業區,10000,107,持分移轉,00620000
RPROMLPKMHKGFJB68DA,新坪段,100.92,都市：其他:住宅區,1,1,全筆移轉,05510000
RPROMLPKMHKGFJB68DA,新坪段,22.70,都市：其他:住宅區,1,1,全筆移轉,05510001
RPSNMLPKMHKGFJB68DA,永成段,15.13,都市：其他:住宅區,10000,22,持分移轉,00590000
RPPOMLNLMHKGFJB38DA,新坪段,25.90,都市：其他:住宅區,10000,104,持分移轉,00020000
RPPNMLSJNHKGFJB68DA,東平段,189.68,都市：其他:第一種住宅區,1,1,全筆移轉,01590000
RPTOMLKMMHKGFJB58DA,育賢段,13.82,都市：其他:住宅區,10000,13,持分移轉,01810001
RPQPMLQLLHKGFAB87DA,麻園頭段,28.45,都市：其他:第二種住宅區,1000,35,持分移轉,07930000
RPPNMLSJNHKGFDB18EA,豐原段,68.00,都市：其他:第二種住宅區,1,1,全筆移轉,00030059
RPQOMLSLLHKGFAB97DA,下橋子頭段,14.25,都市：其他:第二種住宅區,10000,209,持分移轉,00080008
RPOPMLRLLHKGFAB77DA,樹子腳段,4.67,都市：其他:第二種住宅區,300000,1572,持分移轉,16490002
RPQOMLSLLHKGFAB97DA,下橋子頭段,2.93,都市：其他:第二種住宅區,10000,209,持分移轉,00120012
RPTNMLSLMHKGFAB28DA,半平厝段,15.80,都市：其他:第三種住宅區。,10000,52,持分移轉,19990000
RPRPMLQJLHKGFBB87DA,乾溝子段,24.53,都市：其他:第一種商業區,10000,177,持分移轉,00780005
RPRPMLQJLHKGFBB87DA,乾溝子段,.78,都市：其他:第一種商業區,10000,177,持分移轉,00780053
RPSOMLOLLHKGFIB58DA,立新段,24.46,非都市：鄉村區 ; 非都市編定：乙種建築用地,10000,26,持分移轉,05150000
RPWPMLRJNHKGFAB58DA,大公段,9.72,都市：其他:第一種商業區,10000,154,持分移轉,00610000
RPWPMLRJNHKGFAB58DA,大公段,.12,都市：其他:第一種商業區,10000,154,持分移轉,00620000
RPUNMLQKMHKGFAB08DA,後壠子段,2.03,都市：其他:第二種商業區,10000,12,持分移轉,01480003
RPUNMLQKMHKGFAB08DA,後壠子段,1.53,都市：其他:第二種商業區,10000,12,持分移轉,01480096
RPUNMLQKMHKGFAB08DA,後壠子段,.00,都市：其他:第二種商業區,10000,12,持分移轉,01490006
RPSNMLRKLHKGFBB97DA,太原段,19.41,都市：其他:第三種住宅區。,100000,98,持分移轉,01400001
RPRUMLNLLHKGFBB28DA,東峰段,18.65,都市：其他:第二種住宅區,20000,626,持分移轉,01440001
RPWRMLTJNHKGFBB09DA,邱厝子段,28.89,都市：其他:第二種住宅區,100,9,持分移轉,00160042
RPVOMLOLMHKGFCB38DA,大進段,27.05,都市：其他:第四種商業區,100000,954,持分移轉,08580000
RPQNMLMKNHKGFDB67DA,豐南段,12.91,都市：其他:第二種住宅區,3324,76,持分移轉,00470000
RPRPMLLJNHKGFBB57DA,水源段,4.76,都市：其他:第二種住宅區,100000,472,持分移轉,03320031
RPUOMLLLMHKGFCB97DA,田心段,19.60,都市：其他:第二種住宅區,7900,196,持分移轉,12000000
RPQNMLMKNHKGFDB67DA,豐南段,.72,都市：其他:第二種住宅區,3324,76,持分移轉,00470001
RPRPMLLJNHKGFBB57DA,水源段,6.60,都市：其他:第一種商業區,100000,472,持分移轉,03480000
RPPOMLMJNHKGFCB47DA,下石碑段,25.79,都市：其他:第三之二種住宅區,10000,106,持分移轉,09770000
RPTNMLKKMHKGFDB67DA,向陽段,13.41,都市：其他:第二種商業區,10000,113,持分移轉,00620000
RPSNMLOJNHKGFFB18DA,三田段,135.00,都市：其他:農業區,1,1,全筆移轉,02200000
RPSNMLOJNHKGFFB18DA,三田段,196.00,都市：其他:農業區,1,1,全筆移轉,02210001
RPPNMLTJNHKGFEB28DA,安地段,65.09,非都市：特定農業區 ; 非都市編定：農牧用地,10000,373,持分移轉,04000000
RPPNMLTJNHKGFEB28DA,安地段,58.00,非都市：特定農業區 ; 非都市編定：甲種建築用地,1,1,全筆移轉,10760009
RPSNMLSKMHKGFFB58DA,三鹿段,13.45,都市：其他:第二種商業區,100000,280,持分移轉,00350000
RPRNMLSJNHKGFFB48DA,興農段,23.43,都市：其他:第四種住宅區,100000,823,持分移轉,07840000
RPRNMLSJNHKGFFB48DA,興農段,.77,都市：其他:第四種住宅區,100000,416,持分移轉,07890000
RPPOMLLJNHKGFIB97DA,環河段,1535.23,都市：其他:產業專用區,1,1,全筆移轉,02080022
RPRNMLQKMHKGFHB48DA,嘉仁段,34.10,都市：其他:農業區,12,1,持分移轉,05870000
RPRNMLQKMHKGFHB48DA,嘉仁段,59.07,都市：其他:農業區,1,1,全筆移轉,05870014
RPRNMLNLMHKGFHB28DA,民生段,30.34,都市：其他:第二種住宅區,10000,193,持分移轉,11510000
RPTNMLSJMHKGFHB78DA,馬厝段,35.43,都市：其他:第二種住宅區,1000,82,持分移轉,03300000
RPTNMLSJNHKGFHB88DA,忠雅段,112.23,都市：其他:第二之一種住宅區,1,1,全筆移轉,07320000
RPSNMLOLLHKGFIB48DA,向學段,67.75,都市：其他:住宅區,1,1,全筆移轉,12850003
RPTNMLSJNHKGFHB88DA,忠雅段,23.69,都市：其他:第二之一種住宅區,82,1,持分移轉,07440000
RPVNMLRJNHKGFIB09DA,東城段,139.35,都市：其他:住宅區,1,1,全筆移轉,12710000
RPRNMLSJNHKGFIB78DA,山頂段,36.90,都市：其他:第一種住宅區,2,1,持分移轉,01290001
RPRNMLSJNHKGFIB78DA,山頂段,7.23,都市：其他:第一種住宅區,432,3,持分移轉,01390000
RPRNMLSJNHKGFIB78DA,山頂段,1.33,都市：其他:第二種住宅區,432,3,持分移轉,01390001
RPPOMLRJNHKGFIB58DA,金城段,18.30,,1,1,全筆移轉,06820000
RPPOMLRJNHKGFIB58DA,金城段,68.48,都市：其他:商業區,1,1,全筆移轉,06830000
RPPOMLOLLHKGFJB38DA,新德隆段,296.18,非都市：一般農業區 ; 非都市編定：丁種建築用地,1,1,全筆移轉,14140000
RPPNMLQJNHKGFJB48DA,長安段,46.65,非都市：鄉村區 ; 非都市編定：乙種建築用地,930,46,持分移轉,00850000
RPWNMLPKMHKGFKB56DA,自強段,28.68,非都市：鄉村區 ; 非都市編定：乙種建築用地,10000,147,持分移轉,15710000
RPQNMLSJNHKGFJB78DA,溪洲段,23.70,都市：其他:住宅區,10000,73,持分移轉,05130000
RPVNMLRJNHKGFJB56DA,育賢段,13.82,都市：其他:住宅區,10000,13,持分移轉,01810001
RPUNMLSJNHKGFJB56DA,育賢段,24.53,都市：其他:住宅區,10000,33,持分移轉,01880000
RPVQMLMJNHKGFJB98DA,新光段,15.56,都市：其他:河道用地,1,1,全筆移轉,11110001
RPVQMLMJNHKGFJB98DA,新光段,25.76,都市：其他:住宅區,3,1,持分移轉,11120006
RPVQMLMJNHKGFJB98DA,新光段,3.74,都市：其他:住宅區,10,1,持分移轉,11120007
RPVQMLMJNHKGFJB98DA,新光段,60.30,都市：其他:住宅區,1,1,全筆移轉,11120011
RPVQMLMJNHKGFJB98DA,新光段,.19,都市：其他:住宅區,10,1,持分移轉,11120012
RPPNMLTJNHKGFDB28EA,神林段,1.03,都市：其他:第一之二種住宅區,10000,667,持分移轉,04340000
RPPNMLTJNHKGFDB28EA,神林段,9.25,都市：其他:第一之二種住宅區,10000,667,持分移轉,04340001
RPPNMLSJNHKGFKB88EA,中山段,2400.00,都市：其他:農業區,1,1,全筆移轉,08870000
RPPNMLTJNHKGFDB28EA,神林段,55.36,都市：其他:第一之二種住宅區,1,1,全筆移轉,04340013
RPPNMLTJNHKGFDB28EA,神林段,3.07,都市：其他:第一之二種住宅區,10000,667,持分移轉,05000000
RPQNMLSJNHKGFHB68EA,家興段,7.39,都市：其他:第一之一種住宅區,1000000,2142,持分移轉,05610000
RPPPMLLKMHKGFAB27DA,萬安段九小段,2.62,都市：其他:第二種住宅區,100000,36,持分移轉,00010000
RPPPMLLKMHKGFAB27DA,正義段九小段,.97,都市：其他:第二種住宅區,100000,36,持分移轉,00060000
RPPPMLLKMHKGFAB27DA,正義段九小段,.29,都市：其他:第一種商業區,100000,36,持分移轉,00070000
RPSOMLTJNHKGFAB28DA,五權段,103.67,都市：其他:第一種商業區,1,1,全筆移轉,00960000
RPUNMLPJNHKGFAB97DA,土庫段,7.64,都市：其他:第二種住宅區,1000000,10301,持分移轉,00010001
RPWOMLKMMHKGFAB97DA,平等段六小段,6.00,都市：其他:第一種商業區,6,1,持分移轉,00020026
RPRSOLLKLHKGFBB97DA,太和段,19.42,都市：其他:第三種住宅區。,10000,94,持分移轉,00860000
RPWOMLKMMHKGFAB97DA,平等段六小段,6.83,都市：其他:第一種商業區,6,1,持分移轉,00020027
RPWOMLKMMHKGFAB97DA,平等段六小段,6.67,都市：其他:第一種商業區,72,4,持分移轉,00020035
RPUNMLPJNHKGFAB97DA,土庫段,15.54,都市：其他:第一種商業區,1000000,10301,持分移轉,02890000
RPUQMLNLMHKGFBB28DA,錦村段,4.58,都市：其他:第三種住宅區。,10000,17,持分移轉,02130085
RPPOMLSJNHKGFBB97DA,大湖段,51.51,都市：其他:特一種住宅區,1,1,全筆移轉,06740000
RPVOMLTJMHKGFBB58DA,長安段,8.76,都市：其他:第三種住宅區。,10000,38,持分移轉,00490000
RPOOMLSKLHKGFBB77DA,錦村段,17.69,都市：其他:第二種住宅區,10000,50,持分移轉,01200030
RPXPMLSJMHKGFBB78DA,錦村段,9.87,都市：其他:第二之一種商業區,100000,114,持分移轉,01850000
RPTOMLLKLHKGFCB67DA,國安段,13.71,都市：其他:第六種住宅區,10000,59,持分移轉,05910001
RPRNNLTJNHKGFBB28DA,賴厝廍段,23.08,都市：其他:第二種住宅區,10000,141,持分移轉,01460009
RPSTOLKKLHKGFCB18DA,上石碑段,5.36,都市：其他:第三種商業區,100000,401,持分移轉,17900000
RPVOMLLJMHKGFCB87DA,西屯段,32.52,都市：其他:第三種商業區,10000,96,持分移轉,24190000
RPSTOLKKLHKGFCB18DA,上石碑段,4.79,都市：其他:第三種商業區,100000,401,持分移轉,18000007
RPWNMLOLMHKGFCB38DA,大進段,16.24,都市：其他:第二種住宅區,100000,1366,持分移轉,00700000
RPQNMLQJNHKGFCB87DA,上石碑段,19.52,都市：其他:第三種商業區,1000000,1689,持分移轉,26710000
RPSPMLSJNHKGFCB48DA,惠泰段,33.83,都市：其他:第二種住宅區,10000,140,持分移轉,00230000
RPRPMLLLMHKGFCB77DA,國安段,31.37,都市：其他:第六種住宅區,10000000000,10210506,持分移轉,06010000
RPSNMLMJNHKGFCB67DA,建功段,13.91,都市：其他:第五種住宅區,100000,163,持分移轉,00260000
RPVNMLQJNHKGFDB48DA,里城段,2412.00,非都市：特定農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,03220000
RPVNMLQJNHKGFDB48DA,里城段,2245.00,非都市：特定農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,03230000
RPVNMLQJNHKGFDB48DA,里城段,925.00,非都市：特定農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,03240000
RPPNMLOJMHKGFEB67DA,平安段,62.00,都市：其他:住宅區,1,1,全筆移轉,10550000
RPPNMLQKLHKGFCB67DA,惠順段,35.66,都市：其他:第二種住宅區,100000,2301,持分移轉,01630000
RPRNMLRJNHKGFFB38DA,梧棲段,15.54,都市：其他:第三種商業區,10000,48,持分移轉,28400000
RPRNMLRKMHKGFFB38DA,沙工北段,67.76,都市：其他:第四種住宅區,1,1,全筆移轉,13300005
RPSNMLQKMHKGFGB48DA,新盛段,72.32,都市：其他:住宅區,1,1,全筆移轉,10400004
RPPNMLSJNHKGFGB38DA,六合段,5.25,都市：其他:住宅區,1,1,全筆移轉,04590000
RPPNMLSJNHKGFGB38DA,六合段,37.59,都市：其他:住宅區,1,1,全筆移轉,04830000
RPWNMLTJNHKGFFB09DA,市鎮北段,13.47,都市：其他:第四種商業區,100000,241,持分移轉,00580001
RPUOMLLJMHKGFHB28DA,僑興段,25.11,都市：其他:住宅區,100000,325,持分移轉,00140000
RPUNMLTKLHKGFHB98DA,潭興段,117.60,都市：其他:第一之二種住宅區,1,1,全筆移轉,08480000
RPUNMLTKLHKGFHB98DA,潭興段,20.95,都市：其他:第一之二種住宅區,362,72,持分移轉,08520000
RPPNMLRJNHKGFHB38DA,東寶七段,159.58,都市：其他:第一之一種住宅區,10000,637,持分移轉,00300000
RPRNMLTJNHKGFIB88DA,長春段,2418.09,非都市：一般農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,09970000
RPQNMLLJMHKGFIB87DA,成功段,8.33,都市：其他:住宅區,27,1,持分移轉,09120000
RPTNMLRLLHKGFIB88DA,新高鐵段,12.40,都市：其他:商業區,100000,49,持分移轉,00890000
RPQNMLLJMHKGFIB87DA,成功段,51.72,都市：其他:住宅區,1,1,全筆移轉,09120045
RPQNMLLJMHKGFIB87DA,成功段,3.77,都市：其他:住宅區,27,1,持分移轉,09120049
RPRNMLLKMHKGFJB18DA,平欣段,23.22,都市：其他:住宅區,10000,798,持分移轉,01070001
RPSOMLSJNHKGFIB98DA,新義段,7.17,都市：其他:商業區,10000,64,持分移轉,00420000
RPRNMLLKMHKGFJB18DA,平欣段,46.00,都市：其他:住宅區,1,1,全筆移轉,01070042
RPPNMLSLMHKGFJB78DA,永成段,15.13,都市：其他:住宅區,10000,22,持分移轉,00590000
RPPPMLSJNHKGFJB88DA,瑞欣段,21.37,都市：其他:住宅區,10000,179,持分移轉,03480000
RPOOMLLLMHKGFJB08DA,育賢段,17.01,都市：其他:住宅區,100000,198,持分移轉,02010007
RPPNMLTJNHKGFBB08EA,平田段,25.00,都市：其他:第二種住宅區,1,1,全筆移轉,02220000
RPPNMLTJNHKGFBB08EA,平田段,9.00,都市：其他:第二種住宅區,1,1,全筆移轉,02220002
RPOOMLRKMHKGFAB67DA,樹子腳段,78.00,都市：其他:第三種商業區,1,1,全筆移轉,07980003
RPRNMLRLMHKGFAB97DA,藍興段,3.33,都市：其他:第一種商業區,10000,85,持分移轉,06380000
RPTNMLTJNHKGFJB56DA,欣欣段,498.00,都市：其他:乙種工業區,1,1,全筆移轉,04370006
RPTNMLTJNHKGFJB56DA,欣欣段,400.00,都市：其他:乙種工業區,1,1,全筆移轉,04370009
RPRNMLQKMHKGFKB78DA,木本段,7.81,都市：其他:第四種住宅區,20000,250,持分移轉,07950000
RPRNMLQKMHKGFKB78DA,木本段,15.33,都市：其他:第四種住宅區,20000,250,持分移轉,08210000
RPQNMLRLMHKGFAB87DA,藍興段,10.34,都市：其他:第一種商業區,10000,264,持分移轉,06380000
RPQQMLMKNHKGFAB67DA,科博段,225.65,都市：其他:第三種商業區,1,1,全筆移轉,05380000
RPQQMLMKNHKGFAB67DA,科博段,79.82,都市：其他:第三種商業區,1,1,全筆移轉,05390000
RPQQMLMKNHKGFAB67DA,科博段,273.01,都市：其他:第三種商業區,1,1,全筆移轉,05700000
RPPNMLMLLHKGFAB17DA,信義段八小段,3.20,都市：其他:第二種住宅區,10000,67,持分移轉,00050000
RPVONLTKLHKGFBB68DA,北屯段,17.60,都市：其他:第二種住宅區,10700,176,持分移轉,05450000
RPPNMLPKLHKGFBB47DA,中興段,20.09,都市：其他:第二種住宅區,10000,558,持分移轉,04690000
RPQPMLLKMHKGFBB47DA,太順段,14.09,都市：其他:第三種住宅區。,100000,201,持分移轉,00570019
RPPPMLMLMHKGFBB57DA,仁德段,20.83,都市：其他:第二種住宅區,10000,752,持分移轉,01880001
RPQOMLRKMHKGFBB97DA,北屯段,104.00,都市：其他:第二種住宅區,1,1,全筆移轉,05600011
RPQOMLRKMHKGFBB97DA,北屯段,7.56,都市：其他:第三種住宅區。,36,1,持分移轉,05600060
RPSNMLMLMHKGFBB67DA,仁德段,.07,都市：其他:第二種住宅區,10000,61,持分移轉,10380003
RPSNMLMLMHKGFBB67DA,仁德段,.27,都市：其他:第二種住宅區,10000,61,持分移轉,10380007
RPSQMLRJMHKGFBB28DA,仁和段,5.28,都市：其他:第一種商業區,10000,39,持分移轉,05130000
RPSNMLMLMHKGFBB67DA,陳平段,18.66,都市：其他:第二種住宅區,10000,61,持分移轉,19350000
RPQOMLSLMHKGFBB18DA,景東段,10.70,都市：其他:第三之一種商業區,100000,284,持分移轉,04240000
RPSQMLRJMHKGFBB28DA,仁和段,8.53,都市：其他:第一種商業區,10000,39,持分移轉,05240000
RPSQMLRJMHKGFBB28DA,仁和段,3.54,都市：其他:第一種商業區,10000,39,持分移轉,05260000
RPSQMLRJMHKGFBB28DA,仁和段,5.12,都市：其他:第一種商業區,10000,39,持分移轉,05280000
RPWOMLSLMHKGFBB78DA,松觀段,20.71,都市：其他:第二種住宅區,10000,77,持分移轉,03060000
RPVOMLPJNHKGFBB28DA,文正段,60.00,都市：其他:第二種商業區,1,1,全筆移轉,00620052
RPOQMLMKNHKGFBB57DA,北屯段,16.07,都市：其他:第三種住宅區。,1000,94,持分移轉,05060010
RPPNMLMKNHKGFBB37DA,太祥段,266.55,都市：其他:第二種住宅區,1,1,全筆移轉,00190000
RPXOMLSJMHKGFCB78DA,大進段,5.49,都市：其他:第二種住宅區,498400,549,持分移轉,10100000
RPVOMLSJNHKGFCB68DA,民安段,16.48,都市：其他:第一種住宅區,10000,108,持分移轉,03880000
RPTPMLSJNHKGFCB58DA,寶山段,17.17,都市：其他:第二種住宅區,100000,1067,持分移轉,12340000
RPTOMLSLLHKGFCB48DA,惠泰段,44.40,都市：其他:第二種住宅區,10000,258,持分移轉,01490000
RPPNMLOKMHKGFCB57DA,春安段,21.23,都市：其他:第二種住宅區,1145,103,持分移轉,02460000
RPRNMLTKLHKGFCB18DA,大新段,22.60,都市：其他:第二之一種商業區,100000,3543,持分移轉,03830000
RPTOMLMKNHKGFCB97DA,永益段,1860.50,都市：其他:第一之一種住宅區,1,1,全筆移轉,01170000
RPQNMLMKNHKGFCB57DA,豐樂段,67.00,都市：其他:第二種住宅區,1,1,全筆移轉,02380000
RPSOMLPKNHKGFCB18DA,大新段,22.60,都市：其他:第二之一種商業區,100000,3543,持分移轉,03830000
RPRNMLOLLHKGFDB87DA,建成段,10.11,都市：其他:第二種住宅區,10000,48,持分移轉,03590000
RPRNMLRKMHKGFDB18DA,圳寮段,374.00,非都市：山坡地保育區 ; 非都市編定：特定目的事業用地,1,1,全筆移轉,03230001
RPPNMLLJMHKGFDB27DA,圳前段,30.84,都市：其他:第一之一種住宅區,100000,1028,持分移轉,08350000
RPPNMLQLLHKGFDB87DA,大順段,23.22,都市：其他:第三種住宅區。,10000,59,持分移轉,01950000
RPSNMLPKMHKGFEB18DA,頂庄段,81.26,都市：其他:住宅區,1,1,全筆移轉,01780000
RPSNMLPKMHKGFEB18DA,頂庄段,48.89,都市：其他:住宅區,1,1,全筆移轉,01790000
RPPNMLLLMHKGFEB57DA,安地段,2000.00,非都市：特定農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,08070000
RPSOMLQKMHKGFDB28DA,新綠山段,117.87,都市：其他:第一之二種住宅區,1,1,全筆移轉,04610000
RPSOMLQKMHKGFDB28DA,新綠山段,23.13,都市：其他:斷層帶住宅限建區,1,1,全筆移轉,04610001
RPPOMLMKNHKGFFB87DA,護安段,.29,都市：其他:第四種住宅區,300000,597,持分移轉,12310000
RPPOMLMKNHKGFFB87DA,護安段,5.65,都市：其他:第四種住宅區,100000,1492,持分移轉,12430000
RPPOMLMKNHKGFFB87DA,護安段,2.09,都市：其他:第四種住宅區,610000,1044,持分移轉,12780000
RPPNMLPLMHKGFFB08DA,菁埔南段,56.22,都市：其他:農業區,1,1,全筆移轉,01730002
RPPNMLPLMHKGFFB08DA,菁埔南段,15.38,都市：其他:農業區,23,1,持分移轉,01730015
RPPNMLPLMHKGFFB08DA,菁埔南段,.59,都市：其他:農業區,29,1,持分移轉,01730017
RPSOMLPLMHKGFDB28DA,議前段,87.99,都市：其他:第二種住宅區,1,1,全筆移轉,09450000
RPWOMLMKNHKGFFB58DA,高西段,15.41,都市：其他:農業區,96,2,持分移轉,12350000
RPVOMLMKNHKGFFB48DA,高西段,61.63,都市：其他:農業區,96,8,持分移轉,12350000
RPPNMLSKLHKGFIB48DA,新三和段,40.33,都市：其他:第二種住宅區,100000,462,持分移轉,00720000
RPRNMLLMLHKGFIB18DA,大仁段,9.22,都市：其他:商業區,10000,96,持分移轉,00190000
RPSNMLSLLHKGFIB88DA,新三和段,38.32,都市：其他:第二種住宅區,100000,439,持分移轉,00720000
RPQOMLRJMHKGFIB58DA,大忠段,31.77,都市：其他:住宅區,1000000,10514,持分移轉,01980000
RPXNMLNLMHKGFIB98DA,新仁段,15.10,都市：其他:住宅區,10000,751,持分移轉,11160000
RPROMLPKMHKGFIB58DA,新高鐵段,17.25,都市：其他:商業區,100000,570,持分移轉,00530000
RPXNMLKMMHKGFIB78DA,新榮和段,33.73,都市：其他:第二種住宅區,100000,779,持分移轉,01490000
RPPOMLQJNHKGFIB48DA,新三和段,80.78,都市：其他:第二種住宅區,1,1,全筆移轉,00670005
RPUNMLMKNHKGFIB58DA,東湖段,159.95,都市：其他:住宅區,1,1,全筆移轉,07280000
RPUQMLQLLHKGFJB66DA,和平段,1.56,都市：其他:住宅區,572066,16490,持分移轉,03890025
RPUQMLQLLHKGFJB66DA,和平段,84.00,都市：其他:住宅區,1,1,全筆移轉,03890041
RPPOMLKMMHKGFJB18DA,溪洲段,93.80,,1,1,全筆移轉,17740003
RPUNMLPKMHKGFJB88DA,大源段,73.09,非都市：鄉村區 ; 非都市編定：乙種建築用地,1,1,全筆移轉,00420000
RPQNMLKMMHKGFJB18DA,吉祥段,6.89,非都市：鄉村區 ; 非都市編定：乙種建築用地,130,1,持分移轉,04200000
RPQNMLKMMHKGFJB18DA,吉祥段,6.64,非都市：鄉村區 ; 非都市編定：乙種建築用地,25,1,持分移轉,04230000
RPQNMLKMMHKGFJB18DA,吉祥段,25.38,非都市：鄉村區 ; 非都市編定：乙種建築用地,25,1,持分移轉,04240000
RPQNMLKMMHKGFJB18DA,吉祥段,2.67,非都市：鄉村區 ; 非都市編定：乙種建築用地,130,1,持分移轉,04250000
RPQNMLKMMHKGFJB18DA,吉祥段,4.19,非都市：鄉村區 ; 非都市編定：乙種建築用地,130,1,持分移轉,04370000
RPQNMLKMMHKGFJB18DA,吉祥段,.33,非都市：鄉村區 ; 非都市編定：乙種建築用地,130,1,持分移轉,04380000
RPQNMLKMMHKGFJB18DA,吉祥段,5.28,非都市：鄉村區 ; 非都市編定：乙種建築用地,130,1,持分移轉,04390000
RPTNMLRLLHKGFKB09DA,東海段,27.10,都市：其他:第三種住宅區。,10000,954,持分移轉,00980016
RPSNMLPJNHKGFKB78DA,藝術段,41.12,都市：其他:第二種住宅區,441,41,持分移轉,06650000
RPPNMLMKNHKGFKB28DA,三德段,3000.00,都市：其他:農業區,1,1,全筆移轉,11500000
RPRNMLNKNHKGFAB57DA,大益段,35.28,都市：其他:第二種住宅區,10000,651,持分移轉,03300000
RPXNMLSJNHKGFAB58DA,福壽段二小段,20.12,都市：其他:第二種住宅區,112,1,持分移轉,00010007
RPXNMLSJNHKGFAB58DA,民生段二小段,.80,都市：其他:第二種住宅區,112,1,持分移轉,00020007
RPQNMLOKNHKGFAB57DA,中墩段六小段,9.00,都市：其他:第二種商業區,1,1,全筆移轉,00090003
RPQNMLOKNHKGFAB57DA,中墩段六小段,20.00,都市：其他:第二種商業區,1,1,全筆移轉,00090005
RPQNMLOKNHKGFAB57DA,中墩段六小段,12.00,都市：其他:第二種商業區,1,1,全筆移轉,00090006
RPQNMLOKNHKGFAB57DA,中墩段六小段,3.00,都市：其他:第二種商業區,1,1,全筆移轉,00090008
RPQNMLOKNHKGFAB57DA,中墩段六小段,7.00,都市：其他:第二種商業區,1,1,全筆移轉,00090009
RPQNMLOKNHKGFAB57DA,中墩段六小段,3.00,都市：其他:第二種商業區,1,1,全筆移轉,00090010
RPPNMLMLMHKGFKB28DA,藝術段,74.35,都市：其他:第二種住宅區,274,74,持分移轉,00540000
RPPNMLMLMHKGFKB28DA,藝術段,.20,都市：其他:第二種住宅區,31609,14,持分移轉,00630000
RPPNMLMLMHKGFKB28DA,藝術段,11.32,都市：其他:第二種住宅區,540,11,持分移轉,00640000
RPOPMLKLLHKGFCB27DA,國安段,7.65,都市：其他:第六種住宅區,10000,14,持分移轉,05930491
RPPNMLMLMHKGFKB28DA,藝術段,20.04,都市：其他:第二種住宅區,948,19,持分移轉,00650000
RPPNMLMLMHKGFKB28DA,藝術段,.85,都市：其他:第二種住宅區,151621,60,持分移轉,00720000
RPTNMLLLLHKGFBB57DA,平田段,8.21,都市：其他:第二種住宅區,100000,97,持分移轉,01000000
RPTNMLLLLHKGFBB57DA,平田段,1.52,都市：其他:第三種住宅區。,100000,97,持分移轉,01000001
RPTRMLMJNHKGFBB08DA,錦村段,3.68,都市：其他:第二種住宅區,300000,153,持分移轉,00610000
RPVNMLSKMHKGFCB58DA,南屯段,27.19,都市：其他:第二種住宅區,10000,187,持分移轉,15520000
RPSOMLMLMHKGFCB87DA,田心段,16.00,都市：其他:第二種住宅區,1,1,全筆移轉,08250013
RPSOMLMLMHKGFCB87DA,田心段,156.00,都市：其他:第二種住宅區,1,1,全筆移轉,08260030
RPOOMLTJMHKGFCB97DA,上石碑段,4.03,都市：其他:第三之二種住宅區,100000,156,持分移轉,21060000
RPXOMLOLMHKGFCB58DA,中正段,14.84,都市：其他:第三種住宅區。,10000,106,持分移轉,01600000
RPPOMLPLMHKGFCB87DA,福星段,304.99,都市：其他:第一種住宅區,1,1,全筆移轉,01920000
