編號,土地位置,土地移轉面積(平方公尺),使用分區或編定,權利人持分分母,權利人持分分子,移轉情形,地號
RPPOMLRKOHIFFHL66CA,宜欣段,44.20,都市：其他:,4000000,3928968,持分移轉,03190000
RPSNMLKMNHIFFHL88CA,愛平段,5.60,都市：住,100000,530,持分移轉,04820000
RPPNMLNJOHIFFHL68CA,宜欣段,13.32,都市：住,10000,84,持分移轉,11920000
RPSNMLLLOHIFFCL48CA,三民段,75.00,都市：住,1,1,全筆移轉,07780005
RPUOMLRJOHIFFHL07CA,信平段,119.00,都市：住,1,1,全筆移轉,07000000
RPOPMLRJOHIFFHL56CA,東興段,85.14,都市：住,1,1,全筆移轉,00390000
RPROMLRJOHIFFHL76CA,宜欣段,21.42,都市：住,100000,1415,持分移轉,21690000
RPVNMLSLNHIFFGL27DA,五張犁段,.48,都市：其他:鄉村區乙種建築用地,84,5,持分移轉,01840001
RPVNMLSLNHIFFGL27DA,五張犁段,2.38,都市：其他:鄉村區乙種建築用地,84,5,持分移轉,01840004
RPVNMLSLNHIFFGL27DA,五張犁段,14.11,都市：其他:鄉村區乙種建築用地,84,5,持分移轉,01840017
RPVOMLSLNHIFFGL37DA,吉峰段,89.27,非都市：鄉村區 ; 非都市編定：乙種建築用地,1,1,全筆移轉,09660000
RPVOMLSLNHIFFGL37DA,吉峰段,9.18,非都市：鄉村區 ; 非都市編定：交通用地,1,1,全筆移轉,09930000
RPOOMLSLNHIFFGL66DA,五張犁段,126.00,都市：其他:鄉村區乙種建築用地,1,1,全筆移轉,01840010
RPXQMLNKOHIFFBB38DA,邱厝子段,4.34,都市：住,10000,80,持分移轉,00210090
RPWOMLSLNHIFFBB58DA,東光段,150.00,都市：住,1,1,全筆移轉,00530000
RPQNMLTLNHIFFAB87DA,土庫段,7.12,都市：其他:道路用地,8,1,持分移轉,00330451
RPQNMLRJOHIFFAL58DA,新庄子段,4.23,非都市：鄉村區 ; 非都市編定：交通用地,240,4,持分移轉,03970001
RPQNMLRJOHIFFAL58DA,新庄子段,45.73,非都市：鄉村區 ; 非都市編定：乙種建築用地,30,4,持分移轉,03970007
RPQNMLRJOHIFFAL58DA,新庄子段,6.67,非都市：鄉村區 ; 非都市編定：乙種建築用地,30,4,持分移轉,03970008
RPSPMLSKOHIFFAB08CA,麻園頭段,.81,都市：住,1000000,4353,持分移轉,00020169
RPSPMLSKOHIFFAB08CA,麻園頭段,10.62,都市：住,1000000,4345,持分移轉,00020011
RPTNMLRKOHIFFGL86CA,大忠段,18.95,都市：商,1000000,4216,持分移轉,00620000
RPOPMLLLOHIFFGL68CA,山頂段,84.02,都市：住,1,1,全筆移轉,01690000
RPQNMLSLNHIFFCL98DA,沙鹿段沙鹿小段,64.00,都市：住,1,1,全筆移轉,00220025
RPXNMLSLNHIFFCL07DA,北勢坑段北勢坑小段,4.00,都市：住,1,1,全筆移轉,05890005
RPOOMLNJOHIFFCB27DA,大明段,37.38,都市：住,16,1,持分移轉,02550000
RPQQMLTKOHIFFCB38DA,惠順段,35.66,都市：住,100000,2301,持分移轉,01630000
RPWOMLKKOHIFFAB57CA,樹子腳段,17.62,都市：住,1000000,2658,持分移轉,04410000
RPPOMLNJOHIFFCB37DA,大明段,37.38,都市：住,16,1,持分移轉,02550000
RPPPMLSLNHIFFCB08DA,民安段,18.28,都市：其他:排水道用地,1440,137,持分移轉,14790000
RPPPMLSLNHIFFCB08DA,民安段,4.15,都市：其他:排水道用地,480,49,持分移轉,14800000
RPPPMLSLNHIFFCB08DA,民安段,58.53,都市：其他:排水道用地,4320,661,持分移轉,14820000
RPSQMLPJOHIFFAB77CA,公館段,8.19,都市：住,10000,77,持分移轉,00820005
RPSQMLPJOHIFFAB77CA,公館段,5.03,都市：住,10000,77,持分移轉,00850000
RPVQMLNKOHIFFCL56CA,北勢坑段六路厝小段,8.69,都市：住,39,1,持分移轉,10070037
RPVQMLNKOHIFFCL56CA,北勢坑段六路厝小段,65.00,都市：住,1,1,全筆移轉,10070054
RPVQMLNKOHIFFCL56CA,北勢坑段六路厝小段,11.72,都市：住,39,1,持分移轉,10070059
RPTOMLQJOHIFFAB77CA,麻園頭段,10.53,都市：住,1000000,2000,持分移轉,01320000
RPPOMLSJOHIFFAB57CA,正義段八小段,24.64,都市：住,100000,5440,持分移轉,00370005
RPPOMLSJOHIFFAB57CA,萬安段八小段,13.87,都市：住,100000,5440,持分移轉,00040009
RPUNMLPJOHIFFAB67CA,麻園頭段,14.66,都市：商,10000,45,持分移轉,00290000
RPTRMLPLOHIFFBB38DA,賴厝?段,67.00,都市：住,1,1,全筆移轉,03140016
RPTOMLQJOHIFFCL09DA,中清段,531.29,都市：農,14,1,持分移轉,06650000
RPOOMLQJOHIFFCL58DA,南勢坑段埔子小段,2363.00,都市：住,1,1,全筆移轉,09220000
RPOOMLQJOHIFFCL58DA,南勢坑段埔子小段,470.00,都市：住,1,1,全筆移轉,09220002
RPOOMLQJOHIFFCL58DA,南勢坑段埔子小段,350.00,都市：住,1,1,全筆移轉,09220004
RPOOMLQJOHIFFCL58DA,南勢坑段埔子小段,1807.00,都市：住,1,1,全筆移轉,09220007
RPOOMLQJOHIFFCL58DA,南勢坑段埔子小段,1804.00,都市：住,1,1,全筆移轉,09230000
RPOOMLQJOHIFFCL58DA,南勢坑段埔子小段,34.00,都市：住,1,1,全筆移轉,09230003
RPOOMLQJOHIFFCL58DA,南勢坑段埔子小段,1090.00,都市：住,1,1,全筆移轉,09230010
RPOOMLQJOHIFFCL58DA,南勢坑段埔子小段,119.00,都市：住,1,1,全筆移轉,09230012
RPOOMLQJOHIFFCL58DA,南勢坑段埔子小段,196.00,都市：住,1,1,全筆移轉,09310002
RPOOMLQJOHIFFCL58DA,南勢坑段埔子小段,1877.00,都市：其他:綠地,1,1,全筆移轉,09360010
RPOOMLQJOHIFFCL58DA,南勢坑段埔子小段,814.00,都市：其他:綠地,1,1,全筆移轉,09370000
RPQNMLPKOHIFFAB37CA,頂橋子頭段,19.08,都市：住,100000,2657,持分移轉,01200021
RPQNMLPKOHIFFAB37CA,頂橋子頭段,.03,都市：其他:道路用地,100000,2657,持分移轉,01200068
RPOSMLNKOHIFFAB47CA,麻園頭段,19.74,都市：住,1000000,4320,持分移轉,01810000
RPQNMLLKOHIFFAB96CA,旱溪段,24.56,都市：住,10000,605,持分移轉,01790015
RPWPMLOKOHIFFAB08CA,下橋子頭段,10.61,都市：住,10000,23,持分移轉,01770000
RPQNMLKMNHIFFAB96CA,樹子腳段,19.18,都市：住,1000000,2893,持分移轉,04410000
RPTOMLSLNHIFFAB08CA,土庫段,5.61,都市：住,1000000,7566,持分移轉,00010001
RPTOMLSLNHIFFAB08CA,土庫段,11.42,都市：住,1000000,7566,持分移轉,02890000
RPWNMLKKOHIFFAB47CA,仁愛段二小段,14.87,都市：住,1000000,24258,持分移轉,00030024
RPTNMLLMNHIFFAB37CA,麻園頭段,17.92,都市：住,100000,1144,持分移轉,02650000
RPPNMLQLOHIFFGL09CA,霧峰段北溝小段,4844.00,非都市：山坡地保育區 ; 非都市編定：農牧用地,1,1,全筆移轉,00010019
RPWWMLNJOHIFFAB58CA,麻園頭段,23.00,都市：其他:道路用地,1,1,全筆移轉,01520238
RPWWMLNJOHIFFAB58CA,麻園頭段,12.00,都市：其他:道路用地,1,1,全筆移轉,01590160
RPOWMLNJOHIFFAB77CA,下橋子頭段,150.00,都市：住,1,1,全筆移轉,02420042
RPOWMLNJOHIFFAB77CA,下橋子頭段,133.00,都市：住,1,1,全筆移轉,02420043
RPOWMLNJOHIFFAB77CA,下橋子頭段,133.00,都市：住,1,1,全筆移轉,02420063
RPVUMLNJOHIFFAB28CA,麻園頭段,2.16,都市：商,100000,31,持分移轉,00090001
RPRSMLNJOHIFFAB67CA,公館段,21.75,都市：住,8,1,持分移轉,01510478
RPSPMLLMNHIFFAB47CA,半平厝段,.20,都市：住,5,1,持分移轉,05500007
RPSPMLLMNHIFFAB47CA,半平厝段,13.80,都市：住,5,1,持分移轉,06540000
RPSPMLLMNHIFFAB47CA,半平厝段,14.60,都市：住,5,1,持分移轉,06550000
RPSPMLLMNHIFFAB47CA,半平厝段,1.00,都市：其他:道路用地,1,1,全筆移轉,06550001
RPWOMLTKOHIFFBB58CA,建功段,411.00,都市：農,1,1,全筆移轉,01910000
RPRNMLPKOHIFFAB47CA,萬安段九小段,6.37,都市：住,10000,26,持分移轉,00050000
RPOOMLOLOHIFFHL98CA,福平段,68.00,都市：住,1,1,全筆移轉,03190000
RPXRMLKKOHIFFBB08CA,平田段,3.35,都市：住,20,1,持分移轉,09690016
RPXRMLKKOHIFFBB08CA,平田段,2.70,都市：住,20,1,持分移轉,09690017
RPXRMLKKOHIFFBB08CA,平田段,1.85,都市：住,20,1,持分移轉,09710015
RPXRMLKKOHIFFBB08CA,平田段,3.55,都市：住,20,1,持分移轉,09710016
RPXRMLKKOHIFFBB08CA,水湳段,5.60,都市：住,20,1,持分移轉,00040020
RPXRMLKKOHIFFBB08CA,水湳段,4.55,都市：住,20,1,持分移轉,00040021
RPSOMLLKOHIFFAB27CA,半平厝段,12.50,都市：,2,1,持分移轉,10890001
RPSOMLLKOHIFFAB27CA,半平厝段,21.00,都市：,2,1,持分移轉,10880001
RPWNMLOLOHIFFAB97CA,大益段,14.86,都市：住,1000,24,持分移轉,02550000
RPQTMLRKOHIFFBB28CA,乾溝子段,32.00,都市：住,10,1,持分移轉,01480092
RPTNMLTJOHIFFBB08CA,邱厝子段,2.94,都市：住,10000,62,持分移轉,00340251
RPTNMLTJOHIFFBB08CA,邱厝子段,.74,都市：住,10000,62,持分移轉,00340314
RPUNMLTJOHIFFBB18CA,賴厝?段,22.58,都市：住,120,10,持分移轉,01060017
RPRQMLOKOHIFFAB67CA,公館段,13.34,都市：住,10000,137,持分移轉,01580126
RPOOMLPKOHIFFBB37CA,文正段,23.71,都市：住,10000,262,持分移轉,01060043
RPOOMLPKOHIFFBB37CA,文正段,5.37,都市：住,10000,262,持分移轉,01060049
RPOSMLRKOHIFFBB97CA,同榮段,18.74,都市：住,1000,45,持分移轉,31450000
RPOQMLOJOHIFFBB37CA,賴厝?段,4.32,都市：住,10000,12,持分移轉,00710000
RPOTMLLMNHIFFBB57CA,倡和段,124.93,都市：住,1,1,全筆移轉,00800003
RPWNMLMJOHIFFBB67CA,賴厝?段,90.00,都市：住,1,1,全筆移轉,01200019
RPQTMLLMNHIFFBB77CA,水源段,.10,都市：住,3411,2,持分移轉,02300077
RPQTMLLMNHIFFBB77CA,水源段,6.37,都市：住,3411,2,持分移轉,02310000
RPQTMLLMNHIFFBB77CA,錦村段,7.96,都市：住,3411,2,持分移轉,02840000
RPQTMLLMNHIFFBB77CA,錦村段,.03,都市：住,3411,2,持分移轉,02840003
RPQTMLLMNHIFFBB77CA,錦村段,.91,都市：住,3411,2,持分移轉,02840004
RPQTMLLMNHIFFBB77CA,錦村段,.01,都市：住,3411,2,持分移轉,02840007
RPQTMLLMNHIFFBB77CA,錦村段,.01,都市：住,3411,2,持分移轉,02840008
RPQTMLLMNHIFFBB77CA,錦村段,.00,都市：住,3411,2,持分移轉,02840009
RPUTMLLMNHIFFBB18CA,崇德段,428.50,都市：住,1,1,全筆移轉,01700000
RPVSMLLMNHIFFBB18CA,賴厝?段,2.86,都市：商,10000,15,持分移轉,04380000
RPTQMLLMNHIFFBB77CA,松茂段,19.36,都市：住,10000,132,持分移轉,09610000
RPVOMLLMNHIFFBB77CA,賴厝?段,3.16,都市：商,100000,222,持分移轉,00310003
RPVOMLLMNHIFFBB77CA,邱厝子段,2.54,都市：商,100000,222,持分移轉,00310062
RPXOMLKMNHIFFBB87CA,水源段,.18,都市：住,90960,92,持分移轉,02300077
RPXOMLKMNHIFFBB87CA,水源段,10.99,都市：住,90960,92,持分移轉,02310000
RPXOMLKMNHIFFBB87CA,錦村段,13.74,都市：住,90960,92,持分移轉,02840000
RPXOMLKMNHIFFBB87CA,錦村段,.06,都市：住,90960,92,持分移轉,02840003
RPXOMLKMNHIFFBB87CA,錦村段,1.57,都市：住,90960,92,持分移轉,02840004
RPXOMLKMNHIFFBB87CA,錦村段,.02,都市：住,90960,92,持分移轉,02840007
RPXOMLKMNHIFFBB87CA,錦村段,.02,都市：其他:道路用地,90960,92,持分移轉,02840008
RPXOMLKMNHIFFBB87CA,錦村段,.00,都市：其他:道路用地,90960,92,持分移轉,02840009
RPQPMLKMNHIFFBB27CA,錦村段,.61,都市：住,10000,2,持分移轉,04000000
RPQNMLLMNHIFFBB17CA,乾溝子段,78.00,都市：住,1,1,全筆移轉,00880030
RPPRMLTLNHIFFBB18CA,東義段,33.37,都市：住,5000,57,持分移轉,01660005
RPVOMLLLOHIFFBB77CA,文正段,15.46,都市：住,10000,443,持分移轉,01240136
RPQRMLTLNHIFFBB28CA,同榮段,117.44,都市：住,1,1,全筆移轉,31170003
RPQQMLTLNHIFFBB18CA,仁和段,.26,都市：其他:公園兼兒童遊樂場用地,10000,2630,持分移轉,14290010
RPQQMLTLNHIFFBB18CA,仁和段,.26,都市：其他:公園兼兒童遊樂場用地,10000,2630,持分移轉,14290010
RPQQMLTLNHIFFBB18CA,仁和段,16.82,都市：住,10000,2628,持分移轉,14290012
RPQQMLTLNHIFFBB18CA,仁和段,16.82,都市：住,10000,2628,持分移轉,14290012
RPQQMLTLNHIFFBB18CA,仁和段,78.64,都市：住,10000,2630,持分移轉,14290016
RPQQMLTLNHIFFBB18CA,仁和段,78.64,都市：住,10000,2630,持分移轉,14290016
RPQQMLTLNHIFFBB18CA,仁和段,178.84,都市：住,10000,2630,持分移轉,14290017
RPQQMLTLNHIFFBB18CA,仁和段,178.84,都市：住,10000,2630,持分移轉,14290017
RPQQMLTLNHIFFBB18CA,仁和段,137.65,都市：其他:道,10000,2632,持分移轉,14290013
RPQQMLTLNHIFFBB18CA,仁和段,137.65,都市：其他:道,10000,2632,持分移轉,14290013
RPQQMLTLNHIFFBB18CA,仁和段,37.87,都市：其他:道,10000,2630,持分移轉,14290019
RPQQMLTLNHIFFBB18CA,仁和段,37.87,都市：其他:道,10000,2630,持分移轉,14290019
RPQRMLSLNHIFFBB18CA,太順段,363.27,都市：住,1,1,全筆移轉,00090000
RPWNMLTLNHIFFBB48CA,中清段,7.05,都市：住,10000,239,持分移轉,02350000
RPTOMLSLNHIFFBB18CA,東義段,5.07,都市：住,30000,120,持分移轉,03310000
RPOOMLSLNHIFFBB67CA,陳平段,16.11,都市：住,100000,527,持分移轉,02160000
RPVSMLSKOHIFFCB88CA,西屯段,28.26,都市：住,39,1,持分移轉,17870000
RPVSMLSKOHIFFCB88CA,西屯段,1.82,都市：住,39,1,持分移轉,17890000
RPVSMLSKOHIFFCB88CA,西屯段,1.13,都市：住,39,1,持分移轉,17900000
RPQNMLQKOHIFFCB67CA,黎明段,10.46,都市：住,10000,85,持分移轉,01930000
RPRNMLMKOHIFFCB37CA,中仁段,11.86,都市：商,100000,832,持分移轉,03320000
RPVNMLRKOHIFFBB18CA,水湳段,66.00,都市：住,1,1,全筆移轉,01610002
RPWNMLRKOHIFFBB28CA,水湳段,65.00,都市：住,1,1,全筆移轉,01610001
RPPNMLKLOHIFFBB96CA,北屯段,18.01,都市：住,10000,413,持分移轉,01470050
RPRPMLLKOHIFFCB47CA,民安段,.60,都市：,1200,259,持分移轉,15180000
RPRPMLLKOHIFFCB47CA,民安段,16.12,都市：其他:,1200,329,持分移轉,15080000
RPRPMLLKOHIFFCB47CA,民安段,5.96,都市：其他:,1200,329,持分移轉,15050000
RPRPMLLKOHIFFCB47CA,民安段,5.44,都市：其他:,1200,259,持分移轉,15040000
RPRPMLLKOHIFFCB47CA,民安段,4.16,都市：其他:,1200,259,持分移轉,14840000
RPOTMLQJOHIFFCB97CA,三塊厝段,17.56,都市：住,10000,83,持分移轉,00990000
RPQRMLRKOHIFFAB97CA,後?子段,8.92,都市：住,100000,356,持分移轉,01310040
RPPTMLQJOHIFFCB08CA,大新段,28.58,都市：住,10000,893,持分移轉,06940000
RPXQMLQJOHIFFCB58CA,惠民段,40.96,都市：其他:,100000,1003,持分移轉,00850000
RPPPMLSKOHIFFBB87CA,錦村段,14.08,都市：住,10000,47,持分移轉,00740000
RPTPMLQLOHIFFCB28CA,惠順段,2119.00,都市：住,1,1,全筆移轉,01130000
RPXNMLKKOHIFFCB77CA,黎明段,10.45,都市：住,100000,445,持分移轉,01210000
RPWOMLMKOHIFFCB97CA,惠安段,28.90,都市：商,10000,174,持分移轉,02070000
RPTOMLMKOHIFFCB67CA,下石碑段,22.68,都市：住,22,1,持分移轉,08580047
RPWQMLKKOHIFFCB97CA,永富段,50.50,都市：住,24,4,持分移轉,03400000
RPQPMLOKOHIFFCB67CA,西屯段,345.00,都市：住,1,1,全筆移轉,11130002
RPXQMLKMNHIFFCB18CA,上石碑段,15.30,都市：住,10000,38,持分移轉,26590000
RPQOMLKMNHIFFCB27CA,中和段,149.00,都市：住,1,1,全筆移轉,02220002
RPSQMLKMNHIFFCB67CA,上石碑段,17.40,都市：住,10000,85,持分移轉,27440000
RPXOMLLMNHIFFCB08CA,西屯段,105.00,都市：其他:道路用地,1,1,全筆移轉,23880004
RPXOMLLMNHIFFCB08CA,西屯段,6.00,都市：其他:道路用地,1,1,全筆移轉,23880011
RPXOMLLMNHIFFCB08CA,西屯段,6.00,都市：其他:道路用地,1,1,全筆移轉,23880012
RPXNMLLKOHIFFCB87CA,中仁段,13.83,都市：商,100000,893,持分移轉,03360000
RPPRMLLMNHIFFCB57CA,惠民段,22.24,都市：其他:第六種新市政中心專用區,100000,369,持分移轉,00040000
RPVQMLLMNHIFFCB08CA,民安段,15.98,都市：住,10000,55,持分移轉,11010000
RPQQMLLMNHIFFCB57CA,大明段,12.72,都市：住,100000,547,持分移轉,00160000
RPWRMLLJOHIFFCB08CA,民安段,18.84,都市：住,10000,46,持分移轉,06800000
RPUSMLPJOHIFFCB38CA,上石碑段,17.81,都市：住,10000,86,持分移轉,16170000
RPRPMLPJOHIFFCB77CA,惠國段,32.88,都市：住,100000,1317,持分移轉,00460000
RPWSMLOJOHIFFCB48CA,惠來厝段,8.11,都市：住,100000,192,持分移轉,03150000
RPPSMLOJOHIFFCB77CA,中和段,16.84,都市：商,10000,150,持分移轉,04190000
RPSRMLKKOHIFFCB67CA,豐功段,16.42,都市：住,100000,223,持分移轉,00150000
RPQOMLNJOHIFFCB37CA,大墩段,3.06,都市：住,10000,42,持分移轉,04630004
RPQOMLNJOHIFFCB37CA,大墩段,4.54,都市：住,10000,42,持分移轉,04640000
RPROMLNJOHIFFCB47CA,保安段,8.75,都市：住,10000,62,持分移轉,10760000
RPPQMLNJOHIFFCB47CA,信安段,34.08,都市：住,100000,1967,持分移轉,07200000
RPPQMLNJOHIFFCB47CA,信安段,50.12,都市：住,1,1,全筆移轉,07200036
RPPQMLNJOHIFFCB47CA,信安段,9.24,都市：住,100000,1967,持分移轉,07300002
RPQRMLNJOHIFFCB67CA,何安段,115.48,都市：住,1,1,全筆移轉,06540000
RPWQMLNJOHIFFCB18CA,惠信段,19.95,都市：住,10000,27,持分移轉,01180000
RPQNMLOJOHIFFCB37CA,順和段,237.16,都市：住,1,1,全筆移轉,01550000
RPQNMLOJOHIFFCB37CA,順和段,236.96,都市：住,1,1,全筆移轉,01560000
RPTQMLOJOHIFFCB97CA,廣明段,4.48,都市：住,10000,30,持分移轉,06740000
RPTNMLSLNHIFFCB18CA,中正段,5.71,都市：住,10000,100,持分移轉,00770000
RPROMLSLNHIFFCB08CA,永春段,170.77,都市：住,10,8,持分移轉,02720001
RPROMLSLNHIFFCB08CA,永春段,21.35,都市：住,10,1,持分移轉,02720001
RPROMLSLNHIFFCB08CA,永春段,21.35,都市：住,10,1,持分移轉,02720001
RPTOMLSLNHIFFCB28CA,永春段,323.73,都市：住,1,1,全筆移轉,02720000
RPOPMLSLNHIFFCB87CA,惠禮段,30.55,都市：住,10000,570,持分移轉,01210000
RPVOMLSLNHIFFCB48CA,永春段,259.20,都市：住,1,1,全筆移轉,02720002
RPSSMLSLNHIFFCB58CA,上石碑段,10.66,都市：商,10000,90,持分移轉,27660000
RPSSMLSLNHIFFCB58CA,上石碑段,.22,都市：商,10000,90,持分移轉,10390055
RPURMLRKOHIFFBB48CA,景美段,11.24,都市：住,10000,118,持分移轉,03400000
RPURMLRKOHIFFBB48CA,景美段,7.16,都市：住,10000,118,持分移轉,03410001
RPURMLSLNHIFFCB68CA,田心段,13.43,都市：住,10000,60,持分移轉,08180004
RPRNMLSLNHIFFBL88CA,文化段,17.59,都市：住,10000,49,持分移轉,04770000
RPQNMLKMNHIFFBL08CA,孟春段,130.75,都市：住,82954,13075,持分移轉,09940000
RPRNMLKMNHIFFBL18CA,孟春段,130.75,都市：住,82954,13075,持分移轉,09940000
RPRNMLNKOHIFFBL38CA,武陵段,222.41,都市：其他:,36,23,持分移轉,01840000
RPRNMLNKOHIFFBL38CA,武陵段,800.13,都市：其他:,3,2,持分移轉,01850000
RPRNMLNKOHIFFBL38CA,武陵段,98.87,都市：其他:,36,23,持分移轉,01900000
RPXNMLQJOHIFFAL09CA,四塊厝段,3744.00,非都市：特定農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,04460047
RPXOMLLLOHIFFAL88CA,復興段,101.78,都市：住,1,1,全筆移轉,00280001
RPROMLSKOHIFFAL88CA,安康段,74.61,都市：住,1,1,全筆移轉,01060000
RPVOMLTKOHIFFAL76CA,豐原段,21.67,都市：住,229000,2211,持分移轉,06440149
RPVOMLTKOHIFFAL76CA,豐原段,.44,都市：住,229000,2211,持分移轉,06440159
RPSNMLLMNHIFFAL28CA,民富段,55.51,都市：住,1,1,全筆移轉,14270014
RPOOMLLMNHIFFAL97CA,民富段,76.27,都市：住,1,1,全筆移轉,14270008
RPSNMLLMNHIFFAL28CA,民富段,33.80,都市：住,4,1,持分移轉,14270016
RPSNMLNJOHIFFAL28CA,公安段,71.42,都市：住,1,1,全筆移轉,08840000
RPSNMLNJOHIFFAL28CA,公安段,3.63,都市：其他:,1,1,全筆移轉,08850000
RPPNMLLMNHIFFAL97CA,民富段,75.85,都市：住,1,1,全筆移轉,14270007
RPXNMLKMNHIFFAL68CA,七塊厝段,2391.00,非都市：特定農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,00150000
RPOOMLKMNHIFFAL87CA,望寮段,1.50,都市：住,1,1,全筆移轉,08280000
RPOOMLKMNHIFFAL87CA,望寮段,20.33,都市：住,1,1,全筆移轉,08350001
RPOOMLKMNHIFFAL87CA,望寮段,16.08,都市：住,1,1,全筆移轉,08350002
RPOOMLKMNHIFFAL87CA,望寮段,40.15,都市：住,1,1,全筆移轉,08470000
RPOOMLKMNHIFFAL87CA,望寮段,44.02,都市：住,1,1,全筆移轉,08500000
RPPOMLKMNHIFFAL97CA,豐社段,16.24,都市：住,10000,67,持分移轉,04890000
RPWNMLKMNHIFFAL58CA,七塊厝段,3050.00,非都市：特定農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,03360000
RPWNMLKMNHIFFAL58CA,七塊厝段,1606.00,非都市：特定農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,03380000
RPXNMLTLNHIFFAL86CA,福隆段,135.99,都市：住,1,1,全筆移轉,03250007
RPSNMLTLNHIFFAL98CA,民富段,107.03,都市：住,1,1,全筆移轉,03500000
RPSNMLTLNHIFFAL98CA,民富段,105.95,都市：住,1,1,全筆移轉,03510000
RPSNMLTLNHIFFAL98CA,民富段,106.00,都市：住,1,1,全筆移轉,03520000
RPSNMLTLNHIFFAL98CA,民富段,136.99,都市：住,1,1,全筆移轉,03530000
RPTNMLKMNHIFFAL28CA,圳寮段,114.00,都市：農,1,1,全筆移轉,05150000
RPXNMLLLOHIFFAL78CA,三陽段,82.07,都市：住,1,1,全筆移轉,01490003
RPTNMLTLNHIFFAL09CA,豐洲北段,121.73,都市：住,1,1,全筆移轉,01470000
RPWNMLNJOHIFFAL68CA,下溪洲段后寮小段,1543.00,都市：農,1,1,全筆移轉,04820000
RPWNMLNJOHIFFAL68CA,下溪洲段后寮小段,283.00,都市：工,1,1,全筆移轉,04820001
RPWNMLNJOHIFFAL68CA,下溪洲段后寮小段,13.00,都市：農,1,1,全筆移轉,04820002
RPWNMLNJOHIFFAL68CA,下溪洲段后寮小段,7.00,都市：農,1,1,全筆移轉,04820005
RPWNMLNJOHIFFAL68CA,下溪洲段后寮小段,471.00,都市：農,1,1,全筆移轉,04860000
RPWNMLNJOHIFFAL68CA,下溪洲段后寮小段,17.00,都市：農,1,1,全筆移轉,04860002
RPVOMLOJOHIFFAL78CA,七塊厝段,3870.00,非都市：特定農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,03530000
RPWOMLNJOHIFFCB97CA,惠國段,14.40,都市：其他:第六種新市政中心專用區,100000,504,持分移轉,01540000
RPPNMLTJOHIFFAL58CA,豐原段,17.92,都市：商,64000,1792,持分移轉,07340039
RPTSMLKKOHIFFCB87CA,福安段,16.62,都市：住,10000,40,持分移轉,07890000
RPSSMLKKOHIFFCB77CA,西屯段,2.39,都市：商,9200,239,持分移轉,24190001
RPSSMLKKOHIFFCB77CA,西屯段,14.10,都市：商,54400,1410,持分移轉,24180000
RPSSMLKKOHIFFCB77CA,西屯段,4.54,都市：商,17500,454,持分移轉,24170000
RPSSMLKKOHIFFCB77CA,西屯段,2.26,都市：商,8700,226,持分移轉,24160000
RPPRMLRKOHIFFBB97CA,北屯段,6.00,都市：其他:,1,1,全筆移轉,05540230
RPTOMLKKOHIFFAL28CA,墩南段,65.78,都市：住,1,1,全筆移轉,04870006
RPTOMLKKOHIFFAL28CA,墩南段,13.45,都市：住,17323,1345,持分移轉,04870021
RPSNMLNKOHIFFAL38CA,陽明段,19.57,都市：住,10000,109,持分移轉,05690000
RPTNMLRKOHIFFAL88CA,龍宮段,93.32,都市：住,1,1,全筆移轉,08450000
RPTPMLLKOHIFFAL48CA,大仁段,26.23,都市：住,1,1,全筆移轉,01460003
RPTPMLLKOHIFFAL48CA,大仁段,19.65,都市：住,5,1,持分移轉,01460004
RPTPMLLKOHIFFAL48CA,大仁段,120.80,都市：商,1,1,全筆移轉,01470001
RPTPMLLKOHIFFAL48CA,大仁段,8.78,都市：商,5,1,持分移轉,01470002
RPTPMLLKOHIFFAL48CA,大仁段,.79,都市：商,5,1,持分移轉,01650001
RPTPMLLKOHIFFAL48CA,大仁段,.66,都市：商,1,1,全筆移轉,01650002
RPTNMLNKOHIFFAL48CA,四塊厝段,1454.59,都市：農,106680,24526,持分移轉,04350003
RPOPMLLKOHIFFAL97CA,新店段,661.00,非都市：特定農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,00370000
RPOPMLLKOHIFFAL97CA,新店段,2313.00,非都市：特定農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,00370004
RPPPMLLKOHIFFAL08CA,后里段,1343.00,都市：農,1,1,全筆移轉,02700004
RPPPMLLKOHIFFAL08CA,后里段,1342.00,都市：農,1,1,全筆移轉,02700030
RPUNMLRKOHIFFBL09CA,文化段,19.74,都市：住,10000,55,持分移轉,04770000
RPQNMLSKOHIFFBL78CA,義和段,415.36,都市：工,1,1,全筆移轉,04830000
RPVNMLTJOHIFFCB38CA,西屯段,12.19,都市：住,10000,86,持分移轉,23710000
RPWNMLTJOHIFFCB48CA,大進段,23.31,都市：住,10000,181,持分移轉,06080000
RPSOMLQJOHIFFBL78CA,大東段,36.40,非都市：鄉村區 ; 非都市編定：交通用地,4885,3640,持分移轉,02960000
RPSOMLQJOHIFFBL78CA,大東段,12.45,非都市：鄉村區 ; 非都市編定：交通用地,4885,1245,持分移轉,02960000
