編號,土地位置,土地移轉面積(平方公尺),使用分區或編定,權利人持分分母,權利人持分分子,移轉情形,地號
RPSNMLSJJIHFFBB37CA,賴厝?段,31.80,都市：住,10,1,持分移轉,01340006
RPRQMLTJJIHFFBB67CA,景美段,10.95,都市：住,10000,115,持分移轉,03400000
RPRQMLTJJIHFFBB67CA,景美段,6.97,都市：住,10000,115,持分移轉,03410001
RPVPMLRJJIHFFBB77CA,陳平段,24.08,都市：住,10000,225,持分移轉,18260004
RPUOMLMKJIHFFBB17CA,錦村段,853.00,都市：其他:,1,1,全筆移轉,01850004
RPUOMLMKJIHFFBB17CA,賴厝?段,50.37,都市：其他:,500,49,持分移轉,01130001
RPUOMLMKJIHFFBB17CA,賴厝?段,75.77,都市：其他:,35,17,持分移轉,01130004
RPUOMLMKJIHFFBB17CA,水湳段,290.00,都市：其他:,1,1,全筆移轉,01510041
RPVOMLMKJIHFFBB27CA,乾溝子段,71.00,都市：其他:,1,1,全筆移轉,00300020
RPSNMLMKJIHFFBB86CA,仁和段,3.74,都市：商,10000,53,持分移轉,05270000
RPSNMLMKJIHFFBB86CA,仁和段,3.34,都市：商,10000,53,持分移轉,05370000
RPUNMLMKJIHFFBB07CA,北屯段,100.00,都市：住,1,1,全筆移轉,01340086
RPPUMLTJJIHFFBB87CA,賴厝?段,45.28,都市：住,60,13,持分移轉,02370008
RPXOMLMKJIHFFBB47CA,同榮段,25.61,都市：其他:,21550,1500,持分移轉,13240000
RPXOMLMKJIHFFBB47CA,同榮段,13.57,都市：其他:,21550,1500,持分移轉,13250001
RPXOMLMKJIHFFBB47CA,同榮段,14.20,都市：其他:,21550,1500,持分移轉,13260000
RPXOMLMKJIHFFBB47CA,同榮段,15.87,都市：其他:,21550,1500,持分移轉,13260001
RPTQMLMKJIHFFBB27CA,中興段,35.24,都市：住,10000,162,持分移轉,01660000
RPUPMLOKJIHFFBB47CA,賴厝?段,63.00,都市：住,1,1,全筆移轉,03500068
RPTOMLPKJIHFFBB37CA,東峰段,16.10,都市：住,10000,334,持分移轉,00900000
RPSPMLNKJIHFFBB17CA,北屯段,475.00,都市：其他:道路用地,1,1,全筆移轉,05240010
RPROMLMJJIHFFCB86CA,下石碑段,34.00,都市：住,1,1,全筆移轉,22460017
RPROMLMJJIHFFCB86CA,下石碑段,33.00,都市：住,1,1,全筆移轉,22600094
RPUOMLMJJIHFFCB17CA,西屯段,7.63,都市：商,100000,225,持分移轉,09320000
RPRQMLMJJIHFFCB07CA,大墩段,6.15,都市：住,100000,783,持分移轉,01980000
RPTQMLMJJIHFFCB27CA,豐富段,10.05,都市：商,30000,387,持分移轉,04240000
RPTQMLMJJIHFFCB27CA,豐富段,80.93,都市：商,1,1,全筆移轉,04240004
RPWQMLMJJIHFFCB57CA,上石碑段,4.32,都市：住,100000,323,持分移轉,17900000
RPWQMLMJJIHFFCB57CA,上石碑段,3.86,都市：住,100000,323,持分移轉,18000007
RPWPMLNJJIHFFCB57CA,上石碑段,11.81,都市：住,1000,31,持分移轉,01000000
RPXOMLPJJIHFFCB77CA,春社段,329.51,都市：農,10000,8300,持分移轉,05290000
RPXOMLPJJIHFFCB77CA,春社段,573.53,都市：農,10000,8300,持分移轉,05300002
RPUVMLPJJIHFFCB18CA,何安段,4.88,都市：住,10000,128,持分移轉,09140000
RPUVMLPJJIHFFCB18CA,何安段,15.24,都市：商,10000,128,持分移轉,09150000
RPVNMLRJJIHFFCB67CA,西屯段,23.77,都市：住,1882,96,持分移轉,13530001
RPQOMLRJJIHFFCB27CA,大墩段,25.35,都市：商,10000,230,持分移轉,03720000
RPWOMLRJJIHFFCB87CA,惠來厝段,10.28,都市：住,50800,1028,持分移轉,05190000
RPUQMLMLJIHFFBB47CA,水湳段,102.00,都市：住,1,1,全筆移轉,04710014
RPTNMLNKJIHFFCB17CA,惠來厝段,6.93,都市：住,100000,164,持分移轉,03150000
RPVOMLNKJIHFFCB47CA,大明段,28.30,都市：住,10,1,持分移轉,01250000
RPWOMLNKJIHFFCB57CA,西屯段,5.00,都市：其他:,2,1,持分移轉,07390001
RPWOMLNKJIHFFCB57CA,何厝段,210.60,都市：其他:,10,9,持分移轉,02600007
RPXPMLOKJIHFFCB87CA,中正段,10.18,都市：商,100000,253,持分移轉,01550000
RPSOMLRKJIHFFBB47CA,錦村段,32.00,都市：其他:道路用地,1,1,全筆移轉,01070078
RPRQMLNLJIHFFBB27CA,中德段,87.51,都市：住,40000,1852,持分移轉,00620000
RPRQMLNLJIHFFBB27CA,中德段,.42,都市：其他:,40000,1852,持分移轉,00620001
RPUOMLMJJIHFFAB96CA,下橋子頭段,19.03,都市：住,10000,173,持分移轉,02100001
RPPQMLPKJIHFFCB27CA,惠國段,37.80,都市：住,100000,1181,持分移轉,00550001
RPRQMLPKJIHFFCB47CA,惠國段,26.76,都市：其他:第七種新市政中心專用區,1000000,8511,持分移轉,01590000
RPOSMLTKJIHFFCB77CA,民安段,16.26,都市：住,10000,43,持分移轉,06620000
RPOSMLTKJIHFFCB77CA,民安段,.03,都市：其他:道路用地,10000,43,持分移轉,06620001
RPQSMLTKJIHFFCB97CA,大墩段,10.92,都市：住,10000,46,持分移轉,04110000
RPQNMLMJJIHFFAL47CA,翁明段,10.80,都市：住,100000,443,持分移轉,04840000
RPRNMLMJJIHFFAL57CA,圳堵段,85.00,都市：住,1,1,全筆移轉,05030061
RPRNMLMJJIHFFAL57CA,圳堵段,5.00,都市：住,1,1,全筆移轉,05030207
RPTNMLMJJIHFFAL77CA,復興段,290.82,都市：其他:山坡地保育區丙種建築用地,1,1,全筆移轉,02390002
RPUNMLMJJIHFFAL87CA,安康段,46.92,都市：住,1,1,全筆移轉,04660008
RPUNMLMJJIHFFAL87CA,安康段,17.53,都市：住,162,17,持分移轉,04660010
RPVNMLMJJIHFFAL97CA,復興段,135.92,都市：其他:山坡地保育區丙種建築用地,1,1,全筆移轉,02690002
RPSNMLNJJIHFFAL77CA,聯合段,757.12,都市：其他:(空白),1,1,全筆移轉,09270000
RPWOMLPJJIHFFAL48CA,安康段,7.15,都市：住,100000,179,持分移轉,04100000
RPQNMLRJJIHFFAL97CA,北陽段,28.87,都市：住,10000,230,持分移轉,01970000
RPQNMLRKJIHFFCB27CA,惠智段,4.51,都市：住,10000,33,持分移轉,01340000
RPSNMLRJJIHFFAL18CA,墩北段,115.17,都市：住,1,1,全筆移轉,09140000
RPOOMLTKJIHFFAL18CA,向陽段,40.50,都市：商,2,1,持分移轉,01790009
RPOOMLTKJIHFFAL18CA,向陽段,40.50,都市：商,2,1,持分移轉,01790009
RPRNMLSJJIHFFBL28CA,幼獅段,83.00,都市：住,1,1,全筆移轉,01820000
RPQNMLQKJIHFFBL08CA,幼獅段,108.00,都市：住,1,1,全筆移轉,07120000
RPSNMLRLJIHFFBL48CA,安農段,1528.00,都市：農,1,1,全筆移轉,05790000
RPSNMLRLJIHFFBL48CA,安農段,1527.00,都市：農,1,1,全筆移轉,05800000
RPPNMLPJJIHFFCL87CA,社腳段山子頂小段,102.90,都市：其他:道路用地,10,3,持分移轉,01160009
RPSOMLMJJIHFFCL97CA,龍津段,12.66,都市：住,100000,816,持分移轉,03680000
RPSOMLMJJIHFFCL97CA,龍津段,10.10,都市：住,100000,816,持分移轉,03690000
RPRNMLPJJIHFFCL08CA,龍田段,1300.00,都市：農,1,1,全筆移轉,18990000
RPXNMLPJJIHFFCL68CA,南簡段,93.00,都市：住,1,1,全筆移轉,07060005
RPWNMLPKJIHFFCL68CA,龍目井段水裡社小段,151.68,都市：住,100000,5626,持分移轉,01530123
RPROMLQJJIHFFCL28CA,三民段,75.00,都市：住,1,1,全筆移轉,00910023
RPROMLQJJIHFFCL28CA,三民段,24.08,都市：住,13,1,持分移轉,00910038
RPXNMLPKJIHFFCL78CA,龍目井段水裡社小段,15.18,都市：住,100000,563,持分移轉,01530123
RPQNMLQKJIHFFCL18CA,龍目井段水裡社小段,30.33,都市：住,100000,1125,持分移轉,01530123
RPOOMLPKJIHFFCL97CA,龍目井段水裡社小段,30.33,都市：住,100000,1125,持分移轉,01530123
RPUNMLQKJIHFFCL58CA,龍目井段水裡社小段,45.51,都市：住,100000,1688,持分移轉,01530123
RPQNMLTKJIHFFCL48CA,忠和段,519.00,都市：農,1,1,全筆移轉,13190000
RPQNMLTKJIHFFCL48CA,忠和段,143.00,都市：其他:,1,1,全筆移轉,13190001
RPQNMLTKJIHFFCL48CA,忠和段,79.00,都市：其他:,1,1,全筆移轉,13190002
RPQNMLTKJIHFFCL48CA,忠和段,1281.00,都市：農,1,1,全筆移轉,13670000
RPUNMLTKJIHFFCL88CA,忠和段,844.00,都市：農,1,1,全筆移轉,13180000
RPUNMLTKJIHFFCL88CA,忠和段,219.00,都市：其他:,1,1,全筆移轉,13180001
RPUNMLTKJIHFFCL88CA,忠和段,65.00,都市：其他:,1,1,全筆移轉,13180002
RPUNMLTKJIHFFCL88CA,忠和段,1809.00,都市：農,1,1,全筆移轉,13660000
RPRPMLMKJIHFFCB07CA,下石碑段,70.00,都市：其他:,1,1,全筆移轉,17150001
RPRPMLMKJIHFFCB07CA,下石碑段,121.00,都市：其他:,1,1,全筆移轉,17400003
RPRPMLMKJIHFFCB07CA,上石碑段,13.81,都市：其他:,8100,239,持分移轉,04470000
RPWPMLMKJIHFFCB57CA,上石碑段,75.88,都市：其他:文高用地,8,1,持分移轉,08900003
RPWPMLMKJIHFFCB57CA,上石碑段,54.38,都市：其他:文高用地,8,1,持分移轉,08910000
RPPPMLTKJIHFFCL58CA,王田段,1211.00,都市：農,252,42,持分移轉,00860001
RPPPMLTKJIHFFCL58CA,王田段,613.83,都市：農,252,42,持分移轉,05390000
RPPPMLTKJIHFFCL58CA,王田段,61.00,都市：工,252,42,持分移轉,05390001
RPOPMLKLJIHFFCL67CA,竹林段犁份小段,1616.00,都市：其他:,1,1,全筆移轉,03920000
RPQNMLRJJIHFFEL38CA,三友部段,13020.00,都市：農,1,1,全筆移轉,05870000
RPQNMLRJJIHFFEL38CA,三友部段,248.00,非都市：山坡地保育區 ; 非都市編定：農牧用地,1,1,全筆移轉,05880000
RPPNMLQJJIHFFEL18CA,新長庚段,82.13,都市：農,1,1,全筆移轉,04360013
RPRNMLTJJIHFFEL68CA,福興段,72.66,都市：其他:建,1,1,全筆移轉,01300000
RPTNMLNKJIHFFEL38CA,水底寮段上水底寮小段,6.00,都市：農,3006,6,持分移轉,30600011
RPUNMLNKJIHFFEL48CA,二櫃段,2.00,都市：農,4300,2,持分移轉,02780000
RPPNMLTKJIHFFEL58CA,馬力埔段,1328.00,都市：農,1,1,全筆移轉,01861029
RPRNMLTKJIHFFEL78CA,中正段,2838.00,都市：工,1,1,全筆移轉,02490000
RPWNMLPJJIHFFFL88CA,祥和段,84.92,都市：住,1,1,全筆移轉,04650000
RPSQMLTJJIHFFFL56CA,自立段,496.00,都市：農,1,1,全筆移轉,14650000
RPSQMLTJJIHFFFL56CA,自立段,331.00,都市：農,1,1,全筆移轉,14650004
RPSNMLRJJIHFFFL68CA,四德段,50.00,都市：住,1,1,全筆移轉,04130009
RPSNMLRJJIHFFFL68CA,四德段,5.09,都市：住,33,1,持分移轉,04130020
RPSNMLRJJIHFFFL68CA,四德段,9.45,都市：住,33,1,持分移轉,04130021
RPWNMLOKJIHFFFL88CA,東寶一段,109.49,都市：住,1,1,全筆移轉,04040000
RPSNMLMKJIHFFFL28CA,自立段,898.00,非都市：特定農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,07190000
RPQOMLPJJIHFFGL48CA,新長壽段,63.27,都市：住,1,1,全筆移轉,00800032
RPQOMLPJJIHFFGL48CA,新長壽段,22.45,都市：住,22,2,持分移轉,00800000
RPWPMLPJJIHFFGL56CA,中興段,30.00,都市：住,1,1,全筆移轉,00130014
RPWPMLPJJIHFFGL56CA,中興段,17.00,都市：住,1,1,全筆移轉,08000075
RPWPMLPJJIHFFGL56CA,益民段,39.38,都市：住,1,1,全筆移轉,09590000
RPQNMLQJJIHFFGL48CA,同安厝段,256.80,非都市：特定農業區 ; 非都市編定：農牧用地,100,3,持分移轉,06820009
RPPNMLQJJIHFFGL38CA,南湖段,71.55,都市：住,1,1,全筆移轉,07290000
RPSQMLPJJIHFFGL88CA,仁美段,148.38,都市：住,1,1,全筆移轉,08650000
RPSQMLPJJIHFFGL88CA,仁美段,31.09,都市：住,1,1,全筆移轉,08660000
RPSNMLRJJIHFFGL78CA,喬城段,12.20,都市：住,10000,62,持分移轉,10950000
RPVNMLQJJIHFFGL98CA,大孝段,19.83,都市：住,20373,1983,持分移轉,02650008
RPVNMLQJJIHFFGL98CA,大孝段,39.77,都市：住,1,1,全筆移轉,02650013
RPPOMLSJJIHFFGL68CA,霧峰段霧峰小段,119.80,非都市：山坡地保育區 ; 非都市編定：丙種建築用地,10000,45,持分移轉,00210037
RPPOMLSJJIHFFGL68CA,霧峰段霧峰小段,4.91,非都市：山坡地保育區 ; 非都市編定：丙種建築用地,10000,45,持分移轉,03720000
RPROMLSJJIHFFGL88CA,育德段,56.08,都市：住,1,1,全筆移轉,02820000
RPROMLSJJIHFFGL88CA,育德段,19.19,都市：住,1,1,全筆移轉,02830000
RPUOMLTJJIHFFGL66CA,北里段,1350.00,非都市：特定農業區 ; 非都市編定：農牧用地,2,1,持分移轉,05940000
RPUOMLTJJIHFFGL66CA,北里段,1350.00,非都市：特定農業區 ; 非都市編定：農牧用地,2,1,持分移轉,05940000
RPXNMLTJJIHFFGL86CA,大元段,122.24,都市：其他:道路,1,1,全筆移轉,13980000
RPTNMLTJJIHFFGL09CA,興祥段,13.19,都市：商,100000,810,持分移轉,01890000
RPTOMLNKJIHFFGL68CA,溪南西段,154.00,都市：住,1,1,全筆移轉,08260002
RPROMLPKJIHFFGL68CA,立仁段,109.63,都市：住,1,1,全筆移轉,05490000
RPQOMLNKJIHFFGL38CA,大仁段,94.66,都市：商,1,1,全筆移轉,00260044
RPSPMLQLJIHFFGL09CA,北柳南段,108.07,都市：住,1,1,全筆移轉,08150000
RPRNMLTKJIHFFAB37CA,公館段,4.64,都市：住,1000000,1467,持分移轉,00620001
RPRNMLTKJIHFFAB37CA,公館段,4.02,都市：其他:1.第一種商業區，2.廣場兼停車場(截角),1000000,1467,持分移轉,00630001
RPOPMLMLJIHFFAB66CA,練武段,12.33,都市：商,10000,28,持分移轉,10730000
RPQNMLRKJIHFFGL68CA,九如段,15.78,都市：商,100000,270,持分移轉,05260000
RPSNMLMJJIHFFHL38CA,東興段,14.62,都市：住,10000,40,持分移轉,01990000
RPSNMLMJJIHFFHL38CA,東興段,.36,都市：住,10000,40,持分移轉,01990001
RPOOMLPJJIHFFHL38CA,平欣段,2.70,都市：住,100000,505,持分移轉,04570000
RPVNMLRJJIHFFHL56CA,平欣段,430.00,都市：其他:道路用地,1,1,全筆移轉,01460002
RPWNMLRJJIHFFHL66CA,平欣段,61.00,都市：其他:道路用地,1,1,全筆移轉,01460001
RPWNMLRJJIHFFHL66CA,溪洲段,41.92,都市：其他:道路用地,7,1,持分移轉,11430000
RPOOMLRJJIHFFHL58CA,中山段,107.27,都市：其他:,1,1,全筆移轉,07470000
RPVNMLSJJIHFFHL66CA,和平段,1.74,都市：住,572066,18468,持分移轉,03890025
RPVNMLSJJIHFFHL66CA,和平段,90.00,都市：住,1,1,全筆移轉,03890017
RPXNMLSJJIHFFHL86CA,三汴段,178.00,都市：其他:鄉村區-乙種建築用地,1,1,全筆移轉,01840041
RPPOMLSJJIHFFHL78CA,光隆段,1147.12,都市：工,1,1,全筆移轉,01290000
RPWNMLTJJIHFFHL86CA,麗園段,75.00,都市：其他:,1,1,全筆移轉,02460001
RPQNMLQKJIHFFHL68CA,中邑段,65.00,都市：住,1,1,全筆移轉,00100008
RPSNMLQKJIHFFHL88CA,福星段,83.48,都市：住,1,1,全筆移轉,09520074
RPSNMLQKJIHFFHL88CA,福星段,8.72,都市：住,12000,159,持分移轉,09520031
RPSNMLQKJIHFFHL88CA,福星段,.24,都市：住,75,1,持分移轉,09520073
RPPNMLOLJIHFFHL48CA,溪洲段,38.51,都市：住,1,1,全筆移轉,04300000
RPPNMLOLJIHFFHL48CA,溪洲段,27.34,都市：住,1,1,全筆移轉,04310000
RPUOMLPJJIHFFAB37DA,土庫段,17.62,都市：住,100000,2309,持分移轉,00590016
RPWOMLPJJIHFFAB57DA,建國段五小段,16.23,都市：商,3000,133,持分移轉,00030000
RPWOMLPJJIHFFAB57DA,建國段五小段,.31,都市：商,3000,133,持分移轉,00030001
RPWOMLPJJIHFFAB57DA,建國段五小段,.58,都市：商,3000,133,持分移轉,00030002
RPWOMLPJJIHFFAB57DA,建國段五小段,6.48,都市：商,1000,60,持分移轉,00050000
RPWOMLPJJIHFFAB57DA,建國段五小段,.54,都市：商,1000,60,持分移轉,00050001
RPXNMLRJJIHFFAB77DA,下橋子頭段,10.54,都市：住,100000,384,持分移轉,02580003
RPTNMLNKJIHFFAB07DA,信義段四小段,4.24,都市：商,100000,668,持分移轉,00030017
RPTNMLNKJIHFFAB07DA,城隍段四小段,7.68,都市：商,100000,668,持分移轉,00040001
RPXNMLRLJIHFFCL09CA,東園段,53.45,都市：住,1,1,全筆移轉,02480000
SPRQMLPKJIHFFCB57CA,惠國段,25.71,都市：其他:第七種新市政中心專用區,1000000,8176,持分移轉,01590000
RPXNMLNLJIHFFAB57DA,下橋子頭段,68.75,都市：其他:道路用地,100000,6930,持分移轉,02860074
RPWPMLLJJIHFFBB37DA,賴厝?段,12.55,都市：住,100000,412,持分移轉,00080009
RPWPMLLJJIHFFBB37DA,賴厝?段,.03,都市：住,100000,412,持分移轉,00080011
RPOOMLNJJIHFFBB66DA,東義段,14.98,都市：住,10000,65,持分移轉,02980000
RPROMLNJJIHFFBB96DA,賴厝?段,11.30,都市：商,10000,40,持分移轉,00310000
RPVOMLRJJIHFFBB77DA,松竹段,11.84,都市：住,10000,33,持分移轉,12190000
RPTPMLKLJIHFFGL58CA,崇光段,18.16,都市：住,30000,1263,持分移轉,10560000
RPTPMLKLJIHFFGL58CA,崇光段,.53,都市：其他:道路用地,30000,1263,持分移轉,10560001
RPSRMLRJJIHFFBB77DA,錦村段,17.07,都市：住,10000,57,持分移轉,00740000
RPTNMLOKJIHFFBB27DA,東光段,18.62,都市：住,10000,59,持分移轉,02060000
RPSNMLLKJIHFFBB86DA,乾溝子段,17.33,都市：住,10000,71,持分移轉,01630000
RPOQMLRLJIHFFBB47DA,東新段,8.07,都市：住,10000,185,持分移轉,01140000
RPRPMLPJJIHFFCB37DA,上石碑段,8.52,都市：商,100000,187,持分移轉,17730000
RPXPMLPJJIHFFCB97DA,上石碑段,8.38,都市：住,100000,701,持分移轉,09350005
RPSPMLNLJIHFFCL38CA,龍目井段龍目井小段,114.00,都市：住,1,1,全筆移轉,01500012
RPQOMLRLJIHFFGL88CA,大仁段,404.51,都市：住,1,1,全筆移轉,05270000
RPROMLRLJIHFFGL98CA,大仁段,605.35,都市：住,1,1,全筆移轉,05280000
RPOPMLRLJIHFFGL78CA,大仁段,403.79,都市：住,1,1,全筆移轉,05260000
RPUNMLRLJIHFFBB77DA,賴厝?段,7.18,都市：住,10000,40,持分移轉,03630000
RPRNMLMKJIHFFAL77DA,墩南段,42.63,非都市：特定農業區 ; 非都市編定：農牧用地,8,2,持分移轉,01360000
RPRNMLMKJIHFFAL77DA,墩南段,10.54,非都市：特定農業區 ; 非都市編定：農牧用地,8,2,持分移轉,01380000
RPRNMLMKJIHFFAL77DA,墩南段,33.67,都市：農,8,2,持分移轉,01390000
RPRNMLMKJIHFFAL77DA,墩南段,91.81,都市：農,8,2,持分移轉,01400000
RPRNMLMKJIHFFAL77DA,墩南段,3.60,非都市：特定農業區 ; 非都市編定：農牧用地,8,2,持分移轉,02480000
RPRNMLMKJIHFFAL77DA,墩南段,246.00,非都市： ; 非都市編定：,8,2,持分移轉,02490000
RPPNMLSJJIHFFBL18DA,和平段,14.43,都市：住,10000,33,持分移轉,02730000
RPSOMLLJJIHFFAL77DA,鎮宮段,60.97,都市：住,1,1,全筆移轉,05230000
RPSOMLLJJIHFFAL77DA,鎮宮段,19.13,都市：其他:,1,1,全筆移轉,05570000
RPPNMLNKJIHFFBL77DA,順帆段,1505.30,非都市：特定農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,02650000
RPPNMLRJJIHFFCL18DA,社腳段山子頂小段,57.00,都市：住,1,1,全筆移轉,00990023
RPOOMLTJJIHFFCL38DA,仁德段,15.93,都市：住,10000,62,持分移轉,04150000
RPOOMLMJJIHFFCL67DA,新東段,6.10,都市：其他:鄉村區,2459,6,持分移轉,04210000
RPSNMLLJJIHFFEL08DA,三友部段,1000.10,非都市：山坡地保育區 ; 非都市編定：農牧用地,80000,1458,持分移轉,05290000
RPVNMLMJJIHFFGL68DA,新三和段,83.45,都市：住,1,1,全筆移轉,00590012
RPVNMLMJJIHFFGL68DA,新三和段,26.57,都市：住,10,1,持分移轉,00590002
RPPNMLNLJIHFFFL28DA,學雅段,94.40,都市：住,1,1,全筆移轉,01790006
RPSNMLQKJIHFFEL68DA,糖段,65.81,都市：住,3,2,持分移轉,04920000
RPTNMLQJJIHFFGL88DA,內新段,427.47,都市：住,1,1,全筆移轉,07470000
RPPNMLNJJIHFFGL18DA,合信段,108.99,非都市：鄉村區 ; 非都市編定：乙種建築用地,1,1,全筆移轉,00480000
RPROMLRJJIHFFGL88DA,新光段,16.10,都市：住,10000,100,持分移轉,09880000
