編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPVTMLLKJHIFFBB67CA,,13.92,本共有部分係依使用執照之建築概要表記載項目有樓梯間，梯廳，梯間，昇降機間，水箱，電梯機房等６項,鋼筋混凝土造,101年11月9日,十二層,
RPVRMLMJJHIFFBB47CA,18,67.92,住家用,鋼筋混凝土造,83年12月10日,十六層,十三層 陽台 花台
RPVRMLMJJHIFFBB47CA,18,11.07,共有部份,鋼筋混凝土造,83年12月10日,十六層,
RPVRMLMJJHIFFBB47CA,18,6.09,共有部份,鋼筋混凝土造,83年12月10日,十六層,
RPPUMLLKJHIFFBB17CA,,62.60,住家用,鋼筋混凝土造,101年11月9日,十二層,二層 陽台 雨遮
RPPUMLLKJHIFFBB17CA,,34.16,本共有部分係依使用執照之建築概要表記載項目有停車空間，樓梯間，梯廳，昇降機間，消防機房，污水處理機房，車道，機械室，水箱，機車停車區，防空避難室兼停車空間，公共服務空間（集會所，大廳，管理室，交誼廳）台電配電室，緊急發電機室，垃圾集中處，沿街步道式開放空間（頂蓋型），門廳，電信室：等１８項,鋼筋混凝土造,101年11月9日,十二層,
RPPUMLLKJHIFFBB17CA,,13.59,本共有部分係依使用執照之建築概要表記載項目有樓梯間，梯廳，梯間，昇降機間，水箱，電梯機房等６項,鋼筋混凝土造,101年11月9日,十二層,
RPOUMLLKJHIFFBB07CA,,65.06,住家用,鋼筋混凝土造,101年11月9日,十二層,十層 陽台 雨遮
RPOUMLLKJHIFFBB07CA,,34.98,本共有部分係依使用執照之建築概要表記載項目有停車空間，樓梯間，梯廳，昇降機間，消防機房，污水處理機房，車道，機械室，水箱，機車停車區，防空避難室兼停車空間，公共服務空間（集會所，大廳，管理室，交誼廳）台電配電室，緊急發電機室，垃圾集中處，沿街步道式開放空間（頂蓋型），門廳，電信室：等１８項,鋼筋混凝土造,101年11月9日,十二層,
RPOUMLLKJHIFFBB07CA,,13.92,本共有部分係依使用執照之建築概要表記載項目有樓梯間，梯廳，梯間，昇降機間，水箱，電梯機房等６項,鋼筋混凝土造,101年11月9日,十二層,
RPXTMLLKJHIFFBB87CA,,65.06,住家用,鋼筋混凝土造,101年11月9日,十二層,九層 陽台 雨遮
RPXTMLLKJHIFFBB87CA,,43.08,本共有部分係依使用執照之建築概要表記載項目有停車空間，樓梯間，梯廳，昇降機間，消防機房，污水處理機房，車道，機械室，水箱，機車停車區，防空避難室兼停車空間，公共服務空間（集會所，大廳，管理室，交誼廳）台電配電室，緊急發電機室，垃圾集中處，沿街步道式開放空間（頂蓋型），門廳，電信室：等１８項,鋼筋混凝土造,101年11月9日,十二層,
RPXTMLLKJHIFFBB87CA,,13.92,本共有部分係依使用執照之建築概要表記載項目有樓梯間，梯廳，梯間，昇降機間，水箱，電梯機房等６項,鋼筋混凝土造,101年11月9日,十二層,
RPWTMLLKJHIFFBB77CA,,65.06,住家用,鋼筋混凝土造,101年11月9日,十二層,六層 陽台 雨遮
RPWTMLLKJHIFFBB77CA,,34.98,本共有部分係依使用執照之建築概要表記載項目有停車空間，樓梯間，梯廳，昇降機間，消防機房，污水處理機房，車道，機械室，水箱，機車停車區，防空避難室兼停車空間，公共服務空間（集會所，大廳，管理室，交誼廳）台電配電室，緊急發電機室，垃圾集中處，沿街步道式開放空間（頂蓋型），門廳，電信室：等１８項,鋼筋混凝土造,101年11月9日,十二層,
RPWTMLLKJHIFFBB77CA,,13.92,本共有部分係依使用執照之建築概要表記載項目有樓梯間，梯廳，梯間，昇降機間，水箱，電梯機房等６項,鋼筋混凝土造,101年11月9日,十二層,
RPSUMLLKJHIFFBB47CA,,62.60,住家用,鋼筋混凝土造,101年11月9日,十二層,八層 陽台 雨遮
RPSUMLLKJHIFFBB47CA,,34.68,本共有部分係依使用執照之建築概要表記載項目有停車空間，樓梯間，梯廳，昇降機間，消防機房，污水處理機房，車道，機械室，水箱，機車停車區，防空避難室兼停車空間，公共服務空間（集會所，大廳，管理室，交誼廳）台電配電室，緊急發電機室，垃圾集中處，沿街步道式開放空間（頂蓋型），門廳，電信室：等１８項,鋼筋混凝土造,101年11月9日,十二層,
RPSUMLLKJHIFFBB47CA,,13.59,本共有部分係依使用執照之建築概要表記載項目有樓梯間，梯廳，梯間，昇降機間，水箱，電梯機房等６項,鋼筋混凝土造,101年11月9日,十二層,
RPRUMLLKJHIFFBB37CA,,62.60,住家用,鋼筋混凝土造,101年11月9日,十二層,六層 陽台 雨遮
RPRUMLLKJHIFFBB37CA,,34.68,本共有部分係依使用執照之建築概要表記載項目有停車空間，樓梯間，梯廳，昇降機間，消防機房，污水處理機房，車道，機械室，水箱，機車停車區，防空避難室兼停車空間，公共服務空間（集會所，大廳，管理室，交誼廳）台電配電室，緊急發電機室，垃圾集中處，沿街步道式開放空間（頂蓋型），門廳，電信室：等１８項,鋼筋混凝土造,101年11月9日,十二層,
RPRUMLLKJHIFFBB37CA,,13.59,本共有部分係依使用執照之建築概要表記載項目有樓梯間，梯廳，梯間，昇降機間，水箱，電梯機房等６項,鋼筋混凝土造,101年11月9日,十二層,
RPQUMLLKJHIFFBB27CA,,62.60,住家用,鋼筋混凝土造,101年11月9日,十二層,五層 陽台 雨遮
RPQUMLLKJHIFFBB27CA,,34.16,本共有部分係依使用執照之建築概要表記載項目有停車空間，樓梯間，梯廳，昇降機間，消防機房，污水處理機房，車道，機械室，水箱，機車停車區，防空避難室兼停車空間，公共服務空間（集會所，大廳，管理室，交誼廳）台電配電室，緊急發電機室，垃圾集中處，沿街步道式開放空間（頂蓋型），門廳，電信室：等１８項,鋼筋混凝土造,101年11月9日,十二層,
RPQUMLLKJHIFFBB27CA,,13.59,本共有部分係依使用執照之建築概要表記載項目有樓梯間，梯廳，梯間，昇降機間，水箱，電梯機房等６項,鋼筋混凝土造,101年11月9日,十二層,
RPTUMLLKJHIFFBB57CA,,62.60,住家用,鋼筋混凝土造,101年11月9日,十二層,十層 陽台 雨遮
RPTUMLLKJHIFFBB57CA,,34.68,本共有部分係依使用執照之建築概要表記載項目有停車空間，樓梯間，梯廳，昇降機間，消防機房，污水處理機房，車道，機械室，水箱，機車停車區，防空避難室兼停車空間，公共服務空間（集會所，大廳，管理室，交誼廳）台電配電室，緊急發電機室，垃圾集中處，沿街步道式開放空間（頂蓋型），門廳，電信室：等１８項,鋼筋混凝土造,101年11月9日,十二層,
RPTUMLLKJHIFFBB57CA,,13.59,本共有部分係依使用執照之建築概要表記載項目有樓梯間，梯廳，梯間，昇降機間，水箱，電梯機房等６項,鋼筋混凝土造,101年11月9日,十二層,
RPVOMLLKJHIFFBB17CA,,121.50,住家用,鋼筋混凝土造,101年11月9日,十二層,二層 陽台 雨遮
RPVOMLLKJHIFFBB17CA,,56.65,本共有部分係依使用執照之建築概要表記載項目有停車空間，樓梯間，梯廳，昇降機間，消防機房，污水處理機房，車道，機械室，水箱，機車停車區，防空避難室兼停車空間，公共服務空間（集會所，大廳，管理室，交誼廳）台電配電室，緊急發電機室，垃圾集中處，沿街步道式開放空間（頂蓋型），門廳，電信室：等１８項,鋼筋混凝土造,101年11月9日,十二層,
RPVOMLLKJHIFFBB17CA,,21.74,本共有部分係依使用執照之建築概要表記載項目有樓梯間，梯廳，梯間，昇降機間，水箱，電梯機房等６項,鋼筋混凝土造,101年11月9日,十二層,
RPTOMLLKJHIFFBB96CA,,79.27,店舖、辦公室,鋼筋混凝土造,101年11月9日,十二層,一層 陽台 見其他登記事項
RPTOMLLKJHIFFBB96CA,,59.84,本共有部分係依使用執照之建築概要表記載項目有停車空間，樓梯間，梯廳，昇降機間，消防機房，污水處理機房，車道，機械室，水箱，機車停車區，防空避難室兼停車空間，公共服務空間（集會所，大廳，管理室，交誼廳）台電配電室，緊急發電機室，垃圾集中處，沿街步道式開放空間（頂蓋型），門廳，電信室：等１８項,鋼筋混凝土造,101年11月9日,十二層,
RPTOMLLKJHIFFBB96CA,,3.76,本共有部分係依使用執照之建築概要表記載項目有樓梯間，梯廳，梯間，昇降機間，水箱，電梯機房等６項,鋼筋混凝土造,101年11月9日,十二層,
RPUOMLLKJHIFFBB07CA,,78.28,店舖、辦公室,鋼筋混凝土造,101年11月9日,十二層,一層 陽台 見其他登記事項
RPUOMLLKJHIFFBB07CA,,59.71,本共有部分係依使用執照之建築概要表記載項目有停車空間，樓梯間，梯廳，昇降機間，消防機房，污水處理機房，車道，機械室，水箱，機車停車區，防空避難室兼停車空間，公共服務空間（集會所，大廳，管理室，交誼廳）台電配電室，緊急發電機室，垃圾集中處，沿街步道式開放空間（頂蓋型），門廳，電信室：等１８項,鋼筋混凝土造,101年11月9日,十二層,
RPUOMLLKJHIFFBB07CA,,3.71,本共有部分係依使用執照之建築概要表記載項目有樓梯間，梯廳，梯間，昇降機間，水箱，電梯機房等６項,鋼筋混凝土造,101年11月9日,十二層,
RPSPMLLKJHIFFBB96CA,,121.50,住家用,鋼筋混凝土造,101年11月9日,十二層,十一層 陽台 雨遮
RPSPMLLKJHIFFBB96CA,,83.06,本共有部分係依使用執照之建築概要表記載項目有停車空間，樓梯間，梯廳，昇降機間，消防機房，污水處理機房，車道，機械室，水箱，機車停車區，防空避難室兼停車空間，公共服務空間（集會所，大廳，管理室，交誼廳）台電配電室，緊急發電機室，垃圾集中處，沿街步道式開放空間（頂蓋型），門廳，電信室：等１８項,鋼筋混凝土造,101年11月9日,十二層,
RPSPMLLKJHIFFBB96CA,,21.74,本共有部分係依使用執照之建築概要表記載項目有樓梯間，梯廳，梯間，昇降機間，水箱，電梯機房等６項,鋼筋混凝土造,101年11月9日,十二層,
RPWOMLLKJHIFFBB27CA,,121.50,住家用,鋼筋混凝土造,101年11月9日,十二層,三層 陽台 雨遮
RPWOMLLKJHIFFBB27CA,,83.06,本共有部分係依使用執照之建築概要表記載項目有停車空間，樓梯間，梯廳，昇降機間，消防機房，污水處理機房，車道，機械室，水箱，機車停車區，防空避難室兼停車空間，公共服務空間（集會所，大廳，管理室，交誼廳）台電配電室，緊急發電機室，垃圾集中處，沿街步道式開放空間（頂蓋型），門廳，電信室：等１８項,鋼筋混凝土造,101年11月9日,十二層,
RPWOMLLKJHIFFBB27CA,,21.74,本共有部分係依使用執照之建築概要表記載項目有樓梯間，梯廳，梯間，昇降機間，水箱，電梯機房等６項,鋼筋混凝土造,101年11月9日,十二層,
RPXOMLLKJHIFFBB37CA,,121.50,住家用,鋼筋混凝土造,101年11月9日,十二層,五層 陽台 雨遮
RPXOMLLKJHIFFBB37CA,,56.65,本共有部分係依使用執照之建築概要表記載項目有停車空間，樓梯間，梯廳，昇降機間，消防機房，污水處理機房，車道，機械室，水箱，機車停車區，防空避難室兼停車空間，公共服務空間（集會所，大廳，管理室，交誼廳）台電配電室，緊急發電機室，垃圾集中處，沿街步道式開放空間（頂蓋型），門廳，電信室：等１８項,鋼筋混凝土造,101年11月9日,十二層,
RPXOMLLKJHIFFBB37CA,,21.74,本共有部分係依使用執照之建築概要表記載項目有樓梯間，梯廳，梯間，昇降機間，水箱，電梯機房等６項,鋼筋混凝土造,101年11月9日,十二層,
RPUUMLLKJHIFFBB67CA,,62.60,住家用,鋼筋混凝土造,101年11月9日,十二層,十一層 陽台 雨遮
RPUUMLLKJHIFFBB67CA,,34.68,本共有部分係依使用執照之建築概要表記載項目有停車空間，樓梯間，梯廳，昇降機間，消防機房，污水處理機房，車道，機械室，水箱，機車停車區，防空避難室兼停車空間，公共服務空間（集會所，大廳，管理室，交誼廳）台電配電室，緊急發電機室，垃圾集中處，沿街步道式開放空間（頂蓋型），門廳，電信室：等１８項,鋼筋混凝土造,101年11月9日,十二層,
RPUUMLLKJHIFFBB67CA,,13.59,本共有部分係依使用執照之建築概要表記載項目有樓梯間，梯廳，梯間，昇降機間，水箱，電梯機房等６項,鋼筋混凝土造,101年11月9日,十二層,
RPPPMLLKJHIFFBB66CA,,121.50,住家用,鋼筋混凝土造,101年11月9日,十二層,八層 陽台 雨遮
RPPPMLLKJHIFFBB66CA,,85.08,本共有部分係依使用執照之建築概要表記載項目有停車空間，樓梯間，梯廳，昇降機間，消防機房，污水處理機房，車道，機械室，水箱，機車停車區，防空避難室兼停車空間，公共服務空間（集會所，大廳，管理室，交誼廳）台電配電室，緊急發電機室，垃圾集中處，沿街步道式開放空間（頂蓋型），門廳，電信室：等１８項,鋼筋混凝土造,101年11月9日,十二層,
RPPPMLLKJHIFFBB66CA,,21.74,本共有部分係依使用執照之建築概要表記載項目有樓梯間，梯廳，梯間，昇降機間，水箱，電梯機房等６項,鋼筋混凝土造,101年11月9日,十二層,
RPQPMLLKJHIFFBB76CA,,121.50,住家用,鋼筋混凝土造,101年11月9日,十二層,九層 陽台 雨遮
RPQPMLLKJHIFFBB76CA,,85.08,本共有部分係依使用執照之建築概要表記載項目有停車空間，樓梯間，梯廳，昇降機間，消防機房，污水處理機房，車道，機械室，水箱，機車停車區，防空避難室兼停車空間，公共服務空間（集會所，大廳，管理室，交誼廳）台電配電室，緊急發電機室，垃圾集中處，沿街步道式開放空間（頂蓋型），門廳，電信室：等１８項,鋼筋混凝土造,101年11月9日,十二層,
RPQPMLLKJHIFFBB76CA,,21.74,本共有部分係依使用執照之建築概要表記載項目有樓梯間，梯廳，梯間，昇降機間，水箱，電梯機房等６項,鋼筋混凝土造,101年11月9日,十二層,
RPRPMLLKJHIFFBB86CA,,121.50,住家用,鋼筋混凝土造,101年11月9日,十二層,十層 陽台 雨遮
RPRPMLLKJHIFFBB86CA,,56.65,本共有部分係依使用執照之建築概要表記載項目有停車空間，樓梯間，梯廳，昇降機間，消防機房，污水處理機房，車道，機械室，水箱，機車停車區，防空避難室兼停車空間，公共服務空間（集會所，大廳，管理室，交誼廳）台電配電室，緊急發電機室，垃圾集中處，沿街步道式開放空間（頂蓋型），門廳，電信室：等１８項,鋼筋混凝土造,101年11月9日,十二層,
RPRPMLLKJHIFFBB86CA,,21.74,本共有部分係依使用執照之建築概要表記載項目有樓梯間，梯廳，梯間，昇降機間，水箱，電梯機房等６項,鋼筋混凝土造,101年11月9日,十二層,
RPOPMLLKJHIFFBB56CA,,121.50,住家用,鋼筋混凝土造,101年11月9日,十二層,七層 陽台 雨遮
RPOPMLLKJHIFFBB56CA,,56.65,本共有部分係依使用執照之建築概要表記載項目有停車空間，樓梯間，梯廳，昇降機間，消防機房，污水處理機房，車道，機械室，水箱，機車停車區，防空避難室兼停車空間，公共服務空間（集會所，大廳，管理室，交誼廳）台電配電室，緊急發電機室，垃圾集中處，沿街步道式開放空間（頂蓋型），門廳，電信室：等１８項,鋼筋混凝土造,101年11月9日,十二層,
RPOPMLLKJHIFFBB56CA,,21.74,本共有部分係依使用執照之建築概要表記載項目有樓梯間，梯廳，梯間，昇降機間，水箱，電梯機房等６項,鋼筋混凝土造,101年11月9日,十二層,
RPTPMLLKJHIFFBB07CA,,78.28,店舖、辦公室,鋼筋混凝土造,101年11月9日,十二層,一層 陽台 見其他登記事項
RPTPMLLKJHIFFBB07CA,,47.47,本共有部分係依使用執照之建築概要表記載項目有停車空間，樓梯間，梯廳，昇降機間，消防機房，污水處理機房，車道，機械室，水箱，機車停車區，防空避難室兼停車空間，公共服務空間（集會所，大廳，管理室，交誼廳）台電配電室，緊急發電機室，垃圾集中處，沿街步道式開放空間（頂蓋型），門廳，電信室：等１８項,鋼筋混凝土造,101年11月9日,十二層,
RPTPMLLKJHIFFBB07CA,,3.71,本共有部分係依使用執照之建築概要表記載項目有樓梯間，梯廳，梯間，昇降機間，水箱，電梯機房等６項,鋼筋混凝土造,101年11月9日,十二層,
RPTPMLLKJHIFFBB07CA,,78.28,店舖、辦公室,鋼筋混凝土造,101年11月9日,十二層,一層 陽台 見其他登記事項
RPTPMLLKJHIFFBB07CA,,47.47,本共有部分係依使用執照之建築概要表記載項目有停車空間，樓梯間，梯廳，昇降機間，消防機房，污水處理機房，車道，機械室，水箱，機車停車區，防空避難室兼停車空間，公共服務空間（集會所，大廳，管理室，交誼廳）台電配電室，緊急發電機室，垃圾集中處，沿街步道式開放空間（頂蓋型），門廳，電信室：等１８項,鋼筋混凝土造,101年11月9日,十二層,
RPTPMLLKJHIFFBB07CA,,3.71,本共有部分係依使用執照之建築概要表記載項目有樓梯間，梯廳，梯間，昇降機間，水箱，電梯機房等６項,鋼筋混凝土造,101年11月9日,十二層,
RPUPMLLKJHIFFBB17CA,,121.99,住家用,鋼筋混凝土造,101年11月9日,十二層,二層 陽台 雨遮
RPUPMLLKJHIFFBB17CA,,56.65,本共有部分係依使用執照之建築概要表記載項目有停車空間，樓梯間，梯廳，昇降機間，消防機房，污水處理機房，車道，機械室，水箱，機車停車區，防空避難室兼停車空間，公共服務空間（集會所，大廳，管理室，交誼廳）台電配電室，緊急發電機室，垃圾集中處，沿街步道式開放空間（頂蓋型），門廳，電信室：等１８項,鋼筋混凝土造,101年11月9日,十二層,
RPUPMLLKJHIFFBB17CA,,21.74,本共有部分係依使用執照之建築概要表記載項目有樓梯間，梯廳，梯間，昇降機間，水箱，電梯機房等６項,鋼筋混凝土造,101年11月9日,十二層,
RPWOMLKLKIHFFAB27CA,13,6.91,共有部份,鋼筋混凝土造,88年3月18日,十四層,
RPSOMLKLKIHFFAB86CA,,84.81,集合住宅,鋼筋混凝土造,101年5月28日,十五層,十一層 陽台 雨遮
RPOOMLMLKIHFFAB66CA,17,126.70,集合住宅,鋼筋混凝土造,85年1月15日,八層,八層 陽台 露台 花台
RPOOMLMLKIHFFAB66CA,17,21.44,機械室、樓梯間、水箱、防空避難室、停車空間,鋼筋混凝土造,85年1月15日,八層,
RPUOMLMLKIHFFAB27CA,19,53.14,住家用,鋼筋混凝土造,83年3月18日,十二層,三層 陽台
RPUOMLMLKIHFFAB27CA,19,17.83,住商用,鋼筋混凝土造,83年3月18日,十二層,
RPXPMLMLKIHFFAB67CA,6,33.02,集合住宅,鋼筋混凝土造,95年12月22日,十五層,六層 陽台
RPXPMLMLKIHFFAB67CA,6,33.02,集合住宅,鋼筋混凝土造,95年12月22日,十五層,六層 陽台
RPXPMLMLKIHFFAB67CA,6,13.93,共用部分,鋼筋混凝土造,95年12月22日,十五層,
RPXPMLMLKIHFFAB67CA,6,9.89,共用部分,鋼筋混凝土造,95年12月22日,十五層,
RPUNMLTKKIHFFAB77CA,17,21.46,集合住宅,鋼骨鋼筋混凝土造,85年5月20日,十九層,六層 陽台 花台 雨遮
RPUNMLTKKIHFFAB77CA,17,3.29,共同使用,鋼骨鋼筋混凝土造,85年5月20日,十九層,
RPUNMLTKKIHFFAB77CA,17,6.02,共同使用,鋼骨鋼筋混凝土造,85年5月20日,十九層,
RPTRMLOJJHIFFAB37CA,19,24.68,住家用,鋼筋混凝土造,83年2月8日,八層,五層
RPTRMLOJJHIFFAB37CA,19,9.73,停車空間．機械房．水箱．集合住宅．防空避難室．人行道．梯間,鋼筋混凝土造,83年2月8日,八層,
RPRRMLOJJHIFFAB17CA,3,220.64,見其他登記事項,見其他登記事項,98年7月28日,一層,
RPRRMLOJJHIFFAB17CA,3,202.78,見其他登記事項,見其他登記事項,98年7月28日,一層,
RPRRMLOJJHIFFAB17CA,3,78.99,見其他登記事項,見其他登記事項,98年7月28日,一層,
RPRPMLOLKIHFFAB27CA,31,90.20,住家用,鋼筋混凝土造,70年8月10日,五層,二層
RPPQMLOLKIHFFAB17CA,31,60.15,住家用,鋼筋混凝土造,70年6月10日,五層,五層
RPSNMLSLKIHFFAB57CA,7,83.35,集合住宅,鋼筋混凝土造,94年10月11日,十五層,三層 陽台
RPSNMLSLKIHFFAB57CA,7,51.49,共用部分,鋼筋混凝土造,94年10月11日,十五層,
RPSOMLQLKIHFFAB47CA,,90.50,住家用,見其他登記事項,,二層,一層 二層
RPOQMLOLKIHFFAB07CA,31,95.96,住家用,鋼筋混凝土造,70年6月10日,五層,五層
RPWOMLPLKIHFFAB77CA,18,136.81,住家用,鋼筋混凝土造,83年6月14日,十六層,九層 陽台 花台
RPWOMLPLKIHFFAB77CA,18,23.74,防空避難室．人行道．水箱．樓梯間．機房．開放空間,鋼筋混凝土造,83年6月14日,十六層,
RPWOMLPLKIHFFAB77CA,18,6.75,管理員室、停車空間,鋼筋混凝土造,83年6月14日,十六層,
RPWOMLPLKIHFFAB77CA,18,3.18,防空避難室．人行道．水箱．樓梯間．機房．開放空間,鋼筋混凝土造,83年6月14日,十六層,
RPQNMLRJJHIFFFL48CA,14,81.75,住家用,鋼筋混凝土造,87年12月14日,八層,五層 陽台 雨遮
RPRPMLPLKIHFFAB37CA,3,39.86,集合住宅,鋼筋混凝土造,98年8月4日,十一層,八層 陽台
RPRPMLPLKIHFFAB37CA,3,8.77,共有,鋼筋混凝土造,98年8月4日,十一層,
RPRPMLPLKIHFFAB37CA,3,9.40,共有,鋼筋混凝土造,98年8月4日,十一層,
RPOOMLRLKIHFFFL68CA,6,212.94,見其他登記事項,鋼筋混凝土造,96年4月18日,四層,
RPOOMLRLKIHFFFL68CA,6,26.81,見其他登記事項,鋼筋混凝土造,96年4月18日,一層,
RPSOMLMLKIHFFFL58CA,17,148.93,住家用,鋼筋混凝土造,85年1月11日,三層,一層 二層 三層 陽台 見其他登記事項
RPQNMLRLKIHFFFL78CA,19,81.23,住家用,鋼筋混凝土造,82年9月17日,十二層,七層 陽台
RPQNMLRLKIHFFFL78CA,19,12.33,共有部份,鋼筋混凝土造,82年9月17日,十二層,
RPQNMLMLKIHFFFL28CA,19,183.21,住家用,鋼筋混凝土造,83年3月17日,三層,一層 二層 三層 陽台 平台 見其他登記事項
RPOOMLMLKIHFFFL18CA,26,104.81,住家用,鋼筋混凝土造,75年7月18日,三層,一層 二層 三層 陽台
RPRNMLPJJHIFFGL48CA,12,552.97,機電設備間　住房　梯間,鋼筋混凝土造,89年5月20日,四層,一層 二層 三層 四層 陽台 地下層 見其他登記事項
RPXNMLSLKIHFFGL07CA,11,189.91,門廊．店舖．住房,鋼筋混凝土造,91年5月13日,四層,一層 二層 三層 四層 陽台
RPPNMLKLKIHFFFL97CA,5,60.86,集合住宅,鋼筋混凝土造,97年2月1日,十二層,五層 陽台 雨遮
RPPNMLKLKIHFFFL97CA,5,35.20,防空避難室兼停車空間、台電配電室、污水機房、機械室、電信室、門廊、管理員室、梯間、水箱、牌樓、機電設備空間、人行道,鋼筋混凝土造,97年2月1日,十二層,
RPUPMLRLKIHFFGL86CA,21,69.57,集合住宅,鋼筋混凝土造,81年4月30日,八層,三層 陽台 花台
RPUPMLRLKIHFFGL86CA,21,21.14,梯間、水塔、防空避難室、機房,鋼筋混凝土造,81年4月30日,九層,
RPQNMLKMKIHFFGL28CA,32,89.24,住家用,加強磚造,69年9月30日,二層,一層 二層
RPQQMLSLKIHFFGL66CA,18,89.96,集合住宅,鋼筋混凝土造,83年11月4日,十二層,十層 陽台
RPQQMLSLKIHFFGL66CA,18,4.83,停車空間,鋼筋混凝土造,83年11月4日,十二層,
RPQQMLSLKIHFFGL66CA,18,29.54,共有部份,鋼筋混凝土造,83年11月4日,十二層,
RPPNMLLLKIHFFGL18CA,18,114.14,集合住宅,鋼筋混凝土造,83年9月17日,十三層,二層 陽台 花台
RPPNMLLLKIHFFGL18CA,18,15.03,停車空間,鋼筋混凝土造,83年9月17日,十三層,
RPWOMLTKKIHFFGL07CA,2,214.12,停車空間、住宅、樓梯間,ＲＣ鋼筋混凝土造,99年7月2日,四層,一層 二層 三層 四層 陽台 見其他登記事項
RPTOMLKLKIHFFGL58CA,33,80.26,集合住宅,鋼筋混凝土造,68年10月12日,五層,五層
RPSQMLRJJHIFFAB47CA,5,62.89,集合住宅,鋼筋混凝土造,96年10月30日,十二層,九層 陽台 雨遮
RPSQMLRJJHIFFAB47CA,5,37.59,共用,鋼筋混凝土造,96年10月30日,十二層,
RPSQMLRJJHIFFAB47CA,5,10.56,共用,鋼筋混凝土造,96年10月30日,十二層,
RPPQMLPLKIHFFGL88CA,16,172.24,住宅、停車空間,鋼筋混凝土造,85年12月19日,四層,一層 二層 三層 四層 陽台 平台 花台
RPQNMLLLKIHFFHL38CA,26,102.10,住宅、梯間、水塔,鋼筋混凝土造,75年12月20日,二層,一層 二層 陽台 平台 雨遮 見其他登記事項
RPPOMLKLKIHFFHL28CA,6,183.24,店舖、住房、停車空間,鋼筋混凝土造,95年6月6日,四層,一層 二層 三層 四層 陽台
RPQOMLKLKIHFFHL38CA,20,100.13,集合住宅,鋼筋混凝土造,81年8月25日,十二層,七層 陽台
RPQOMLKLKIHFFHL38CA,20,24.45,梯間、水箱、機械室、門廳、人行道,鋼筋混凝土造,81年8月25日,十二層,
SPWOMLMJJHIFFHL98CA,4,9.20,辦公室,鋼筋混凝土造,97年7月7日,四層,二層 陽台 雨遮
RPWOMLMJJHIFFHL88CA,4,9.09,辦公室,鋼筋混凝土造,97年7月7日,四層,二層 雨遮
RPRNMLLLKIHFFHL48CA,7,177.92,住房、停車空間,鋼筋混凝土造,95年1月20日,四層,一層 二層 三層 四層 陽台 雨遮
RPROMLRLKIHFFHL56CA,19,75.94,集合住宅,鋼筋混凝土造,82年11月10日,十二層,二層 陽台 花台
RPROMLRLKIHFFHL56CA,19,14.56,人行道、梯間、機械間、水箱、防空避難室、管理員室、停車空間,鋼筋混凝土造,82年11月10日,十二層,
RPQNMLSLKIHFFHL09CA,35,130.95,住宅、店舖,加強磚造,66年8月15日,二層,一層 二層 走廊
RPPPMLSLKIHFFAB57DA,19,23.61,共有部份,鋼筋混凝土造,83年1月6日,七層,
RPRSMLOJJHIFFAB27CA,18,88.06,住家用,鋼筋混凝土造,84年3月15日,二十二層,十六層 陽台 花台
RPRSMLOJJHIFFAB27CA,18,30.21,防空避難室、人行道、樓梯間、水箱、機械室,鋼筋混凝土造,84年3月15日,二十二層,
RPPPMLKLKIHFFBB86DA,5,187.35,住宅．停車空間．店舖．樓梯間,鋼筋混凝土造,96年7月25日,四層,一層 二層 三層 四層 陽台 雨遮 見其他登記事項
RPXNMLOLKIHFFBB87DA,25,117.54,住家用,鋼筋混凝土造,77年1月6日,五層,五層 陽台
RPPPMLKLKIHFFBB86DA,5,161.11,住宅．停車空間．店舖．樓梯間,鋼筋混凝土造,96年7月25日,四層,一層 二層 三層 四層 陽台 見其他登記事項
RPXNMLTKKIHFFBB28DA,32,71.13,住家用,鋼筋混凝土造,69年10月29日,四層,二層
RPXNMLTKKIHFFBB28DA,32,4.67,共有部份,鋼筋混凝土造,69年10月29日,(空白),
RPOOMLRJJHIFFCB17DA,4,126.48,住家用,鋼筋混凝土造,97年9月26日,十九層,十五層 陽台 雨遮
RPOOMLRJJHIFFCB17DA,4,81.71,共用,鋼筋混凝土造,97年9月26日,十九層,
RPOOMLRJJHIFFCB17DA,4,.40,共用,鋼筋混凝土造,97年9月26日,十九層,
RPRQMLLLKIHFFCB37DA,3,3.39,健身休閒中心,鋼筋混凝土造,98年9月14日,二十四層,
RPRQMLLLKIHFFCB37DA,3,.54,共用,鋼筋混凝土造,98年9月14日,二十四層,
RPRQMLTKKIHFFCB08DA,5,61.51,住家用,鋼筋混凝土造,96年9月7日,十五層,十五層 陽台 雨遮
RPRQMLTKKIHFFCB08DA,5,47.32,共用,鋼筋混凝土造,96年9月7日,十五層,
RPRQMLLLKIHFFCB37DA,3,79.74,住家用,鋼筋混凝土造,98年9月14日,二十四層,十六層 陽台 雨遮
RPRQMLLLKIHFFCB37DA,3,75.19,共用,鋼筋混凝土造,98年9月14日,二十四層,
RPRQMLLLKIHFFCB37DA,3,.51,共用,鋼筋混凝土造,98年9月14日,二十四層,
RPOQMLQKJHIFFCB37DA,,165.11,住家用,鋼筋混凝土造,101年9月26日,十三層,四層 陽台 雨遮
