編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPUOMLPKKIHFFHL56CA,,.86,人行道、電信室,鋼筋混凝土造,101年8月16日,一層,
RPVOMLPKKIHFFHL66CA,,270.11,住宅、停車空間,鋼筋混凝土造,101年8月16日,五層,一層 二層 三層 四層 五層 陽台
RPVOMLPKKIHFFHL66CA,,.86,人行道、電信室,鋼筋混凝土造,101年8月16日,一層,
RPWOMLPKKIHFFHL76CA,,272.89,住宅、停車空間,鋼筋混凝土造,101年8月16日,五層,一層 二層 三層 四層 五層 陽台
RPWOMLPKKIHFFHL76CA,,.86,人行道、電信室,鋼筋混凝土造,101年8月16日,一層,
RPROMLMLKIHFFGL58CA,4,353.37,住宅．停車空間,鋼筋混凝土造,97年7月4日,四層,一層 二層 三層 四層 陽台 雨遮
RPWNMLOJKIHFFFL98DA,14,83.00,住宅、停車空間、梯間,鋼筋混凝土造,87年11月4日,四層,一層 二層 三層 四層 陽台 見其他登記事項
RPQNMLMKKIHFFHL48DA,19,75.90,集合住宅,鋼筋混凝土造,82年6月28日,七層,三層 陽台 花台
RPQNMLMKKIHFFHL48DA,19,38.82,共有部份,鋼筋混凝土造,82年6月28日,七層,
RPQNMLNJKIHFFGL38DA,36,108.30,住家用,加強磚造,65年8月3日,二層,一層 二層
RPSNMLSLJIHFFBB67DA,33,65.31,,鋼筋混凝土造,68年8月13日,五層,二層
RPPNMLSLJIHFFAB27DA,16,69.68,住家用,鋼筋混凝土造,85年12月11日,二十四層,十二層 陽台
RPPNMLSLJIHFFAB27DA,16,17.61,共同使用　,鋼筋混凝土造,85年12月11日,二十四層,
RPPNMLSLJIHFFAB27DA,16,12.34,共同使用,鋼筋混凝土造,85年12月11日,二十四層,
RPPNMLSLJIHFFAB27DA,16,1.13,社區活動中心,鋼筋混凝土造,85年10月5日,十八層,
RPROMLMKKIHFFAB96DA,19,20.39,住家用,鋼筋混凝土造,82年6月11日,七層,七層 陽台
RPROMLMKKIHFFAB96DA,19,9.45,共有部份,鋼筋混凝土造,82年6月11日,七層,
RPSQMLNJKIHFFBB37DA,22,166.38,住家用,鋼筋混凝土造,80年3月28日,十二層,九層 陽台 花台
RPSQMLNJKIHFFBB37DA,22,48.86,共有部份,鋼筋混凝土造,80年3月28日,十二層,
RPWQMLOKKIHFFBB87CA,4,129.00,人行道、店舖,鋼筋混凝土造,98年2月16日,七層,一層 陽台 騎樓
RPWQMLOKKIHFFBB87CA,4,41.24,共有部份,鋼筋混凝土造,98年2月16日,十二層,
RPWQMLOKKIHFFBB87CA,4,3.47,共有部份,鋼筋混凝土造,98年2月16日,四層,
RPWQMLOKKIHFFBB87CA,4,45.28,共有部份,鋼筋混凝土造,98年2月16日,七層,
RPWQMLOKKIHFFBB87CA,4,150.08,辦公室,鋼筋混凝土造,98年2月16日,七層,二層 陽台 雨遮
RPWQMLOKKIHFFBB87CA,4,37.23,共有部份,鋼筋混凝土造,98年2月16日,十二層,
RPWQMLOKKIHFFBB87CA,4,3.14,共有部份,鋼筋混凝土造,98年2月16日,四層,
RPWQMLOKKIHFFBB87CA,4,40.22,共有部份,鋼筋混凝土造,98年2月16日,七層,
RPWQMLOKKIHFFBB87CA,4,167.10,辦公室,鋼筋混凝土造,98年2月16日,七層,三層 陽台 雨遮
RPWQMLOKKIHFFBB87CA,4,49.84,共有部份,鋼筋混凝土造,98年2月16日,十二層,
RPWQMLOKKIHFFBB87CA,4,4.51,共有部份,鋼筋混凝土造,98年2月16日,四層,
RPWQMLOKKIHFFBB87CA,4,56.77,共有部份,鋼筋混凝土造,98年2月16日,七層,
RPWQMLOKKIHFFBB87CA,4,167.10,辦公室,鋼筋混凝土造,98年2月16日,七層,四層 陽台 雨遮
RPWQMLOKKIHFFBB87CA,4,49.84,共有部份,鋼筋混凝土造,98年2月16日,十二層,
RPWQMLOKKIHFFBB87CA,4,4.51,共有部份,鋼筋混凝土造,98年2月16日,四層,
RPWQMLOKKIHFFBB87CA,4,56.77,共有部份,鋼筋混凝土造,98年2月16日,七層,
RPOPMLRJKIHFFBB27DA,18,.68,商業用,鋼筋混凝土造,83年6月14日,十二層,地下一層
RPOPMLRJKIHFFBB27DA,18,30.66,共有部份,鋼筋混凝土造,83年6月14日,十二層,
RPRPMLRJKIHFFBB57DA,18,223.32,住家用,鋼筋混凝土造,83年7月11日,三層,一層 二層 三層 陽台 平台 屋頂突出物 花台 夾層 地下層
RPRPMLRJKIHFFBB57DA,18,7.81,住家用,鋼筋混凝土造,83年7月11日,二層,
RPUNMLLJKIHFFCB17DA,37,92.10,住家用,鐵筋加強磚造,64年5月16日,二層,一層 二層
RPVNMLLJKIHFFCB27DA,5,111.43,住家用,鋼筋混凝土造,97年4月9日,十五層,四層 雨遮
RPVNMLLJKIHFFCB27DA,5,23.52,共用,鋼筋混凝土造,97年4月9日,十五層,
RPVNMLLJKIHFFCB27DA,5,44.12,共用,鋼筋混凝土造,97年4月9日,十五層,
RPOOMLQJKIHFFCB17DA,20,113.90,住家用,鋼筋混凝土造,81年12月21日,十五層,七層 陽台
RPOOMLQJKIHFFCB17DA,20,22.24,共有部份,鋼筋混凝土造,81年12月21日,十五層,
RPOOMLQJKIHFFCB17DA,20,8.46,共有部份,鋼筋混凝土造,81年12月21日,十五層,
RPPSMLNJKIHFFBB27DA,19,20.80,住家用,鋼筋混凝土造,82年11月16日,六層,四層 陽台 花台
RPPSMLNJKIHFFBB27DA,19,15.01,共有部份,鋼筋混凝土造,82年11月16日,六層,
RPQNMLTJJHIFFGL88DA,10,90.86,集合住宅,鋼筋混凝土造,92年3月13日,十二層,四層 陽台
RPQNMLTJJHIFFGL88DA,10,31.52,停車空間．人行道．社區辦公室．集合住宅．梯間．機械房．機房．水箱,鋼筋混凝土造,92年3月13日,十二層,
RPWNMLRKKIHFFHL96DA,17,9.58,避難室、停車場,鋼筋混凝土造,84年7月7日,十二層,
RPWNMLRKKIHFFHL96DA,17,86.34,集合住宅,鋼筋混凝土造,84年7月7日,十二層,二層 陽台 花台
RPWNMLRKKIHFFHL96DA,17,23.52,共有部份,鋼筋混凝土造,84年7月7日,十二層,
RPTPMLOJKIHFFAB37DA,7,190.83,住房．停車空間．機械設備空間,鋼筋混凝土造,94年6月8日,四層,一層 二層 三層 四層 陽台 雨遮 地下層
RPOOMLTLJIHFFGL98DA,1,303.66,住宅、外廊、樓梯間,鋼筋混凝土造,100年5月9日,四層,一層 二層 三層 四層 陽台 見其他登記事項
RPROMLNKKIHFFCB27DA,12,96.15,住家用,鋼筋混凝土造,89年11月9日,十四層,三層 陽台 雨遮
RPROMLNKKIHFFCB27DA,12,34.59,共有部份,鋼筋混凝土造,89年11月9日,十四層,
RPROMLNKKIHFFCB27DA,12,12.95,共有部份,鋼筋混凝土造,89年11月9日,十四層,
RPTOMLKMJIHFFGL68DA,30,76.12,集合住宅,鋼筋混凝土造,71年10月31日,五層,一層
RPRNMLOJKIHFFCL18DA,18,113.27,住家用,鋼筋混凝土造,83年10月30日,十六層,
RPRNMLOJKIHFFCL18DA,18,58.00,見其他登記事項,鋼筋混凝土造,83年10月30日,十六層,
RPRNMLOJKIHFFCL18DA,18,44.02,見其他登記事項,鋼筋混凝土造,83年10月30日,十六層,
RPOOMLKLKIHFFGL08CA,35,182.94,住家用,加強磚造,67年2月27日,二層,一層 二層
SPRNMLOJKIHFFCL28DA,18,118.43,住家用,鋼筋混凝土造,83年10月30日,十六層,
SPRNMLOJKIHFFCL28DA,18,44.02,見其他登記事項,鋼筋混凝土造,83年10月30日,十六層,
SPRNMLOJKIHFFCL28DA,18,60.00,見其他登記事項,鋼筋混凝土造,83年10月30日,十六層,
RPOOMLNKKIHFFHL38CA,,311.76,住宅、停車空間,鋼筋混凝土造,101年8月20日,四層,一層 二層 三層 四層 陽台
RPOOMLNKKIHFFHL38CA,,2.80,台電受電室、電信室、樓梯間,鋼筋混凝土造,101年8月20日,一層,
RPPOMLNKKIHFFHL48CA,,246.71,住宅、停車空間,鋼筋混凝土造,101年8月20日,四層,一層 二層 三層 四層 陽台
RPPOMLNKKIHFFHL48CA,,2.80,台電受電室、電信室、樓梯間,鋼筋混凝土造,101年8月20日,一層,
RPQNMLKKKIHFFHL18CA,19,70.44,集合住宅,鋼筋混凝土造,83年4月26日,十五層,六層 陽台
RPSNMLLLKIHFFGL48CA,18,143.04,住家用,鋼筋混凝土造,83年6月22日,四層,一層 二層 三層 四層 陽台 平台
RPSNMLOKKIHFFHL78CA,,221.72,住宅、停車空間、辦公室、樓梯間,鋼筋混凝土造,101年8月20日,四層,一層 二層 三層 四層 陽台 見其他登記事項
RPSNMLOKKIHFFHL78CA,,2.80,台電受電室、電信室、樓梯間,鋼筋混凝土造,101年8月20日,一層,
RPURMLOJKIHFFHL66CA,15,108.70,集合住宅,鋼筋混凝土造,86年7月15日,六層,六層 陽台
RPURMLOJKIHFFHL66CA,15,54.13,共有部份,鋼筋混凝土造,86年7月15日,六層,
RPROMLOJKIHFFHL68CA,18,137.11,住宅、梯間,鋼筋混凝土造,84年1月8日,三層,一層 二層 三層 陽台 平台 花台 見其他登記事項
RPRNMLNJKIHFFHL48CA,20,17.52,辦公室,鋼筋混凝土造,81年5月15日,十五層,
RPRNMLNJKIHFFHL48CA,20,87.55,集合住宅,鋼筋混凝土造,81年5月15日,十五層,四層 陽台
RPRNMLNJKIHFFHL48CA,20,39.44,水箱、機械房、貯藏室、停車空間、防空避難室、梯間,鋼筋混凝土造,81年5月15日,十五層,
RPUNMLNJKIHFFHL78CA,22,79.19,集合住宅,鋼筋混凝土造,79年7月18日,六層,五層 陽台 花台
RPUNMLNJKIHFFHL78CA,22,42.37,避難室、人行道、水塔、梯間、停車場、機械、廠房,鋼筋混凝土造,79年7月18日,六層,
RPVNMLNJKIHFFHL88CA,36,72.52,住家用,磚造,66年1月10日,一層,一層
RPTNMLOJKIHFFHL78CA,18,103.01,集合住宅,鋼筋混凝土造,83年5月17日,六層,四層 陽台 花台
RPTNMLOJKIHFFHL78CA,18,41.22,梯間、人行道、機房、車道、水箱、防空避難室、停車空間,鋼筋混凝土造,83年5月17日,六層,
RPRPMLTLJIHFFGL66CA,7,85.06,集合住宅,鋼筋混凝土造,94年11月30日,十五層,十二層 陽台
RPRPMLTLJIHFFGL66CA,7,.13,辦公室,鋼筋混凝土造,94年11月30日,十五層,
RPRPMLTLJIHFFGL66CA,7,17.27,共有部份,鋼筋混凝土造,94年11月30日,十五層,
RPRPMLTLJIHFFGL66CA,7,11.53,共有部份,鋼筋混凝土造,94年11月30日,十五層,
RPRPMLTLJIHFFGL66CA,7,3441.20,共有部份,鋼筋混凝土造,94年11月30日,十五層,
RPRPMLTLJIHFFGL66CA,7,.07,共有部份,鋼筋混凝土造,94年11月30日,十五層,
RPPNMLKMJIHFFGL08CA,35,78.39,住家用,加強磚造,66年12月1日,一層,一層
RPSNMLKMJIHFFGL38CA,35,57.10,住家用,加強磚造,67年2月23日,二層,一層 二層 騎樓
RPTNMLOKKIHFFGL78CA,21,130.03,住宅、梯間,鋼筋混凝土造,81年4月20日,三層,一層 二層 三層 陽台 屋頂突出物
RPPNMLSJKIHFFGL68CA,17,85.21,集合住宅,鋼筋混凝土造,84年12月22日,十六層,五層 陽台
RPPNMLSJKIHFFGL68CA,17,37.50,共有部份,鋼筋混凝土造,84年12月22日,十六層,
RPXOMLRJKIHFFGL86CA,24,181.64,住宅、梯間、人行道、店舖,鋼筋混凝土造,77年11月21日,三層,一層 二層 三層 陽台 屋頂突出物 騎樓 花台
RPQNMLLJKIHFFFL97CA,18,183.29,住家用,鋼筋混凝土造,83年9月5日,四層,一層 二層 三層 四層 陽台 見其他登記事項
RPTNMLNJKIHFFFL48CA,,318.23,住宅、停車空間,鋼筋混凝土造,101年5月1日,五層,一層 二層 三層 四層 五層 陽台
RPUNMLNJKIHFFFL58CA,,220.44,住宅、停車空間、樓梯間,鋼筋混凝土造,101年5月1日,四層,一層 二層 三層 四層 陽台 見其他登記事項
RPVNMLNJKIHFFFL68CA,,232.08,住宅、停車空間、樓梯間,鋼筋混凝土造,101年5月1日,四層,一層 二層 三層 四層 陽台 見其他登記事項
RPPNMLNJKIHFFFL08CA,,397.49,住宅、停車空間,鋼筋混凝土造,101年5月1日,五層,一層 二層 三層 四層 五層 陽台
RPQNMLNJKIHFFFL18CA,,373.13,住宅、停車空間,鋼筋混凝土造,101年5月1日,五層,一層 二層 三層 四層 五層 陽台
RPRNMLNJKIHFFFL28CA,,366.46,住宅、停車空間,鋼筋混凝土造,101年5月1日,五層,一層 二層 三層 四層 五層 陽台
RPQNMLTLJIHFFFL88CA,21,92.09,住家用,鋼筋混凝土造,80年8月30日,六層,四層 陽台 花台
RPQNMLTLJIHFFFL88CA,21,7.58,共有部份,鋼筋混凝土造,80年8月30日,六層,
RPQNMLTLJIHFFFL88CA,21,9.54,集合住宅　人行道　儲藏室　避難室　店舖,鋼筋混凝土造,80年8月30日,六層,
RPQNMLTLJIHFFFL88CA,21,.00,共有部份,鋼筋混凝土造,80年8月30日,六層,
RPOOMLPJKIHFFFL28CA,9,184.28,住宅、停車空間、人行道,鋼筋混凝土造,93年2月9日,四層,一層 二層 三層 四層 陽台 騎樓
RPOOMLPJKIHFFFL28CA,9,2.09,穿廊,鋼筋混凝土造,93年2月9日,一層,
RPPPMLPJKIHFFFL48CA,19,234.14,住宅　人行道　,鋼筋混凝土造,83年1月31日,四層,一層 二層 三層 四層 騎樓 見其他登記事項 見其他登記事項
RPUPMLNJKIHFFFL78CA,5,77.75,集合住宅,鋼筋混凝土造,97年2月25日,十四層,十四層 陽台 見其他登記事項
RPUPMLNJKIHFFFL78CA,5,19.61,人行道、門廳、管理室、門廊、交誼廳、儲藏室、梯間、水箱、機械室,鋼筋混凝土造,97年2月25日,十四層,
RPUPMLNJKIHFFFL78CA,5,32.75,防空避難室兼停車空間、機械室、台電配電室、停車空間、水箱,鋼筋混凝土造,97年2月25日,十四層,
RPVNMLKLKIHFFFL58CA,6,127.58,住房、停車空間,鋼筋混凝土造,95年9月8日,四層,一層 二層 三層 四層 陽台
RPOOMLSKKIHFFGL78CA,32,136.81,住商用,鋼筋混凝土造,69年11月30日,三層,一層 二層 三層 騎樓
RPUNMLNKKIHFFFL68CA,13,150.64,住宅、停車空間,鋼筋混凝土造,88年4月23日,四層,一層 二層 三層 四層 陽台
RPTNMLQJKIHFFFL78CA,15,126.23,住家用,鋼筋混凝土造,86年7月12日,三層,一層 二層 三層 見其他登記事項
RPTNMLKKKIHFFFL28CA,17,87.59,住家用,鋼筋混凝土造,85年1月24日,十層,七層 陽台
RPOPMLOLKIHFFHL68CA,35,79.20,住宅、店舖,加強磚造,67年1月10日,二層,一層 二層
RPXNMLLJKIHFFCB37CA,18,49.48,住家用,鋼筋混凝土造,84年1月12日,十四層,十三層 陽台
RPXNMLLJKIHFFCB37CA,18,21.85,共有部份,鋼筋混凝土造,84年1月12日,十四層,
RPTOMLKMJIHFFCB17CA,6,60.71,住家用,鋼筋混凝土造,96年1月8日,十五層,六層 陽台 雨遮
RPTOMLKMJIHFFCB17CA,6,49.32,共用,鋼筋混凝土造,96年1月8日,十五層,
RPSNMLKMJIHFFCB96CA,20,90.72,住家用,鋼筋混凝土造,82年4月26日,八層,三層 陽台 花台
RPSNMLKMJIHFFCB96CA,20,24.61,共有部份,鋼筋混凝土造,82年4月26日,八層,
RPROMLKMJIHFFCB96CA,5,20.10,住家用,鋼筋混凝土造,96年5月22日,十五層,九層 陽台
RPROMLKMJIHFFCB96CA,5,16.10,共用,鋼筋混凝土造,96年5月22日,十五層,
RPQRMLTLJIHFFCB97CA,16,79.98,住家用,鋼筋混凝土造,85年6月8日,七層,六層 陽台 花台
RPQRMLTLJIHFFCB97CA,16,6.04,共有部份,鋼筋混凝土造,85年6月8日,七層,
RPQRMLTLJIHFFCB97CA,16,21.02,共有部份,鋼筋混凝土造,85年6月8日,七層,
RPQRMLTLJIHFFCB97CA,16,8.33,共有部份,鋼筋混凝土造,85年6月8日,七層,
RPQPMLKMJIHFFCB96CA,3,39.71,共有部份之項目有：防空避難室兼停車空間、梯廳、安全梯、緊急昇降機、台電配電室、停車空間、景觀機械室、電信／網路弱電室、發電機室兼消防機房、污水機房、發電機室、水箱、機房、排煙室、防災中心、外廊、門廳、車道、環保室、中繼水箱機械室、中繼水箱、走廊、樓梯間、水錶室、機械室等二十五項。,鋼筋混凝土造,99年1月20日,十八層,
RPSNMLLKKIHFFBB86CA,16,102.31,住家用,鋼筋混凝土造,85年9月26日,十六層,十五層 陽台
RPSNMLLKKIHFFBB86CA,16,27.74,共有部份,鋼筋混凝土造,85年5月24日,十六層,
RPSNMLLKKIHFFBB86CA,16,2.20,樓梯間，機房，水塔,鋼筋混凝土造,85年9月26日,(空白),
RPPPMLKKKIHFFBB66CA,1,375.02,停車空間、梯間、住宅、辦公室、樓梯間,鋼筋混凝土造,101年3月22日,四層,一層 二層 三層 四層 陽台 見其他登記事項
RPSOMLLKKIHFFBB96CA,4,18.50,住家用,鋼筋混凝土造,97年11月28日,十七層,八層 陽台
RPSOMLLKKIHFFBB96CA,4,3.86,共有部份,鋼筋混凝土造,97年11月28日,十七層,
RPSOMLLKKIHFFBB96CA,4,7.76,共有部份,鋼筋混凝土造,97年11月28日,十七層,
RPOPMLPJKIHFFBB96CA,32,104.96,住家用,加強磚造,69年11月7日,二層,一層 二層 騎樓
RPSQMLQJKIHFFBB57CA,2,58.00,住家用,鋼筋混凝土造,99年12月24日,十二層,七層 陽台 雨遮
RPPOMLQJKIHFFBB07CA,33,30.02,住家用,鋼筋混凝土造,68年11月19日,七層,六層
RPPOMLQJKIHFFBB07CA,33,2.74,共有部份,鋼筋混凝土造,68年11月19日,七層,
RPPOMLRJKIHFFBB17CA,20,25.82,住家用,鋼筋混凝土造,81年11月20日,七層,三層 陽台
RPQPMLRJKIHFFBB37CA,,455.19,停車空間、住宅、樓梯間,鋼筋混凝土造,101年8月13日,五層,一層 二層 三層 四層 五層 陽台 見其他登記事項
RPSNMLRKKIHFFBB47CA,32,102.00,住家用,鋼筋混凝土造,69年8月15日,二層,一層 二層
RPTNMLRKKIHFFBB57CA,36,219.60,商業用,鋼筋混凝土造,66年3月28日,四層,一層 二層 三層 四層 騎樓
RPQNMLOLKIHFFBB07CA,26,119.19,住商用,鋼筋混凝土造,76年1月8日,五層,一層 二層 陽台 騎樓 花台
RPQNMLOLKIHFFBB07CA,26,5.08,共有部份,鋼筋混凝土造,76年1月8日,五層,
RPOSMLSLJIHFFBB67CA,19,54.27,商業用,鋼筋混凝土造,83年2月7日,十八層,二層
RPOSMLSLJIHFFBB67CA,19,18.25,共有部份,鋼筋混凝土造,83年2月7日,十八層,
RPOQMLKMJIHFFBB76CA,17,71.71,住家用,鋼筋混凝土造,84年8月7日,十四層,四層 陽台 花台
RPOQMLKMJIHFFBB76CA,17,14.00,共有部份,鋼筋混凝土造,84年8月7日,十四層,
RPUQMLKMJIHFFBB37CA,33,90.48,住家用,鋼筋混凝土造,68年7月20日,五層,四層 陽台
RPSOMLKMJIHFFBB96CA,18,92.76,住家用,鋼筋混凝土造,83年12月10日,十六層,十五層 陽台
RPSOMLKMJIHFFBB96CA,18,13.16,共有部份,鋼筋混凝土造,83年12月10日,四層,
RPSOMLKMJIHFFBB96CA,18,8.52,共有部份,鋼筋混凝土造,83年12月10日,十六層,
RPSOMLKMJIHFFBB96CA,18,.03,商業用,鋼筋混凝土造,83年12月10日,十六層,
RPSOMLKMJIHFFBB96CA,18,.01,共有部份,鋼筋混凝土造,83年12月10日,十六層,
RPSOMLKMJIHFFBB96CA,18,15.33,共有部份,鋼筋混凝土造,83年12月10日,十六層,
RPSOMLKMJIHFFBB96CA,18,12.81,共有部份,鋼筋混凝土造,83年12月10日,十六層,
RPSPMLKMJIHFFBB07CA,13,104.87,住家用,鋼筋混凝土造,89年2月18日,十四層,六層 陽台
RPSPMLKMJIHFFBB07CA,13,47.36,共有部份,鋼筋混凝土造,89年2月18日,十四層,
RPQPMLKMJIHFFBB86CA,31,19.76,住家用,鋼筋混凝土造,71年1月21日,十二層,六層
RPQPMLKMJIHFFBB86CA,31,7.80,共有部份,鋼筋混凝土造,71年1月21日,十二層,
RPWQMLTLJIHFFBB38CA,,112.24,住家用,鋼筋混凝土加強磚造,,二層,一層 二層 騎樓
RPORMLTLJIHFFBB67CA,19,79.19,住家用,鋼筋混凝土造,83年5月7日,十二層,七層 陽台 花台
RPORMLTLJIHFFBB67CA,19,11.17,共有部份,鋼筋混凝土造,83年5月7日,十二層,
RPPRMLTLJIHFFBB77CA,24,118.37,住商用,鋼筋混凝土造,77年9月22日,五層,一層 二層 陽台 平台 騎樓 花台
RPPRMLTLJIHFFBB77CA,24,5.18,共有部份,鋼筋混凝土造,77年9月22日,五層,
RPROMLTLJIHFFCB77CA,,160.71,住家用,鋼筋混凝土造,101年8月6日,十五層,十三層 陽台 雨遮
RPROMLTLJIHFFCB77CA,,116.55,本共有部分係依使用執照之建築概要表記載項目有：防空避難空間兼停車空間、停車空間、電信室、台電配電室、消防機房、排煙室、機電設備空間、 緊急發電機、電表箱室、 緊急昇降機、水箱室、管委會空間、垃圾收集空間、門廳、門廊、樓梯間及機電設備空間、機械房、水錶室、水箱、樓梯間、梯廳、設備室、樓梯間及機械房等２３項。,鋼筋混凝土造,101年8月6日,十五層,
RPXNMLKMJIHFFBB37CA,16,27.66,住家用,鋼筋混凝土造,85年5月24日,十六層,十二層 陽台
RPXNMLKMJIHFFBB37CA,16,8.61,共有部份,鋼筋混凝土造,85年5月24日,十六層,
RPXNMLKMJIHFFBB37CA,16,.00,共有部份,鋼筋混凝土造,85年5月24日,十六層,
RPXNMLKMJIHFFBB37CA,16,5.91,共有部份,鋼筋混凝土造,85年5月24日,十六層,
RPSTMLNJKIHFFBB57CA,19,77.01,住家用,鋼筋混凝土造,83年4月20日,八層,六層 陽台 花台
RPSTMLNJKIHFFBB57CA,19,34.84,共有部份,鋼筋混凝土造,83年4月20日,八層,
RPWTMLNJKIHFFBB97CA,30,78.61,住家用,鋼筋混凝土造,71年11月11日,五層,三層 陽台
RPWTMLNJKIHFFBB97CA,30,4.58,共有部份,鋼筋混凝土造,71年11月11日,五層,
RPQSMLNJKIHFFBB27CA,19,72.85,住家用,鋼筋混凝土造,82年9月4日,七層,三層 陽台
RPQSMLNJKIHFFBB27CA,19,33.24,共有部份,鋼筋混凝土造,82年9月4日,七層,
RPQPMLOJKIHFFBB07CA,29,72.57,住家用,鋼筋混凝土造,73年4月30日,五層,五層 陽台 雨遮
RPQPMLOJKIHFFBB07CA,29,6.81,共有部份,鋼筋混凝土造,73年4月30日,五層,
RPQPMLOJKIHFFBB07CA,29,3.23,共有部份,鋼筋混凝土造,73年4月30日,五層,
RPUNMLQKKIHFFAB47CA,,84.81,集合住宅,鋼筋混凝土造,101年5月28日,十五層,十層 陽台 雨遮
RPUNMLQKKIHFFAB47CA,,36.05,本共有部分係依使用執照之建築概要表記載項目有：停車空間、Ａ梯間、Ｂ梯間、Ｃ梯間、Ｄ梯間、水箱、污水機房、消防機房、發電機房、機房、電信室、人行道、大廳、資源回收處理室、垃圾冷藏室、多功能社區中心１及２、警衛室、管理室、閱覽室１及２、健身房、籃球場、外廊、防空避難室、台電受電室Ａ、台電受電室Ｂ、機械室、走廊、電梯機房、車道、屋頂裝飾物等共３２項。,鋼筋混凝土造,101年5月28日,十五層,
RPTNMLSJKIHFFBB57CA,16,65.04,住家用,鋼筋混凝土造,85年8月12日,十六層,五層 陽台 花台
RPTNMLSJKIHFFBB57CA,16,10.89,共有部份,鋼筋混凝土造,85年8月12日,十六層,
RPTNMLSJKIHFFBB57CA,16,1.16,共有部份,鋼筋混凝土造,85年8月12日,二十二層,
RPTNMLSJKIHFFBB57CA,16,.84,共有部份,鋼筋混凝土造,85年8月12日,二十二層,
RPTNMLSJKIHFFBB57CA,16,7.08,共有部份,鋼筋混凝土造,85年8月12日,二十二層,
RPXPMLTLJIHFFCB48CA,17,107.59,住家用,鋼筋混凝土造,84年5月10日,八層,四層 陽台 花台
RPXPMLTLJIHFFCB48CA,17,35.79,共有部份,鋼筋混凝土造,84年5月10日,八層,
RPXPMLTLJIHFFCB48CA,17,10.14,共有部份,鋼筋混凝土造,84年5月10日,八層,
RPPNMLQKKIHFFFL48CA,37,110.94,住家用,加強磚造,64年9月25日,二層,一層 二層
RPVOMLTKKIHFFAB97CA,18,151.56,住家用,鋼筋混凝土造,83年5月9日,八層,一層 二層 陽台 平台 花台
RPVOMLTKKIHFFAB97CA,18,46.84,共有部份,鋼筋混凝土造,83年5月9日,八層,
RPUQMLSKKIHFFAB97CA,17,224.88,集合住宅,鋼筋混凝土造,84年4月29日,二十層,十九層 二十層 陽台 花台
RPUQMLSKKIHFFAB97CA,17,44.80,梯間，機械室，水箱,鋼筋混凝土造,84年4月29日,二十層,
RPUQMLSKKIHFFAB97CA,17,36.02,梯間，停車場，防空避難室,鋼筋混凝土造,84年4月29日,二十層,
RPUQMLSKKIHFFAB97CA,17,14.59,停車場,鋼筋混凝土造,84年4月29日,二十層,
RPUQMLSKKIHFFAB97CA,17,2.51,梯間，停車場，防空避難室,鋼筋混凝土造,84年4月29日,二十層,
RPOQMLSKKIHFFAB37CA,11,92.94,集合住宅,鋼筋混凝土造,90年12月25日,九層,二層 陽台 雨遮
RPOQMLSKKIHFFAB37CA,11,31.79,共有部份,鋼筋混凝土造,90年12月25日,九層,
RPRNMLQJKIHFFAB07CA,26,186.63,住商用,鋼筋混凝土造,76年1月5日,三層,一層 二層 三層 陽台 平台 屋頂突出物 騎樓
RPVNMLPJKIHFFAB37CA,1,74.78,集合住宅,鋼筋混凝土造,100年11月30日,十五層,三層 陽台
RPVNMLPJKIHFFAB37CA,1,15.17,本共有部分係依使用執照之建築概要表記載項目有：Ｂ梯、機械室、Ｂ水箱、排煙室、排煙設備空間等共５項。,鋼筋混凝土造,100年11月30日,十五層,
RPVNMLPJKIHFFAB37CA,1,17.99,本共有部分係依使用執照之建築概要表記載項目有：防空避難室兼停車空間、Ａ梯、Ｂ梯、Ｃ梯、Ｄ梯、台電配電室Ａ、台電配電室Ｂ、電信室、停車空間、發電機室、Ａ水箱、Ｂ水箱、Ｃ水箱、Ｄ水箱、消防幫浦室、污水機房、管理委員會使用空間視廳室、管理委員會使用空間圖書室、管理委員會使用空間健身房、管理委員會使用空間交誼室、管理委員會使用空間大廳、管理委員會使用空間儲藏室、管理委員會使用空間會客室、垃圾收集室、頂蓋型廣場式開放空間、管理委員會使用空間交誼廳、管理委員會使用空間辦公室、排煙室、雨遮等共２９項。,鋼筋混凝土造,100年11月30日,十五層,
RPVNMLPJKIHFFAB37CA,1,.13,辦公室,鋼筋混凝土造,100年11月30日,十五層,
RPVNMLPJKIHFFAB37CA,1,30.07,本共有部分係依使用執照之建築概要表記載項目有：防空避難室兼停車空間、Ａ梯、Ｂ梯、Ｃ梯、Ｄ梯、台電配電室Ａ、台電配電室Ｂ、電信室、停車空間、發電機室、Ａ水箱、Ｂ水箱、Ｃ水箱、Ｄ水箱、消防幫浦室、污水機房、管理委員會使用空間視廳室、管理委員會使用空間圖書室、管理委員會使用空間健身房、管理委員會使用空間交誼室、管理委員會使用空間大廳、管理委員會使用空間儲藏室、管理委員會使用空間會客室、垃圾收集室、頂蓋型廣場式開放空間、管理委員會使用空間交誼廳、管理委員會使用空間辦公室、排煙室、雨遮等共２９項。,鋼筋混凝土造,100年11月30日,十五層,
RPWNMLOLKIHFFAB57CA,16,69.11,住家用,鋼筋混凝土造,85年12月7日,十六層,十層 陽台 見其他登記事項
