鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
梧棲區,房地(土地+建物),台中市梧棲區梧南路１６８之３５號,64.0,住,,,1011030,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0980202,180.88,4,3,4,有,無,5850000,32342,,0.0,0,含增建或未登記建物。,RPQOMLKKKIHFFCL77CA,170.25,10.63,0.0,,
龍井區,房地(土地+建物),台中市龍井區新庄里新庄街二段９８巷２２弄５號,106.41,其他,鄉村區,乙種建築用地,1011017,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0931005,238.63,4,2,5,有,無,8100000,33944,,0.0,0,,RPTNMLRJKIHFFCL58CA,207.58,3.75,27.3,,
沙鹿區,房地(土地+建物),台中市清水區星美路６１巷９號,92.0,住,,,1011007,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1010507,188.93,5,2,4,有,無,7800000,41285,,0.0,0,,RPOPMLQJKIHFFCL18CA,171.27,0.0,17.66,,
梧棲區,土地,文化段270地號,6.0,其他,,,1011107,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,228000,38000,,0.0,0,,RPPOMLTLJIHFFCL58CA,0.0,0.0,0.0,,
大肚區,房地(土地+建物),台中市大肚區蔗南路１８０巷１４之３號,19.38,住,一般農業區,丙種建築用地,1011015,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700520,46.92,1,1,1,有,無,330000,7033,,0.0,0,,RPXNMLNJKIHFFCL58CA,46.92,0.0,0.0,,
龍井區,房地(土地+建物),台中市龍井區龍社八街10巷1號,225.03,住,,,1010923,土地4建物2車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0971226,1076.6399999999999,4,3,3,有,有,13800000,12818,,0.0,0,,RPQOMLNJKIHFFCL97CA,200.83,8.43,37.11,,
沙鹿區,房地(土地+建物),台中市沙鹿區三鹿里保成路198巷41號,65.0,住,,,1011019,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,0950411,135.66,4,2,5,有,無,5400000,39805,,0.0,0,,RPRPMLNJKIHFFCL18CA,121.4,5.72,8.54,,
梧棲區,房地(土地+建物),台中市梧棲區福德里博愛路6巷3號,89.0,住,,,1011024,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,0891013,191.41,5,2,3,有,無,5300000,27689,,0.0,0,,RPTPMLNJKIHFFCL38CA,173.18,5.81,12.42,,
梧棲區,土地,忠孝段536地號,39.0,住,,,1011104,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1179000,30231,,0.0,0,,RPQNMLNLJIHFFCL97CA,0.0,0.0,0.0,,
清水區,土地,吳厝北段158地號,2015.7,農,,,1011004,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,15540000,7709,,0.0,0,,RPSNMLNLJIHFFCL18CA,0.0,0.0,0.0,,
沙鹿區,土地,沙鹿段斗抵小段286-25地號,66.0,,,,1011026,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2600000,39394,,0.0,0,,RPRNMLLLJIHFFCL87CA,0.0,0.0,0.0,,
清水區,土地,田寮段下湳子小段283-16地號,4077.0,工,,,1011030,土地13建物0車位0,,,其他,,,,0.0,0,0,0,有,無,136665000,33521,,0.0,0,買賣價金內含賣方拆除地上建物淨空交地等一切費用。,RPSNMLLLJIHFFCL97CA,0.0,0.0,0.0,,
沙鹿區,土地,南勢坑段埔子小段916地號,2615.07,其他,,,1011008,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7910572,3025,,0.0,0,,RPXPMLTKJIHFFCL76CA,0.0,0.0,0.0,,
沙鹿區,土地,北勢坑段六路厝小段155地號,24.0,住,,,1011101,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1524600,63525,,0.0,0,,RPPNMLKLJIHFFCL57CA,0.0,0.0,0.0,,
龍井區,房地(土地+建物),台中市龍井區三港路富美巷１６號,58.0,住,,,1011017,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0790319,76.52,4,1,2,有,無,2000000,26137,,0.0,0,,RPVNMLTKJIHFFCL98CA,76.52,0.0,0.0,,
清水區,房地(土地+建物),台中市清水區三美路202之8號,116.4,農,,,1011025,土地2建物1車位0,全,二層,透天厝,見其他登記事項,加強磚造,0740323,142.08,0,0,0,無,無,3300000,23226,,0.0,0,,RPWNMLTKJIHFFCL09CA,138.48,0.0,3.6,,
大肚區,房地(土地+建物),台中市大肚區福山里沙田路一段428巷54弄12號,73.0,住,,,1011025,土地1建物1車位0,四層，一層，二層，三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0810820,204.13,6,2,3,有,無,3860000,18910,,0.0,0,,RPQNMLPLJIHFFCL18CA,197.24,0.0,6.89,,
大肚區,土地,社腳段山子頂小段42-30地號,243.73,住,,,1011031,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3900000,16001,,0.0,0,含未辦保存登記建物1筆門牌:大肚區福山里沙田路一段428巷55號,RPOOMLQLJIHFFCL18CA,0.0,0.0,0.0,,
沙鹿區,土地,北勢坑段六路厝小段334-26地號,2159.0,住,,,1011024,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,76256000,35320,,0.0,0,,RPWNMLSLJIHFFCL09CA,0.0,0.0,0.0,,
沙鹿區,土地,北勢坑段六路厝小段334-47地號,93.0,住,,,1010628,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2200000,23656,,0.0,0,,RPOOMLSLJIHFFCL38CA,0.0,0.0,0.0,,
沙鹿區,土地,北勢坑段六路厝小段334-48地號,88.0,住,,,1010705,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1970000,22386,,0.0,0,,RPPOMLSLJIHFFCL48CA,0.0,0.0,0.0,,
大甲區,房地(土地+建物),台中市大甲區中華街３１之３號,15.4,住,,,1011006,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730621,63.39,2,1,1,有,無,1900000,29973,,0.0,0,,RPPPMLKLJIHFFBL67CA,63.39,0.0,0.0,,
大甲區,房地(土地+建物),台中市大甲區經國路２４６８號,74.57,住,,,1011022,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,0820406,188.75,4,2,5,有,無,5960000,31576,,0.0,0,,RPOOMLLKKIHFFBL57CA,169.61,6.38,12.76,,
新社區,土地,中正段588地號,737.18,農,,,1010917,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10480856,14217,,0.0,0,,RPPNMLOLJIHFFEL18CA,0.0,0.0,0.0,,
新社區,土地,中正段595地號,751.03,農,,,1010917,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10677769,14217,,0.0,0,,RPQNMLOLJIHFFEL28CA,0.0,0.0,0.0,,
新社區,土地,中正段600地號,379.03,農,,,1010917,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5388859,14217,,0.0,0,,RPRNMLOLJIHFFEL38CA,0.0,0.0,0.0,,
新社區,土地,水底寮段上水底寮小段358-45地號,1271.0,其他,山坡地保育區,丙種建築用地,1011003,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13000000,10228,,0.0,0,未保存建物一棟,RPPNMLPLJIHFFEL28CA,0.0,0.0,0.0,,
東勢區,房地(土地+建物),台中市東勢區東崎路四段３９８巷７１弄８號,550.0,農,特定農業區,農牧用地,1011029,土地1建物1車位0,一層，二層,二層,農舍,農舍,見其他登記事項,0900308,359.2,0,0,0,無,無,4600000,,,0.0,0,,RPOOMLTKJIHFFEL58CA,342.26,0.0,16.94,,
東勢區,土地,東勢段中嵙小段851地號,2553.5,農,山坡地保育區,農牧用地,1011024,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,800000,313,,0.0,0,,RPPOMLTKJIHFFEL68CA,0.0,0.0,0.0,,
東勢區,土地,下新段792地號,1413.28,農,,,1011019,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12150000,8597,,0.0,0,,RPPNMLKLJIHFFEL77CA,0.0,0.0,0.0,,
石岡區,土地,仙塘坪段353-6地號,1784.82,其他,山坡地保育區,農牧用地,1011030,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,400000,224,,0.0,0,荒地整地及排水供水設施由權利人自行處理,RPROMLOJKIHFFEL38CA,0.0,0.0,0.0,,
新社區,土地,中正段641地號,495.96,農,,,1011104,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1100000,2218,,0.0,0,,RPQOMLQJKIHFFEL48CA,0.0,0.0,0.0,,
西屯區,房地(土地+建物)+車位,台中市西屯區市政北一路２號七樓之１,29.51,住,,,970510,土地1建物1車位2,七層,三十層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1010702,411.83,0,0,0,無,有,29970000,72773,一樓平面,58.2,0,,RPTNMLSJKIHFFCB67CA,188.76,19.99,26.32,,
西屯區,房地(土地+建物)+車位,台中市西屯區市政北一路２號九樓之１,32.44,住,,,970509,土地1建物1車位4,九層,三十層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1010702,440.93,0,0,0,無,有,30800000,69852,一樓平面,87.3,0,,RPUNMLSJKIHFFCB77CA,188.76,19.99,26.32,,
西屯區,房地(土地+建物)+車位,台中市西屯區市政北一路２號十六樓之１,32.44,住,,,970520,土地1建物1車位4,十六層,三十層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1010702,440.93,0,0,0,無,有,32990000,74819,一樓平面,87.3,0,,RPVNMLSJKIHFFCB87CA,188.76,19.99,26.32,,
西屯區,房地(土地+建物)+車位,台中市西屯區市政北一路２號八樓之２,29.51,住,,,970522,土地1建物1車位2,八層,三十層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1010702,411.83,0,0,0,無,有,33740000,81927,一樓平面,58.2,0,,RPWNMLSJKIHFFCB97CA,188.76,19.99,26.32,,
豐原區,土地,三豐段77-1地號,360.1,住,,,1011105,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,24220326,67260,,0.0,0,,RPTNMLLLJIHFFAL87CA,0.0,0.0,0.0,,
豐原區,土地,豐陽段605地號,19.66,其他,,,1011012,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,522823,26593,,0.0,0,,RPUSMLNLJIHFFAL68CA,0.0,0.0,0.0,,
豐原區,土地,豐陽段605地號,19.66,其他,,,1011012,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,522823,26593,,0.0,0,,RPVSMLNLJIHFFAL78CA,0.0,0.0,0.0,,
豐原區,土地,豐陽段605地號,19.66,其他,,,1011012,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,522823,26593,,0.0,0,,RPWSMLNLJIHFFAL88CA,0.0,0.0,0.0,,
豐原區,土地,豐陽段508-1地號,0.53,其他,,,1011012,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,14076,0,,0.0,0,,RPQQMLNLJIHFFAL08CA,0.0,0.0,0.0,,
豐原區,土地,豐陽段508-1地號,0.53,其他,,,1011012,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,14076,0,,0.0,0,,RPRQMLNLJIHFFAL18CA,0.0,0.0,0.0,,
豐原區,土地,豐陽段508-1地號,1.59,其他,,,1011012,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,42228,26558,,0.0,0,,RPSQMLNLJIHFFAL28CA,0.0,0.0,0.0,,
豐原區,房地(土地+建物),台中市豐原區南陽路５８巷２５５弄２８之２號,96.48,住,,,1011025,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0961227,270.95,4,3,4,有,無,7400000,27311,,0.0,0,,RPPNMLMLJIHFFAL57CA,247.3,0.0,23.65,,
豐原區,土地,新綠山段883地號,213.19,住,,,1011008,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10960000,51410,,0.0,0,含未保存建物,RPRNMLNLJIHFFAL87CA,0.0,0.0,0.0,,
后里區,土地,中和段158-1地號,4218.0,其他,特定農業區,農牧用地,1011025,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,37800000,8962,,0.0,0,,RPWOMLTKJIHFFAL98CA,0.0,0.0,0.0,,
豐原區,土地,陽明段542地號,113.16,住,,,1011019,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8014050,70821,,0.0,0,,RPOOMLKLJIHFFAL37CA,0.0,0.0,0.0,,
豐原區,房地(土地+建物),台中市豐原區北陽里22鄰南陽路５８巷２９５號,1522.4,,,,1010927,土地3建物2車位0,一層,一層,工廠,工業用,磚造,0651120,665.37,0,0,1,有,無,24000000,,,0.0,0,,RPPOMLKLJIHFFAL47CA,665.37,0.0,0.0,,
神岡區,房地(土地+建物)+車位,台中市神岡區中山路８５１巷３７弄３４號,140.12,工,,,1011022,土地7建物1車位1,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,0821103,193.62,5,1,3,有,無,7250000,37444,一樓平面,0.0,0,,RPROMLTKJIHFFAL48CA,179.99,13.63,0.0,,
神岡區,房地(土地+建物),台中市神岡區文昌街３２０巷２３弄１０號,88.66,住,,,1011017,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,0690214,107.76,4,3,3,有,無,5900000,54751,,0.0,0,,RPPNMLTKJIHFFAL18CA,107.76,0.0,0.0,,
豐原區,房地(土地+建物),台中市豐原區富陽路２３５巷１２９弄８０號,93.89,住,,,1011012,土地2建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,0800115,147.31,4,2,3,有,無,6300000,42767,,0.0,0,,RPQNMLTKJIHFFAL28CA,144.14,0.0,3.17,,
北屯區,房地(土地+建物),台中市北屯區中清路１５４巷５２弄１６號２樓,25.83,住,,,1011024,土地1建物1車位0,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830930,104.1,4,2,2,有,有,3450000,33141,,0.0,0,,RPQSMLQJKIHFFBB57CA,92.49,1.0,10.61,,
北屯區,房地(土地+建物)+車位,台中市北屯區松竹五路２１號九樓之７,17.46,住,,,1011025,土地2建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010725,163.54000000000002,3,2,2,有,有,6030000,36872,坡道平面,36.66,0,,RPQOMLQJKIHFFBB17CA,71.53,6.65,8.07,,
西屯區,房地(土地+建物),台中市西屯區大信街３０之２號,34.9,住,,,1011117,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0741111,130.35,4,2,2,有,無,3850000,29536,,0.0,0,,RPOPMLTKJIHFFCB47CA,110.48,0.0,8.84,,
西屯區,房地(土地+建物),台中市西屯區長安路二段１１巷５之２號,32.56,住,,,1011024,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710726,107.86,3,2,2,有,無,3300000,30595,,0.0,0,,RPPNMLTKJIHFFCB37CA,92.08,0.0,15.78,,
西屯區,房地(土地+建物),台中市西屯區逢甲路３１７號六樓之２,13.88,住,,,1011022,土地5建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820629,68.31,2,2,2,有,無,3250000,47577,,0.0,0,,RPVOMLTKJIHFFCB08CA,44.18,0.0,5.64,,
西屯區,房地(土地+建物)+車位,台中市西屯區西墩里福科二路２１８號,147.45,住,,,1011023,土地2建物1車位2,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,1001228,370.73,5,3,4,有,有,42000000,113290,一樓平面,0.0,0,,RPXNMLKLJIHFFCB37CA,328.1,6.23,36.4,,
南屯區,房地(土地+建物),台中市南屯區南屯路二段３７９號,88.0,住,,,1011007,土地3建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0711013,211.68,4,2,6,有,無,21000000,99206,,0.0,0,,RPSRMLLLJIHFFCB37CA,196.84,0.0,14.84,,
南屯區,土地,春社段530-1地號,260.0,農,,,1011024,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3617900,13915,,0.0,0,,RPWPMLKLJIHFFCB47CA,0.0,0.0,0.0,,
南屯區,房地(土地+建物),台中市南屯區忠勇路１０５之１９號１１樓,11.97,住,,,1011025,土地1建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841229,112.04,3,1,2,有,有,2660000,23742,,0.0,0,,RPSNMLKLJIHFFCB86CA,72.23,0.74,16.26,,
西屯區,房地(土地+建物),台中市西屯區文華路１６２巷１９號五樓之１８,5.15,住,,,1011024,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970131,34.19,1,0,1,有,有,2050000,59959,,0.0,0,,RPPQMLKLJIHFFCB86CA,17.74,0.15,2.71,,
西屯區,房地(土地+建物)+車位,台中市西屯區台中港路三段126-66號九樓之3,14.5,住,,,1011029,土地1建物1車位1,九層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980506,219.17000000000002,4,2,2,有,有,15000000,68440,坡道平面,24.94,0,,RPXPMLRLJIHFFCB28CA,118.75,3.75,13.52,,
西屯區,房地(土地+建物),台中市西屯區工業區一路９８之１０號,25.02,住,,,1011009,土地1建物1車位0,一層，二層，騎樓,十三層,店面(店鋪),住商用,鋼筋混凝土造,0830614,123.78,1,1,1,有,無,7500000,60591,,0.0,0,,RPPTMLKMJIHFFCB27CA,99.79,2.86,6.34,,
南屯區,房地(土地+建物)+車位,台中市南屯區楓樹巷７３號七樓,31.99,住,,,1011102,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010808,221.17000000000002,4,2,2,有,有,8600000,38884,一樓平面,28.49,0,,RPTNMLNJKIHFFCB17CA,108.79,5.37,15.25,,
南屯區,房地(土地+建物)+車位,台中市南屯區楓樹巷７１號七樓,30.73,住,,,1011102,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010808,206.81,4,2,2,有,有,7850000,37958,升降機械,14.25,0,,RPUNMLNJKIHFFCB27CA,108.71,5.37,15.25,,
西屯區,房地(土地+建物)+車位,台中市西屯區玉門路４９０號,13.8,住,,,1011014,土地1建物1車位1,一層，二層，夾層,二十三層,店面(店鋪),見其他登記事項,鋼筋混凝土造,0970630,147.16,1,2,2,有,有,14300000,97173,坡道平面,21.45,0,,RPQNMLMJKIHFFCB76CA,93.53,0.91,7.3,,
西屯區,房地(土地+建物)+車位,台中市西屯區大信街６２號５樓之１,9.29,商,,,1010828,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890324,126.07000000000001,3,2,2,有,有,6200000,49179,坡道機械,6.86,0,,RPTSMLTLJIHFFCB38CA,78.92,2.36,3.45,,
北屯區,房地(土地+建物),台中市北屯區和祥五街１５９號,241.13,住,,,1011002,土地1建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,1010405,430.25,4,2,6,有,無,32000000,74375,,0.0,0,,RPROMLQLJIHFFBB37CA,419.78,2.16,8.31,,
北屯區,房地(土地+建物),台中市北屯區和祥五街１５７號,241.22,住,,,1011002,土地1建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,1010405,423.59,4,2,6,有,無,32000000,75545,,0.0,0,,RPTOMLQLJIHFFBB57CA,412.92,2.16,8.51,,
北屯區,房地(土地+建物),台中市北屯區和祥五街１５５號,226.23,住,,,1011012,土地1建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,1010405,391.6,4,2,6,有,無,29800000,76098,,0.0,0,,RPUOMLQLJIHFFBB67CA,381.42,2.16,8.02,,
北屯區,房地(土地+建物),台中市北屯區和祥五街１５３號,211.22,住,,,1011012,土地1建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,1010405,390.81,4,2,6,有,無,28280000,72363,,0.0,0,員工價﹝建築師﹞,RPVOMLQLJIHFFBB77CA,380.44,2.16,8.21,,
北屯區,房地(土地+建物),台中市北屯區和祥五街１５１號,211.3,住,,,1011013,土地1建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,1010405,391.6,4,2,6,有,無,29000000,74055,,0.0,0,,RPWOMLQLJIHFFBB87CA,381.42,2.16,8.02,,
北屯區,房地(土地+建物),台中市北屯區和祥五街１４９號,211.38,住,,,1011012,土地2建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,1010405,390.81,4,2,6,有,無,26260000,67194,,0.0,0,員工價﹝營造廠﹞,RPXOMLQLJIHFFBB97CA,380.44,2.16,8.21,,
北區,房地(土地+建物),台中市北屯區五順街２６９之５３號,4.98,商,,,1011107,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710419,21.95,1,0,1,無,無,260000,11845,,0.0,0,土地增值稅23398由買方繳納,RPWRMLNLJIHFFBB87CA,19.68,0.0,0.0,,
北屯區,房地(土地+建物),台中市北屯區和祥五街145號,262.67,住,,,1011001,土地2建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,1010405,390.81,4,2,6,有,無,31500000,80602,,0.0,0,,RPPPMLQLJIHFFBB27CA,380.44,2.16,8.21,,
北屯區,房地(土地+建物),台中市北屯區和祥五街141號,285.47,住,,,1011021,土地2建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,1010405,423.59,4,2,6,有,無,32000000,75545,,0.0,0,,RPQPMLQLJIHFFBB37CA,412.92,2.16,8.51,,
北屯區,房地(土地+建物),台中市北屯區柳陽東街42之4號,27.06,住,,,1011012,土地1建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0770406,119.66000000000001,3,2,2,有,有,2500000,20893,,0.0,0,,RPOSMLNJKIHFFBB07CA,85.62,3.92,10.11,,
北屯區,房地(土地+建物),台中市北屯區軍榮五街１７１巷５號,85.83,住,,,1011010,土地3建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0941208,276.78000000000003,4,3,4,有,無,13400000,48414,,0.0,0,,RPQQMLNJKIHFFBB07CA,250.79,3.52,12.23,,
北屯區,房地(土地+建物),台中市北屯區敦化路４６７巷５１號,65.0,住,,,1011101,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1010425,172.56,5,1,2,有,無,8000000,46361,,0.0,0,,RPQQMLTLJIHFFBB77CA,169.02,0.0,3.54,,
北屯區,土地,北屯段259-107地號,15.75,其他,,,1010517,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,230000,14603,,0.0,0,,RPXTMLTKJIHFFBB68CA,0.0,0.0,0.0,,
北屯區,房地(土地+建物),台中市北屯區大連路一段１１６之４號,25.64,住,,,1011029,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770909,93.04,4,2,3,有,無,2220000,23861,,0.0,0,朋友間買賣，含頂樓增建部份,RPQRMLKLJIHFFBB96CA,86.4,3.82,2.82,,
北屯區,房地(土地+建物)+車位,台中市北屯區東山路一段１４７巷４０弄１１之４１號三樓,56.37,住,,,1011001,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820904,145.32,3,2,2,有,有,4370000,30069,坡道平面,0.0,0,,RPRPMLLLJIHFFBB96CA,96.47,0.0,9.89,,
北屯區,房地(土地+建物),台中市北屯區中清路１１２巷２４弄１９號,68.0,住,,,1011027,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0660210,97.52,3,2,2,有,無,3900000,39992,,0.0,0,,RPOPMLLLJIHFFBB66CA,97.52,0.0,0.0,,
北區,房地(土地+建物)+車位,台中市北區文昌東一街１１５號２樓之８,14.43,住,,,1011025,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890219,166.05,4,2,2,有,有,6180000,37218,坡道平面,0.0,0,,RPVQMLTKJIHFFBB18CA,85.21,0.0,12.06,,
北屯區,房地(土地+建物)+車位,台中市北屯區文心路四段６３９號１０樓之５　,6.61,住,,,1011017,土地1建物1車位1,十層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860416,102.83000000000001,3,2,1,有,有,4450000,43275,坡道機械,0.0,0,,RPWQMLTKJIHFFBB28CA,62.31,0.0,8.87,,
北區,土地,文正段29-72地號,67.0,其他,,,1011020,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1780000,26567,,0.0,0,公共設施保留地,RPSTMLTKJIHFFBB18CA,0.0,0.0,0.0,,
北區,房地(土地+建物),台中市北區錦南街４０之１０號２樓,23.11,住,,,1011023,土地8建物1車位0,二層,十四層,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,0740323,91.25,3,2,2,有,有,2750000,30137,,0.0,0,,RPURMLLLJIHFFBB47CA,80.52,0.55,10.18,,
北區,房地(土地+建物)+車位,台中市北區民權路４１５號１５樓之３,12.73,住,,,1011022,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0940201,122.93,2,2,1,有,有,4750000,38640,坡道平面,0.0,0,,RPXQMLLLJIHFFBB67CA,52.04,0.0,7.67,,
北屯區,房地(土地+建物),台中市北屯區進化北路６４巷５之４號,34.2,住,,,1010910,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700120,117.66,3,2,2,有,無,3180000,27027,,0.0,0,,RPQRMLLLJIHFFBB07CA,103.54,0.0,14.12,,
北屯區,房地(土地+建物)+車位,台中市北屯區青島路四段２１３號３樓,29.84,住,,,1010930,土地1建物1車位1,三層,十六層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0820306,321.8,3,2,2,有,有,9700000,30143,坡道平面,0.0,0,,RPXRMLLLJIHFFBB77CA,147.93,120.6,0.0,,
北屯區,房地(土地+建物)+車位,台中市北屯區山西路二段２７８號地下一，二樓,2.5,住,,,1011029,土地1建物0車位1,地下一層，地下二層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0820511,357.47999999999996,0,0,0,有,有,650000,1818,坡道平面,0.0,0,,RPXNMLMLJIHFFBB47CA,0.0,0.0,0.0,,
北區,土地,水源段245-207地號,283.0,住,,,1010917,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,66000000,233216,,0.0,0,,RPXNMLTKJIHFFBB08CA,0.0,0.0,0.0,,
南區,房地(土地+建物),台中市南區德富路４２８號七樓之一,15.28,,工業區,,1011024,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820823,93.56,2,1,1,有,無,3000000,32065,,0.0,0,,RPROMLOJKIHFFAB96CA,55.62,1.44,8.25,,
南區,房地(土地+建物),台中市南區崇倫北街５７號,70.0,住,,,1011019,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0741206,111.84,4,2,2,有,無,7030000,62858,,0.0,0,,RPPOMLQJKIHFFAB96CA,99.8,8.0,4.04,,
東區,土地,旱溪段318-680地號,4.0,住,,,1010723,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,42350,10588,,0.0,0,,RPSNMLNJKIHFFAB86CA,0.0,0.0,0.0,,
