編號,車位類別,車位價格,車位面積平方公尺,車位所在樓層
RPTNMLSJNHJGFCB28DA,坡道平面,0,41.65,地下五樓含以下
RPXPMLNKNHJGFCB48DA,坡道平面,0,36.49,地下四樓
RPXPMLNKNHJGFCB48DA,坡道平面,0,36.49,地下四樓
RPXPMLNKNHJGFCB48DA,坡道平面,0,36.49,地下四樓
RPXPMLNKNHJGFCB48DA,坡道平面,0,36.49,地下四樓
RPPOMLRKNHJGFCB97DA,坡道平面,0,37.80,地下四樓
RPUNMLMKNHJGFFB18DA,坡道平面,1700000,35.02,地下一樓
RPUNMLTLNHJGFFB98DA,坡道機械,0,15.53,地下一樓
RPTOMLLLNHJGFBB77DA,坡道機械,0,,地下四樓
RPOPMLMJNHJGFCB37DA,坡道平面,1300000,19.83,地下一樓
RPQNMLTLNHJGFCB28DA,坡道機械,0,,地下一樓
RPTNMLTLNHJGFCB58DA,坡道機械,0,19.61,地下二樓
RPXNMLTLNHJGFHB86DA,坡道平面,0,27.34,地下二樓
RPTOMLLLNHJGFKB68DA,坡道平面,0,,地下一樓
RPTOMLLLNHJGFKB68DA,坡道平面,0,,地下一樓
RPTOMLLLNHJGFKB68DA,坡道平面,0,,地下一樓
RPTOMLLLNHJGFKB68DA,坡道平面,0,,地下一樓
RPTOMLLLNHJGFKB68DA,坡道平面,0,,地下一樓
RPTOMLLLNHJGFKB68DA,坡道平面,0,,地下一樓
RPTOMLLLNHJGFKB68DA,坡道平面,0,,地下一樓
RPTOMLLLNHJGFKB68DA,坡道平面,0,,地下一樓
RPTOMLLLNHJGFKB68DA,坡道平面,0,,地下一樓
RPTOMLLLNHJGFKB68DA,坡道平面,0,,地下一樓
RPTOMLLLNHJGFKB68DA,坡道平面,0,,地下一樓
RPTOMLLLNHJGFKB68DA,坡道平面,0,,地下一樓
RPTOMLLLNHJGFKB68DA,坡道平面,0,,地下一樓
RPTOMLLLNHJGFKB68DA,坡道平面,0,,地下一樓
RPTOMLLLNHJGFKB68DA,坡道平面,0,,地下一樓
RPTOMLLLNHJGFKB68DA,坡道平面,0,,地下一樓
RPTOMLLLNHJGFKB68DA,坡道平面,0,,地下一樓
RPTOMLLLNHJGFKB68DA,坡道平面,0,,地下一樓
RPTOMLLLNHJGFKB68DA,坡道平面,0,,地下一樓
RPTOMLLLNHJGFKB68DA,坡道平面,0,,地下一樓
RPTOMLLLNHJGFKB68DA,坡道平面,0,,地下一樓
RPTOMLLLNHJGFKB68DA,坡道平面,0,,地下一樓
RPTOMLLLNHJGFKB68DA,坡道平面,0,,地下一樓
RPPNMLTLNHJGFBB18EA,坡道平面,0,25.36,地下一樓
RPTPMLMLNHJGFAB87DA,坡道平面,0,28.21,地下二樓
RPVNMLTLNHJGFAB58DA,坡道平面,1600000,26.16,地下一樓
RPTNMLOKNHJGFBB87DA,升降機械,0,,地下一樓
RPRQMLLLNHJGFBB77DA,坡道平面,0,27.15,地下四樓
RPPNMLLMNHJGFBB37DA,坡道平面,0,,地下三樓
RPOVMLRKNHJGFCB58DA,坡道平面,0,36.22,地下二樓
RPOOMLOLNHJGFCB67DA,坡道平面,1500000,73.32,地下一樓
RPQNMLLKNHJGFFB67DA,坡道平面,0,,地下一樓
RPQRMLNLNHJGFHB58DA,坡道機械,800000,15.15,地下一樓
RPPNMLOLNHJGFJB38DA,坡道平面,0,28.25,地下二樓
RPVQMLRKNHJGFAB58DA,坡道平面,0,,地下二樓
RPOPMLNKNHJGFBB47DA,坡道機械,0,17.86,地下三樓
RPUOMLKMNHJGFAB77DA,坡道機械,0,,地下一樓
RPPNMLKLNHJGFCB27DA,坡道機械,0,12.34,地下三樓
RPUQMLMLNHJGFHB78DA,坡道平面,1450000,34.42,地下一樓
RPRNMLTLNHJGFGB78DA,坡道平面,0,,地下一樓
RPUNMLNJOHJGFKB78DA,坡道平面,1500000,25.83,地下二樓
RPPQMLTLNHJGFBB38DA,坡道平面,0,,地下二樓
RPQOMLLMNHJGFBB57DA,坡道平面,0,27.88,地下一樓
RPSSMLOJNHJGFCB28DA,坡道平面,1600000,12.93,地下三樓
RPTNMLRLNHJGFCB38DA,坡道機械,0,11.96,地下五樓含以下
RPUQMLRLNHJGFCB78DA,坡道機械,0,,地下一樓
RPOOMLOLNHJGFFB97DA,坡道平面,0,22.36,地下一樓
RPOOMLNJOHJGFFB77DA,坡道平面,1500000,32.72,地下一樓
RPOOMLNJOHJGFFB77DA,坡道平面,1500000,32.72,地下一樓
RPWPMLNJOHJGFCB38DA,坡道平面,0,31.35,地下五樓含以下
RPWPMLNJOHJGFCB38DA,坡道平面,0,31.35,地下五樓含以下
RPQNMLNJOHJGFHB08DA,坡道平面,0,,地下一樓
RPWOMLKMNHJGFIB78DA,坡道平面,0,30.04,地下一樓
RPWOMLKMNHJGFIB78DA,坡道平面,0,34.34,地下二樓
RPWNMLKKNHJGFJB58DA,坡道機械,0,13.72,地下二樓
RPOTMLLMNHJGFBB87DA,坡道平面,0,31.59,地下一樓
RPSTMLNJOHJGFBB28DA,坡道平面,0,28.99,地下一樓
RPSTMLNJOHJGFBB28DA,坡道平面,0,28.99,地下一樓
RPSTMLNJOHJGFBB28DA,坡道平面,0,28.99,地下二樓
RPSTMLNJOHJGFBB28DA,坡道平面,0,28.99,地下二樓
RPSTMLNJOHJGFBB28DA,坡道平面,0,26.91,地下二樓
RPSTMLNJOHJGFBB28DA,坡道平面,0,28.99,地下二樓
RPWNOLPKNHJGFCB58DA,坡道平面,0,28.17,地下一樓
RPSQMLKKNHJGFCB77DA,坡道平面,2000000,32.11,地下三樓
RPXQMLTLNHJGFCB66DA,坡道機械,0,9.65,地下五樓含以下
RPRNMLTLNHJGFCB38DA,坡道平面,1500000,28.92,地下三樓
RPRNMLTLNHJGFCB38DA,坡道平面,1500000,28.92,地下三樓
RPPQMLOJOHJGFCB87DA,坡道平面,0,35.95,地下二樓
RPQNMLOKNHJGFDB77DA,坡道機械,0,11.62,地下一樓
RPUOMLNJOHJGFFB38DA,坡道機械,0,18.54,地下二樓
RPQNMLOJOHJGFFB97DA,坡道平面,0,,地下一樓
RPROMLNKNHJGFJB48DA,坡道平面,0,28.67,地下三樓
RPVNMLLLNHJGFJB68DA,坡道平面,0,,地下二樓
RPOPNLQKNHJGFJB68DA,坡道平面,0,27.90,地下一樓
RPQNMLTJMHJGFCB08EA,坡道平面,0,24.79,地下二樓
RPOQMLMJMHJGFAB17DA,坡道平面,0,30.29,地下二樓
RPQNMLQKMHJGFCB77DA,坡道平面,0,17.27,地下五樓含以下
RPQNMLQKMHJGFCB77DA,坡道平面,0,14.76,地下五樓含以下
RPSQMLNJMHJGFBB77DA,坡道平面,2000000,,地下二樓
RPVNMLMKMHJGFCB87DA,坡道平面,0,32.96,地下三樓
RPOOMLLKMHJGFFB47DA,坡道機械,700000,9.35,地下一樓
RPWNMLLJMHJGFCB77DA,坡道平面,0,25.60,地下五樓含以下
RPPPMLRKMHJGFJB68DA,坡道平面,0,33.07,地下一樓
RPQPMLRKMHJGFJB78DA,坡道平面,0,59.51,地下一樓
RPQNMLRKMHJGFCB97EA,一樓平面,0,,一樓
RPVNMLSKMHJGFBB38DA,坡道機械,550000,,地下一樓
RPUPMLQKMHJGFAB18DA,坡道平面,0,30.26,地下一樓
RPUPMLQKMHJGFAB18DA,坡道平面,0,30.26,地下一樓
RPRSMLSJMHJGFCB48DA,坡道平面,1100000,23.21,地下一樓
RPOOMLTKMHJGFCB97DA,坡道平面,0,16.78,地下三樓
RPOOMLTKMHJGFCB97DA,坡道平面,0,16.78,地下三樓
RPOOMLTKMHJGFCB97DA,坡道機械,0,10.27,地下五樓含以下
RPOOMLTKMHJGFCB97DA,坡道機械,0,10.27,地下五樓含以下
RPQNMLKLMHJGFCB27DA,坡道平面,0,32.84,地下四樓
RPQNMLKLMHJGFCB27DA,坡道平面,0,32.84,地下四樓
RPQNMLKLMHJGFCB27DA,坡道平面,0,32.84,地下五樓含以下
RPVNMLMLMHJGFIB58DA,坡道平面,0,39.32,地下二樓
RPPNMLMLMHJGFAB27EA,坡道機械,550000,7.18,地下二樓
RPQNMLRJMHJGFBB67DA,坡道平面,1300000,,地下二樓
RPQQMLMLMHJGFAB57DA,升降機械,800000,,地下二樓
RPRQMLLKMHJGFCB67DA,坡道平面,0,4.04,地下三樓
RPRQMLLKMHJGFCB67DA,坡道平面,0,4.04,地下三樓
RPRQMLLKMHJGFCB67DA,坡道平面,0,4.56,地下二樓
RPXOMLSKMHJGFCB78DA,坡道平面,2200000,41.24,地下一樓
RPRNMLMLMHJGFJB28DA,坡道平面,0,,地下一樓
RPROMLKKMHJGFJB08DA,坡道機械,0,,地下一樓
RPRNMLQKMHJGFCB87DA,坡道機械,0,10.89,地下三樓
RPSQMLOLMHJGFCB18DA,坡道平面,2300000,28.19,地下一樓
RPSQMLOLMHJGFCB18DA,坡道平面,2000000,28.19,地下一樓
RPRQMLOLMHJGFCB08DA,坡道平面,2200000,28.19,地下二樓
RPRQMLOLMHJGFCB08DA,坡道平面,2100000,28.19,地下二樓
RPRQMLOLMHJGFCB08DA,坡道平面,2100000,28.19,地下二樓
RPXNMLPLMHJGFCB48DA,坡道平面,0,14.15,地下三樓
RPOOMLQLMHJGFAB57DA,坡道平面,0,28.00,地下二樓
RPWNMLQKMHJGFBB28DA,坡道平面,1500000,36.33,地下三樓
RPWNMLQKMHJGFBB28DA,坡道平面,1500000,36.33,地下三樓
RPVPMLQKMHJGFBB38DA,升降機械,0,,地下一樓
RPXOMLOLMHJGFBB38DA,坡道平面,0,26.83,地下一樓
RPXOMLOLMHJGFBB38DA,坡道平面,0,26.83,地下一樓
RPTOMLMLMHJGFBB77DA,坡道平面,0,20.90,地下一樓
RPOQMLPLMHJGFCB87DA,坡道平面,0,34.58,地下三樓
RPOQMLPLMHJGFCB87DA,坡道平面,0,34.58,地下二樓
RPPOMLPLMHJGFFB08DA,坡道平面,0,31.69,地下一樓
RPVNMLQLMHJGFIB98DA,坡道平面,0,39.22,地下二樓
RPPOMLLKMHJGFAB07DA,坡道機械,300000,2.49,地下一樓
RPTOMLRKMHJGFAB08DA,坡道平面,0,30.29,地下二樓
RPTOMLRKMHJGFAB08DA,坡道平面,0,30.29,地下二樓
RPOQMLLKMHJGFAB17DA,坡道機械,200000,2.94,地下一樓
RPWOMLKKMHJGFBB77DA,坡道平面,0,31.09,地下三樓
RPOOMLKKMHJGFBB96DA,坡道平面,0,29.59,地下一樓
RPWTMLQLMHJGFBB98DA,坡道平面,0,25.71,地下二樓
RPQOMLPKMHJGFCB77DA,坡道平面,1165000,14.96,地下二樓
RPOOMLTKMHJGFFB28DA,坡道機械,0,14.89,地下一樓
RPTNMLTLMHJGFIB09DA,坡道平面,0,37.98,地下二樓
RPSQMLQKMHJGFBB18DA,坡道平面,0,35.82,地下一樓
RPRRMLQKMHJGFBB18DA,坡道平面,0,,地下三樓
RPRRMLQKMHJGFBB18DA,坡道平面,0,,地下三樓
RPRRMLQKMHJGFBB18DA,坡道平面,0,,地下三樓
RPPQMLMLMHJGFBB57DA,坡道機械,0,7.52,地下一樓
RPSSMLQLMHJGFBB48DA,坡道機械,0,,地下三樓
RPQRMLLJMHJGFCB57DA,坡道機械,800000,,地下二樓
RPRNMLRJMHJGFCB87DA,坡道機械,1000000,,地下一樓
RPRNMLRJMHJGFCB87DA,坡道機械,1000000,,地下一樓
RPSNMLMJNHJGFAB37DA,升降機械,500000,,地下二樓
RPVQMLTLMHJGFAB78DA,坡道平面,0,30.29,地下三樓
RPOQMLKMMHJGFBB37DA,坡道平面,0,25.27,地下一樓
RPPNMLOJMHJGFBB27DA,升降機械,800000,,地下一樓
RPWPMLPKMHJGFBB38DA,坡道平面,0,26.20,地下三樓
RPWNMLMJNHJGFBB87DA,坡道平面,0,,地下一樓
RPWNMLMJNHJGFBB87DA,坡道機械,0,,地下三樓
RPXPMLTKMHJGFCB98DA,坡道機械,0,9.70,地下三樓
RPVQMLTLMHJGFCB98DA,坡道平面,0,33.46,地下三樓
RPPOMLKMMHJGFCB37DA,坡道機械,0,,地下一樓
RPOVNLLJNHJGFCB97DA,坡道平面,0,31.62,地下四樓
RPROMLMKMHJGFHB08DA,坡道機械,0,9.09,地下二樓
RPRNMLNJNHJGFBB57EA,坡道平面,1350000,,地下三樓
RPPPMLTLMHJGFAB08DA,坡道平面,0,31.35,地下一樓
RPUOMLOLMHJGFAB97DA,坡道平面,0,,地下二樓
RPQNMLNJNHJGFAB27DA,坡道平面,0,29.92,地下三樓
RPQNMLNJNHJGFAB27DA,坡道機械,0,14.96,地下四樓
RPURMLMKMHJGFBB08DA,坡道平面,0,,地下二樓
RPVPMLNJNHJGFAB97DA,坡道平面,1000000,13.80,地下三樓
RPWNMLNJMHJGFBB87DA,坡道平面,0,,地下一樓
RPPSMLTKMHJGFBB38DA,坡道機械,0,,地下二樓
RPRPMLMJNHJGFBB57DA,坡道機械,0,20.72,地下三樓
RPRPMLMJNHJGFBB57DA,坡道機械,0,20.72,地下三樓
RPTOMLNJNHJGFBB77DA,坡道平面,0,,地下一樓
RPVNMLLLMHJGFCB87DA,坡道平面,0,23.14,地下一樓
RPVOMLQLMHJGFIB09DA,坡道平面,0,33.11,地下三樓
RPXNMLNLMHJGFIB88DA,坡道平面,0,33.11,地下二樓
RPSOMLTLMHJGFJB56DA,坡道機械,0,,地下二樓
RPSOMLRKMHJGFJB88DA,坡道平面,0,31.06,地下二樓
RPUQMLTLMHJGFIB86DA,坡道平面,0,29.72,地下一樓
RPVNMLMJNHJGFKB68DA,坡道平面,0,30.04,地下一樓
RPWNMLQJNHJGFKB56DA,坡道平面,1650000,24.33,地下二樓
RPQNMLRJMHJGFAB57DA,坡道平面,1500000,19.05,地下三樓
RPQPMLKMMHJGFAB37DA,坡道平面,0,30.29,地下二樓
RPQPMLKMMHJGFAB37DA,坡道平面,0,30.29,地下二樓
RPUPMLNJNHJGFAB87DA,坡道機械,0,,地下一樓
RPXNMLLKMHJGFBB87DA,坡道機械,0,16.54,地下二樓
RPTTMLMKMHJGFBB18DA,坡道平面,1300000,24.92,地下二樓
RPWNMLOLMHJGFBB18DA,坡道平面,0,,地下一樓
RPXNMLRKMHJGFCB58DA,坡道平面,0,,地下四樓
RPRNMLRJNHJGFEB18DA,升降機械,0,,地下一樓
RPVNMLRJNHJGFFB68DA,坡道機械,700000,9.35,地下一樓
RPRNMLLJNHJGFHB87DA,坡道平面,0,,地下二樓
RPQOMLMJNHJGFFB77DA,坡道平面,0,27.74,地下四樓
RPQNMLQKMHJGFIB38DA,坡道平面,0,38.05,地下一樓
RPUNMLMJNHJGFIB38DA,坡道平面,0,29.72,地下一樓
RPSOMLNJNHJGFIB38DA,坡道平面,0,26.52,地下二樓
RPQOMLQJNHJGFIB48DA,坡道機械,0,14.84,地下二樓
RPQOMLSKMHJGFJB78DA,坡道平面,0,31.82,地下三樓
RPRNMLSKMHJGFJB78DA,坡道平面,0,34.06,地下二樓
RPQNMLQJNHJGFAB67EA,坡道平面,1100000,29.69,地下一樓
RPROMLMLMHJGFAB47DA,坡道機械,0,6.52,地下三樓
RPPQMLPLMHJGFAB77DA,坡道平面,0,,地下一樓
RPSPMLRJNHJGFAB08DA,坡道機械,0,,地下二樓
RPWQMLNJNHJGFBB28DA,坡道機械,0,12.23,地下三樓
RPQPMLPKMHJGFCB87DA,坡道平面,0,,地下一樓
RPURMLTJMHJGFCB78DA,坡道平面,2000000,28.79,地下四樓
RPPPMLRJNHJGFBB87DA,坡道機械,0,9.91,地下二樓
RPXNMLOLMHJGFCB38DA,坡道平面,0,33.95,地下二樓
RPVOMLOLMHJGFCB28DA,坡道機械,0,21.01,地下五樓含以下
RPXPMLQJNHJGFCB68DA,坡道平面,0,28.89,地下二樓
RPWOMLNJNHJGFCB18DA,坡道平面,0,28.18,地下一樓
RPSOMLPLMHJGFCB08DA,坡道平面,0,,地下一樓
RPSOMLPLMHJGFCB08DA,坡道平面,0,,地下一樓
RPXNMLRJNHJGFCB58DA,坡道機械,0,,地下三樓
RPXPMLRJNHJGFCB78DA,坡道平面,0,14.98,地下一樓
RPXPMLRJNHJGFCB78DA,坡道平面,0,14.98,地下一樓
RPQNMLQLMHJGFDB97DA,坡道機械,0,,地下三樓
RPPNMLNJNHJGFIB97DA,坡道平面,0,37.97,地下二樓
RPVNMLQJNHJGFHB78DA,坡道平面,0,15.00,地下一樓
RPQNMLTJMHJGFJB68DA,坡道機械,0,21.36,地下三樓
RPWNMLSKMHJGFJB66DA,坡道平面,0,31.10,地下三樓
RPWNMLSKMHJGFJB66DA,坡道平面,0,31.10,地下三樓
RPUNMLQJNHJGFBB18EA,坡道機械,800000,13.62,地下二樓
RPTNMLRKMHJGFJB88DA,坡道平面,0,29.96,地下三樓
RPTNMLPKMHJGFAB77DA,坡道平面,0,19.89,地下二樓
RPROMLQJNHJGFIB58DA,坡道機械,0,14.44,地下三樓
RPOTMLRKMHJGFAB08DA,坡道平面,1600000,30.53,地下二樓
RPXQMLQKMHJGFBB68DA,坡道平面,0,34.71,地下二樓
RPSPMLSJMHJGFBB18DA,坡道平面,0,,地下一樓
RPSOMLSJNHJGFBB18DA,坡道平面,1250000,41.72,地下三樓
RPTPMLMLMHJGFCB97DA,其他,0,,一樓
RPWNMLMKMHJGFCB97DA,坡道平面,0,23.92,地下二樓
RPWNMLMKMHJGFCB97DA,坡道平面,0,23.92,地下二樓
RPWNMLMKMHJGFCB97DA,坡道平面,0,23.92,地下二樓
RPVPMLNLMHJGFCB28DA,坡道機械,0,,地下二樓
RPWRMLTLMHJGFCB56DA,坡道平面,0,33.01,地下一樓
RPWRMLTLMHJGFCB56DA,坡道平面,0,33.01,地下一樓
RPSWMLRJNHJGFBB88DA,坡道平面,0,17.01,地下一樓
RPSWMLRJNHJGFBB88DA,坡道平面,0,17.01,地下一樓
RPQNMLRJNHJGFCB87DA,坡道機械,1500000,,地下一樓
RPSOMLMLMHJGFFB08DA,坡道平面,0,28.40,地下二樓
RPPNMLOLMHJGFHB08DA,坡道機械,0,,地下二樓
RPWOMLMJNHJGFIB68DA,坡道機械,0,,地下一樓
RPPNMLQJNHJGFIB28DA,坡道平面,1150000,27.67,地下二樓
RPQOMLQJNHJGFJB58DA,坡道平面,0,45.67,地下一樓
RPUNMLRJNHJGFJB98DA,坡道機械,0,,地下一樓
RPTPMLQLMHJGFAB18DA,坡道平面,0,20.18,地下一樓
RPRNMLQKMHJGFAB67DA,坡道機械,0,,地下三樓
RPRNMLQKMHJGFAB67DA,坡道機械,0,,地下三樓
RPRPMLTJNHJGFAB18DA,坡道平面,0,39.17,地下三樓
RPSOMLRKMHJGFCB18DA,坡道平面,0,30.98,地下二樓
RPOSMLTLMHJGFCB48DA,坡道平面,0,,地下一樓
RPSOMLMLMHJGFCB77DA,坡道平面,0,24.82,地下一樓
RPRPMLRJNHJGFCB18DA,坡道機械,0,16.78,地下二樓
RPRPMLRJNHJGFCB18DA,坡道機械,0,16.78,地下二樓
RPVNMLNJNHJGFCB97DA,坡道平面,0,32.17,地下一樓
RPVNMLNJNHJGFCB97DA,坡道平面,0,32.17,地下一樓
RPVNMLNJNHJGFCB97DA,坡道平面,0,32.17,地下二樓
RPPRMLRJNHJGFCB18DA,坡道機械,0,7.71,地下一樓
RPXOMLRKMHJGFIB66DA,坡道平面,0,27.13,地下二樓
RPSNMLQKMHJGFIB58DA,坡道平面,0,,地下一樓
RPUOMLMLMHJGFIB58DA,坡道平面,0,33.20,地下二樓
RPPOMLNJNHJGFJB18DA,坡道平面,0,,地下一樓
RPSNMLMLMHJGFAB47DA,坡道平面,0,30.85,地下三樓
RPQQMLQKMHJGFAB87DA,坡道平面,0,39.72,地下三樓
RPTNMLMJNHJGFAB47DA,坡道機械,0,,地下一樓
RPVPMLSJNHJGFAB48DA,坡道平面,2050000,30.55,地下三樓
RPTPMLTJNHJGFAB38DA,坡道機械,0,13.32,地下二樓
RPWNMLOKMHJGFBB08DA,升降平面,0,,地下一樓
RPPNMLRKMHJGFBB67DA,坡道機械,0,,地下一樓
RPRRMLQLMHJGFBB28DA,坡道平面,0,27.00,地下二樓
RPXNMLKMMHJGFBB97DA,坡道機械,0,,地下一樓
RPTNMLMJNHJGFBB57DA,坡道平面,0,32.62,地下一樓
RPOQMLMJNHJGFBB37DA,坡道機械,0,,地下四樓
RPXNMLMJNHJGFBB97DA,坡道機械,0,,地下五樓含以下
RPXPMLKKNHJGFBB08DA,坡道平面,0,23.59,地下二樓
RPXPMLKKNHJGFBB08DA,坡道平面,0,23.59,地下二樓
RPQOMLKKMHJGFCB27DA,坡道平面,0,22.67,地下一樓
RPOSMLQLMHJGFCB18DA,坡道平面,0,33.13,地下二樓
RPPQMLQLMHJGFCB08DA,坡道平面,0,16.63,地下四樓
RPSOMLMJNHJGFCB67DA,坡道平面,0,,地下一樓
RPSOMLMJNHJGFCB67DA,坡道平面,0,,地下三樓
RPQOMLQJNHJGFCB87DA,坡道平面,0,,地下一樓
RPVNMLKKNHJGFCB77DA,坡道平面,0,21.50,地下一樓
RPVNMLKKNHJGFCB77DA,坡道平面,0,23.14,地下一樓
SPVNMLKKNHJGFCB87DA,坡道平面,0,23.14,地下一樓
RPUOMLMKNHJGFFB28DA,坡道平面,0,,地下一樓
RPRNMLSJMHJGFIB58DA,坡道平面,1500000,23.67,地下一樓
RPRNMLSJMHJGFIB58DA,坡道平面,1500000,23.67,地下一樓
RPVOMLKMMHJGFIB58DA,坡道平面,0,25.70,地下二樓
RPVOMLKMMHJGFIB58DA,坡道平面,0,23.55,地下二樓
RPXOMLMKMHJGFJB88DA,坡道平面,0,,地下一樓
RPSNMLTJNHJGFJB98DA,坡道機械,0,9.39,地下二樓
RPSOMLSKMHJGFJB98DA,坡道平面,1650000,25.13,地下二樓
RPPNMLNKNHJGFJB18DA,坡道平面,0,,地下一樓
RPSNMLNKNHJGFKB58DA,坡道平面,1800000,24.33,地下一樓
RPVPMLQKMHJGFAB28DA,坡道機械,0,12.59,地下三樓
RPWOMLSKMHJGFAB48DA,坡道平面,0,,地下二樓
RPOQMLQKMHJGFAB67DA,坡道平面,0,,地下一樓
RPPNMLOJNHJGFAB27DA,坡道平面,1500000,13.54,地下一樓
RPOPMLTJNHJGFAB87DA,坡道平面,0,36.37,地下二樓
RPWOMLQLMHJGFBB48DA,坡道機械,0,19.68,地下五樓含以下
RPXPMLQLMHJGFBB68DA,坡道平面,0,35.31,地下二樓
RPTOMLTJNHJGFBB38DA,升降機械,0,,地下一樓
RPSNMLNKNHJGFBB67DA,坡道平面,0,28.55,地下一樓
RPQNMLLJNHJGFBB17DA,坡道平面,0,28.68,地下二樓
RPPNMLPKMHJGFCB57DA,坡道平面,1300000,,地下一樓
RPOOMLNKNHJGFBB37DA,坡道平面,0,27.88,地下三樓
RPVNMLRKMHJGFCB38DA,坡道機械,0,,地下一樓
RPPPMLPLMHJGFCB87DA,坡道平面,0,31.72,地下五樓含以下
RPTPMLNKNHJGFCB08DA,坡道平面,1800000,26.92,地下二樓
RPTOMLNKNHJGFCB97DA,坡道平面,0,35.95,地下四樓
RPRNMLSKMHJGFDB18DA,坡道機械,0,10.76,地下二樓
RPUOMLNLMHJGFFB38DA,坡道平面,0,,地下一樓
RPPNMLNKMHJGFIB97DA,一樓平面,0,,
RPVOMLMLMHJGFIB68DA,坡道平面,0,32.20,地下二樓
RPQNMLKKNHJGFIB87DA,坡道平面,0,31.89,地下一樓
RPTNMLNKNHJGFJB58DA,坡道平面,0,25.13,地下三樓
RPSNMLLJNHJGFKB28DA,坡道平面,0,25.83,地下二樓
RPRNMLNKNHJGFAB57EA,升降機械,0,,地下一樓
RPVOMLMJMHJGFAB67DA,坡道平面,1800000,25.66,地下一樓
RPTOMLSKMHJGFAB18DA,坡道平面,0,28.57,地下二樓
RPPOMLNLMHJGFAB37DA,坡道機械,0,6.19,地下二樓
RPPOMLNLMHJGFAB37DA,坡道機械,0,6.19,地下二樓
RPRNMLPLMHJGFAB67DA,坡道平面,0,34.12,地下二樓
RPXOMLNKNHJGFAB18DA,坡道機械,0,,地下一樓
RPQPMLQLMHJGFAB87DA,升降機械,0,,地下一樓
RPXNMLKKNHJGFAB77DA,坡道平面,0,,地下三樓
RPQSMLTKMHJGFBB48DA,坡道機械,700000,,地下三樓
