編號,土地位置,土地移轉面積平方公尺,使用分區或編定,權利人持分分母,權利人持分分子,移轉情形,地號
RPWNMLOKQHJGFJB66DA,和平段,3333.00,都市：其他:住宅區,1,1,全筆移轉,09530000
RPPQMLLLQHJGFCB97DA,生態段,740.66,都市：其他:第二種生態住宅專用區,1,1,全筆移轉,00170000
SPXPMLLLQHJGFCB78DA,生態段,828.74,都市：其他:第二種生態住宅專用區,2,1,持分移轉,00060000
RPSNMLOKQHJGFAB97DA,樹子腳段,16.02,都市：其他:第二種住宅區,100000,283,持分移轉,16490000
RPSNMLOKQHJGFAB97DA,樹子腳段,.50,都市：其他:第二種住宅區,100000,283,持分移轉,16490001
RPSNMLOKQHJGFAB97DA,樹子腳段,2.52,都市：其他:第二種住宅區,100000,283,持分移轉,16490002
RPSNMLOKQHJGFAB97DA,樹子腳段,1.30,都市：其他:第二種住宅區,100000,283,持分移轉,16490003
RPSNMLOKQHJGFAB97DA,樹子腳段,.35,都市：其他:第二種住宅區,100000,283,持分移轉,16490004
RPVSMLLKOHJGFBB38DA,邱厝子段,3.49,都市：其他:第二種住宅區,15300,523,持分移轉,01410005
RPXPMLLLQHJGFCB68DA,生態段,828.74,都市：其他:第二種生態住宅專用區,2,1,持分移轉,00060000
RPVSMLLKOHJGFBB38DA,邱厝子段,8.58,都市：其他:第二種住宅區,15300,523,持分移轉,01410022
RPVSMLLKOHJGFBB38DA,賴厝廍段,3.69,都市：其他:第二種住宅區,15300,523,持分移轉,04170009
RPVSMLLKOHJGFBB38DA,賴厝廍段,.14,都市：其他:第二種住宅區,15300,523,持分移轉,04170106
RPSNMLTJQHJGFIB56DA,大義段,21.50,都市：其他:住宅區,100000,11996,持分移轉,00620000
RPSNMLTJQHJGFIB56DA,大義段,4.75,都市：其他:住宅區,100000,8322,持分移轉,00620009
RPSNMLTJQHJGFIB56DA,大義段,47.25,都市：其他:住宅區,1,1,全筆移轉,00620012
RPSRMLQJQHJGFCB68DA,永富段,21.68,都市：其他:第一之B種住宅區,100000,1653,持分移轉,01080000
RPSRMLQJQHJGFCB68DA,永富段,13.65,都市：其他:第一之C種住宅區,100000,1653,持分移轉,01100000
RPVNMLTJQHJGFIB86DA,大義段,21.50,都市：其他:住宅區,100000,11996,持分移轉,00620000
RPVNMLTJQHJGFIB86DA,大義段,47.70,都市：其他:住宅區,1,1,全筆移轉,00620006
RPVNMLTJQHJGFIB86DA,大義段,4.75,都市：其他:住宅區,100000,8322,持分移轉,00620009
RPPQMLOKQHJGFCB18DA,順和段,28.75,都市：其他:第二種住宅區,10000,370,持分移轉,01420000
RPQOMLNKQHJGFFB28DA,梧棲段,10.36,都市：其他:第三種商業區,10000,32,持分移轉,28400000
RPUNMLQKQHJGFFB88DA,平等段,27.11,都市：其他:第二種住宅區,10000,288,持分移轉,15310000
RPSNMLRJQHJGFJB09DA,育賢段,21.03,都市：其他:住宅區,10000,41,持分移轉,02360002
RPUNMLQKQHJGFFB88DA,平等段,66.13,都市：其他:第二種住宅區,1,1,全筆移轉,15860000
RPQNMLRJQHJGFCB18DA,豐功段,6.13,都市：其他:第四種商業區,100000,139,持分移轉,02520000
RPPWMLMJPHJGFFB68DA,沙工北段,16.41,都市：其他:第四種住宅區,100000,692,持分移轉,18120000
RPWOMLTKPHJGFJB17DA,長福段,386.05,都市：其他:住宅區,1,1,全筆移轉,00610000
RPWOMLTKPHJGFJB17DA,長福段,1726.78,都市：其他:住宅區,1,1,全筆移轉,00620000
RPOOMLSJQHJGFHB68DA,僑興段,25.75,都市：其他:住宅區,100000,330,持分移轉,00150000
RPROMLQKPHJGFAB08DA,樹子腳段,14.79,都市：其他:第三種住宅區。,1000000,3399,持分移轉,10510000
RPROMLQKPHJGFAB08DA,樹子腳段,1.87,都市：其他:第三種住宅區。,1000000,3399,持分移轉,10510002
RPQOMLPKQHJGFJB88DA,育賢段,26.58,都市：其他:住宅區,10000,25,持分移轉,01810001
RPROMLPKQHJGFJB98DA,育賢段,26.58,都市：其他:住宅區,10000,25,持分移轉,01810001
RPWRMLPKQHJGFJB17DA,育賢段,31.90,都市：其他:住宅區,10000,30,持分移轉,01810001
RPVPMLQKQHJGFJB96DA,育賢段,27.65,都市：其他:住宅區,10000,26,持分移轉,01810001
RPUPMLQKQHJGFJB86DA,育賢段,27.65,都市：其他:住宅區,10000,26,持分移轉,01810001
RPOWMLPKQHJGFJB86DA,育賢段,27.65,都市：其他:住宅區,10000,26,持分移轉,01810001
RPRQMLQKQHJGFJB66DA,育賢段,31.90,都市：其他:住宅區,10000,30,持分移轉,01810001
RPTQMLQKQHJGFJB86DA,育賢段,27.65,都市：其他:住宅區,10000,26,持分移轉,01810001
RPSNMLLLQHJGFBB87DA,敦和段,1404.69,都市：其他:第一之一種住宅區,1,1,全筆移轉,07230000
RPSNMLLLQHJGFBB87DA,敦和段,1117.66,都市：其他:第一之一種住宅區,1,1,全筆移轉,07240000
RPSNMLLLQHJGFBB87DA,敦和段,1079.62,都市：其他:第一之一種住宅區,1,1,全筆移轉,07250000
RPSNMLOKPHJGFBB97DA,東正段,4.98,都市：其他:第四種商業區,10000,10,持分移轉,01040000
RPWNMLMLPHJGFCB38DA,國安段,14.99,都市：其他:第六種住宅區,10000,28,持分移轉,05930066
RPXNMLSKPHJGFAB78DA,半平厝段,8.56,都市：其他:第一種商業區,100000,858,持分移轉,10190000
RPROMLMLQHJGFJB78DA,中華段,30.51,非都市：鄉村區 ; 非都市編定：乙種建築用地,10000,345,持分移轉,01230000
RPXNMLSKPHJGFAB78DA,半平厝段,.17,都市：其他:第二種住宅區,100000,858,持分移轉,10200000
RPROMLMLQHJGFJB78DA,中華段,81.67,非都市：鄉村區 ; 非都市編定：乙種建築用地,1,1,全筆移轉,01230014
RPSOMLNLQHJGFIB88DA,新長壽段,26.77,都市：其他:第二種住宅區,100000,342,持分移轉,00650000
RPPOMLTKQHJGFCB48DA,惠民段,29.60,都市：其他:第五種新市政中心專用區,100000,648,持分移轉,01390000
RPPNMLLLMHJGFBB17DA,同榮段,116.00,都市：其他:第二種住宅區,1,1,全筆移轉,14800000
SPPOMLTKQHJGFCB58DA,惠民段,22.84,都市：其他:第五種新市政中心專用區,100000,500,持分移轉,01390000
RPWNMLNKQHJGFAB28DA,旱平段,27.17,都市：其他:第二種住宅區,6100000,92703,持分移轉,06720000
RPXPMLTKQHJGFAB56DA,大益段,15.71,都市：其他:第二種住宅區,24,1,持分移轉,08480000
RPPTMLRLQHJGFFB56DA,市鎮南段,13.88,都市：其他:第三種商業區,10000,31,持分移轉,01490000
RPOPMLLKPHJGFBB47DA,東峰段,23.49,都市：其他:第二種住宅區,10000,79,持分移轉,01810000
RPXSMLLMPHJGFAB78DA,土庫段,77.00,都市：其他:第二種住宅區,1,1,全筆移轉,00400134
RPXSMLLMPHJGFAB78DA,土庫段,44.00,都市：其他:第二種住宅區,1,1,全筆移轉,00400135
RPXSMLLMPHJGFAB78DA,土庫段,28.00,都市：其他:第三種住宅區。,1,1,全筆移轉,00400436
RPWNMLKLQHJGFIB88DA,新榮和段,14.86,都市：其他:商業區,100000,178,持分移轉,00220000
RPQQMLKMPHJGFBB87DA,松竹段,16.62,都市：其他:第二種住宅區,10000,52,持分移轉,00990000
RPXSMLLKOHJGFBB58DA,邱厝子段,1.90,都市：其他:第二種住宅區,15300,285,持分移轉,01410005
RPXSMLLKOHJGFBB58DA,邱厝子段,4.68,都市：其他:第二種住宅區,15300,285,持分移轉,01410022
RPXSMLLKOHJGFBB58DA,賴厝廍段,2.01,都市：其他:第二種住宅區,15300,285,持分移轉,04170009
RPXSMLLKOHJGFBB58DA,賴厝廍段,.07,都市：其他:第二種住宅區,15300,285,持分移轉,04170106
RPWSMLLKOHJGFBB48DA,邱厝子段,2.11,都市：其他:第二種住宅區,15300,317,持分移轉,01410005
RPWSMLLKOHJGFBB48DA,邱厝子段,5.20,都市：其他:第二種住宅區,15300,317,持分移轉,01410022
RPWSMLLKOHJGFBB48DA,賴厝廍段,2.24,都市：其他:第二種住宅區,15300,317,持分移轉,04170009
RPWSMLLKOHJGFBB48DA,賴厝廍段,.08,都市：其他:第二種住宅區,15300,317,持分移轉,04170106
RPVONLSLQHJGFBB09DA,太和段,25.56,都市：其他:第三種住宅區。,100000,2052,持分移轉,00490000
RPOTMLLKOHJGFBB77DA,邱厝子段,1.00,都市：其他:第二種住宅區,15300,150,持分移轉,01410005
RPTVOLTLQHJGFBB17DA,賴厝廍段,16.70,都市：其他:第二之一種商業區,100000,889,持分移轉,00240008
RPOTMLLKOHJGFBB77DA,邱厝子段,2.46,都市：其他:第二種住宅區,15300,150,持分移轉,01410022
RPOTMLLKOHJGFBB77DA,賴厝廍段,1.06,都市：其他:第二種住宅區,15300,150,持分移轉,04170009
RPOTMLLKOHJGFBB77DA,賴厝廍段,.04,都市：其他:第二種住宅區,15300,150,持分移轉,04170106
RPVNMLSKPHJGFDB88DA,豐東段,97.48,都市：其他:第二種住宅區,1,1,全筆移轉,00060021
RPVNMLSKPHJGFDB88DA,豐東段,6.70,都市：其他:第二種住宅區,240,21,持分移轉,00060037
RPVNMLSKPHJGFDB88DA,豐東段,.29,都市：其他:第二種住宅區,6,1,持分移轉,00060040
RPWOMLTLQHJGFIB27DA,大里段,1187.00,非都市：特定農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,11360001
RPUNMLQJQHJGFHB98DA,摘星段,1035.23,都市：其他:農業區,1,1,全筆移轉,01550000
RPUNMLQJQHJGFHB98DA,摘星段,369.08,都市：其他:農業區,1,1,全筆移轉,01550002
RPUNMLQJQHJGFHB98DA,摘星段,261.04,都市：其他:農業區,1,1,全筆移轉,01550003
RPUNMLQJQHJGFHB98DA,摘星段,739.76,都市：其他:農業區,1,1,全筆移轉,01560000
RPQNMLTLQHJGFIB56DA,峰北段,4.41,都市：其他:住宅區,100000,1500,持分移轉,11300000
RPQNMLTLQHJGFIB56DA,峰北段,15.40,都市：其他:商業區,100000,1500,持分移轉,11320000
RPUNMLTLQHJGFJB07DA,育賢段,22.22,都市：其他:住宅區,10000,35,持分移轉,01840004
RPQOMLTLQHJGFJB76DA,育賢段,21.59,都市：其他:住宅區,10000,34,持分移轉,01840004
RPQOMLTLQHJGFCB68DA,大新段,20.18,都市：其他:第二種住宅區,10000,424,持分移轉,00790000
RPQPMLQLQHJGFAB28DA,樹子腳段,100.00,都市：其他:第三種住宅區。,1,1,全筆移轉,15720036
RPQPMLMJRHJGFFB28DA,下湳段,908.18,都市：其他:農業區,961,948,持分移轉,06220003
RPPNMLKMQHJGFKB48DA,文昌段,241.00,都市：其他:農業區,1,1,全筆移轉,00950030
RPPNMLKMQHJGFKB48DA,文昌段,122.00,都市：其他:農業區,100,50,持分移轉,00950031
RPRNOLSLOHJGFBB48DA,太順段,18.86,都市：其他:第三種住宅區。,100000,269,持分移轉,00570019
RPSNMLPJQHJGFCB18DA,三塊厝段,12.90,都市：其他:第二種住宅區,100000,593,持分移轉,08830000
RPQPMLMJRHJGFBB87DA,賴厝廍段,19.66,都市：其他:第二之一種商業區,100000,1047,持分移轉,00240008
RPPNMLSKOHJGFAB87DA,頂橋子頭段,3.10,都市：其他:第二種住宅區,10000,16,持分移轉,02980000
RPRNMLNKNHJGFFB97DA,武秀段,9.31,都市：其他:綠地用地,42,1,持分移轉,02910000
RPRNMLNKNHJGFFB97DA,武秀段,.17,都市：其他:綠地用地,42,1,持分移轉,02910001
RPRNMLNKNHJGFFB97DA,武秀段,.50,都市：其他:第四種住宅區,42,1,持分移轉,02910002
RPRNMLNKNHJGFFB97DA,武秀段,11.10,都市：其他:第四種住宅區,42,1,持分移轉,02910016
RPRNMLNKNHJGFFB97DA,武秀段,.50,都市：其他:第四種住宅區,42,1,持分移轉,02910030
RPRNMLNKNHJGFFB97DA,武秀段,.57,都市：其他:第四種住宅區,42,1,持分移轉,02910031
RPRNMLNKNHJGFFB97DA,武秀段,48.00,都市：其他:第四種住宅區,1,1,全筆移轉,02910040
RPRNMLNKNHJGFFB97DA,武秀段,6.00,都市：其他:第四種住宅區,1,1,全筆移轉,02910041
RPQOMLQLPHJGFFB58DA,正英段,3.41,都市：其他:第二種住宅區,74800,2047,持分移轉,12410000
RPRNMLNKNHJGFFB97DA,武秀段,12.38,都市：其他:第四種住宅區,42,1,持分移轉,02910044
RPRNMLNKNHJGFFB97DA,武秀段,.50,都市：其他:第四種住宅區,42,1,持分移轉,02910057
RPRNMLNKNHJGFFB97DA,武秀段,21.00,都市：其他:綠地用地,1,1,全筆移轉,02910069
RPQOMLQLPHJGFFB58DA,正英段,15.72,都市：其他:第二種住宅區,183,7,持分移轉,12420000
RPQOMLQLPHJGFFB58DA,正英段,1.90,都市：其他:第二種住宅區,183,8,持分移轉,12460000
RPQOMLQLPHJGFFB58DA,正英段,1.51,都市：其他:保護區,110,6,持分移轉,12530000
RPQOMLQLPHJGFFB58DA,正英段,61.54,都市：其他:保護區,110,6,持分移轉,12560000
RPQOMLQLPHJGFFB58DA,正英段,143.89,都市：其他:第二種住宅區,1,1,全筆移轉,12610000
RPQOMLQLPHJGFFB58DA,正英段,34.14,都市：其他:第二種住宅區,1,1,全筆移轉,12620000
RPQOMLQLPHJGFFB58DA,正英段,38.54,都市：其他:保護區,1,1,全筆移轉,12630000
RPQOMLQLPHJGFFB58DA,正英段,7.93,都市：其他:第二種住宅區,34,1,持分移轉,13940000
RPTNMLTLQHJGFKB07DA,南寮段,22.91,非都市：一般農業區 ; 非都市編定：農牧用地,59,25,持分移轉,01600054
RPTNMLNLQHJGFDB38DA,車路墘段溝子墘小段,3064.00,都市：其他:農業區,1,1,全筆移轉,00040006
RPWOMLKMMHJGFIB68DA,南湖段,165.20,都市：其他:住宅區,1,1,全筆移轉,03330000
RPTNMLNLQHJGFDB38DA,車路墘段溝子墘小段,2.00,都市：其他:農業區,1,1,全筆移轉,00040066
RPTNMLNLQHJGFDB38DA,車路墘段溝子墘小段,9.00,都市：其他:農業區,1,1,全筆移轉,00040073
RPXOMLOJRHJGFFB09DA,沙工北段,15.87,都市：其他:第四種住宅區,100000,669,持分移轉,18120000
RPPRMLQKQHJGFJB56DA,育賢段,26.58,都市：其他:住宅區,10000,25,持分移轉,01810001
RPOOMLOLQHJGFJB68DA,育賢段,26.58,都市：其他:住宅區,10000,25,持分移轉,01810001
RPSNMLPJRHJGFIB88DA,崇光段,69.47,都市：其他:住宅區,1,1,全筆移轉,10600000
RPVPMLQJRHJGFFB56DA,市鎮南段,4.52,都市：其他:第三種商業區,108,2,持分移轉,01940000
RPSNMLPJRHJGFIB88DA,崇光段,10.63,,1,1,全筆移轉,10600001
RPPPMLOJRHJGFFB38DA,沙工北段,17.41,都市：其他:第四種住宅區,100000,734,持分移轉,18120000
RPOPMLOJRHJGFFB28DA,沙工北段,15.87,都市：其他:第四種住宅區,100000,669,持分移轉,18120000
RPSPMLPLMHJGFCB18DA,下石碑段,24.89,都市：其他:第二種住宅區,10000,131,持分移轉,09540000
RPSSMLNLNHJGFCB38DA,順和段,15.01,都市：其他:第二種住宅區,100,15,持分移轉,01000000
RPXPMLRLNHJGFBB88DA,太原段,21.21,都市：其他:第三種住宅區。,100000,155,持分移轉,01000000
RPXQMLQLMHJGFCB88DA,永豐段,149.84,都市：其他:第一之一種住宅區,1,1,全筆移轉,02030000
RPSNMLSLMHJGFCB28DA,上石碑段,17.91,都市：其他:第三種商業區,100000,1166,持分移轉,16980000
RPWOMLPJOHJGFCB48DA,保安段,16.54,都市：其他:第二種住宅區,10000,125,持分移轉,10660000
RPVOMLKMNHJGFIB68DA,西榮段,21.47,都市：其他:住宅區,35900,2111,持分移轉,02700000
RPQNMLLMNHJGFEB77DA,東泰段,89.09,非都市：鄉村區 ; 非都市編定：乙種建築用地,1,1,全筆移轉,06040000
RPQNMLLMNHJGFEB77DA,東泰段,6.11,非都市：鄉村區 ; 非都市編定：乙種建築用地,64,1,持分移轉,06120000
RPQNMLLMNHJGFEB77DA,東泰段,18.71,非都市：鄉村區 ; 非都市編定：乙種建築用地,64,1,持分移轉,06510000
RPTNMLPJOHJGFCB08DA,國安段,2.05,都市：其他:第一種住宅區,10000,3,持分移轉,00860000
RPRNMLOJOHJGFIB38DA,向學段,370.23,都市：其他:乙種工業區,1,1,全筆移轉,03770000
RPSNMLKLLHJGFEB57DA,順帆段,2605.48,非都市：特定農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,05840000
RPSNMLKLLHJGFEB57DA,順帆段,1703.42,非都市：特定農業區 ; 非都市編定：農牧用地,1,1,全筆移轉,06050000
RPQOMLPKNHJGFFB18DA,市鎮北段,15.92,都市：其他:第四種商業區,100000,328,持分移轉,02380000
RPVQMLOJOHJGFCB48DA,惠安段,20.04,都市：其他:第四之一種商業區,100000,757,持分移轉,02450000
RPXOMLPJOHJGFIB56DA,大里段,16.42,非都市：特定農業區 ; 非都市編定：甲種建築用地,24,2,持分移轉,13190002
RPXOMLPJOHJGFIB56DA,大里段,57.00,非都市：特定農業區 ; 非都市編定：甲種建築用地,1,1,全筆移轉,13190011
RPXOMLPJOHJGFIB56DA,大里段,15.42,非都市：特定農業區 ; 非都市編定：甲種建築用地,24,2,持分移轉,13190017
RPXOMLPJOHJGFIB56DA,大里段,1.50,非都市：特定農業區 ; 非都市編定：甲種建築用地,10,1,持分移轉,13190019
RPUNMLSJNHJGFJB09DA,育賢段,21.78,都市：其他:住宅區,10000,58,持分移轉,02040000
RPWNMLTLNHJGFJB96DA,樹孝段,119.68,都市：其他:住宅區,1,1,全筆移轉,10070000
RPVOMLKLNHJGFAB77DA,土庫段,23.25,都市：其他:第二種住宅區,320,16,持分移轉,00320087
RPQNMLQJOHJGFCB97EA,惠禮段,50.46,都市：其他:第二種住宅區,10000,240,持分移轉,01950000
RPVQMLKLLHJGFBB87DA,文正段,8.00,都市：其他:第一種商業區,10000,39,持分移轉,00660000
RPORMLTKMHJGFBB18DA,賴厝廍段,3.96,都市：其他:第二種住宅區,10000,11,持分移轉,00710000
RPOPMLSJNHJGFCB97DA,惠禮段,24.13,都市：其他:第二種住宅區,65000000,1333893,持分移轉,02020021
RPOPMLOLMHJGFBB57DA,錦村段,10.79,都市：其他:第三種住宅區。,10000,85,持分移轉,00770000
RPOPMLSJNHJGFCB97DA,惠禮段,90.77,都市：其他:第二種住宅區,1,1,全筆移轉,02020023
RPTQMLSJNHJGFCB58DA,大進段,15.24,都市：其他:第二種住宅區,100000,336,持分移轉,07950000
RPROMLLJOHJGFCB57DA,豐富段,21.31,都市：其他:第三之一種商業區,1000000,7242,持分移轉,01460000
RPWPMLOLNHJGFCB58DA,上石碑段,25.37,都市：其他:第三之二種住宅區,10000,72,持分移轉,13010000
RPUOMLOJOHJGFCB18DA,田心段,13.22,都市：其他:第二種住宅區,10000,64,持分移轉,14460000
RPROMLRKNHJGFDB28DA,豐原段,72.00,都市：其他:第二種商業區,1,1,全筆移轉,06750044
RPPOMLRJOHJGFCB97DA,龍富段,15.80,都市：其他:第一之C種住宅區,100000,352,持分移轉,00860000
RPROMLRKNHJGFDB28DA,豐原段,31.00,都市：其他:第二種商業區,1,1,全筆移轉,06750217
RPWNMLTKMHJGFKB86DA,自強段,14.87,非都市：鄉村區 ; 非都市編定：乙種建築用地,80,10,持分移轉,00760000
RPRTMLNLNHJGFHB88DA,牛埔段,9.00,都市：其他:農業區,741,27,持分移轉,00060000
RPRTMLNLNHJGFHB88DA,牛埔段,371.00,都市：其他:農業區,1,1,全筆移轉,00380000
RPRTMLNLNHJGFHB88DA,牛埔段,18.01,都市：其他:農業區,5,1,持分移轉,00410000
RPRTMLNLNHJGFHB88DA,牛埔段,28.30,都市：其他:農業區,3,1,持分移轉,00440000
RPPNMLPJOHJGFBB67EA,榮德段,1099.98,都市：其他:第一之一種住宅區,1,1,全筆移轉,01330000
RPPNMLRJOHJGFEB18EA,奉仁段,56.51,非都市：特定農業區 ; 非都市編定：水利用地,1,1,全筆移轉,03340005
RPQNMLPJOHJGFBB77EA,美和段,144.79,都市：其他:第一之一種住宅區,1,1,全筆移轉,03260000
RPXNMLQJOHJGFDB68DA,大洲段,20.28,都市：其他:第一之一種住宅區,10000,98,持分移轉,04230000
RPOOMLOLNHJGFAB47DA,樹子腳段,27.01,都市：其他:第二種住宅區,100000,615,持分移轉,17190000
RPRNMLNLMHJGFAB47DA,頂橋子頭段,169.75,都市：其他:第二種住宅區,8,7,持分移轉,01410044
RPRNMLNLMHJGFAB47DA,頂橋子頭段,.88,都市：其他:道路用地,8,7,持分移轉,01410172
RPPPMLNJOHJGFCB67DA,豐業段,112.85,都市：其他:第二種住宅區,1,1,全筆移轉,01110005
RPRNMLNLMHJGFAB47DA,頂橋子頭段,3.50,都市：其他:道路用地,8,7,持分移轉,01410189
RPPOMLRLLHJGFCB87DA,永益段,1369.50,都市：其他:第一之一種住宅區,1,1,全筆移轉,01830000
RPXQMLQJOHJGFCB88DA,大進段,581.00,都市：其他:第四種商業區,1,1,全筆移轉,08520000
RPPRMLQJOHJGFCB18DA,大進段,1140.00,都市：其他:第四種商業區,1,1,全筆移轉,08530000
RPQRMLQJOHJGFCB28DA,大進段,870.00,都市：其他:第四種商業區,1,1,全筆移轉,08530001
RPTNMLOKNHJGFEB18DA,水美東段,.10,非都市：特定農業區 ; 非都市編定：甲種建築用地,14,1,持分移轉,04330001
RPSNMLQLNHJGFEB38DA,南安段,43.53,非都市：鄉村區 ; 非都市編定：乙種建築用地,12,1,持分移轉,05730001
RPTNMLOKNHJGFEB18DA,水美東段,78.43,非都市：特定農業區 ; 非都市編定：甲種建築用地,1,1,全筆移轉,04430000
RPTNMLOKNHJGFEB18DA,水美東段,12.66,非都市：特定農業區 ; 非都市編定：甲種建築用地,14,1,持分移轉,04500000
RPTNMLOKNHJGFEB18DA,水美東段,7.76,非都市：特定農業區 ; 非都市編定：甲種建築用地,14,1,持分移轉,04500001
RPTNMLOKNHJGFEB18DA,水美東段,1.25,非都市：特定農業區 ; 非都市編定：甲種建築用地,14,1,持分移轉,04500002
RPOOMLTKLHJGFHB38DA,聖宮段,79.74,都市：其他:第一之二種住宅區,1,1,全筆移轉,10460004
RPXNMLOKNHJGFEB58DA,水美東段,71.69,非都市：特定農業區 ; 非都市編定：甲種建築用地,1,1,全筆移轉,04330000
RPXNMLOKNHJGFEB58DA,水美東段,.10,非都市：特定農業區 ; 非都市編定：甲種建築用地,14,1,持分移轉,04330001
RPXNMLOKNHJGFEB58DA,水美東段,12.66,非都市：特定農業區 ; 非都市編定：甲種建築用地,14,1,持分移轉,04500000
RPXNMLOKNHJGFEB58DA,水美東段,7.76,非都市：特定農業區 ; 非都市編定：甲種建築用地,14,1,持分移轉,04500001
RPXNMLOKNHJGFEB58DA,水美東段,1.25,非都市：特定農業區 ; 非都市編定：甲種建築用地,14,1,持分移轉,04500002
RPRNMLRLNHJGFFB48DA,六路段,1360.41,都市：其他:第二種住宅區,1,1,全筆移轉,15440000
RPRNMLRLNHJGFFB48DA,六路段,47.62,都市：其他:道路用地,1,1,全筆移轉,15440001
RPPNMLRKNHJGFFB18DA,市鎮北段,21.84,都市：其他:第四種商業區,100000,450,持分移轉,02380000
RPQOMLRKMHJGFHB48DA,家興段,19.09,都市：其他:第一之一種住宅區,10000,61,持分移轉,08710000
RPPNMLTKLHJGFJB58DA,溪洲段,77.95,都市：其他:住宅區,1,1,全筆移轉,10570000
SPUNMLMLLHJGFBB77DA,仁美段,115.00,都市：其他:農業區,1,1,全筆移轉,05120014
RPRNMLOLMHJGFKB58DA,龍泉段,7.35,都市：其他:第四種住宅區,28,1,持分移轉,06750000
RPRNMLOLMHJGFKB58DA,龍泉段,73.98,都市：其他:第四種住宅區,1,1,全筆移轉,06780000
RPRNMLOLMHJGFKB58DA,龍泉段,35.24,都市：其他:第四種住宅區,1440,87,持分移轉,07010000
RPUOMLNJNHJGFAB77DA,土庫段,30.97,都市：其他:第二種住宅區,10000,140,持分移轉,00200004
RPPNMLRJOHJGFJB68EA,永成段,18.57,都市：其他:住宅區,10000,27,持分移轉,00590000
TPUNMLMLLHJGFBB87DA,仁美段,114.00,都市：其他:農業區,1,1,全筆移轉,05120016
RPXNMLTJMHJGFJB76DA,新光段,.49,都市：其他:住宅區,3,2,持分移轉,04970000
RPXNMLTJMHJGFJB76DA,新光段,144.58,都市：其他:住宅區,1,1,全筆移轉,04980001
RPXNMLTJMHJGFJB76DA,新光段,2.74,都市：其他:住宅區,48,2,持分移轉,06930000
RPXNMLTJMHJGFJB76DA,新光段,1.32,,48,2,持分移轉,06930001
RPXNMLTJMHJGFJB76DA,新光段,.22,都市：其他:住宅區,48,2,持分移轉,06930002
RPXNMLTJMHJGFJB76DA,新光段,4.26,都市：其他:住宅區,48,2,持分移轉,07150000
RPUNMLMLLHJGFBB67DA,仁美段,120.00,都市：其他:農業區,1,1,全筆移轉,05120013
RPOOMLOJOHJGFBB47DA,陳平段,17.00,都市：其他:第三之二種住宅區,2,1,持分移轉,01180022
RPOOMLOJOHJGFBB47DA,陳平段,83.00,都市：其他:第三之二種住宅區,1,1,全筆移轉,01180059
RPOOMLOJOHJGFBB47DA,陳平段,20.00,都市：其他:第三之二種住宅區,2,1,持分移轉,01180060
RPWOMLLLNHJGFBB08DA,平田段,19.42,都市：其他:第二種住宅區,96,2,持分移轉,02610030
RPWOMLLLNHJGFBB08DA,平田段,57.00,都市：其他:第二種住宅區,1,1,全筆移轉,02610050
RPUPMLLJMHJGFCB77DA,上石碑段,2.65,都市：其他:第三種商業區,100000,403,持分移轉,10390049
RPUPMLLJMHJGFCB77DA,上石碑段,4.06,都市：其他:第三種商業區,100000,403,持分移轉,27680000
RPOOMLOLMHJGFCB57DA,新富段,110.06,都市：其他:第一之B種住宅區,100000,4159,持分移轉,01720000
RPWNMLPJOHJGFGB78DA,石圍墻段石圍墻小段,2505.00,非都市：山坡地保育區 ; 非都市編定：農牧用地,1,1,全筆移轉,06420031
RPQOMLQLLHJGFDB97DA,后豐段,13.32,都市：其他:農業區,7798100,849500,持分移轉,02030005
RPQOMLQLLHJGFDB97DA,后豐段,84.95,都市：其他:農業區,1,1,全筆移轉,02030010
RPSRMLTLNHJGFCB88DA,順和段,21.01,都市：其他:第二種住宅區,100,21,持分移轉,01000000
RPPQMLMLMHJGFDB77DA,師範段,16.30,都市：其他:道路用地,450,20,持分移轉,06710003
RPPNMLSLMHJGFGB38DA,水底寮段上水底寮小段,69.00,非都市：山坡地保育區 ; 非都市編定：農牧用地,1,1,全筆移轉,13640000
RPPNMLSLMHJGFGB38DA,水底寮段上水底寮小段,4100.00,非都市：山坡地保育區 ; 非都市編定：農牧用地,1,1,全筆移轉,14020005
RPXPMLQJOHJGFCB78DA,何安段,3.13,都市：其他:第二種住宅區,100000,344,持分移轉,09730000
RPXPMLQJOHJGFCB78DA,何安段,4.26,都市：其他:第三種住宅區。,100000,344,持分移轉,09730001
RPUNMLRJOHJGFHB88DA,上楓段,27.38,都市：其他:第一種住宅區,10000,145,持分移轉,12750004
RPXOMLPKNHJGFIB56DA,仁化段,11.69,都市：其他:住宅區,960000,3895,持分移轉,04590000
RPXNMLRJOHJGFJB76DA,育賢段,26.67,都市：其他:住宅區,10000,42,持分移轉,01840004
RPXNMLQJOHJGFJB66DA,育賢段,22.22,都市：其他:住宅區,10000,35,持分移轉,01840004
RPOOMLQJOHJGFJB48DA,育賢段,26.67,都市：其他:住宅區,10000,42,持分移轉,01840004
RPTRMLKLNHJGFJB78DA,育賢段,9.52,都市：其他:商業區,10000,36,持分移轉,01350000
RPSNMLNLNHJGFJB58DA,溪洲段,68.27,都市：其他:住宅區,1,1,全筆移轉,07640004
